"","site","transect","actual.window","designated.window","plant","year_t","max.ht_t","max.w_t","perp.w_t","flowers_t","fruits_t","reproductive_fraction_t","year_t1","new.plant_t1","seedling_t1","survival_t1","max.ht_t1","max.w_t1","perp.w_t1","flowers_t1","fruits_t1","reproductive_fraction_t1","density","weighted.dens","volume_t","volume_t1","logGR","total.fruits_t","total.flowers_t","total.fruits_t1","total.flowers_t1","total.reproduction_t","total.reproduction_t1","logTR1","did.flower","transplant"
"1","FPS",1,0,0,"4",2013,38,51,21,0,0,1,2014,0,NA,"1",41,71,47,0,0,1,6,624468.770720372,10654.7114846498,35818.6068405162,1.21246531528155,0,0,0,0,0,0,NA,0,FALSE
"2","FPS",1,0,0,"3",2013,11,18,7,0,0,1,2014,0,NA,"1",16,23,13,0,0,1,6,624468.770720372,362.853951489621,1252.44827123113,1.23885511588062,0,0,0,0,0,0,NA,0,FALSE
"3","FPS",1,0,0,"8",2013,57,56,36,0,0,1,2014,0,NA,"1",47,78,66,0,0,1,6,624468.770720372,30083.8912507759,63343.932674331,0.744589273400267,0,0,0,0,0,0,NA,0,FALSE
"4","FPS",1,0,0,"9",2013,83,133,55,0,5,1,2014,0,NA,"1",85,55,60,0,5,1,6,624468.770720372,158950.189305315,73434.7282776614,-0.772193917305936,5,0,5,0,5,5,1.6094379124341,1,FALSE
"5","FPS",1,0,0,"2",2013,95,180,123,0,23,1,2014,0,NA,"1",96,164,127,0,244,1,6,624468.770720372,550642.652357951,523464.734311746,-0.0506163921125431,23,0,244,0,23,244,5.4971682252932,1,FALSE
"6","FPS",1,0,0,"8",2015,56,80,65,2,0,1,2016,0,NA,"1",56,91,75,12,160,1,6,624468.770720372,76235.9817271123,100059.726016835,0.271933715483641,0,2,160,12,2,172,5.14749447681345,1,FALSE
"7","FPS",1,0,0,"1",2016,58,69,51,5,103,1,2017,0,NA,"1",57,72,55,0,3,1,6,624468.770720372,53433.778648582,59093.357814024,0.100675424215073,103,5,3,0,108,3,1.09861228866811,1,FALSE
"8","FPS",1,0,0,"2",2016,94,185,143,85,263,0.5,2017,0,NA,"1",95,189,144,12,31,0.25,6,624468.770720372,651034.863597291,676887.553142457,0.0389419686279471,526,170,124,48,696,172,5.14749447681345,1,FALSE
"9","FPS",1,0,0,"3",2016,16,29,24,0,0,1,2017,0,NA,"1",16,29,21,0,0,1,6,624468.770720372,2915.39798253133,2550.97323471491,-0.133531392624523,0,0,0,0,0,0,NA,0,FALSE
"10","FPS",1,0,0,"4",2016,59,77,53,28,68,1,2017,0,NA,"1",58,59,47,5,25,0.5,6,624468.770720372,63035.7947948914,42106.2427372884,-0.403506723149327,68,28,50,10,96,60,4.0943445622221,1,FALSE
"11","FPS",1,0,0,"5",2016,68,94,72,16,354,1,2017,0,NA,"1",57,98,93,13,43,0.25,6,624468.770720372,120486.361450476,136004.258362883,0.121149633196211,354,16,172,52,370,224,5.41164605185504,1,FALSE
"12","FPS",1,0,0,"6",2016,48,48,28,9,47,1,2017,0,NA,"1",47,36,20,16,43,1,6,624468.770720372,16889.2021056987,8859.29128312322,-0.645207718270825,47,9,43,16,56,59,4.07753744390572,1,FALSE
"13","FPS",1,0,0,"5",2013,63,75,48,0,1,1,2014,0,NA,"1",59,90,56,0,22,1,6,624468.770720372,59376.1011528471,77848.6659559551,0.270874954135401,1,0,22,0,1,22,3.09104245335832,1,FALSE
"14","FPS",1,0,0,"8",2016,56,91,75,12,160,1,2017,0,NA,"1",64,80,86,23,110,0.5,6,624468.770720372,100059.726016835,115275.506435721,0.141557703498751,160,12,220,46,172,266,5.5834963087817,1,FALSE
"15","FPS",1,0,0,"7",2013,55,63,59,0,2,1,2014,0,NA,"1",54,87,77,0,1,1,6,624468.770720372,53520.9578447191,94704.8813387911,0.570692231542818,2,0,1,0,2,1,0,1,FALSE
"16","FPS",1,0,0,"10",2016,64,61,42,19,202,1,2017,0,NA,"1",69,78,48,3,20,1,6,624468.770720372,42926.7220186509,67632.2066464811,0.454589776378389,202,19,20,3,221,23,3.13549421592915,1,FALSE
"17","FPS",1,0,0,"5",2015,NA,NA,NA,NA,NA,NA,2016,0,NA,"1",68,94,72,16,354,1,6,624468.770720372,NA,120486.361450476,NA,NA,NA,354,16,NA,370,5.91350300563827,1,FALSE
"18","FPS",1,0,0,"10",2013,62,32,16,0,0,1,2014,0,NA,"1",54,46,36,0,7,1,6,624468.770720372,8310.5597662962,23411.1484545511,1.03568537142488,0,0,7,0,0,7,1.94591014905531,1,FALSE
"19","FPS",1,0,0,"3",2014,16,23,13,0,0,1,2015,0,NA,"1",16,26,17,0,0,1,6,624468.770720372,1252.44827123113,1851.44527051558,0.390866308687012,0,0,0,0,0,0,NA,0,FALSE
"20","FPS",1,0,0,"9",2015,84,56,42,3,0,1,2016,0,NA,"1",78,60,52,11,176,1,6,624468.770720372,51723.1814487024,63711.499014801,0.20845899963129,0,3,176,11,3,187,5.23110861685459,1,FALSE
"21","FPS",1,0,0,"1",2014,60,61,43,0,0,1,2015,0,NA,"1",56,68,44,3,4,1,6,624468.770720372,41201.9876518301,43865.0110245231,0.0626304877405417,0,0,4,3,0,7,1.94591014905531,1,FALSE
"22","FPS",1,0,0,"2",2014,96,164,127,0,244,1,2015,0,NA,"1",92,162,127,49,61,1,6,624468.770720372,523464.734311746,495535.975621332,-0.0548297070106116,244,0,61,49,244,110,4.70048036579242,1,FALSE
"23","FPS",1,0,0,"1",2015,56,68,44,3,4,1,2016,0,NA,"1",58,69,51,5,103,1,6,624468.770720372,43865.0110245231,53433.778648582,0.197326118038488,4,3,103,5,7,108,4.68213122712422,1,FALSE
"24","FPS",1,0,0,"4",2014,41,71,47,0,0,1,2015,0,NA,"1",52,48,34,0,0,1,6,624468.770720372,35818.6068405162,22217.343246187,-0.477594291350202,0,0,0,0,0,0,NA,0,FALSE
"25","FPS",1,0,0,"6",2014,36,39,24,0,0,1,2015,0,NA,"1",47,44,33,11,2,1,6,624468.770720372,8821.59217128014,17866.2374209651,0.705710382161097,0,0,2,11,0,13,2.56494935746154,1,FALSE
"26","FPS",1,0,0,"7",2016,68,90,87,10,107,1,2017,0,NA,"1",74,97,89,1,24,0.25,6,624468.770720372,139392.466039779,167248.444500384,0.182186947278737,107,10,96,4,117,100,4.60517018598809,1,FALSE
"27","FPS",1,0,0,"7",2015,67,87,85,4,0,1,2016,0,NA,"1",68,90,87,10,107,1,6,624468.770720372,129712.433675906,139392.466039779,0.0719734996250896,0,4,107,10,4,117,4.76217393479776,1,FALSE
"28","FPS",1,0,0,"9",2016,78,60,52,11,176,1,2017,0,NA,"1",59,67,54,4,84,0.5,6,624468.770720372,63711.499014801,55884.220918382,-0.131082997632161,176,11,168,8,187,176,5.17048399503815,1,FALSE
"29","FPS",1,0,0,"3",2015,16,26,17,0,0,1,2016,0,NA,"1",16,29,24,0,0,1,6,624468.770720372,1851.44527051558,2915.39798253133,0.454039778256721,0,0,0,0,0,0,NA,0,FALSE
"30","FPS",1,0,0,"9",2014,85,55,60,0,5,1,2015,0,NA,"1",84,56,42,3,0,1,6,624468.770720372,73434.7282776614,51723.1814487024,-0.350490896083057,5,0,0,3,5,3,1.09861228866811,1,FALSE
"31","FPS",1,0,0,"7",2014,54,87,77,0,1,1,2015,0,NA,"1",67,87,85,4,0,1,6,624468.770720372,94704.8813387911,129712.433675906,0.314554407463325,1,0,0,4,1,4,1.38629436111989,1,FALSE
"32","FPS",1,0,0,"10",2015,58,55,38,0,0,1,2016,0,NA,"1",64,61,42,19,202,1,6,624468.770720372,31735.3217890129,42926.7220186509,0.302064210311077,0,0,202,19,0,221,5.39816270151775,1,FALSE
"33","FPS",1,0,0,"6",2013,37,33,19,0,0,1,2014,0,NA,"1",36,39,24,0,0,1,6,624468.770720372,6073.48399755247,8821.59217128014,0.373269961656558,0,0,0,0,0,0,NA,0,FALSE
"34","FPS",1,0,0,"10",2014,54,46,36,0,7,1,2015,0,NA,"1",58,55,38,0,0,1,6,624468.770720372,23411.1484545511,31735.3217890129,0.304217973995796,7,0,0,0,7,0,NA,0,FALSE
"35","FPS",1,0,0,"2",2015,92,162,127,49,61,1,2016,0,NA,"1",94,185,143,85,263,0.5,6,624468.770720372,495535.975621332,651034.863597291,0.272923238868222,61,49,526,170,110,696,6.54534966033442,1,FALSE
"36","FPS",1,0,0,"8",2014,47,78,66,0,0,1,2015,0,NA,"1",56,80,65,2,0,1,6,624468.770720372,63343.932674331,76235.9817271123,0.185254424878591,0,0,0,2,0,2,0.693147180559945,1,FALSE
"37","FPS",1,0,0,"1",2013,49,54,27,0,5,1,2014,0,NA,"1",60,61,43,0,0,1,6,624468.770720372,18703.4718631468,41201.9876518301,0.789777331409745,5,0,0,0,5,0,NA,0,FALSE
"38","FPS",1,100,100,"1",2016,98,144,141,220,158,0.25,2017,0,NA,"1",92,167,163,94,144,0.125,0,0,520926.327447645,655632.584445819,0.229991921647816,632,880,1152,752,1512,1904,7.55171221535131,1,FALSE
"39","FPS",1,100,100,"2s",2015,8,10,9,0,0,1,2016,0,NA,"1",9,14,8,0,0,1,0,0,188.495559215388,263.893782901543,0.336472236621214,0,0,0,0,0,0,NA,0,FALSE
"40","FPS",1,100,100,"3",2014,123,170,157,17,170,1,2015,0,NA,"1",144,172,122,102,12,1,0,0,859453.356224194,791078.162915139,-0.0828997766482775,170,17,12,102,187,114,4.7361984483945,1,FALSE
"41","FPS",1,100,100,"1",2015,92,141,128,332,162,1,2016,0,NA,"1",98,144,141,220,158,0.25,0,0,434695.892291912,520926.327447645,0.180961937277916,162,332,632,880,494,1512,7.32118855673948,1,FALSE
"42","FPS",1,100,100,"1",2014,87,105,100,149,22,1,2015,0,NA,"1",92,141,128,332,162,1,0,0,239153.740754523,434695.892291912,0.597540076546627,22,149,162,332,171,494,6.20253551718792,1,FALSE
"43","FPS",1,100,100,"3",2015,144,172,122,102,12,1,2016,0,NA,"1",128,139,130,140,203,0.25,0,0,791078.162915139,605531.512003921,-0.267290173616818,12,102,812,560,114,1372,7.22402480828583,1,FALSE
"44","FPS",1,100,100,"3",2013,124,149,141,0,41,1,2014,0,NA,"1",123,170,157,17,170,1,0,0,682017.773945769,859453.356224194,0.231240835842323,41,0,170,17,41,187,5.23110861685459,1,FALSE
"45","FPS",1,100,100,"2s",2013,NA,NA,NA,NA,NA,NA,2014,1,1,"",5,4,2.5,0,0,1,0,0,NA,13.0899693899575,NA,NA,NA,0,0,NA,0,NA,0,FALSE
"46","FPS",1,100,100,"2s",2016,9,14,8,0,0,NA,2017,0,NA,"1",12,17,13,0,0,1,0,0,263.893782901543,694.291976443344,0.967345902674439,NA,NA,0,0,NA,0,NA,0,FALSE
"47","FPS",1,100,100,"1",2013,79,79,73,0,20,1,2014,0,NA,"1",87,105,100,149,22,1,0,0,119273.968485578,239153.740754523,0.695683508717766,20,0,22,149,20,171,5.14166355650266,1,FALSE
"48","FPS",1,100,100,"3",2016,128,139,130,140,203,0.25,2017,0,NA,"1",131,163,149,68,163,0.125,0,0,605531.512003921,832940.14682361,0.31885518244748,812,560,1304,544,1372,1848,7.52185925220163,1,FALSE
"49","FPS",1,100,100,"2s",2014,5,4,2.5,0,0,1,2015,0,NA,"1",8,10,9,0,0,1,0,0,13.0899693899575,188.495559215388,2.66722820658195,0,0,0,0,0,0,NA,0,FALSE
"50","FPS",1,105,100,"2",2015,132,145,129,147,8,1,2016,0,NA,"1",142,143,132,104,112,0.25,2,590677.80013836,646398.396439368,701724.984661738,0.0821255410789217,8,147,448,416,155,864,6.76157276880406,1,FALSE
"51","FPS",1,105,100,"2",2014,133,123,110,23,34,1,2015,0,NA,"1",132,145,129,147,8,1,2,590677.80013836,471105.380350691,646398.396439368,0.31633421998203,34,23,8,147,57,155,5.04342511691925,1,FALSE
"52","FPS",1,105,100,"2",2016,142,143,132,104,112,0.25,2017,0,NA,"1",137,154,136,148,486,0.125,2,590677.80013836,701724.984661738,751188.313794958,0.0681148035302677,448,416,3888,1184,864,5072,8.53149049611706,1,FALSE
"53","FPS",1,105,100,"5s",NA,NA,NA,NA,NA,NA,NA,2016,1,0,"",5,7,5,0,0,1,2,590677.80013836,NA,45.8148928648511,NA,NA,NA,0,0,NA,0,NA,0,FALSE
"54","FPS",1,105,100,"5s",2016,5,7,5,0,0,1,2017,0,NA,"1",7,9,7,0,0,1,2,590677.80013836,45.8148928648511,115.453530019425,0.924258901523332,0,0,0,0,0,0,NA,0,FALSE
"55","FPS",1,105,100,"2",2013,135,117,114,0,6,1,2014,0,NA,"1",133,123,110,23,34,1,2,590677.80013836,471403.831652783,471105.380350691,-0.000633312244094242,6,0,34,23,6,57,4.04305126783455,1,FALSE
"56","FPS",1,110,100,"1s",2014,4,7,4.5,0,0,1,2015,0,NA,"1",6,10,8,0,0,1,1,1096060.83613298,32.9867228626928,125.663706143592,1.33750419695046,0,0,0,0,0,0,NA,0,FALSE
"57","FPS",1,110,110,"1s",2016,9,9,7,0,0,1,2017,0,NA,"1",8,16,14,0,0,1,1,1096060.83613298,148.440252882118,469.144502936076,1.15072828980712,0,0,0,0,0,0,NA,0,FALSE
"58","FPS",1,110,110,"1s",2015,6,10,8,0,0,1,2016,0,NA,"1",9,9,7,0,0,1,1,1096060.83613298,125.663706143592,148.440252882118,0.166573199825815,0,0,0,0,0,0,NA,0,FALSE
"59","FPS",1,110,100,"1s",2013,NA,NA,NA,NA,NA,NA,2014,1,1,"",4,7,4.5,0,0,1,1,1096060.83613298,NA,32.9867228626928,NA,NA,NA,0,0,NA,0,NA,0,FALSE
"60","FPS",1,130,100,"4",NA,NA,NA,NA,NA,NA,NA,2015,1,0,"1",10,12,7,0,0,1,0,0,NA,219.911485751285,NA,NA,NA,0,0,NA,0,NA,0,FALSE
"61","FPS",1,130,100,"4",2016,8,8,6,0,0,NA,2017,0,NA,"1",13,16,9,0,0,1,0,0,100.530964914873,490.088453960008,1.58412010444981,NA,NA,0,0,NA,0,NA,0,FALSE
"62","FPS",1,145,150,"1",2015,83,184,114,24,29,1,2016,0,NA,"1",89,182,140,75,178,0.125,1,214345.630766676,455794.828553422,593687.707699887,0.264310665618162,29,24,1424,600,53,2024,7.61283103040736,1,FALSE
"63","FPS",1,145,150,"1",2016,89,182,140,75,178,0.125,2017,0,NA,"1",84,202,168,13,119,0.125,1,214345.630766676,593687.707699887,746291.618045563,0.228762996229538,1424,600,952,104,2024,1056,6.96224346426621,1,FALSE
"64","FPS",1,145,150,"1",2014,71,157,113,45,2,1,2015,0,NA,"1",83,184,114,24,29,1,1,214345.630766676,329765.388665074,455794.828553422,0.323661312698114,2,45,29,24,47,53,3.97029191355212,1,FALSE
"65","FPS",1,145,150,"1",2013,67,130,94,0,19,1,2014,0,NA,"1",71,157,113,45,2,1,1,214345.630766676,214345.630766676,329765.388665074,0.430791648985412,19,0,2,45,19,47,3.85014760171006,1,FALSE
"66","FPS",1,150,150,"3",2015,46,44,38,0,0,1,2016,0,NA,"1",51,49,37,2,12,1,1,385561.383189768,20135.5145144082,24206.7567940727,0.184146653345435,0,0,12,2,0,14,2.63905732961526,1,FALSE
"67","FPS",1,150,150,"4",2013,107,118,110,0,20,1,2014,0,NA,"1",94,120,112,254,136,0.5,1,385561.383189768,363602.697738727,330746.874569933,-0.0947084283728437,20,0,272,508,20,780,6.65929391968364,1,FALSE
"68","FPS",1,150,150,"2",2013,184,92,87,7,0,1,2014,0,NA,"1",98,154,109,239,191,1,1,385561.383189768,385561.383189768,430667.323312459,0.110635510000735,0,7,191,239,7,430,6.06378520868761,1,FALSE
"69","FPS",1,150,150,"3",2013,32,22,16,0,0,1,2014,0,NA,"1",40,32,27,0,0,1,1,385561.383189768,2948.90830416962,9047.7868423386,1.12108514452017,0,0,0,0,0,0,NA,0,FALSE
"70","FPS",1,150,150,"3",2014,40,32,27,0,0,1,2015,0,NA,"1",46,44,38,0,0,1,1,385561.383189768,9047.7868423386,20135.5145144082,0.79996496721575,0,0,0,0,0,0,NA,0,FALSE
"71","FPS",1,150,150,"4",2014,94,120,112,254,136,0.5,2015,0,NA,"1",92,141,129,14,2,1,1,385561.383189768,330746.874569933,438091.953950443,0.281075475441737,272,508,2,14,780,16,2.77258872223978,1,FALSE
"72","FPS",1,150,150,"2",2016,107,152,144,155,392,0.125,2017,0,NA,"1",111,161,151,2,180,0.0625,1,385561.383189768,613138.355015813,706471.145763148,0.141691748227538,3136,1240,2880,32,4376,2912,7.97659540931658,1,FALSE
"73","FPS",1,150,150,"2",2015,105,138,136,121,50,1,2016,0,NA,"1",107,152,144,155,392,0.125,1,385561.383189768,515912.345572516,613138.355015813,0.172653733833402,50,121,3136,1240,171,4376,8.38389034410182,1,FALSE
"74","FPS",1,150,150,"2",2014,98,154,109,239,191,1,2015,0,NA,"1",105,138,136,121,50,1,1,385561.383189768,430667.323312459,515912.345572516,0.180600957737436,191,239,50,121,430,171,5.14166355650266,1,FALSE
"75","FPS",1,150,150,"4",2015,92,141,129,14,2,1,2016,0,NA,"1",85,148,143,145,224,0.125,1,385561.383189768,438091.953950443,470961.390687402,0.0723472887254584,2,14,1792,1160,16,2952,7.99023818572036,1,FALSE
"76","FPS",1,150,150,"3",2016,51,49,37,2,12,1,2017,0,NA,"1",58,54,43,0,0,1,1,385561.383189768,24206.7567940727,35258.0943512382,0.376063329325079,12,2,0,0,14,0,NA,0,FALSE
"77","FPS",1,150,150,"4",2016,85,148,143,145,224,0.125,2017,0,NA,"1",100,163,148,80,420,0.125,1,385561.383189768,470961.390687402,631564.843126668,0.29342450004463,1792,1160,3360,640,2952,4000,8.29404964010203,1,FALSE
"78","FPS",1,165,150,"3s",2014,6,5,2.5,0,0,1,2015,0,NA,"1",7.5,10,9,0,0,1,1,16738.4056583264,19.6349540849362,176.714586764426,2.19722457733622,0,0,0,0,0,0,NA,0,FALSE
"79","FPS",1,165,150,"3s",2013,NA,NA,NA,NA,NA,NA,2014,1,1,"",6,5,2.5,0,0,1,1,16738.4056583264,NA,19.6349540849362,NA,NA,NA,0,0,NA,0,NA,0,FALSE
"80","FPS",1,165,165,"3s",2015,7.5,10,9,0,0,1,2016,0,NA,"1",11,13,12,0,0,1,1,16738.4056583264,176.714586764426,449.24774946334,0.933038589175378,0,0,0,0,0,0,NA,0,FALSE
"81","FPS",1,165,165,"3s",2016,11,13,12,0,0,NA,2017,0,NA,"1",15,19,17,0,0,1,1,16738.4056583264,449.24774946334,1268.41803388688,1.03795124427696,NA,NA,0,0,NA,0,NA,0,FALSE
"82","FPS",1,200,200,"4",2014,82,117,116,307,129,0.5,2015,0,NA,"1",90,130,117,9,8,1,1,205724.053327674,291357.585879225,358377.181958256,0.20703468241523,258,614,8,9,872,17,2.83321334405622,1,FALSE
"83","FPS",1,200,200,"3",2014,84,125,119,302,222,0.5,2015,0,NA,"1",84,131,121,84,13,1,1,205724.053327674,327118.335055037,348581.696064363,0.0635506383840632,444,604,13,84,1048,97,4.57471097850338,1,FALSE
"84","FPS",1,200,200,"1",2013,46,69,49,0,4,1,2014,0,NA,"1",54,74,84,46,4,1,1,205724.053327674,40716.6115868505,87876.6297062137,0.769297739414778,4,0,4,46,4,50,3.91202300542815,1,FALSE
"85","FPS",1,200,200,"4",2013,72,107,102,14,32,1,2014,0,NA,"1",82,117,116,307,129,0.5,1,205724.053327674,205724.053327674,291357.585879225,0.348015606406141,32,14,258,614,46,872,6.77078942390898,1,FALSE
"86","FPS",1,200,200,"1",2015,50,92,78,7,0,1,2016,0,NA,"1",62,110,104,125,137,0.125,1,205724.053327674,93933.6203423348,185689.069778181,0.681485240812101,0,7,1096,1000,7,2096,7.64778604544093,1,FALSE
"87","FPS",1,200,200,"2",2015,80,140,132,21,0,1,2016,0,NA,"1",85,151,134,171,177,0.125,1,205724.053327674,387044.214922263,450266.149081879,0.151299913386595,0,21,1416,1368,21,2784,7.93164402145431,1,FALSE
"88","FPS",1,200,200,"2",2013,64,103,95,24,13,1,2014,0,NA,"1",75,116,120,439,101,1,1,205724.053327674,163949.248615339,273318.560862312,0.511081084234874,13,24,101,439,37,540,6.29156913955832,1,FALSE
"89","FPS",1,200,200,"4",2015,90,130,117,9,8,1,2016,0,NA,"1",92,110,108,145,322,1,1,205724.053327674,358377.181958256,286136.258888958,-0.225117885617928,8,9,322,145,17,467,6.1463292576689,1,FALSE
"90","FPS",1,200,200,"3",2013,83,102,81,37,14,1,2014,0,NA,"1",84,125,119,302,222,0.5,1,205724.053327674,179527.882985716,327118.335055037,0.599991453503836,14,37,444,604,51,1048,6.95463886488099,1,FALSE
"91","FPS",1,200,200,"2",2014,75,116,120,439,101,1,2015,0,NA,"1",80,140,132,21,0,1,1,205724.053327674,273318.560862312,387044.214922263,0.347900932444835,101,439,0,21,540,21,3.04452243772342,1,FALSE
"92","FPS",1,200,200,"1",2016,62,110,104,125,137,0.125,2017,0,NA,"1",59,133,112,47,247,0.125,1,205724.053327674,185689.069778181,230086.057158712,0.214379793443687,1096,1000,1976,376,2096,2352,7.76302130901852,1,FALSE
"93","FPS",1,200,200,"1",2014,54,74,84,46,4,1,2015,0,NA,"1",50,92,78,7,0,1,1,205724.053327674,87876.6297062137,93933.6203423348,0.0666544705550205,4,46,0,7,50,7,1.94591014905531,1,FALSE
"94","FPS",1,200,200,"4",2016,92,110,108,145,322,1,2017,0,NA,"1",89,139,122,49,186,0.0625,1,205724.053327674,286136.258888958,395123.86762852,0.322731177630413,322,145,2976,784,467,3760,8.23217423638394,1,FALSE
"95","FPS",1,200,200,"2",2016,85,151,134,171,177,0.125,2017,0,NA,"1",80,155,135,43,285,0.125,1,205724.053327674,450266.149081879,438252.175175776,-0.0270443632245936,1416,1368,2280,344,2784,2624,7.87245515006398,1,FALSE
"96","FPS",1,200,200,"3",2015,84,131,121,84,13,1,2016,0,NA,"1",95,142,136,126,225,0.125,1,205724.053327674,348581.696064363,480307.628831831,0.320554167296647,13,84,1800,1008,97,2808,7.9402277651457,1,FALSE
"97","FPS",1,200,200,"3",2016,95,142,136,126,225,0.125,2017,0,NA,"1",99,138,137,12,348,0.125,1,205724.053327674,480307.628831831,490008.343347341,0.019995626182066,1800,1008,2784,96,2808,2880,7.96554557312999,1,FALSE
"98","FPS",1,205,200,"6s",NA,NA,NA,NA,NA,NA,NA,2016,1,1,"",9,8,6,0,0,1,0,0,NA,113.097335529233,NA,NA,NA,0,0,NA,0,NA,0,FALSE
"99","FPS",1,205,200,"7s",2016,8,10,8,0,0,1,2017,0,NA,"1",11,11,11,0,0,1,0,0,167.551608191456,348.454985160668,0.732217642041394,0,0,0,0,0,0,NA,0,FALSE
"100","FPS",1,205,200,"5s",NA,NA,NA,NA,NA,NA,NA,2016,1,1,"",5.5,6,4.5,0,0,1,0,0,NA,38.8772090881737,NA,NA,NA,0,0,NA,0,NA,0,FALSE
"101","FPS",1,205,200,"6s",2016,9,8,6,0,0,1,2017,0,NA,"1",9,10.5,9,0,0,1,0,0,113.097335529233,222.660379323177,0.677398823591806,0,0,0,0,0,0,NA,0,FALSE
"102","FPS",1,205,200,"5s",2016,5.5,6,4.5,0,0,1,2017,0,NA,"1",7,9,8.5,0,0,1,0,0,38.8772090881737,140.193572166444,1.28261593164505,0,0,0,0,0,0,NA,0,FALSE
"103","FPS",1,205,200,"7s",NA,NA,NA,NA,NA,NA,NA,2016,1,1,"",8,10,8,0,0,1,0,0,NA,167.551608191456,NA,NA,NA,0,0,NA,0,NA,0,FALSE
"104","FPS",1,210,200,"4s",2014,4.5,3,2,0,0,1,2015,0,NA,"1",3,2,2,0,0,1,1,228060.777094697,7.06858347057703,3.14159265358979,-0.810930216216329,0,0,0,0,0,0,NA,0,FALSE
"105","FPS",1,210,200,"4s",2013,NA,NA,NA,NA,NA,NA,2014,1,1,"",4.5,3,2,0,0,1,1,228060.777094697,NA,7.06858347057703,NA,NA,NA,0,0,NA,0,NA,0,FALSE
"106","FPS",1,210,200,"7s",2015,4,4,4,0,0,1,2016,0,NA,"1",8,11,7,0,0,1,1,228060.777094697,16.7551608191456,161.268422884276,2.26436388017385,0,0,0,0,0,0,NA,0,FALSE
"107","FPS",1,210,200,"7s",2016,8,11,7,0,0,1,2017,0,NA,"1",9,15,13,0,0,1,1,228060.777094697,161.268422884276,459.457925587507,1.04697717236645,0,0,0,0,0,0,NA,0,FALSE
"108","FPS",1,210,200,"7s",NA,NA,NA,NA,NA,NA,NA,2015,1,1,"",4,4,4,0,0,1,1,228060.777094697,NA,16.7551608191456,NA,NA,NA,0,0,NA,0,NA,0,FALSE
"109","FPS",1,220,200,"6s",NA,NA,NA,NA,NA,NA,NA,2015,1,0,"",7,11,5,0,0,1,0,0,NA,100.792764302673,NA,NA,NA,0,0,NA,0,NA,0,FALSE
"110","FPS",1,220,200,"6s",2015,7,11,5,0,0,1,2016,0,NA,"1",2,0.5,0.5,0,0,1,0,0,100.792764302673,0.130899693899575,-6.64639051484773,0,0,0,0,0,0,NA,0,FALSE
"111","FPS",1,235,200,"10s",2016,NA,NA,NA,NA,NA,NA,2017,1,0,"",21,17,16,0,0,1,1,644372.069177802,NA,1495.39810310874,NA,NA,NA,0,0,NA,0,NA,0,FALSE
"112","FPS",1,300,300,"3",2016,75,120,112,127,79,0.25,2017,0,NA,"1",87,137,133,53,187,0.125,0,0,263893.782901543,415011.458122682,0.452759445091012,316,508,1496,424,824,1920,7.56008046502183,1,FALSE
"113","FPS",1,300,300,"3",2013,39,57,50,0,0,1,2014,0,NA,"1",59,79,80,21,29,1,0,0,29099.0019538755,97619.7557225468,1.21037601165428,0,0,29,21,0,50,3.91202300542815,1,FALSE
"114","FPS",1,300,300,"3",2015,67,108,91,0,0,1,2016,0,NA,"1",75,120,112,127,79,0.25,0,0,172388.613680433,263893.782901543,0.425795374581416,0,0,316,508,0,824,6.71417052990947,1,FALSE
"115","FPS",1,300,300,"3",2014,59,79,80,21,29,1,2015,0,NA,"1",67,108,91,0,0,1,0,0,97619.7557225468,172388.613680433,0.568671421985414,29,21,0,0,50,0,NA,0,FALSE
"116","FPS",1,300,300,"1",2014,95,135,134,208,14,1,2015,0,NA,"1",106,174,153,0,2,1,0,0,449915.337902228,738780.070010829,0.49594084472915,14,208,2,0,222,2,0.693147180559945,1,FALSE
"117","FPS",1,305,300,"2",2014,42,39,31,7,0,1,2015,0,NA,"1",44,51,48,0,0,1,3,1299196.2171141,13293.6493136652,28198.935658622,0.751997808652316,0,7,0,0,7,0,NA,0,FALSE
"118","FPS",1,305,300,"2",2013,26,25,15,0,0,1,2014,0,NA,"1",42,39,31,7,0,1,3,1299196.2171141,2552.54403104171,13293.6493136652,1.65019590490627,0,0,0,7,0,7,1.94591014905531,1,FALSE
"119","FPS",1,305,300,"1",2014,149,222,189,424,203,1,2015,0,NA,"1",122,230,228,8,8,1,3,1299196.2171141,1636702.22827823,1674908.70733486,0.0230752797335132,203,424,8,8,627,16,2.77258872223978,1,FALSE
"120","FPS",1,305,300,"2",2015,44,51,48,0,0,1,2016,0,NA,"1",49,66,58,44,118,0.5,3,1299196.2171141,28198.935658622,49106.2347682621,0.554701773132994,0,0,236,88,0,324,5.78074351579233,1,FALSE
"121","FPS",1,305,300,"1",2015,122,230,228,8,8,1,2016,0,NA,"1",112,246,234,154,124,0.125,3,1299196.2171141,1674908.70733486,1687864.63543827,0.00770553997426582,8,8,992,1232,16,2224,7.70706265537047,1,FALSE
"122","FPS",1,305,300,"2",2016,49,66,58,44,118,0.5,2017,0,NA,"1",56,73,69,32,251,0.5,3,1299196.2171141,49106.2347682621,73846.2769152817,0.407999585797329,236,88,502,64,324,566,6.33859407820318,1,FALSE
"123","FPS",1,305,300,"9s",2016,NA,NA,NA,NA,NA,NA,2017,1,0,"",12,15,14,0,0,1,3,1299196.2171141,NA,659.734457253856,NA,NA,NA,0,0,NA,0,NA,0,FALSE
