"","site","transect","actual.window","designated.window","plant","year_t","max.ht_t","max.w_t","perp.w_t","flowers_t","fruits_t","reproductive_fraction_t","year_t1","new.plant_t1","seedling_t1","survival_t1","max.ht_t1","max.w_t1","perp.w_t1","flowers_t1","fruits_t1","reproductive_fraction_t1","density","weighted.dens","volume_t","volume_t1","logGR","total.fruits_t","total.flowers_t","total.fruits_t1","total.flowers_t1","total.reproduction_t","total.reproduction_t1","logTR1","did.flower","transplant"
"436","FPS",3,0,0,"9",2015,87,88,42,6,7,1,2016,0,NA,"1",85,96,44,7,165,1,6,475731.63733249,84182.1167455921,93996.4521954066,0.110274530460256,7,6,165,7,13,172,5.14749447681345,1,FALSE
"437","FPS",3,0,0,"1",2014,67,88,88,0,2,1,2015,0,NA,"1",73,111,100,110,256,1,6,475731.63733249,135834.088760813,212136.043933651,0.445793580101437,2,0,256,110,2,366,5.90263333340137,1,FALSE
"438","FPS",3,0,0,"4",2013,62,100,58,0,1,1,2014,0,NA,"1",69,107,62,0,0,1,6,475731.63733249,94143.0598525742,119837.622567509,0.241322142524655,1,0,0,0,1,0,NA,0,FALSE
"439","FPS",3,0,0,"3",2015,88,145,133,135,145,1,2016,0,NA,"1",86,155,139,19,285,0.25,6,475731.63733249,444294.505046181,485080.23167141,0.0878266611829126,145,135,1140,76,280,1216,7.10332206252611,1,FALSE
"440","FPS",3,0,0,"5",2014,60,85,61,0,0,1,2015,0,NA,"1",61,106,71,6,9,1,6,475731.63733249,81445.7895443154,120188.43374716,0.389123152440966,0,0,9,6,0,15,2.70805020110221,1,FALSE
"441","FPS",3,0,0,"6",2014,57,60,32,0,0,1,2015,0,NA,"1",61,91,43,12,28,1,6,475731.63733249,28651.3250007389,62489.6812719424,0.779801753527346,0,0,28,12,0,40,3.68887945411394,1,FALSE
"442","FPS",3,0,0,"6",2015,61,91,43,12,28,1,2016,0,NA,"1",57,94,48,2,105,0.5,6,475731.63733249,62489.6812719424,67330.6137517364,0.0746135746287209,28,12,210,4,40,214,5.36597601502185,1,FALSE
"443","FPS",3,0,0,"7",2015,123,190,180,108,71,1,2016,0,NA,"1",123,168,160,7,74,0.25,6,475731.63733249,1101285.3047159,865571.60791706,-0.240843128413612,71,108,296,28,179,324,5.78074351579233,1,FALSE
"444","FPS",3,0,0,"8",2015,67,96,71,3,4,1,2016,0,NA,"1",69,82,75,20,77,0.5,6,475731.63733249,119556.450025013,111094.570212569,-0.0734068225022959,4,3,154,40,7,194,5.26785815906333,1,FALSE
"445","FPS",3,0,0,"9",2013,84,69,48,0,0,1,2014,0,NA,"1",90,100,33,0,4,1,6,475731.63733249,72834.6840808258,77754.4181763474,0.065363103436372,0,0,4,0,0,4,1.38629436111989,1,FALSE
"446","FPS",3,0,0,"2",2013,61,100,97,0,3,1,2014,0,NA,"1",56,105,83,0,0,1,6,475731.63733249,154906.697760757,127768.573221497,-0.192602379975515,3,0,0,0,3,0,NA,0,FALSE
"447","FPS",3,0,0,"4",2014,69,107,62,0,0,1,2015,0,NA,"1",62,99,72,16,7,1,6,475731.63733249,119837.622567509,115698.574246405,-0.0351493699085204,0,0,7,16,0,23,3.13549421592915,1,FALSE
"448","FPS",3,0,0,"2",2014,56,105,83,0,0,1,2015,0,NA,"1",57,117,91,39,7,1,6,475731.63733249,127768.573221497,158880.55066816,0.217932060459885,0,0,7,39,0,46,3.8286413964891,1,FALSE
"449","FPS",3,0,0,"1",2013,64,88,68,0,2,1,2014,0,NA,"1",67,88,88,0,2,1,6,475731.63733249,100262.882341767,135834.088760813,0.303638645333395,2,0,2,0,2,2,0.693147180559945,1,FALSE
"450","FPS",3,0,0,"6",2013,54,88,37,0,6,1,2014,0,NA,"1",57,60,32,0,0,1,6,475731.63733249,46030.6155603976,28651.3250007389,-0.474107040830328,6,0,0,0,6,0,NA,0,FALSE
"451","FPS",3,0,0,"3",2013,84,191,91,0,5,1,2014,0,NA,"1",89,141,111,0,0,1,6,475731.63733249,382228.153384309,364670.577441559,-0.0470232719841519,5,0,0,0,5,0,NA,0,FALSE
"452","FPS",3,0,0,"7",2016,123,168,160,7,74,0.25,2017,0,NA,"1",124,143,142,7,79,0.125,6,475731.63733249,865571.60791706,659196.197712541,-0.272368896543298,296,28,632,56,324,688,6.53378883793334,1,FALSE
"453","FPS",3,0,0,"5",2013,61,83,51,0,4,1,2014,0,NA,"1",60,85,61,0,0,1,6,475731.63733249,67600.0053217818,81445.7895443154,0.186329578191494,4,0,0,0,4,0,NA,0,FALSE
"454","FPS",3,0,0,"8",2016,69,82,75,20,77,0.5,2017,0,NA,"1",68,85,81,0,58,0.5,6,475731.63733249,111094.570212569,122569.237379806,0.0982942509410396,154,40,116,0,194,116,4.75359019110636,1,FALSE
"455","FPS",3,0,0,"9",2014,90,100,33,0,4,1,2015,0,NA,"1",87,88,42,6,7,1,6,475731.63733249,77754.4181763474,84182.1167455921,0.0794271336313219,4,0,7,6,4,13,2.56494935746154,1,FALSE
"456","FPS",3,0,0,"8",2013,61,99,60,0,0,1,2014,0,NA,"1",56,107,70,0,1,1,6,475731.63733249,94860.3901751438,109809.135218475,0.146337490716412,0,0,1,0,0,1,0,1,FALSE
"457","FPS",3,0,0,"2",2015,57,117,91,39,7,1,2016,0,NA,"1",63,113,109,19,226,0.25,6,475731.63733249,158880.55066816,203148.732749894,0.245785718183861,7,39,904,76,46,980,6.88755257166462,1,FALSE
"458","FPS",3,0,0,"9",2016,85,96,44,7,165,1,2017,0,NA,"1",87,88,47,3,71,1,6,475731.63733249,93996.4521954066,94203.7973105435,0.00220345296643565,165,7,71,3,172,74,4.30406509320417,1,FALSE
"459","FPS",3,0,0,"1",2015,73,111,100,110,256,1,2016,0,NA,"1",77,121,110,12,164,0.25,6,475731.63733249,212136.043933651,268310.338573714,0.234916504794024,256,110,656,48,366,704,6.55677835615804,1,FALSE
"460","FPS",3,0,0,"7",2013,133,203,154,0,33,1,2014,0,NA,"1",122,170,175,0,23,1,6,475731.63733249,1088521.53736314,950200.878017013,-0.135902253970139,33,0,23,0,33,23,3.13549421592915,1,FALSE
"461","FPS",3,0,0,"5",2015,61,106,71,6,9,1,2016,0,NA,"1",56,108,72,31,197,1,6,475731.63733249,120188.43374716,114002.114213466,-0.0528437984512706,9,6,197,31,15,228,5.42934562895444,1,FALSE
"462","FPS",3,0,0,"6",2016,57,94,48,2,105,0.5,2017,0,NA,"1",64,101,55,0,76,0.25,6,475731.63733249,67330.6137517364,93074.9183503536,0.323789724420958,210,4,304,0,214,304,5.71702770140622,1,FALSE
"463","FPS",3,0,0,"4",2015,62,99,72,16,7,1,2016,0,NA,"1",64,87,59,0,148,1,6,475731.63733249,115698.574246405,86004.2404846742,-0.296591708275763,7,16,148,0,23,148,4.99721227376411,1,FALSE
"464","FPS",3,100,100,"4",2013,103,85,40,0,0,1,2014,0,NA,"1",58,48,48,0,0,1,5,165610.103931537,91682.1456072621,34984.7757903759,-0.963414666471687,0,0,0,0,0,0,NA,0,FALSE
"465","FPS",3,100,100,"4",2014,58,48,48,0,0,1,2015,0,NA,"1",109,88,72,0,0,1,5,165610.103931537,34984.7757903759,180804.9403994,1.64250578336121,0,0,0,0,0,0,NA,0,FALSE
"466","FPS",3,100,100,"3",2015,65,78,51,0,0,1,2016,0,NA,"1",62,69,51,12,72,0.5,5,165610.103931537,67693.4677032261,57118.8668312428,-0.169855206942877,0,0,144,24,0,168,5.12396397940326,1,FALSE
"467","FPS",3,100,100,"8",2013,58,60,44,0,1,1,2014,0,NA,"1",62,82,55,0,13,1,5,165610.103931537,40086.7222598058,73204.3448163982,0.602209610855036,1,0,13,0,1,13,2.56494935746154,1,FALSE
"468","FPS",3,100,100,"4",2015,109,88,72,0,0,1,2016,0,NA,"1",82,77,55,5,49,1,5,165610.103931537,180804.9403994,90915.0734010106,-0.687492961372998,0,0,49,5,0,54,3.98898404656427,1,FALSE
"469","FPS",3,100,100,"5",2016,21,21,9,0,0,1,2017,0,NA,"1",23,21,10,0,0,1,5,165610.103931537,1039.08177017482,1264.49104306989,0.196332293863553,0,0,0,0,0,0,NA,0,FALSE
"470","FPS",3,100,100,"10",2016,43,36,35,0,0,1,2017,0,NA,"1",48,45,42,0,14,1,5,165610.103931537,14184.2908309579,23750.4404611388,0.515466003322492,0,0,14,0,0,14,2.63905732961526,1,FALSE
"471","FPS",3,100,100,"6",2016,23,49,42,0,0,1,2017,0,NA,"1",38,42,50,0,1,1,5,165610.103931537,12392.0122220849,20891.5911463721,0.522294651114755,0,0,1,0,0,1,0,1,FALSE
"472","FPS",3,100,100,"3",2016,62,69,51,12,72,0.5,2017,0,NA,"1",68,80,54,30,109,1,5,165610.103931537,57118.8668312428,76906.1881598781,0.297451864047586,144,24,109,30,168,139,4.93447393313069,1,FALSE
"473","FPS",3,100,100,"4",2016,82,77,55,5,49,1,2017,0,NA,"1",83,90,72,1,12,0.5,5,165610.103931537,90915.0734010106,140806.182733895,0.437458542792511,49,5,24,2,54,26,3.25809653802148,1,FALSE
"474","FPS",3,100,100,"2",2013,25,27,18,0,0,1,2014,0,NA,"1",30,36,24,0,0,1,5,165610.103931537,3180.86256175966,6785.84013175395,0.757685701697516,0,0,0,0,0,0,NA,0,FALSE
"475","FPS",3,100,100,"6",2015,33,46,38,0,0,1,2016,0,NA,"1",23,49,42,0,0,1,5,165610.103931537,15101.6358858061,12392.0122220849,-0.197750985358818,0,0,0,0,0,0,NA,0,FALSE
"476","FPS",3,100,100,"2",2015,34,37,25,0,0,1,2016,0,NA,"1",36,41,29,0,0,1,5,165610.103931537,8233.59074628325,11206.0609953548,0.308232573018305,0,0,0,0,0,0,NA,0,FALSE
"477","FPS",3,100,100,"5",2013,11,13,14,0,0,1,2014,0,NA,"1",18,24,17,0,0,1,5,165610.103931537,524.122374373897,1922.65470399695,1.29973697242516,0,0,0,0,0,0,NA,0,FALSE
"478","FPS",3,100,100,"10",2013,25,26,19,0,0,1,2014,0,NA,"1",43,36,32,0,0,1,5,165610.103931537,3233.2224393195,12968.4944740187,1.38904361489327,0,0,0,0,0,0,NA,0,FALSE
"479","FPS",3,100,100,"7",2015,35,56,51,0,0,1,2016,0,NA,"1",8,53,52,0,0,1,5,165610.103931537,26169.466804403,5772.15290219565,-1.5115482111355,0,0,0,0,0,0,NA,0,FALSE
"480","FPS",3,100,100,"9",2016,58,53,47,0,16,1,2017,0,NA,"1",49,51,50,0,4,1,5,165610.103931537,37824.2519504455,32711.8335055037,-0.1452135895455,16,0,4,0,16,4,1.38629436111989,1,FALSE
"481","FPS",3,100,100,"8",2015,78,87,65,0,0,1,2016,0,NA,"1",74,78,68,19,68,1,5,165610.103931537,115477.091964327,102755.212513615,-0.116722590169944,0,0,68,19,0,87,4.46590811865458,1,FALSE
"482","FPS",3,100,100,"1",2016,82,101,93,0,15,0.25,2017,0,NA,"1",85,103,93,3,69,0.25,5,165610.103931537,201644.695266988,213160.988536884,0.0555404806144395,60,0,276,12,60,288,5.66296048013595,1,FALSE
"483","FPS",3,100,100,"2",2016,36,41,29,0,0,1,2017,0,NA,"1",38,38,36,0,0,1,5,165610.103931537,11206.0609953548,13609.379375351,0.19430442276199,0,0,0,0,0,0,NA,0,FALSE
"484","FPS",3,100,100,"3",2013,52,63,42,0,6,1,2014,0,NA,"1",64,71,50,0,2,1,5,165610.103931537,36021.5013660606,59480.8209079668,0.501537902572805,6,0,2,0,6,2,0.693147180559945,1,FALSE
"485","FPS",3,100,100,"1",2014,82,82,69,0,5,1,2015,0,NA,"1",83,99,77,0,0,1,5,165610.103931537,121463.396765742,165642.828855012,0.310220880659108,5,0,0,0,5,0,NA,0,FALSE
"486","FPS",3,100,100,"1",2015,83,99,77,0,0,1,2016,0,NA,"1",82,101,93,0,15,0.25,5,165610.103931537,165642.828855012,201644.695266988,0.196673377473896,0,0,60,0,0,60,4.0943445622221,1,FALSE
"487","FPS",3,100,100,"5",2015,20,19,5,0,0,1,2016,0,NA,"1",21,21,9,0,0,1,5,165610.103931537,497.418836818384,1039.08177017482,0.736660287628534,0,0,0,0,0,0,NA,0,FALSE
"488","FPS",3,100,100,"7",2013,18,30,28,0,0,1,2014,0,NA,"1",32,52,41,0,0,1,5,165610.103931537,3958.40674352314,17861.0014332092,1.50677803835194,0,0,0,0,0,0,NA,0,FALSE
"489","FPS",3,100,100,"3",2014,64,71,50,0,2,1,2015,0,NA,"1",65,78,51,0,0,1,5,165610.103931537,59480.8209079668,67693.4677032261,0.129335763480421,2,0,0,0,2,0,NA,0,FALSE
"490","FPS",3,100,100,"8",2016,74,78,68,19,68,1,2017,0,NA,"1",79,91,79,11,42,0.25,5,165610.103931537,102755.212513615,148683.988112159,0.369473586381025,68,19,168,44,87,212,5.35658627467201,1,FALSE
"491","FPS",3,100,100,"9",2014,42,49,38,0,0,1,2015,0,NA,"1",45,47,37,0,0,1,5,165610.103931537,20473.7593234447,20487.1110922224,0.000651928004222313,0,0,0,0,0,0,NA,0,FALSE
"492","FPS",3,100,100,"10",2014,43,36,32,0,0,1,2015,0,NA,"1",41,37,35,0,0,1,5,165610.103931537,12968.4944740187,13900.2384951958,0.0693830838885461,0,0,0,0,0,0,NA,0,FALSE
"493","FPS",3,100,100,"6",2014,29,36,33,0,0,1,2015,0,NA,"1",33,46,38,0,0,1,5,165610.103931537,9019.5125084563,15101.6358858061,0.515412787772897,0,0,0,0,0,0,NA,0,FALSE
"494","FPS",3,100,100,"9",2013,126,38,24,0,0,1,2014,0,NA,"1",42,49,38,0,0,1,5,165610.103931537,30083.8912507759,20473.7593234447,-0.384845820905429,0,0,0,0,0,0,NA,0,FALSE
"495","FPS",3,100,100,"9",2015,45,47,37,0,0,1,2016,0,NA,"1",58,53,47,0,16,1,5,165610.103931537,20487.1110922224,37824.2519504455,0.613154521683997,0,0,16,0,0,16,2.77258872223978,1,FALSE
"496","FPS",3,100,100,"1",2013,80,73,56,3,0,1,2014,0,NA,"1",82,82,69,0,5,1,5,165610.103931537,85618.8717858338,121463.396765742,0.349707232568344,0,3,5,0,3,5,1.6094379124341,1,FALSE
"497","FPS",3,100,100,"2",2014,30,36,24,0,0,1,2015,0,NA,"1",34,37,25,0,0,1,5,165610.103931537,6785.84013175395,8233.59074628325,0.193384111662375,0,0,0,0,0,0,NA,0,FALSE
"498","FPS",3,100,100,"10",2015,41,37,35,0,0,1,2016,0,NA,"1",43,36,35,0,0,1,5,165610.103931537,13900.2384951958,14184.2908309579,0.0202290748011418,0,0,0,0,0,0,NA,0,FALSE
"499","FPS",3,100,100,"8",2014,62,82,55,0,13,1,2015,0,NA,"1",78,87,65,0,0,1,5,165610.103931537,73204.3448163982,115477.091964327,0.455817397697997,13,0,0,0,13,0,NA,0,FALSE
"500","FPS",3,100,100,"5",2014,18,24,17,0,0,1,2015,0,NA,"1",20,19,5,0,0,1,5,165610.103931537,1922.65470399695,497.418836818384,-1.35202976714579,0,0,0,0,0,0,NA,0,FALSE
"501","FPS",3,100,100,"6",2013,26,33,28,0,0,1,2014,0,NA,"1",29,36,33,0,0,1,5,165610.103931537,6289.46849248677,9019.5125084563,0.360513720245898,0,0,0,0,0,0,NA,0,FALSE
"502","FPS",3,100,100,"7",2014,32,52,41,0,0,1,2015,0,NA,"1",35,56,51,0,0,1,5,165610.103931537,17861.0014332092,26169.466804403,0.381973696863426,0,0,0,0,0,0,NA,0,FALSE
"503","FPS",3,100,100,"7",2016,8,53,52,0,0,1,2017,0,NA,"1",36,57,49,0,0,1,5,165610.103931537,5772.15290219565,26323.4048444289,1.5174133305879,0,0,0,0,0,0,NA,0,FALSE
"504","FPS",3,145,100,"2s",2015,4,4,4,0,0,1,2016,0,NA,"1",5,9,7,0,0,1,0,0,16.7551608191456,82.4668071567321,1.59368955546596,0,0,0,0,0,0,NA,0,FALSE
"505","FPS",3,145,100,"2s",2016,5,9,7,0,0,1,2017,0,NA,"1",9,11,10,0,0,1,0,0,82.4668071567321,259.181393921158,1.145132304303,0,0,0,0,0,0,NA,0,FALSE
"506","FPS",3,145,100,"2s",NA,NA,NA,NA,NA,NA,NA,2015,1,0,"",4,4,4,0,0,1,0,0,NA,16.7551608191456,NA,NA,NA,0,0,NA,0,NA,0,FALSE
"507","FPS",3,150,150,"3",2013,63,61,55,0,8,1,2014,0,NA,"1",69,77,68,0,2,1,13,444632.749855217,55335.2276021672,94583.9300216279,0.536077855829735,8,0,2,0,8,2,0.693147180559945,1,FALSE
"508","FPS",3,150,150,"8",2013,26,30,29,0,0,1,2014,0,NA,"1",34,41,34,0,0,1,13,444632.749855217,5921.90215201676,12408.2437841285,0.73970336626652,0,0,0,0,0,0,NA,0,FALSE
"509","FPS",3,150,150,"1",2013,45,46,46,0,11,1,2014,0,NA,"1",52,61,59,0,2,1,13,444632.749855217,24928.537706235,48995.2318278352,0.675709743911948,11,0,2,0,11,2,0.693147180559945,1,FALSE
"510","FPS",3,150,150,"9",2013,15,20,16,0,0,1,2014,0,NA,"1",25,29,20,0,0,1,13,444632.749855217,1256.63706143592,3796.09112308767,1.10553273151268,0,0,0,0,0,0,NA,0,FALSE
"511","FPS",3,150,150,"4",2016,44,51,39,31,20,1,2017,0,NA,"1",49,55,43,80,40,1,13,444632.749855217,22911.6352226304,30338.6220551044,0.280776686264426,20,31,40,80,51,120,4.78749174278205,1,FALSE
"512","FPS",3,150,150,"6",2016,41,45,43,64,67,1,2017,0,NA,"1",48,54,45,92,27,0.5,13,444632.749855217,20769.8544310455,30536.2805928928,0.385412875074294,67,64,54,184,131,238,5.47227067367148,1,FALSE
"513","FPS",3,150,150,"4s",NA,NA,NA,NA,NA,NA,NA,2015,1,1,"",4.5,2.5,1,0,0,1,13,444632.749855217,NA,2.94524311274043,NA,NA,NA,0,0,NA,0,NA,0,FALSE
"514","FPS",3,150,150,"7",2013,35,40,30,0,0,1,2014,0,NA,"1",40,53,41,0,0,1,13,444632.749855217,10995.5742875643,22755.6027875021,0.72731853710486,0,0,0,0,0,0,NA,0,FALSE
"515","FPS",3,150,150,"5",2016,36,44,40,67,32,1,2017,0,NA,"1",41,42,36,70,32,1,13,444632.749855217,16587.6092109541,16229.4676484449,-0.0218274030445222,32,67,32,70,99,102,4.62497281328427,1,FALSE
"516","FPS",3,150,150,"10",2016,65,88,76,68,146,1,2017,0,NA,"1",57,69,65,29,25,0.5,13,444632.749855217,113809.429864046,66927.7044939136,-0.530912382332728,146,68,50,58,214,108,4.68213122712422,1,FALSE
"517","FPS",3,150,150,"3",2015,68,80,71,76,8,1,2016,0,NA,"1",67,71,51,57,76,0.5,13,444632.749855217,101117.395543543,63514.3640757882,-0.465016087734696,8,76,152,114,84,266,5.5834963087817,1,FALSE
"518","FPS",3,150,150,"10",2013,45,45,43,0,6,1,2014,0,NA,"1",51,57,52,0,1,1,13,444632.749855217,22796.1816926109,39574.6426572706,0.551595523906101,6,0,1,0,6,1,0,1,FALSE
"519","FPS",3,150,150,"5",2015,29,37,31,0,0,1,2016,0,NA,"1",36,44,40,67,32,1,13,444632.749855217,8708.23303636311,16587.6092109541,0.644387079372462,0,0,32,67,0,99,4.59511985013459,1,FALSE
"520","FPS",3,150,150,"3",2016,67,71,51,57,76,0.5,2017,0,NA,"1",66,83,55,57,103,0.25,13,444632.749855217,63514.3640757882,78877.5375500057,0.216630405898888,152,114,412,228,266,640,6.46146817635372,1,FALSE
"521","FPS",3,150,150,"2",2016,66,77,50,28,103,0.125,2017,0,NA,"1",71,77,65,46,178,0.25,13,444632.749855217,66523.2244397639,93031.7214513667,0.335389399482381,824,224,712,184,1048,896,6.79794041297493,1,FALSE
"522","FPS",3,150,150,"1",2014,52,61,59,0,2,1,2015,0,NA,"1",56,72,72,76,19,1,13,444632.749855217,48995.2318278352,76001.4094756443,0.439028902106802,2,0,19,76,2,95,4.55387689160054,1,FALSE
"523","FPS",3,150,150,"2",2013,56,34,42,0,3,1,2014,0,NA,"1",61,56,47,0,0,1,13,444632.749855217,20935.5734435224,42032.415309929,0.696991322983839,3,0,0,0,3,0,NA,0,FALSE
"524","FPS",3,150,150,"3",2014,69,77,68,0,2,1,2015,0,NA,"1",68,80,71,76,8,1,13,444632.749855217,94583.9300216279,101117.395543543,0.0667945852642529,2,0,8,76,2,84,4.43081679884331,1,FALSE
"525","FPS",3,150,150,"4",2013,33,42,36,0,0,1,2014,0,NA,"1",49,55,48,0,0,1,13,444632.749855217,13062.7422536264,33866.368805698,0.952658376045031,0,0,0,0,0,0,NA,0,FALSE
"526","FPS",3,150,150,"6",2013,23,26,19,0,0,1,2014,0,NA,"1",32,31,32,0,0,1,13,444632.749855217,2974.56464417394,8310.5597662962,1.02742927696753,0,0,0,0,0,0,NA,0,FALSE
"527","FPS",3,150,150,"6",2014,32,31,32,0,0,1,2015,0,NA,"1",35,39,34,0,0,1,13,444632.749855217,8310.5597662962,12150.1095877585,0.379811222150623,0,0,0,0,0,0,NA,0,FALSE
"528","FPS",3,150,150,"7",2014,40,53,41,0,0,1,2015,0,NA,"1",50,65,49,26,14,1,13,444632.749855217,22755.6027875021,41691.5525070146,0.605487139064044,0,0,14,26,0,40,3.68887945411394,1,FALSE
"529","FPS",3,150,150,"8",2014,34,41,34,0,0,1,2015,0,NA,"1",38,46,36,0,0,1,13,444632.749855217,12408.2437841285,16474.5118754249,0.28345337873496,0,0,0,0,0,0,NA,0,FALSE
"530","FPS",3,150,150,"9",2015,38,36,31,0,0,1,2016,0,NA,"1",41,48,89,0,0,1,13,444632.749855217,11102.3884377863,45854.6863717966,1.4183171446767,0,0,0,0,0,0,NA,0,FALSE
"531","FPS",3,150,150,"6",2015,35,39,34,0,0,1,2016,0,NA,"1",41,45,43,64,67,1,13,444632.749855217,12150.1095877585,20769.8544310455,0.536164439932968,0,0,67,64,0,131,4.87519732320115,1,FALSE
"532","FPS",3,150,150,"9",2014,25,29,20,0,0,1,2015,0,NA,"1",38,36,31,0,0,1,13,444632.749855217,3796.09112308767,11102.3884377863,1.07318837425898,0,0,0,0,0,0,NA,0,FALSE
"533","FPS",3,150,150,"1",2016,55,84,73,29,57,0.125,2017,0,NA,"1",57,87,80,63,139,0.25,13,444632.749855217,88294.4615291411,103861.053127679,0.16237659593884,456,232,556,252,688,808,6.69456205852109,1,FALSE
"534","FPS",3,150,150,"2",2015,61,69,38,117,90,1,2016,0,NA,"1",66,77,50,28,103,0.125,13,444632.749855217,41872.7176833715,66523.2244397639,0.462916640811299,90,117,824,224,207,1048,6.95463886488099,1,FALSE
"535","FPS",3,150,150,"7",2015,50,65,49,26,14,1,2016,0,NA,"1",49,78,62,81,52,0.5,13,444632.749855217,41691.5525070146,62037.0301304376,0.397432936410899,14,26,104,162,40,266,5.5834963087817,1,FALSE
"536","FPS",3,150,150,"10",2015,55,65,59,4,0,1,2016,0,NA,"1",65,88,76,68,146,1,13,444632.749855217,55220.0358715356,113809.429864046,0.723199525626347,0,4,146,68,4,214,5.36597601502185,1,FALSE
"537","FPS",3,150,150,"8",2015,38,46,36,0,0,1,2016,0,NA,"1",44,69,45,19,23,0.5,13,444632.749855217,16474.5118754249,35767.0323611198,0.77521213361425,0,0,46,38,0,84,4.43081679884331,1,FALSE
"538","FPS",3,150,150,"9",2016,41,48,89,0,0,1,2017,0,NA,"1",38,49,22,2,3,1,13,444632.749855217,45854.6863717966,10724.3501218044,-1.45296053614901,0,0,3,2,0,5,1.6094379124341,1,FALSE
"539","FPS",3,150,150,"5",2013,16,22,19,0,0,1,2014,0,NA,"1",24,31,26,0,0,1,13,444632.749855217,1750.91430560071,5064.24735758675,1.06206741809004,0,0,0,0,0,0,NA,0,FALSE
"540","FPS",3,150,150,"7",2016,49,78,62,81,52,0.5,2017,0,NA,"1",53,81,65,81,131,0.5,13,444632.749855217,62037.0301304376,73053.8101684136,0.163464828274888,104,162,262,162,266,424,6.04973345523196,1,FALSE
"541","FPS",3,150,150,"8",2016,44,69,45,19,23,0.5,2017,0,NA,"1",46,51,41,18,31,1,13,444632.749855217,35767.0323611198,25181.435914849,-0.350919532368112,46,38,31,18,84,49,3.89182029811063,1,FALSE
"542","FPS",3,150,150,"5",2014,24,31,26,0,0,1,2015,0,NA,"1",29,37,31,0,0,1,13,444632.749855217,5064.24735758675,8708.23303636311,0.542063374261271,0,0,0,0,0,0,NA,0,FALSE
"543","FPS",3,150,150,"10",2014,51,57,52,0,1,1,2015,0,NA,"1",55,65,59,4,0,1,13,444632.749855217,39574.6426572706,55220.0358715356,0.333137279893524,1,0,0,4,1,4,1.38629436111989,1,FALSE
"544","FPS",3,150,150,"4",2014,49,55,48,0,0,1,2015,0,NA,"1",36,50,47,0,0,1,13,444632.749855217,33866.368805698,22148.228207808,-0.424664948656675,0,0,0,0,0,0,NA,0,FALSE
"545","FPS",3,150,150,"1",2015,56,72,72,76,19,1,2016,0,NA,"1",55,84,73,29,57,0.125,13,444632.749855217,76001.4094756443,88294.4615291411,0.149925496456916,19,76,456,232,95,688,6.53378883793334,1,FALSE
"546","FPS",3,150,150,"2",2014,61,56,47,0,0,1,2015,0,NA,"1",61,69,38,117,90,1,13,444632.749855217,42032.415309929,41872.7176833715,-0.00380662812156274,0,0,90,117,0,207,5.33271879326537,1,FALSE
"547","FPS",3,150,150,"4",2015,36,50,47,0,0,1,2016,0,NA,"1",44,51,39,31,20,1,13,444632.749855217,22148.228207808,22911.6352226304,0.0338873671779201,0,0,20,31,0,51,3.93182563272433,1,FALSE
"548","FPS",3,160,150,"3s",NA,NA,NA,NA,NA,NA,NA,2015,1,1,"",5.5,8,3.5,0,0,1,3,810565.985744132,NA,40.317105721069,NA,NA,NA,0,0,NA,0,NA,0,FALSE
"549","FPS",3,170,150,"11s",2016,7,4,4,0,0,1,2017,0,NA,"1",6,5,4,0,0,1,4,413448.253978133,29.3215314335047,31.4159265358979,0.0689928714869517,0,0,0,0,0,0,NA,0,FALSE
"550","FPS",3,170,150,"11s",NA,NA,NA,NA,NA,NA,NA,2016,1,1,"",7,4,4,0,0,1,4,413448.253978133,NA,29.3215314335047,NA,NA,NA,0,0,NA,0,NA,0,FALSE
"551","FPS",3,175,150,"1s",NA,NA,NA,NA,NA,NA,NA,2015,1,1,"",4,4.5,2,0,0,1,2,908510.896306325,NA,9.42477796076938,NA,NA,NA,0,0,NA,0,NA,0,FALSE
"552","FPS",3,200,200,"4",2016,77,104,100,32,195,0.25,2017,0,NA,"1",83,95,110,45,202,0.25,3,319466.986147219,209648.949749559,227071.699007592,0.0798313582064072,780,128,808,180,908,988,6.89568269774787,1,FALSE
"553","FPS",3,200,200,"5",2013,98,91,82,2,3,1,2014,0,NA,"1",101,110,102,7,1,1,3,319466.986147219,191447.609112211,296676.302241752,0.438027463466272,3,2,1,7,5,8,2.07944154167984,1,FALSE
"554","FPS",3,200,200,"1",2016,70,142,92,86,152,0.25,2017,0,NA,"1",75,135,101,62,151,0.125,3,319466.986147219,239410.304154566,267722.598948105,0.111772532116339,608,344,1208,496,952,1704,7.44073370738926,1,FALSE
"555","FPS",3,200,200,"3",2016,83,112,119,71,170,0.25,2017,0,NA,"1",99,98,92,75,285,0.25,3,319466.986147219,289608.765968726,233677.944759316,-0.214587066349019,680,284,1140,300,964,1440,7.27239839257005,1,FALSE
"556","FPS",3,200,200,"8",2013,17,20,13,0,0,1,2014,0,NA,"1",35,27,14,0,0,1,3,319466.986147219,1157.15329407224,3463.60590058275,1.09634728203726,0,0,0,0,0,0,NA,0,FALSE
"557","FPS",3,200,200,"6",2014,33,24,22,0,0,1,2015,0,NA,"1",41,30,29,0,0,1,3,319466.986147219,4561.59253301238,9338.38416279566,0.716461433180195,0,0,0,0,0,0,NA,0,FALSE
