"","site","transect","actual.window","designated.window","plant","year_t","max.ht_t","max.w_t","perp.w_t","flowers_t","fruits_t","reproductive_fraction_t","year_t1","new.plant_t1","seedling_t1","survival_t1","max.ht_t1","max.w_t1","perp.w_t1","flowers_t1","fruits_t1","reproductive_fraction_t1","density","weighted.dens","volume_t","volume_t1","logGR","total.fruits_t","total.flowers_t","total.fruits_t1","total.flowers_t1","total.reproduction_t","total.reproduction_t1","logTR1","did.flower","transplant","seeds.emp","seeds.PMod","seeds.FMod","recruits","recruit.prob"
"277","FPS",2,150,150,"8",2015,70,78,75,32,40,1,2016,0,NA,"1",71,100,70,135,218,0.5,6,66.251594235887,11.5825154183367,11.7761685411402,0.0165812046582759,40,32,436,270,72,706,6.55961523749324,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"278","FPS",2,150,150,"21s",NA,NA,NA,NA,NA,NA,NA,2016,1,1,"",3,3,2.5,0,0,1,6,66.251594235887,NA,1.77333854527177,NA,NA,NA,0,0,NA,0,NA,0,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"279","FPS",2,150,150,"5",2016,99,104,94,70,89,0.125,2017,0,NA,"1",104,109,93,54,108,0.125,6,66.251594235887,12.4426287676074,12.5281615105852,0.00685065042307483,712,560,864,432,1272,1296,7.16703787691222,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"280","FPS",2,150,150,"5",2014,100,75,73,0,41,1,2015,0,NA,"1",97,98,84,178,18,1,6,66.251594235887,11.8729409767342,12.2503184920787,0.0312899925523569,41,0,18,178,41,196,5.27811465923052,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"281","FPS",2,150,150,"22s",2016,7,4,3.5,0,0,1,2017,0,NA,"1",7,11,4,0,0,1,6,66.251594235887,3.24479071473197,4.38992301903497,0.302260838019494,0,0,0,0,0,0,NA,0,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"282","FPS",2,150,150,"2",2015,55,100,96,54,50,1,2016,0,NA,"1",52,122,107,47,112,0.125,6,66.251594235887,11.8366747987498,12.087916833838,0.0210035995756258,50,54,896,376,104,1272,7.14834574390007,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"283","FPS",2,150,150,"3",2015,67,78,68,0,0,1,2016,0,NA,"1",66,100,84,78,106,0.25,6,66.251594235887,11.4407323873181,11.8854649629192,0.0381362181014397,0,0,424,312,0,736,6.60123011872888,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"284","FPS",2,150,150,"9",2016,84,154,128,177,179,0.125,2017,0,NA,"1",71,138,119,92,142,0.125,6,66.251594235887,12.979622901238,12.6288802913715,-0.0273943808102568,1432,1416,1136,736,2848,1872,7.53476265703754,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"285","FPS",2,150,150,"6",2013,53,55,41,0,0,1,2014,0,NA,"1",59,65,46,0,17,1,6,66.251594235887,10.3510204015503,10.7403893463519,0.0369262360381804,0,0,17,0,0,17,2.83321334405622,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"286","FPS",2,150,150,"6",2015,63,54,31,83,5,1,2016,0,NA,"1",62,28,17,39,79,1,6,66.251594235887,10.2259292135024,8.95237547533791,-0.133007661117004,5,83,79,39,88,118,4.77068462446567,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"287","FPS",2,150,150,"11",2015,41,49,49,0,0,1,2016,0,NA,"1",31,51,40,0,1,1,6,66.251594235887,10.157035898987,9.71451552738481,-0.0445454442878464,0,0,1,0,0,1,0,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"288","FPS",2,150,150,"8",2013,64,80,70,0,0,1,2014,0,NA,"1",71,81,71,0,18,1,6,66.251594235887,11.4492281961443,11.5796321448165,0.0113253839387841,0,0,18,0,0,18,2.89037175789616,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"289","FPS",2,150,150,"11b",2014,NA,NA,NA,NA,NA,NA,2015,1,0,"",5.5,9,5.5,0,0,1,6,66.251594235887,NA,4.26654399787447,NA,NA,NA,0,0,NA,0,NA,0,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"290","FPS",2,150,150,"9",2013,71,139,110,0,18,1,2014,0,NA,"1",73,142,117,0,14,1,6,66.251594235887,12.5574574120258,12.6682836696088,0.00878681583869266,18,0,14,0,18,14,2.63905732961526,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"291","FPS",2,150,150,"11",2016,31,51,40,0,1,1,2017,0,NA,"1",35,51,47,0,0,1,6,66.251594235887,9.71451552738481,9.9971445319852,0.0286782923445604,1,0,0,0,1,0,NA,0,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"292","FPS",2,150,150,"12",2015,34,40,32,0,0,1,2016,0,NA,"1",47,63,53,7,108,0.5,6,66.251594235887,9.34079911759122,10.6233974777151,0.128667070598908,0,0,216,14,0,230,5.4380793089232,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"293","FPS",2,150,150,"6",2016,62,28,17,39,79,1,2017,0,NA,"1",64,62,21,5,56,0.5,6,66.251594235887,8.95237547533791,9.99036314218959,0.109702029260346,79,39,112,10,118,122,4.80402104473326,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"294","FPS",2,150,150,"11b",2015,5.5,9,5.5,0,0,1,2016,0,NA,"1",10,17,12,0,0,1,6,66.251594235887,4.26654399787447,6.28052832289966,0.386649973445836,0,0,0,0,0,0,NA,0,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"295","FPS",2,150,150,"22s",NA,NA,NA,NA,NA,NA,NA,2016,1,0,"",7,4,3.5,0,0,1,6,66.251594235887,NA,3.24479071473197,NA,NA,NA,0,0,NA,0,NA,0,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"296","FPS",2,150,150,"3",2013,52,53,46,0,0,1,2014,0,NA,"1",62,67,57,16,4,1,6,66.251594235887,10.410000264684,11.034701508332,0.0582780817505717,0,0,4,16,0,20,2.99573227355399,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"297","FPS",2,150,150,"12",NA,NA,NA,NA,NA,NA,1,2014,1,0,"",32,40,39,1,1,1,6,66.251594235887,NA,9.47800023910471,NA,NA,NA,1,1,NA,2,0.693147180559945,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"298","FPS",2,150,150,"8",2014,71,81,71,0,18,1,2015,0,NA,"1",70,78,75,32,40,1,6,66.251594235887,11.5796321448165,11.5825154183367,0.000248964266134748,18,0,40,32,18,72,4.27666611901606,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"299","FPS",2,150,150,"4",2016,48,89,45,96,153,0.5,2017,0,NA,"1",59,92,65,74,131,0.125,6,66.251594235887,10.8263231064718,11.4335365269118,0.0545703440337173,306,192,1048,592,498,1640,7.40245152081824,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"300","FPS",2,150,150,"11",NA,NA,NA,NA,NA,NA,1,2014,1,0,"",27,28,21,0,0,1,6,66.251594235887,NA,8.33238704996436,NA,NA,NA,0,0,NA,0,NA,0,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"301","FPS",2,150,150,"5",2013,103,70,58,0,12,1,2014,0,NA,"1",100,75,73,0,41,1,6,66.251594235887,11.6034904768868,11.8729409767342,0.022955987423828,12,0,41,0,12,41,3.71357206670431,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"302","FPS",2,150,150,"2",2013,53,69,60,0,0,1,2014,0,NA,"1",49,80,74,0,0,1,6,66.251594235887,10.9585662164329,11.2377352620501,0.0251558817287312,0,0,0,0,0,0,NA,0,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"303","FPS",2,150,150,"5",2015,97,98,84,178,18,1,2016,0,NA,"1",99,104,94,70,89,0.125,6,66.251594235887,12.2503184920787,12.4426287676074,0.0155764447049561,18,178,712,560,196,1272,7.14834574390007,1,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"304","FPS",2,150,150,"21s",2016,3,3,2.5,0,0,1,2017,0,NA,"1",4,9,5,0,0,1,6,66.251594235887,1.77333854527177,3.85278008695161,0.775931034473319,0,0,0,0,0,0,NA,0,FALSE,11735,11735,3995.14842536591,5,0.000426075841499787
"305","FPS",2,155,150,"17s",NA,NA,NA,NA,NA,NA,NA,2016,1,0,"",8,9,8,0,0,1,8,91.16645597483,NA,5.01593089675729,NA,NA,NA,0,0,NA,0,NA,0,FALSE,662,662,3592.13859327532,3,0.00453172205438067
"306","FPS",2,155,150,"10",2016,57,57,32,37,128,0.5,2017,0,NA,"1",60,60,58,12,112,0.5,8,91.16645597483,10.2116616745302,10.908955371052,0.0660536769428535,256,74,224,24,330,248,5.51342874616498,1,FALSE,662,662,3592.13859327532,3,0.00453172205438067
"307","FPS",2,155,150,"7",2014,79,94,43,0,5,1,2015,0,NA,"1",83,103,51,44,26,1,8,91.16645597483,11.333765986492,11.645218464812,0.0271092530582774,5,0,26,44,5,70,4.24849524204936,1,FALSE,662,662,3592.13859327532,3,0.00453172205438067
"308","FPS",2,155,150,"10",2015,61,66,63,4,0,1,2016,0,NA,"1",57,57,32,37,128,0.5,8,91.16645597483,11.1034865686527,10.2116616745302,-0.0837287956381677,0,4,256,74,4,330,5.79909265446053,1,FALSE,662,662,3592.13859327532,3,0.00453172205438067
"309","FPS",2,155,150,"7",2015,83,103,51,44,26,1,2016,0,NA,"1",84,103,51,54,55,0.5,8,91.16645597483,11.645218464812,11.6571946558587,0.00102789286578727,26,44,110,108,70,218,5.38449506278909,1,FALSE,662,662,3592.13859327532,3,0.00453172205438067
"310","FPS",2,155,150,"7",2013,73,77,47,0,6,1,2014,0,NA,"1",79,94,43,0,5,1,8,91.16645597483,11.1442357007735,11.333765986492,0.0168640237800186,6,0,5,0,6,5,1.6094379124341,1,FALSE,662,662,3592.13859327532,3,0.00453172205438067
"311","FPS",2,155,150,"14s",NA,NA,NA,NA,NA,NA,NA,2016,1,0,"",15,16,14,4,3,1,8,91.16645597483,NA,6.77951948901865,NA,NA,NA,3,4,NA,7,1.94591014905531,1,FALSE,662,662,3592.13859327532,3,0.00453172205438067
"312","FPS",2,155,150,"14s",2016,15,16,14,4,3,1,2017,0,NA,"1",20,20,17,3,4,1,8,91.16645597483,6.77951948901865,7.4845011272256,0.0989281383665252,3,4,4,3,7,7,1.94591014905531,1,FALSE,662,662,3592.13859327532,3,0.00453172205438067
"313","FPS",2,155,150,"15s",NA,NA,NA,NA,NA,NA,NA,2016,1,1,"",3,5,4,0,0,1,8,91.16645597483,NA,2.7541677982835,NA,NA,NA,0,0,NA,0,NA,0,FALSE,662,662,3592.13859327532,3,0.00453172205438067
"314","FPS",2,155,150,"10",2014,55,56,54,0,14,1,2015,0,NA,"1",61,66,63,4,0,1,8,91.16645597483,10.6814921585933,11.1034865686527,0.0387466252846986,14,0,0,4,14,4,1.38629436111989,1,FALSE,662,662,3592.13859327532,3,0.00453172205438067
"315","FPS",2,155,150,"10",2013,47,49,47,0,8,1,2014,0,NA,"1",55,56,54,0,14,1,8,91.16645597483,10.2519387375921,10.6814921585933,0.0410457061672041,8,0,14,0,8,14,2.63905732961526,1,FALSE,662,662,3592.13859327532,3,0.00453172205438067
"316","FPS",2,155,150,"7",2016,84,103,51,54,55,0.5,2017,0,NA,"1",77,104,51,22,108,0.5,8,91.16645597483,11.6571946558587,11.5798451897808,-0.00665745312481365,110,108,216,44,218,260,5.56068163101553,1,FALSE,662,662,3592.13859327532,3,0.00453172205438067
"317","FPS",2,160,150,"18s",2016,11,9,6,0,0,1,2017,0,NA,"1",12,11,11,0,0,1,6,67.8353319213094,5.04670255542404,5.94052043144614,0.163061673563665,0,0,0,0,0,0,NA,0,FALSE,0,3969.53070910622,3969.53070910622,4,0.00100767579170603
"318","FPS",2,160,150,"20s",2016,4,12,5,0,0,1,2017,0,NA,"1",6,13,6,0,0,1,6,67.8353319213094,4.14046215940339,4.80829153197905,0.14953441585282,0,0,0,0,0,0,NA,0,FALSE,0,3969.53070910622,3969.53070910622,4,0.00100767579170603
"319","FPS",2,160,150,"19s",NA,NA,NA,NA,NA,NA,NA,2016,1,1,"",6,5,4,0,0,1,6,67.8353319213094,NA,3.44731497884345,NA,NA,NA,0,0,NA,0,NA,0,FALSE,0,3969.53070910622,3969.53070910622,4,0.00100767579170603
"320","FPS",2,160,150,"16s",NA,NA,NA,NA,NA,NA,NA,2016,1,0,"",11,8,7,0,0,1,6,67.8353319213094,NA,5.08307019959492,NA,NA,NA,0,0,NA,0,NA,0,FALSE,0,3969.53070910622,3969.53070910622,4,0.00100767579170603
"321","FPS",2,160,150,"19s",2016,6,5,4,0,0,1,2017,0,NA,"1",7,9,6,0,0,1,6,67.8353319213094,3.44731497884345,4.59471743168099,0.287311598144846,0,0,0,0,0,0,NA,0,FALSE,0,3969.53070910622,3969.53070910622,4,0.00100767579170603
"322","FPS",2,160,150,"20s",NA,NA,NA,NA,NA,NA,NA,2016,1,1,"",4,12,5,0,0,1,6,67.8353319213094,NA,4.14046215940339,NA,NA,NA,0,0,NA,0,NA,0,FALSE,0,3969.53070910622,3969.53070910622,4,0.00100767579170603
"323","FPS",2,160,150,"16s",2016,11,8,7,0,0,1,2017,0,NA,"1",12,11,11,1,0,1,6,67.8353319213094,5.08307019959492,5.94052043144614,0.155881295226787,0,0,0,1,0,1,0,1,FALSE,0,3969.53070910622,3969.53070910622,4,0.00100767579170603
"324","FPS",2,160,150,"18s",NA,NA,NA,NA,NA,NA,NA,2016,1,1,"",11,9,6,0,0,1,6,67.8353319213094,NA,5.04670255542404,NA,NA,NA,0,0,NA,0,NA,0,FALSE,0,3969.53070910622,3969.53070910622,4,0.00100767579170603
"325","FPS",2,200,200,"2",2015,78,91,86,0,0,1,2016,0,NA,"1",79,122,103,59,78,0.25,3,35.471660557189,11.9817388655213,12.4680211214913,0.0397833264329021,0,0,312,236,0,548,6.30627528694802,1,FALSE,5421,5421,4493.02860762768,0,0
"326","FPS",2,200,200,"3",2016,81,113,103,70,87,0.25,2017,0,NA,"1",87,122,109,8,140,0.125,3,35.471660557189,12.4163891976758,12.6211002816784,0.0163527294537254,348,280,1120,64,628,1184,7.07665381544395,1,FALSE,5421,5421,4493.02860762768,0,0
"327","FPS",2,200,200,"2",2016,79,122,103,59,78,0.25,2017,0,NA,"1",82,138,111,19,113,0.125,3,35.471660557189,12.4680211214913,12.7033263697952,0.0186968220915504,312,236,904,152,548,1056,6.96224346426621,1,FALSE,5421,5421,4493.02860762768,0,0
"328","FPS",2,200,200,"3",2013,65,70,56,0,0,1,2014,0,NA,"1",73,89,86,11,0,1,3,35.471660557189,11.1080574387415,11.8932663431954,0.0683016460831924,0,0,0,11,0,11,2.39789527279837,1,FALSE,5421,5421,4493.02860762768,0,0
"329","FPS",2,200,200,"4",2013,56,196,190,0,2,1,2014,0,NA,"1",78,122,114,339,15,1,3,35.471660557189,13.2103136581876,12.5567515558787,-0.0507393687459772,2,0,15,339,2,354,5.86929691313377,1,FALSE,5421,5421,4493.02860762768,0,0
"330","FPS",2,200,200,"5",2016,113,171,139,101,116,0.125,2017,0,NA,"1",117,175,156,33,269,0.125,3,35.471660557189,13.4633485444071,13.6366391520322,0.0127891548547285,928,808,2152,264,1736,2416,7.78986855905471,1,FALSE,5421,5421,4493.02860762768,0,0
"331","FPS",2,200,200,"2",2014,71,78,73,4,0,1,2015,0,NA,"1",78,91,86,0,0,1,3,35.471660557189,11.5696713809407,11.9817388655213,0.0349965914090897,0,4,0,0,4,0,NA,0,FALSE,5421,5421,4493.02860762768,0,0
"332","FPS",2,200,200,"5",2013,97,141,81,0,35,1,2014,0,NA,"1",115,142,114,0,52,1,3,35.471660557189,12.5777432596154,13.0967808704204,0.0404376208746525,35,0,52,0,35,52,3.95124371858143,1,FALSE,5421,5421,4493.02860762768,0,0
"333","FPS",2,200,200,"1",2014,90,100,111,4,2,1,2015,0,NA,"1",96,130,125,0,0,1,3,35.471660557189,12.4743332936921,12.9200196152871,0.0351048197463627,2,4,0,0,6,0,NA,0,FALSE,5421,5421,4493.02860762768,0,0
"334","FPS",2,200,200,"1",2016,100,157,153,76,49,0.25,2017,0,NA,"1",109,169,151,11,133,0.125,3,35.471660557189,13.3516771487902,13.4983496700285,0.0109254252286537,196,304,1064,88,500,1152,7.04925484125584,1,FALSE,5421,5421,4493.02860762768,0,0
"335","FPS",2,200,200,"5",2015,120,144,138,0,3,1,2016,0,NA,"1",113,171,139,101,116,0.125,3,35.471660557189,13.3443819635767,13.4633485444071,0.0088756011459353,3,0,928,808,3,1736,7.4593388952203,1,FALSE,5421,5421,4493.02860762768,0,0
"336","FPS",2,200,200,"3",2014,73,89,86,11,0,1,2015,0,NA,"1",74,97,87,2,0,1,3,35.471660557189,11.8932663431954,12.0045074264235,0.00930981168054445,0,11,0,2,11,2,0.693147180559945,1,FALSE,5421,5421,4493.02860762768,0,0
"337","FPS",2,200,200,"1",2015,96,130,125,0,0,1,2016,0,NA,"1",100,157,153,76,49,0.25,3,35.471660557189,12.9200196152871,13.3516771487902,0.0328639895140644,0,0,196,304,0,500,6.21460809842219,1,FALSE,5421,5421,4493.02860762768,0,0
"338","FPS",2,200,200,"4",2014,78,122,114,339,15,1,2015,0,NA,"1",96,121,118,0,0,1,3,35.471660557189,12.5567515558787,12.7906465975916,0.01845567574338,15,339,0,0,354,0,NA,0,FALSE,5421,5421,4493.02860762768,0,0
"339","FPS",2,200,200,"1",2013,82,85,72,0,3,1,2014,0,NA,"1",90,100,111,4,2,1,3,35.471660557189,11.785859858832,12.4743332936921,0.0567727009505022,3,0,2,4,3,6,1.79175946922805,1,FALSE,5421,5421,4493.02860762768,0,0
"340","FPS",2,200,200,"4",2016,104,172,145,108,84,0.125,2017,0,NA,"1",113,212,166,177,411,0.125,3,35.471660557189,13.4284423544368,13.8557851178023,0.0313278221932207,672,864,3288,1416,1536,4704,8.45616848957846,1,FALSE,5421,5421,4493.02860762768,0,0
"341","FPS",2,200,200,"5",2014,115,142,114,0,52,1,2015,0,NA,"1",120,144,138,0,3,1,3,35.471660557189,13.0967808704204,13.3443819635767,0.0187290046485938,52,0,3,0,52,3,1.09861228866811,1,FALSE,5421,5421,4493.02860762768,0,0
"342","FPS",2,200,200,"4",2015,96,121,118,0,0,1,2016,0,NA,"1",104,172,145,108,84,0.125,3,35.471660557189,12.7906465975916,13.4284423544368,0.0486608520190712,0,0,672,864,0,1536,7.33693691370762,1,FALSE,5421,5421,4493.02860762768,0,0
"343","FPS",2,200,200,"3",2015,74,97,87,2,0,1,2016,0,NA,"1",81,113,103,70,87,0.25,3,35.471660557189,12.0045074264235,12.4163891976758,0.0337351112823431,0,2,348,280,2,628,6.4425401664682,1,FALSE,5421,5421,4493.02860762768,0,0
"344","FPS",2,200,200,"2",2013,64,68,57,0,1,1,2014,0,NA,"1",71,78,73,4,0,1,3,35.471660557189,11.0812652924317,11.5696713809407,0.0431312672506439,1,0,0,4,1,4,1.38629436111989,1,FALSE,5421,5421,4493.02860762768,0,0
"345","FPS",2,250,250,"2",2015,94,109,97,0,1,1,2016,0,NA,"1",92,119,102,82,111,0.25,1,9.04239803657631,12.4691768790639,12.5857081195062,0.00930214453062233,1,0,444,328,1,772,6.64898455002478,1,FALSE,6053,6053,4920.53459832165,0,0
"346","FPS",2,250,250,"2",2014,88,100,84,60,7,1,2015,0,NA,"1",94,109,97,0,1,1,1,9.04239803657631,12.173147035371,12.4691768790639,0.0240272862531052,7,60,1,0,67,1,0,1,FALSE,6053,6053,4920.53459832165,0,0
"347","FPS",2,250,250,"4",2016,62,88,82,77,188,0.5,2017,0,NA,"1",67,89,86,12,52,0.5,1,9.04239803657631,11.671013682849,11.807499521438,0.0116265774480962,376,154,104,24,530,128,4.85203026391962,1,FALSE,6053,6053,4920.53459832165,0,0
"348","FPS",2,250,250,"4",2013,34,39,37,0,0,1,2014,0,NA,"1",53,64,55,39,4,1,1,9.04239803657631,9.46066331945143,10.7963314182057,0.132063893984332,0,0,4,39,0,43,3.76120011569356,1,FALSE,6053,6053,4920.53459832165,0,0
"349","FPS",2,250,250,"3",2013,62,100,96,0,2,1,2014,0,NA,"1",68,135,142,129,40,1,1,9.04239803657631,11.9564759985624,12.7404327772772,0.0635075633706902,2,0,40,129,2,169,5.12989871492307,1,FALSE,6053,6053,4920.53459832165,0,0
"350","FPS",2,250,250,"4",2015,59,71,69,0,0,1,2016,0,NA,"1",62,88,82,77,188,0.5,1,9.04239803657631,11.2341470616057,11.671013682849,0.0381503200244415,0,0,376,154,0,530,6.27287700654617,1,FALSE,6053,6053,4920.53459832165,0,0
"351","FPS",2,250,250,"3",2015,74,162,143,0,0,1,2016,0,NA,"1",81,171,167,185,256,0.125,1,9.04239803657631,13.0143292947579,13.3139297596533,0.0227598336197066,0,0,2048,1480,0,3528,8.16848641712668,1,FALSE,6053,6053,4920.53459832165,0,0
"352","FPS",2,250,250,"1",2016,47,82,78,9,62,0.5,2017,0,NA,"1",49,85,84,5,17,0.25,1,9.04239803657631,11.2733989117253,11.4251115895057,0.0133678319558906,124,18,68,20,142,88,4.47733681447821,1,FALSE,6053,6053,4920.53459832165,0,0
"353","FPS",2,250,250,"6",2015,55,116,110,0,0,1,2016,0,NA,"1",54,125,97,90,103,0.25,1,9.04239803657631,12.1212269781927,12.0518319984314,-0.00574152989599251,0,0,412,360,0,772,6.64898455002478,1,FALSE,6053,6053,4920.53459832165,0,0
"354","FPS",2,250,250,"6",2013,37,80,62,0,0,1,2014,0,NA,"1",50,113,92,18,2,1,1,9.04239803657631,10.7799021684246,11.8210226372509,0.092196035615063,0,0,2,18,0,20,2.99573227355399,1,FALSE,6053,6053,4920.53459832165,0,0
"355","FPS",2,250,250,"6",2016,54,125,97,90,103,0.25,2017,0,NA,"1",64,120,119,28,77,0.25,1,9.04239803657631,12.0518319984314,12.3853215553146,0.0272953444460466,412,360,308,112,772,420,6.04025471127741,1,FALSE,6053,6053,4920.53459832165,0,0
"356","FPS",2,250,250,"2",2013,77,86,71,0,7,1,2014,0,NA,"1",88,100,84,60,7,1,1,9.04239803657631,11.7206558312099,12.173147035371,0.0378797222882776,7,0,7,60,7,67,4.20469261939097,1,FALSE,6053,6053,4920.53459832165,0,0
"357","FPS",2,250,250,"6",2014,50,113,92,18,2,1,2015,0,NA,"1",55,116,110,0,0,1,1,9.04239803657631,11.8210226372509,12.1212269781927,0.0250786855721989,2,18,0,0,20,0,NA,0,FALSE,6053,6053,4920.53459832165,0,0
"358","FPS",2,250,250,"4",2014,53,64,55,39,4,1,2015,0,NA,"1",59,71,69,0,0,1,1,9.04239803657631,10.7963314182057,11.2341470616057,0.0397515918600664,4,39,0,0,43,0,NA,0,FALSE,6053,6053,4920.53459832165,0,0
"359","FPS",2,250,250,"1",2014,35,60,54,0,0,1,2015,0,NA,"1",40,67,58,0,0,1,1,9.04239803657631,10.2984999063372,10.6138383201127,0.0301604071211976,0,0,0,0,0,0,NA,0,FALSE,6053,6053,4920.53459832165,0,0
"360","FPS",2,250,250,"2",2016,92,119,102,82,111,0.25,2017,0,NA,"1",103,118,97,22,114,0.25,1,9.04239803657631,12.5857081195062,12.6399478272601,0.00430036717038436,444,328,456,88,772,544,6.29894924685594,1,FALSE,6053,6053,4920.53459832165,0,0
"361","FPS",2,250,250,"3",2014,68,135,142,129,40,1,2015,0,NA,"1",74,162,143,0,0,1,1,9.04239803657631,12.7404327772772,13.0143292947579,0.0212703843431383,40,129,0,0,169,0,NA,0,FALSE,6053,6053,4920.53459832165,0,0
"362","FPS",2,250,250,"1",2015,40,67,58,0,0,1,2016,0,NA,"1",47,82,78,9,62,0.5,1,9.04239803657631,10.6138383201127,11.2733989117253,0.0602872203218623,0,0,124,18,0,142,4.95582705760126,1,FALSE,6053,6053,4920.53459832165,0,0
"363","FPS",2,250,250,"1",2013,23,36,39,0,0,1,2014,0,NA,"1",35,60,54,0,0,1,1,9.04239803657631,9.04239803657631,10.2984999063372,0.130073835708473,0,0,0,0,0,0,NA,0,FALSE,6053,6053,4920.53459832165,0,0
"364","FPS",2,250,250,"3",2016,81,171,167,185,256,0.125,2017,0,NA,"1",83,197,180,69,458,0.125,1,9.04239803657631,13.3139297596533,13.5548244234862,0.0179316924812509,2048,1480,3664,552,3528,4216,8.3466420902212,1,FALSE,6053,6053,4920.53459832165,0,0
"365","FPS",2,255,250,"7",2013,36,54,51,0,0,1,2014,0,NA,"1",54,93,81,8,4,1,2,20.4439596271311,10.1641518538061,11.5758559304514,0.130054538008633,0,0,4,8,0,12,2.484906649788,1,FALSE,319,319,4736.10887401599,0,0
"366","FPS",2,255,250,"5",2016,54,104,97,10,11,1,2017,0,NA,"1",75,104,100,0,4,1,2,20.4439596271311,11.8679091602704,12.2268724347272,0.0297981398014175,11,10,4,0,21,4,1.38629436111989,1,FALSE,319,319,4736.10887401599,0,0
"367","FPS",2,255,250,"5",2013,50,53,42,0,2,1,2014,0,NA,"1",51,86,81,0,0,1,2,20.4439596271311,10.279807773325,11.4404453197117,0.106973350982963,2,0,0,0,2,0,NA,0,FALSE,319,319,4736.10887401599,0,0
"368","FPS",2,255,250,"7",2014,54,93,81,8,4,1,2015,0,NA,"1",46,94,91,0,0,1,2,20.4439596271311,11.5758559304514,11.5426189213373,-0.00287536545785477,4,8,0,0,12,0,NA,0,FALSE,319,319,4736.10887401599,0,0
"369","FPS",2,255,250,"7",2016,62,117,108,52,90,0.5,2017,0,NA,"1",66,119,107,14,56,0.25,2,20.4439596271311,12.2312627830285,12.3014303056613,0.00572034335701176,180,104,224,56,284,280,5.63478960316925,1,FALSE,319,319,4736.10887401599,0,0
"370","FPS",2,255,250,"5",2014,51,86,81,0,0,1,2015,0,NA,"1",58,100,87,0,0,1,2,20.4439596271311,11.4404453197117,11.7913445512505,0.0302108379714751,0,0,0,0,0,0,NA,0,FALSE,319,319,4736.10887401599,0,0
"371","FPS",2,255,250,"5",2015,58,100,87,0,0,1,2016,0,NA,"1",54,104,97,10,11,1,2,20.4439596271311,11.7913445512505,11.8679091602704,0.00647229851217894,0,0,11,10,0,21,3.04452243772342,1,FALSE,319,319,4736.10887401599,0,0
"372","FPS",2,255,250,"7",2015,46,94,91,0,0,1,2016,0,NA,"1",62,117,108,52,90,0.5,2,20.4439596271311,11.5426189213373,12.2312627830285,0.0579490190180752,0,0,180,104,0,284,5.64897423816121,1,FALSE,319,319,4736.10887401599,0,0
"373","FPS",2,275,250,"8s",2016,NA,NA,NA,NA,NA,NA,2017,1,1,"",4,5,5,0,0,1,2,25.0094266614285,NA,3.26499342204949,NA,NA,NA,0,0,NA,0,NA,0,FALSE,0,4662.26025618355,4662.26025618355,1,0.000214488240692634
"374","FPS",2,345,350,"1",2013,74,112,73,0,2,1,2014,0,NA,"1",81,132,107,1,0,1,1,11.9728466417091,11.9728466417091,12.6099031477821,0.0518411633835058,2,0,0,1,2,1,0,1,FALSE,1035,1035,4873.13318736143,1,0.000966183574879227
"375","FPS",2,345,350,"1",2014,81,132,107,1,0,1,2015,0,NA,"1",80.9,142,139,0,0,1,1,11.9728466417091,12.6099031477821,12.9433380508578,0.0260987501915573,0,1,0,0,1,0,NA,0,FALSE,1035,1035,4873.13318736143,1,0.000966183574879227
"376","FPS",2,345,350,"3s",2016,8,7.5,6,0,0,1,2017,0,NA,"1",13,14,12,0,1,1,1,11.9728466417091,4.54592726751156,6.3487365729262,0.334024102140135,0,0,1,0,0,1,0,1,FALSE,1035,1035,4873.13318736143,1,0.000966183574879227
