"","site","transect","actual.window","designated.window","plant","year_t","max.ht_t","max.w_t","perp.w_t","flowers_t","fruits_t","reproductive_fraction_t","year_t1","new.plant_t1","seedling_t1","survival_t1","max.ht_t1","max.w_t1","perp.w_t1","flowers_t1","fruits_t1","reproductive_fraction_t1","density","weighted.dens","volume_t","volume_t1","logGR","total.fruits_t","total.flowers_t","total.fruits_t1","total.flowers_t1","total.reproduction_t","total.reproduction_t1","logTR1","did.flower","transplant","seeds.emp","seeds.PMod","seeds.FMod","recruits","recruit.prob"
"794","MOD",2,0,0,"1",2014,107,114,107,0,15,1,2015,0,NA,"1",117,123,112,14,2,1,5,59.8597945469033,12.7416793533797,12.9526803975267,0.0164242883984139,15,0,2,14,15,16,2.77258872223978,1,FALSE,3048,3048,4098.53884937889,0,0
"795","MOD",2,100,100,"2",2016,137,196,177,169,212,0.125,2017,0,NA,"1",138,184,179,70,152,0.0625,1,12.8060466198928,14.0340685536939,13.9893984846683,-0.00318804998672437,1696,1352,2432,1120,3048,3552,8.17526610411206,1,FALSE,9205,9205,4859.65577830237,0,0
"796","MOD",2,100,100,"1",2015,84,136,135,41,0,1,2016,0,NA,"1",84,141,134,208,170,0.125,1,12.8060466198928,12.9085696990792,12.9372397252338,0.00221854440255775,0,41,1360,1664,41,3024,8.01433573729942,1,FALSE,9205,9205,4859.65577830237,0,0
"797","MOD",2,100,100,"1",2016,84,141,134,208,170,0.125,2017,0,NA,"1",86,143,138,61,56,0.0625,1,12.8060466198928,12.9372397252338,13.004268847732,0.00516772349452222,1360,1664,896,976,3024,1872,7.53476265703754,1,FALSE,9205,9205,4859.65577830237,0,0
"798","MOD",2,100,100,"2",2014,111,154,129,293,656,1,2015,0,NA,"1",125,169,144,321,301,1,1,12.8060466198928,13.266118444149,13.5878489878628,0.0239626371337065,656,293,301,321,949,622,6.43294009273918,1,FALSE,9205,9205,4859.65577830237,0,0
"799","MOD",2,100,100,"1",2014,89,136,115,589,932,1,2015,0,NA,"1",84,136,135,41,0,1,1,12.8060466198928,12.8060466198928,12.9085696990792,0.00797395700169758,932,589,0,41,1521,41,3.71357206670431,1,FALSE,9205,9205,4859.65577830237,0,0
"800","MOD",2,100,100,"2",2015,125,169,144,321,301,1,2016,0,NA,"1",137,196,177,169,212,0.125,1,12.8060466198928,13.5878489878628,14.0340685536939,0.0323119050506205,301,321,1696,1352,622,3048,8.02224091680654,1,FALSE,9205,9205,4859.65577830237,0,0
"801","MOD",2,150,150,"1",2014,117,126,121,212,281,0.5,2015,0,NA,"1",127,147,143,14,12,1,1,13.0540696234074,13.0540696234074,13.4572875395586,0.0304208501254357,562,424,12,14,986,26,3.25809653802148,1,FALSE,986,986,4855.64388732548,0,0
"802","MOD",2,150,150,"1",2016,118,168,156,157,279,NA,2017,0,NA,"1",129,178,175,93,260,0.0625,1,13.0540696234074,13.6043278471799,13.8662051646387,0.0190666304722074,NA,NA,4160,1488,NA,5648,8.63905677917308,1,FALSE,986,986,4855.64388732548,0,0
"803","MOD",2,200,200,"1",2016,88,225,172,165,82,0.125,2017,0,NA,"1",95,242,212,66,122,0.0625,1,12.8427369839849,13.7007549295575,14.0592241284906,0.0258277663013324,656,1320,1952,1056,1976,3008,8.00903068506973,1,FALSE,3078,3078,4859.06229407488,0,0
"804","MOD",2,200,200,"1",2014,68,155,137,259,286,0.5,2015,0,NA,"1",88,175,151,9,3,1,1,12.8427369839849,12.8427369839849,13.319225861278,0.03643010860785,572,518,3,9,1090,12,2.484906649788,1,FALSE,3078,3078,4859.06229407488,0,0
"805","MOD",2,200,200,"1",2015,88,175,151,9,3,1,2016,0,NA,"1",88,225,172,165,82,0.125,1,12.8427369839849,13.319225861278,13.7007549295575,0.0282423907625248,3,9,656,1320,12,1976,7.58882987830781,1,FALSE,3078,3078,4859.06229407488,0,0
"806","MOD",2,5,0,"6",2014,68,91,73,0,7,1,2015,0,NA,"1",72,105,83,0,4,1,14,154.417831229888,11.6806498889027,12.0092903130316,0.0277469259826611,7,0,4,0,7,4,1.38629436111989,1,FALSE,1676,1676,2569.01727764721,0,0
"807","MOD",2,5,0,"10",2014,68,72,57,0,2,1,2015,0,NA,"1",72,88,65,1,0,1,14,154.417831229888,11.1990483280881,11.5882134394513,0.034159694759904,2,0,0,1,2,1,0,1,FALSE,1676,1676,2569.01727764721,0,0
"808","MOD",2,5,0,"10",2016,77,84,74,44,160,0.5,2017,0,NA,"1",77,97,79,4,8,0.25,14,154.417831229888,11.7385105499626,11.9477874888855,0.0176711771902264,320,88,32,16,408,48,3.87120101090789,1,FALSE,1676,1676,2569.01727764721,0,0
"809","MOD",2,5,0,"9",2014,90,78,67,0,2,1,2015,0,NA,"1",78,113,83,3,2,1,14,154.417831229888,11.7210343524722,12.1627604892599,0.0369938291086738,2,0,2,3,2,5,1.6094379124341,1,FALSE,1676,1676,2569.01727764721,0,0
"810","MOD",2,5,0,"7",2015,65,104,84,1,1,1,2016,0,NA,"1",70,122,91,39,125,0.5,14,154.417831229888,11.9094182039417,12.2231990293609,0.0260061730479189,1,1,250,78,2,328,5.79301360838414,1,FALSE,1676,1676,2569.01727764721,0,0
"811","MOD",2,5,0,"7",2016,70,122,91,39,125,0.5,2017,0,NA,"1",70,123,97,6,0,0.125,14,154.417831229888,12.2231990293609,12.2952138119866,0.00587435982766885,250,78,0,48,328,48,3.87120101090789,1,FALSE,1676,1676,2569.01727764721,0,0
"812","MOD",2,5,0,"9",2016,89,100,105,51,136,0.5,2017,0,NA,"1",86,120,88,2,3,0.5,14,154.417831229888,12.4075901419392,12.3789990895752,-0.00230697856630719,272,102,6,4,374,10,2.30258509299405,1,FALSE,1676,1676,2569.01727764721,0,0
"813","MOD",2,5,0,"10",2015,72,88,65,1,0,1,2016,0,NA,"1",77,84,74,44,160,0.5,14,154.417831229888,11.5882134394513,11.7385105499626,0.0128864379274838,0,1,320,88,1,408,6.01126717440416,1,FALSE,1676,1676,2569.01727764721,0,0
"814","MOD",2,5,0,"7",2014,59,94,70,0,17,1,2015,0,NA,"1",65,104,84,1,1,1,14,154.417831229888,11.5291507042865,11.9094182039417,0.0324508608764845,17,0,1,1,17,2,0.693147180559945,1,FALSE,1676,1676,2569.01727764721,0,0
"815","MOD",2,5,0,"8",2014,49,44,27,0,0,1,2015,0,NA,"1",44,45,32,0,0,1,14,154.417831229888,9.63167003409462,9.71641126254971,0.00875970790304301,0,0,0,0,0,0,NA,0,FALSE,1676,1676,2569.01727764721,0,0
"816","MOD",2,5,0,"9",2015,78,113,83,3,2,1,2016,0,NA,"1",89,100,105,51,136,0.5,14,154.417831229888,12.1627604892599,12.4075901419392,0.0199295288764038,2,3,272,102,5,374,5.92425579741453,1,FALSE,1676,1676,2569.01727764721,0,0
"817","MOD",2,5,0,"6",2016,74,116,98,131,132,0.5,2017,0,NA,"1",73,96,100,9,12,0.25,14,154.417831229888,12.3024459990425,12.1198010546657,-0.0149575384438703,264,262,48,36,526,84,4.43081679884331,1,FALSE,1676,1676,2569.01727764721,0,0
"818","MOD",2,5,0,"6",2015,72,105,83,0,4,1,2016,0,NA,"1",74,116,98,131,132,0.5,14,154.417831229888,12.0092903130316,12.3024459990425,0.0241175613107658,4,0,264,262,4,526,6.26530121273771,1,FALSE,1676,1676,2569.01727764721,0,0
"819","MOD",2,5,0,"8",2015,44,45,32,0,0,1,2016,0,NA,"1",52,41,43,4,1,1,14,154.417831229888,9.71641126254971,10.0858391370407,0.0373160357688653,0,0,1,4,0,5,1.6094379124341,1,FALSE,1676,1676,2569.01727764721,0,0
"820","MOD",2,50,50,"3",2014,63,150,108,743,702,1,2015,0,NA,"1",108,154,130,126,1,1,2,26.3234379836092,12.4957244836734,13.2464415160548,0.0583424070435311,702,743,1,126,1445,127,4.84418708645859,1,FALSE,5642,5642,4641.0054931483,0,0
"821","MOD",2,50,50,"2",2016,148,165,160,119,204,0.125,2017,0,NA,"1",141,181,147,104,320,0.0625,2,26.3234379836092,13.8381547989599,13.7975127444841,-0.00294127751477793,1632,952,5120,1664,2584,6784,8.82232217747174,1,FALSE,5642,5642,4641.0054931483,0,0
"822","MOD",2,50,50,"3",2015,108,154,130,126,1,1,2016,0,NA,"1",113,174,167,117,152,0.125,2,26.3234379836092,13.2464415160548,13.664260166405,0.0310547256101588,1,126,1216,936,127,2152,7.67415292128168,1,FALSE,5642,5642,4641.0054931483,0,0
"823","MOD",2,50,50,"2",2014,153,162,156,592,652,1,2015,0,NA,"1",140,137,127,205,37,1,2,26.3234379836092,13.8277134999358,13.3656336709574,-0.0339880418251979,652,592,37,205,1244,242,5.48893772615669,1,FALSE,5642,5642,4641.0054931483,0,0
"824","MOD",2,50,50,"2",2015,140,137,127,205,37,1,2016,0,NA,"1",148,165,160,119,204,0.125,2,26.3234379836092,13.3656336709574,13.8381547989599,0.0347428563430073,37,205,1632,952,242,2584,7.85709386490249,1,FALSE,5642,5642,4641.0054931483,0,0
"825","MOD",2,60,50,"4",2016,79,94,48,63,194,0.5,2017,0,NA,"1",83,94,64,8,59,0.5,2,24.7999985110451,11.4437668817063,11.7808417094877,0.0290294234594853,388,126,118,16,514,134,4.89783979995091,1,FALSE,4511,4511,4665.64785690979,0,0
"826","MOD",2,60,50,"1",2016,140,226,188,117,189,0.125,2017,0,NA,"1",139,229,203,37,103,0.0625,2,24.7999985110451,14.2584426207729,14.3412251517881,0.00578907159808347,1512,936,1648,592,2448,2240,7.71423114484909,1,FALSE,4511,4511,4665.64785690979,0,0
"827","MOD",2,60,50,"1",2015,163,200,95,451,267,1,2016,0,NA,"1",140,226,188,117,189,0.125,2,24.7999985110451,13.6057676950167,14.2584426207729,0.0468553978315701,267,451,1512,936,718,2448,7.80302664363222,1,FALSE,4511,4511,4665.64785690979,0,0
"828","MOD",2,60,50,"1",2014,139,205,152,366,465,1,2015,0,NA,"1",163,200,95,451,267,1,2,24.7999985110451,13.9411876691768,13.6057676950167,-0.0243538022920118,465,366,267,451,831,718,6.57646956904822,1,FALSE,4511,4511,4665.64785690979,0,0
"829","MOD",2,60,50,"4",2015,69,86,54,23,112,NA,2016,0,NA,"1",79,94,48,63,194,0.5,2,24.7999985110451,11.3372610834764,11.4437668817063,0.00935046253270219,NA,NA,388,126,NA,514,6.24222326545517,1,FALSE,4511,4511,4665.64785690979,0,0
"830","MOD",3,0,0,"1",2014,65,83,62,0,18,1,2015,0,NA,"1",64,82,67,5,14,1,3,33.3783573960401,11.3801854987987,11.4301181860763,0.00437808875542372,18,0,14,5,18,19,2.94443897916644,1,FALSE,629,629,4526.88878972817,0,0
"831","MOD",3,0,0,"9",2015,16,91,79,1,1,1,2016,0,NA,"1",67,87,83,22,36,0.5,3,33.3783573960401,10.3127193172851,11.7492645819035,0.130412631291914,1,1,72,44,2,116,4.75359019110636,1,FALSE,629,629,4526.88878972817,0,0
"832","MOD",3,0,0,"3",2014,62,76,57,0,8,1,2015,0,NA,"1",65,80,64,0,0,1,3,33.3783573960401,11.1607422292274,11.3751202239906,0.0190260711863005,8,0,0,0,8,0,NA,0,FALSE,629,629,4526.88878972817,0,0
"833","MOD",3,0,0,"2",2015,62,96,89,0,0,1,2016,0,NA,"1",62,104,88,14,66,0.5,3,33.3783573960401,11.8399421823065,11.9086853347261,0.00578924776737714,0,0,132,28,0,160,5.07517381523383,1,FALSE,629,629,4526.88878972817,0,0
"834","MOD",3,0,0,"4",2014,44,67,53,0,3,1,2015,0,NA,"1",47,74,64,0,0,1,3,33.3783573960401,10.6189974029227,10.9729190143353,0.0327857246798558,3,0,0,0,3,0,NA,0,FALSE,629,629,4526.88878972817,0,0
"835","MOD",3,0,0,"4",2016,46,77,69,0,1,1,2017,0,NA,"1",44,75,65,0,0,1,3,33.3783573960401,11.0663765590014,10.9358882534116,-0.0118614912255173,1,0,0,0,1,0,NA,0,FALSE,629,629,4526.88878972817,0,0
"836","MOD",3,0,0,"2",2014,54,91,68,0,14,1,2015,0,NA,"1",62,96,89,0,0,1,3,33.3783573960401,11.3791744943186,11.8399421823065,0.0396938601680645,14,0,0,0,14,0,NA,0,FALSE,629,629,4526.88878972817,0,0
"837","MOD",3,0,0,"9",2016,67,87,83,22,36,0.5,2017,0,NA,"1",64,91,91,15,46,1,3,33.3783573960401,11.7492645819035,11.8404253324548,0.0077289023026094,72,44,46,15,116,61,4.11087386417331,1,FALSE,629,629,4526.88878972817,0,0
"838","MOD",3,0,0,"9",2014,60,87,69,0,4,1,2015,0,NA,"1",16,91,79,1,1,1,3,33.3783573960401,11.4541824215353,10.3127193172851,-0.104976921727508,4,0,1,1,4,2,0.693147180559945,1,FALSE,629,629,4526.88878972817,0,0
"839","MOD",3,0,0,"4",2015,47,74,64,0,0,1,2016,0,NA,"1",46,77,69,0,1,1,3,33.3783573960401,10.9729190143353,11.0663765590014,0.00848104283003816,0,0,1,0,0,1,0,1,FALSE,629,629,4526.88878972817,0,0
"840","MOD",3,0,0,"1",2015,64,82,67,5,14,1,2016,0,NA,"1",83,98,63,35,103,0.5,3,33.3783573960401,11.4301181860763,11.8067660489201,0.0324209433779475,14,5,206,70,19,276,5.62040086571715,1,FALSE,629,629,4526.88878972817,0,0
"841","MOD",3,0,0,"2",2016,62,104,88,14,66,0.5,2017,0,NA,"1",66,101,81,5,13,0.5,3,33.3783573960401,11.9086853347261,11.8590476496015,-0.00417690297381948,132,28,26,10,160,36,3.58351893845611,1,FALSE,629,629,4526.88878972817,0,0
"842","MOD",3,0,0,"1",2016,83,98,63,35,103,0.5,2017,0,NA,"1",64,87,71,0,12,0.5,3,33.3783573960401,11.8067660489201,11.547294315117,-0.0222216100268071,206,70,24,0,276,24,3.17805383034795,1,FALSE,629,629,4526.88878972817,0,0
"843","MOD",3,0,0,"3",2016,64,94,89,1,7,1,2017,0,NA,"1",62,92,76,0,0,1,3,33.3783573960401,11.8506374714232,11.6394795384419,-0.0179789330797021,7,1,0,0,8,0,NA,0,FALSE,629,629,4526.88878972817,0,0
"844","MOD",3,0,0,"3",2015,65,80,64,0,0,1,2016,0,NA,"1",64,94,89,1,7,1,3,33.3783573960401,11.3751202239906,11.8506374714232,0.0409531272678584,0,0,7,1,0,8,2.07944154167984,1,FALSE,629,629,4526.88878972817,0,0
"845","MOD",3,100,100,"2",2015,53,43,32,0,0,1,2016,0,NA,"1",64,48,28,32,44,1,16,174.289740783718,9.85705116810681,10.0221118405042,0.0166067822623653,0,0,44,32,0,76,4.33073334028633,1,FALSE,3410,3410,2247.57961459606,0,0
"846","MOD",3,100,100,"1",2016,77,90,66,79,294,0.5,2017,0,NA,"1",76,91,72,6,63,0.25,16,174.289740783718,11.6930930702718,11.7780822018806,0.00724203215862554,588,158,252,24,746,276,5.62040086571715,1,FALSE,3410,3410,2247.57961459606,0,0
"847","MOD",3,100,100,"6",2016,72,95,69,209,156,1,2017,0,NA,"1",76,101,80,6,24,0.5,16,174.289740783718,11.7244727512753,11.9877037278629,0.0222030896772372,156,209,48,12,365,60,4.0943445622221,1,FALSE,3410,3410,2247.57961459606,0,0
"848","MOD",3,100,100,"7",2015,NA,NA,NA,NA,NA,NA,2016,0,NA,"1",72,112,88,117,156,0.5,16,174.289740783718,NA,12.1323250408508,NA,NA,NA,312,234,NA,546,6.30261897574491,1,FALSE,3410,3410,2247.57961459606,0,0
"849","MOD",3,100,100,"5",2014,64,80,77,18,4,1,2015,0,NA,"1",62,104,90,28,29,1,16,174.289740783718,11.5445383759486,11.9311581905781,0.0329408563446719,4,18,29,28,22,57,4.04305126783455,1,FALSE,3410,3410,2247.57961459606,0,0
"850","MOD",3,100,100,"1",2015,63,70,61,0,0,1,2016,0,NA,"1",77,90,66,79,294,0.5,16,174.289740783718,11.1623270686756,11.6930930702718,0.0464538776979804,0,0,588,158,0,746,6.61472560020376,1,FALSE,3410,3410,2247.57961459606,0,0
"851","MOD",3,100,100,"5",2016,69,105,103,55,160,0.5,2017,0,NA,"1",70,96,81,4,69,0.25,16,174.289740783718,12.1826190790458,11.867115824251,-0.0262390714544181,320,110,276,16,430,292,5.67675380226828,1,FALSE,3410,3410,2247.57961459606,0,0
"852","MOD",3,100,100,"2",2016,64,48,28,32,44,1,2017,0,NA,"1",63,45,41,19,16,0.5,16,174.289740783718,10.0221118405042,10.3231925189276,0.02959922884824,44,32,32,38,76,70,4.24849524204936,1,FALSE,3410,3410,2247.57961459606,0,0
"853","MOD",3,100,100,"7",2016,72,112,88,117,156,0.5,2017,0,NA,"1",76,113,99,27,64,0.25,16,174.289740783718,12.1323250408508,12.3130642451947,0.014787450976348,312,234,256,108,546,364,5.89715386763674,1,FALSE,3410,3410,2247.57961459606,0,0
"854","MOD",3,100,100,"1",2014,62,75,73,0,4,1,2015,0,NA,"1",63,70,61,0,0,1,16,174.289740783718,11.3949051757912,11.1623270686756,-0.0206218871854682,4,0,0,0,4,0,NA,0,FALSE,3410,3410,2247.57961459606,0,0
"855","MOD",3,100,100,"2",2014,45,59,45,0,1,1,2015,0,NA,"1",53,43,32,0,0,1,16,174.289740783718,10.3506856595078,9.85705116810681,-0.04886571110014,1,0,0,0,1,0,NA,0,FALSE,3410,3410,2247.57961459606,0,0
"856","MOD",3,100,100,"4",2016,77,102,66,50,102,0.5,2017,0,NA,"1",74,98,79,10,94,0.5,16,174.289740783718,11.8182562132258,11.9183036604032,0.0084298685386032,204,100,188,20,304,208,5.33753807970132,1,FALSE,3410,3410,2247.57961459606,0,0
"857","MOD",3,100,100,"5",2015,62,104,90,28,29,1,2016,0,NA,"1",69,105,103,55,160,0.5,16,174.289740783718,11.9311581905781,12.1826190790458,0.0208569566942551,29,28,320,110,57,430,6.06378520868761,1,FALSE,3410,3410,2247.57961459606,0,0
"858","MOD",3,100,100,"4",2015,62,84,57,0,0,1,2016,0,NA,"1",77,102,66,50,102,0.5,16,174.289740783718,11.2608256877844,11.8182562132258,0.0483155232914426,0,0,204,100,0,304,5.71702770140622,1,FALSE,3410,3410,2247.57961459606,0,0
"859","MOD",3,100,100,"6",2015,NA,NA,NA,NA,NA,NA,2016,0,NA,"1",72,95,69,209,156,1,16,174.289740783718,NA,11.7244727512753,NA,NA,NA,156,209,NA,365,5.89989735358249,1,FALSE,3410,3410,2247.57961459606,0,0
"860","MOD",3,100,100,"8",2015,72,128,117,8,0,NA,2016,0,NA,"1",80,147,140,207,220,0.5,16,174.289740783718,12.5506935537948,12.9739248801233,0.0331656374405652,NA,NA,440,414,NA,854,6.74993119378857,1,FALSE,3410,3410,2247.57961459606,0,0
"861","MOD",3,100,100,"8",2016,80,147,140,207,220,0.5,2017,0,NA,"1",85,141,134,3,21,0.125,16,174.289740783718,12.9739248801233,12.9490741828808,-0.00191727082152605,440,414,168,24,854,192,5.25749537202778,1,FALSE,3410,3410,2247.57961459606,0,0
"862","MOD",3,100,100,"4",2014,60,81,58,4,1,1,2015,0,NA,"1",62,84,57,0,0,1,16,174.289740783718,11.2090599635024,11.2608256877844,0.00460757270119998,1,4,0,0,5,0,NA,0,FALSE,3410,3410,2247.57961459606,0,0
"863","MOD",3,105,100,"10",2014,73,116,111,0,22,1,2015,0,NA,"1",72,147,134,15,9,1,2,24.6975242987266,12.4134030696285,12.8247617418071,0.0326010316683499,22,0,9,15,22,24,3.17805383034795,1,FALSE,1718,1718,4667.30542641721,0,0
"864","MOD",3,105,100,"9",2014,81,103,99,4,9,1,2015,0,NA,"1",84,124,112,5,2,1,2,24.6975242987266,12.2841212290981,12.6294204718048,0.0277215788669118,9,4,2,5,13,7,1.94591014905531,1,FALSE,1718,1718,4667.30542641721,0,0
"865","MOD",3,105,100,"10",2015,72,147,134,15,9,1,2016,0,NA,"1",79,138,124,239,310,0.5,2,24.6975242987266,12.8247617418071,12.7768063392907,-0.00374629073118771,9,15,620,478,24,1098,7.00124562206948,1,FALSE,1718,1718,4667.30542641721,0,0
"866","MOD",3,105,100,"10",2016,79,138,124,239,310,0.5,2017,0,NA,"1",82,165,158,37,219,0.125,2,24.6975242987266,12.7768063392907,13.2350829902532,0.03523958365723,620,478,1752,296,1098,2048,7.6246189861594,1,FALSE,1718,1718,4667.30542641721,0,0
"867","MOD",3,105,100,"9",2016,89,126,117,37,240,0.5,2017,0,NA,"1",93,146,138,5,72,0.25,2,24.6975242987266,12.7469154475428,13.1032830360802,0.0275734955972627,480,74,288,20,554,308,5.73009978297357,1,FALSE,1718,1718,4667.30542641721,0,0
"868","MOD",3,105,100,"9",2015,84,124,112,5,2,1,2016,0,NA,"1",89,126,117,37,240,0.5,2,24.6975242987266,12.6294204718048,12.7469154475428,0.00926026639420937,2,5,480,74,7,554,6.31716468674728,1,FALSE,1718,1718,4667.30542641721,0,0
"869","MOD",3,145,150,"1",2014,85,137,123,93,214,0.25,2015,0,NA,"1",92,182,166,15,9,1,1,12.8346397737523,12.8346397737523,13.4976062885438,0.0503646097666114,856,372,9,15,1228,24,3.17805383034795,1,FALSE,2780,2780,4859.19327033196,0,0
"870","MOD",3,145,150,"1",2015,92,182,166,15,9,1,2016,0,NA,"1",101,193,190,190,192,0.25,1,12.8346397737523,13.4976062885438,13.784658013968,0.0210438778426349,9,15,768,760,24,1528,7.33171496972647,1,FALSE,2780,2780,4859.19327033196,0,0
"871","MOD",3,145,150,"1",2016,101,193,190,190,192,0.25,2017,0,NA,"1",111,235,219,61,238,0.125,1,12.8346397737523,13.784658013968,14.2180106813344,0.0309532831556878,768,760,1904,488,1528,2392,7.77988511507052,1,FALSE,2780,2780,4859.19327033196,0,0
"872","MOD",3,150,150,"2",2014,96,157,150,122,145,0.25,2015,0,NA,"1",116,188,178,69,0,1,1,13.2910525269738,13.2910525269738,13.8316389402898,0.0398675783201331,580,488,0,69,1068,69,4.23410650459726,1,FALSE,2833,2833,4851.81057525755,0,0
"873","MOD",3,150,150,"2",2016,127,221,192,233,191,0.25,2017,0,NA,"1",141,227,214,96,140,0.0625,1,13.2910525269738,14.1596683960655,14.3995091589428,0.0167964501820762,764,932,2240,1536,1696,3776,8.23642052726539,1,FALSE,2833,2833,4851.81057525755,0,0
"874","MOD",3,150,150,"1",2015,116,188,178,69,0,1,2016,0,NA,"1",127,221,192,233,191,0.25,1,13.2910525269738,13.8316389402898,14.1596683960655,0.023439024812026,0,69,764,932,69,1696,7.43602781635185,1,FALSE,2833,2833,4851.81057525755,0,0
"875","MOD",3,155,150,"3",2015,108,171,140,189,6,1,2016,0,NA,"1",118,237,203,411,894,0.25,1,12.8326669213142,13.4252604422976,14.211773980704,0.0569327346145338,6,189,3576,1644,195,5220,8.56025268087669,1,FALSE,7427,7427,4859.22518216588,0,0
"876","MOD",3,155,150,"3",2014,84,134,127,124,379,0.25,2015,0,NA,"1",108,171,140,189,6,1,1,12.8326669213142,12.8326669213142,13.4252604422976,0.0451440169374265,1516,496,6,189,2012,195,5.27299955856375,1,FALSE,7427,7427,4859.22518216588,0,0
"877","MOD",3,155,150,"3",2016,118,237,203,411,894,0.25,2017,0,NA,"1",132,231,231,89,240,0.125,1,12.8326669213142,14.211773980704,14.4274605796914,0.0150626006757678,3576,1644,1920,712,5220,2632,7.87549929244521,1,FALSE,7427,7427,4859.22518216588,0,0
"878","MOD",3,160,150,"4",2014,98,178,124,75,181,0.5,2015,0,NA,"1",121,166,140,71,0,1,1,13.2468558306291,13.2468558306291,13.509243992624,0.0196139628395994,362,150,0,71,512,71,4.26267987704132,1,FALSE,2451,2451,4852.52547800754,0,0
"879","MOD",3,160,150,"4",2015,121,166,140,71,0,1,2016,0,NA,"1",120,231,175,163,304,0.25,1,13.2468558306291,13.509243992624,14.0545186632888,0.0395697658076788,0,71,1216,652,71,1868,7.53262361878879,1,FALSE,2451,2451,4852.52547800754,0,0
"880","MOD",3,160,150,"4",2016,120,231,175,163,304,0.25,2017,0,NA,"1",132,224,204,53,284,0.0625,1,13.2468558306291,14.0545186632888,14.272391204347,0.0153830289616468,1216,652,4544,848,1868,5392,8.59267165259214,1,FALSE,2451,2451,4852.52547800754,0,0
"881","MOD",3,200,200,"1",2014,64,107,100,76,290,0.25,2015,0,NA,"1",75,36,31,37,0,1,0,0,12.0967053398711,9.99481749253897,-0.190866421655465,1160,304,0,37,1464,37,3.61091791264422,1,FALSE,1501,1501,5066.79972122702,0,0
"882","MOD",3,200,200,"1",2015,75,36,31,37,0,1,2016,0,NA,"1",86,163,152,222,319,0.25,0,0,9.99481749253897,13.2318012539679,0.28055641015372,0,37,1276,888,37,2164,7.67971363996637,1,FALSE,1501,1501,5066.79972122702,0,0
"883","MOD",3,255,250,"2",2016,133,218,192,383,408,0.25,2017,0,NA,"1",148,245,203,78,311,0.0625,0,0,14.1921627991,14.471499699412,0.0194912805608434,1632,1532,4976,1248,3164,6224,8.73616806585823,1,FALSE,3870,3870,5066.79972122702,1,0.000258397932816537
"884","MOD",3,255,250,"2",2014,116,149,142,66,90,0.25,2015,0,NA,"1",119,185,164,16,6,1,0,0,13.3731867907145,13.7591689820755,0.0284537203942627,360,264,6,16,624,22,3.09104245335832,1,FALSE,3870,3870,5066.79972122702,1,0.000258397932816537
"885","MOD",3,255,250,"1",2015,30,45,40,0,0,1,2016,0,NA,"1",42,52,50,32,27,1,0,0,9.55656256160781,10.2607595783543,0.0710987722612707,0,0,27,32,0,59,4.07753744390572,1,FALSE,3870,3870,5066.79972122702,1,0.000258397932816537
"886","MOD",3,255,250,"1",2016,42,52,50,32,27,1,2017,0,NA,"1",47,55,53,11,41,1,0,0,10.2607595783543,10.4875959365561,0.0218663494761476,27,32,41,11,59,52,3.95124371858143,1,FALSE,3870,3870,5066.79972122702,1,0.000258397932816537
"887","MOD",3,255,250,"2",2015,119,185,164,16,6,1,2016,0,NA,"1",133,218,192,383,408,0.25,0,0,13.7591689820755,14.1921627991,0.0309844597525195,6,16,1632,1532,22,3164,8.05959232888755,1,FALSE,3870,3870,5066.79972122702,1,0.000258397932816537
"888","MOD",3,255,250,"4s",2016,NA,NA,NA,NA,NA,NA,2017,1,1,"",9,13,11,0,0,1,0,0,NA,5.81989244365753,NA,NA,NA,0,0,NA,0,NA,0,FALSE,3870,3870,5066.79972122702,1,0.000258397932816537
"889","MOD",3,255,250,"1",2014,25,36,33,1,0,1,2015,0,NA,"1",30,45,40,0,0,1,0,0,8.95872556085219,9.55656256160781,0.0646001173608183,0,1,0,0,1,0,NA,0,FALSE,3870,3870,5066.79972122702,1,0.000258397932816537
"890","MOD",3,270,250,"3",2014,44,77,63,47,168,0.25,2015,0,NA,"1",49,93,81,0,0,1,0,0,10.9309530182249,11.4786921819977,0.0488939717014906,672,188,0,0,860,0,NA,0,FALSE,1940,1940,5066.79972122702,0,0
"891","MOD",3,270,250,"3",2016,51,106,102,117,153,0.25,2017,0,NA,"1",54,120,118,82,123,0.125,0,0,11.8800607761821,12.2069836498734,0.0271467885193103,612,468,984,656,1080,1640,7.40245152081824,1,FALSE,1940,1940,5066.79972122702,0,0
"892","MOD",3,270,250,"3",2015,49,93,81,0,0,1,2016,0,NA,"1",51,106,102,117,153,0.25,0,0,11.4786921819977,11.8800607761821,0.0343689667885425,0,0,612,468,0,1080,6.98471632011827,1,FALSE,1940,1940,5066.79972122702,0,0
"893","MOD",3,5,0,"5",2014,70,111,77,0,4,1,2015,0,NA,"1",72,142,109,0,0,1,7,83.5697423267868,11.9616541012768,12.5836642949079,0.0506934465212483,4,0,0,0,4,0,NA,0,FALSE,859,859,3715.01907817694,0,0
"894","MOD",3,5,0,"8",2015,87,101,81,31,30,1,2016,0,NA,"1",89,140,92,29,76,1,7,83.5697423267868,12.1353010262297,12.6118906054519,0.0385214224815035,30,31,76,29,61,105,4.65396035015752,1,FALSE,859,859,3715.01907817694,0,0
