"","site","transect","window","volume","weighted.dens"
"115","FPS",1,50,676856.137215921,21.9570341503995
"116","FPS",1,50,5073.67213554752,21.9570341503995
"117","FPS",1,55,18822.3287852077,9.84279914539961
"118","FPS",1,60,192416.266847068,12.167416360662
"119","FPS",1,70,306905.32792184,12.6342946009063
"120","FPS",1,75,177081.105907345,12.084363132068
"121","FPS",1,80,388590.663905992,12.8702817906909
"122","FPS",1,95,913189.774965071,13.7246989966468
"123","FPS",1,105,119273.968485578,24.7526487798359
"124","FPS",1,105,471403.831652783,24.7526487798359
"125","FPS",1,110,1096060.83613298,13.9072332523702
"126","FPS",1,120,67989.3010114391,11.1271056337122
"127","FPS",1,125,165895.727063626,12.0191147197506
"128","FPS",1,140,2379625.53540037,14.6824536952017
"129","FPS",1,145,214345.630766676,12.275345088178
"130","FPS",1,150,385561.383189768,12.862455689374
"131","FPS",1,160,320529.629862296,12.677729999938
"132","FPS",1,165,16738.4056583264,9.72546109806962
"133","FPS",1,170,118902.998753066,22.5031050185344
"134","FPS",1,170,49863.3585977772,22.5031050185344
"135","FPS",1,180,23953.0731872954,147.539298935329
"136","FPS",1,180,71251.3213834165,147.539298935329
"137","FPS",1,180,91326.0984398553,147.539298935329
"138","FPS",1,180,88264.0928001564,147.539298935329
"139","FPS",1,180,26592.0110163108,147.539298935329
"140","FPS",1,180,157928.90989351,147.539298935329
"141","FPS",1,180,45042.5846708437,147.539298935329
"142","FPS",1,180,84826.143239578,147.539298935329
"143","FPS",1,180,115844.658304797,147.539298935329
"144","FPS",1,185,30889.7097664216,141.780425035076
"145","FPS",1,180,11678.3470909445,147.539298935329
"146","FPS",1,180,25442.9735032603,147.539298935329
"147","FPS",1,185,18425.4409133041,141.780425035076
"148","FPS",1,180,66046.7495539694,147.539298935329
"149","FPS",1,180,4557.40374280759,147.539298935329
"150","FPS",1,180,5202.4774343447,147.539298935329
"151","FPS",1,185,106087.395121523,141.780425035076
"152","FPS",1,185,8979.71900151082,141.780425035076
"153","FPS",1,185,5340.70751110265,141.780425035076
"154","FPS",1,185,36473.8907081775,141.780425035076
"155","FPS",1,185,3487.16784548467,141.780425035076
"156","FPS",1,185,46232.7246877786,141.780425035076
"157","FPS",1,185,14426.1934652843,141.780425035076
"158","FPS",1,185,15113.1550588693,141.780425035076
"159","FPS",1,185,189045.337929766,141.780425035076
"160","FPS",1,185,67355.7464929652,141.780425035076
"161","FPS",1,185,29038.7880946817,141.780425035076
"162","FPS",1,185,27344.4224568456,141.780425035076
"163","FPS",1,190,31865.1742853613,40.4051405734301
"164","FPS",1,190,56666.4774891259,40.4051405734301
"165","FPS",1,190,4737.52172161341,40.4051405734301
"166","FPS",1,190,41260.6307146971,40.4051405734301
"167","FPS",1,195,20573.2430908084,53.4123859755912
"168","FPS",1,195,53834.3317119147,53.4123859755912
"169","FPS",1,195,18268.8848794002,53.4123859755912
"170","FPS",1,195,33160.8194555793,53.4123859755912
"171","FPS",1,195,234425.64381087,53.4123859755912
"172","FPS",1,200,205724.053327674,12.2342910028236
"173","FPS",1,210,228060.777094697,12.3373674386189
"174","FPS",1,215,70459.6400347119,105.603224478898
"175","FPS",1,215,600102.839898517,105.603224478898
"176","FPS",1,215,201061.929829747,105.603224478898
"177","FPS",1,215,433602.618048463,105.603224478898
"178","FPS",1,215,22807.9626650619,105.603224478898
"179","FPS",1,215,56121.4111637281,105.603224478898
"180","FPS",1,215,51050.8806208341,105.603224478898
"181","FPS",1,215,162624.543713076,105.603224478898
"182","FPS",1,215,186168.162657853,105.603224478898
"183","FPS",1,235,644372.069177802,13.3760315854253
"184","FPS",1,245,13212.4915034475,9.48891798710903
"185","FPS",1,305,1267544.67112918,32.1758972128279
"186","FPS",1,305,2552.54403104171,32.1758972128279
"187","FPS",1,305,29099.0019538755,32.1758972128279
"188","FPS",1,310,3131.12067807783,20.4380099886139
"189","FPS",1,310,240112.711912031,20.4380099886139
"190","FPS",1,320,43196.8989868597,83.8939396955871
"191","FPS",1,320,122564.00139205,83.8939396955871
"192","FPS",1,320,236096.97110258,83.8939396955871
"193","FPS",1,320,65515.2967967371,83.8939396955871
"194","FPS",1,320,744253.771610934,83.8939396955871
"195","FPS",1,320,106814.150222053,83.8939396955871
"196","FPS",1,325,502654.824574367,13.1276589800654
"197","FPS",1,320,417904.079558475,83.8939396955871
"198","FPS",1,330,468560.166702508,13.0574197965398
"199","FPS",1,335,575915.194459754,26.7581336062891
"200","FPS",1,340,21460.2194166719,23.5737000160962
"201","FPS",1,335,725356.04460204,26.7581336062891
"202","FPS",1,340,805923.235400902,23.5737000160962
"203","FPS",1,350,305031.89150275,12.6281716124274
"204","FPS",1,380,67360.9824807211,11.1178212343312
"205","FPS",1,435,19974.2460915239,9.90219902732015
"206","FPS",2,0,10781.9459871202,79.8057152025692
"207","FPS",2,0,8210.02880138132,79.8057152025692
"208","FPS",2,0,37227.8729450391,79.8057152025692
"209","FPS",2,0,187825.352782622,79.8057152025692
"210","FPS",2,0,3418.0528071057,79.8057152025692
"211","FPS",2,0,43366.5449901535,79.8057152025692
"212","FPS",2,0,3223.27406258313,79.8057152025692
"213","FPS",2,0,154271.834245344,79.8057152025692
"214","FPS",2,5,52684.5088007008,156.36791516116
"215","FPS",2,5,100774.438345527,156.36791516116
"216","FPS",2,5,14610.7620336827,156.36791516116
"217","FPS",2,5,53282.4586024341,156.36791516116
"218","FPS",2,5,3421.19439975928,156.36791516116
"219","FPS",2,5,254.469004940773,156.36791516116
"220","FPS",2,5,34557.5191894877,156.36791516116
"221","FPS",2,5,2167.69893097696,156.36791516116
"222","FPS",2,5,13948.6713819387,156.36791516116
"223","FPS",2,5,25440.3555093823,156.36791516116
"224","FPS",2,5,2349.91130488517,156.36791516116
"225","FPS",2,5,5629.73403523291,156.36791516116
"226","FPS",2,5,5101.94646942982,156.36791516116
"227","FPS",2,5,52979.8185101383,156.36791516116
"228","FPS",2,5,123992.378851882,156.36791516116
"229","FPS",2,5,1625.77419823272,156.36791516116
"230","FPS",2,5,1178.09724509617,156.36791516116
"231","FPS",2,10,1781.28303458541,144.779041980714
"232","FPS",2,10,13425.596205116,144.779041980714
"233","FPS",2,10,92821.496542964,144.779041980714
"234","FPS",2,10,6799.97729869511,144.779041980714
"235","FPS",2,10,6492.62481741891,144.779041980714
"236","FPS",2,10,43025.682187239,144.779041980714
"237","FPS",2,10,76494.3777228701,144.779041980714
"238","FPS",2,10,1759.29188601028,144.779041980714
"239","FPS",2,10,15701.6800826418,144.779041980714
"240","FPS",2,10,49953.4175871801,144.779041980714
"241","FPS",2,10,30385.4841455205,144.779041980714
"242","FPS",2,10,47602.9826835193,144.779041980714
"243","FPS",2,10,7303.67932082067,144.779041980714
"244","FPS",2,10,1767.14586764426,144.779041980714
"245","FPS",2,10,90609.8153148368,144.779041980714
"246","FPS",2,15,9918.00800738298,95.2255391776738
"247","FPS",2,15,18318.6267630821,95.2255391776738
"248","FPS",2,15,25117.0332654504,95.2255391776738
"249","FPS",2,15,38220.6162235734,95.2255391776738
"250","FPS",2,15,3209.39869502977,95.2255391776738
"251","FPS",2,15,68402.9440441618,95.2255391776738
"252","FPS",2,15,6590.01418968019,95.2255391776738
"253","FPS",2,15,510.508806208341,95.2255391776738
"254","FPS",2,15,71896.9186737292,95.2255391776738
"255","FPS",2,15,24504.4226980004,95.2255391776738
"256","FPS",2,20,1658.76092109541,204.924093639443
"257","FPS",2,20,2513.27412287183,204.924093639443
"258","FPS",2,20,2059.31398442811,204.924093639443
"259","FPS",2,20,4267.85361990173,204.924093639443
"260","FPS",2,20,6408.84901332318,204.924093639443
"261","FPS",2,20,6715.15429704818,204.924093639443
"262","FPS",2,20,15712.1520581538,204.924093639443
"263","FPS",2,20,8794.36503494903,204.924093639443
"264","FPS",2,20,116357.785104883,204.924093639443
"265","FPS",2,20,1225.22113490002,204.924093639443
"266","FPS",2,20,26701.4431604108,204.924093639443
"267","FPS",2,20,9802.81627675135,204.924093639443
"268","FPS",2,20,6453.35490924903,204.924093639443
"269","FPS",2,20,41037.0540375167,204.924093639443
"270","FPS",2,20,24300.219175517,204.924093639443
"271","FPS",2,20,14445.0430212059,204.924093639443
"272","FPS",2,20,35708.3892982528,204.924093639443
"273","FPS",2,20,39018.5807575852,204.924093639443
"274","FPS",2,20,41519.2885098427,204.924093639443
"275","FPS",2,20,59553.0775389993,204.924093639443
"276","FPS",2,20,4335.39786195391,204.924093639443
"277","FPS",2,20,8805.62240862439,204.924093639443
"278","FPS",2,25,153100.281984943,158.498910399745
"279","FPS",2,25,109906.786390124,158.498910399745
"280","FPS",2,25,83344.6205040226,158.498910399745
"281","FPS",2,25,19154.290408937,158.498910399745
"282","FPS",2,25,14953.9810310874,158.498910399745
"283","FPS",2,25,61201.3664845828,158.498910399745
"284","FPS",2,25,309845.335046825,158.498910399745
"285","FPS",2,25,61587.7823809743,158.498910399745
"286","FPS",2,25,162624.543713076,158.498910399745
"287","FPS",2,25,3165.15459849172,158.498910399745
"288","FPS",2,25,27734.5035446663,158.498910399745
"289","FPS",2,25,25145.3075993327,158.498910399745
"290","FPS",2,25,8859.29128312322,158.498910399745
"291","FPS",2,25,29099.0019538755,158.498910399745
"292","FPS",2,25,15760.3231455088,158.498910399745
"293","FPS",2,30,12563.2290217056,70.0235235814767
"294","FPS",2,30,1324.7049022637,70.0235235814767
"295","FPS",2,30,20072.1590625608,70.0235235814767
"296","FPS",2,30,1796.99099785336,70.0235235814767
"297","FPS",2,30,3562.56606917083,70.0235235814767
"298","FPS",2,30,24420.3850945169,70.0235235814767
"299","FPS",2,30,14624.1138024605,70.0235235814767
"300","FPS",2,30,3371.97611485304,70.0235235814767
"301","FPS",2,35,64795.3484802895,51.8099172590029
"302","FPS",2,35,36688.5662061728,51.8099172590029
"303","FPS",2,35,13823.0076757951,51.8099172590029
"304","FPS",2,35,14953.9810310874,51.8099172590029
"305","FPS",2,35,64465.4812516626,51.8099172590029
"306","FPS",2,40,27708.847204662,76.1485752244094
"307","FPS",2,40,3845.30940799391,76.1485752244094
"308","FPS",2,40,4398.22971502571,76.1485752244094
"309","FPS",2,40,30630.5283725005,76.1485752244094
"310","FPS",2,40,11516.2932698968,76.1485752244094
"311","FPS",2,40,53289.2653865169,76.1485752244094
"312","FPS",2,40,14733.2841471727,76.1485752244094
"313","FPS",2,40,9071.34878724052,76.1485752244094
"314","FPS",2,45,54318.1369805675,20.3688257478794
"315","FPS",2,45,12915.872797071,20.3688257478794
"316","FPS",2,50,46088.7350244891,51.6722363756937
"317","FPS",2,50,21617.822648127,51.6722363756937
"318","FPS",2,50,40821.0695425824,51.6722363756937
"319","FPS",2,50,25808.1836492401,51.6722363756937
"320","FPS",2,50,26297.7485044246,51.6722363756937
"321","FPS",2,55,25752.6821790267,42.4267696783023
"322","FPS",2,55,101296.728124186,42.4267696783023
"323","FPS",2,55,38880.3506808273,42.4267696783023
"324","FPS",2,55,26276.280954625,42.4267696783023
"325","FPS",2,60,13370.6183336782,53.5725243835798
"326","FPS",2,60,24315.927138785,53.5725243835798
"327","FPS",2,60,56485.8359115445,53.5725243835798
"328","FPS",2,60,62381.5581247813,53.5725243835798
"329","FPS",2,60,161143.806375684,53.5725243835798
"330","FPS",2,65,126638.647063756,23.3191501945877
"331","FPS",2,65,105879.52640761,23.3191501945877
"332","FPS",2,70,183154.851704285,112.895338476031
"333","FPS",2,70,38825.8964081651,112.895338476031
"334","FPS",2,70,12465.8396494443,112.895338476031
"335","FPS",2,70,42725.6600888212,112.895338476031
"336","FPS",2,70,16365.0797313248,112.895338476031
"337","FPS",2,70,46184.0300016479,112.895338476031
"338","FPS",2,70,138892.429209083,112.895338476031
"339","FPS",2,70,16622.1667301436,112.895338476031
"340","FPS",2,70,75985.7015123763,112.895338476031
"341","FPS",2,70,38684.5247387535,112.895338476031
"342","FPS",2,70,551.349510705009,112.895338476031
"343","FPS",2,75,17071.4144796069,138.134316161365
"344","FPS",2,75,23503.0400396686,138.134316161365
"345","FPS",2,75,21629.8654199657,138.134316161365
"346","FPS",2,75,12164.2467546997,138.134316161365
"347","FPS",2,75,68861.6165715859,138.134316161365
"348","FPS",2,75,2775.59710944658,138.134316161365
"349","FPS",2,75,102307.011961703,138.134316161365
"350","FPS",2,75,137843.660861559,138.134316161365
"351","FPS",2,75,83457.9796389397,138.134316161365
"352","FPS",2,75,16474.5118754249,138.134316161365
"353","FPS",2,75,6622.47731376728,138.134316161365
"354","FPS",2,75,43726.7809477651,138.134316161365
"355","FPS",2,75,2629.51305105466,138.134316161365
"356","FPS",2,75,3287.67671198172,138.134316161365
"357","FPS",2,80,2238.38476568273,80.8438825589086
"358","FPS",2,80,27054.6105345519,80.8438825589086
"359","FPS",2,80,1178.09724509617,80.8438825589086
"360","FPS",2,80,23637.3431256096,80.8438825589086
"361","FPS",2,80,287.979326579064,80.8438825589086
"362","FPS",2,80,17190.7950004433,80.8438825589086
"363","FPS",2,80,30222.1213275338,80.8438825589086
"364","FPS",2,80,15310.0281984943,80.8438825589086
"365","FPS",2,80,33353.2420056116,80.8438825589086
"366","FPS",2,85,25835.6725849591,80.9725606019744
"367","FPS",2,85,2638.93782901543,80.9725606019744
"368","FPS",2,85,7971.7913584841,80.9725606019744
"369","FPS",2,85,5890.48622548086,80.9725606019744
"370","FPS",2,85,67783.0030938534,80.9725606019744
"371","FPS",2,85,48226.5888252569,80.9725606019744
"372","FPS",2,85,115323.677523077,80.9725606019744
"373","FPS",2,85,121409.989690631,80.9725606019744
"374","FPS",2,90,121409.989690631,77.1866021103497
"375","FPS",2,90,76061.0997360625,77.1866021103497
"376","FPS",2,90,16611.171155856,77.1866021103497
"377","FPS",2,90,113557.578852983,77.1866021103497
"378","FPS",2,90,32345.8379613605,77.1866021103497
"379","FPS",2,90,19755.3818033238,77.1866021103497
"380","FPS",2,90,298660.74160127,77.1866021103497
"381","FPS",2,95,148047.553800419,11.9052888105997
"382","FPS",2,100,87629.2292847435,102.754966196787
"383","FPS",2,100,516663.186216724,102.754966196787
"384","FPS",2,100,178156.054193648,102.754966196787
"385","FPS",2,100,75725.472920904,102.754966196787
"386","FPS",2,100,4031.7105721069,102.754966196787
"387","FPS",2,100,9869.83692002793,102.754966196787
"388","FPS",2,100,112820.875375717,102.754966196787
"389","FPS",2,100,234337.67921657,102.754966196787
"390","FPS",2,100,657634.826163707,102.754966196787
"391","FPS",2,105,297540.240221489,26.0413852955562
"392","FPS",2,105,685621.180719436,26.0413852955562
"393","FPS",2,110,411020.85005446,59.0988449519101
"394","FPS",2,110,338956.903371315,59.0988449519101
"395","FPS",2,110,66161.9412846011,59.0988449519101
"396","FPS",2,110,376299.968046985,59.0988449519101
"397","FPS",2,115,1103076.01252845,37.9481069955522
"398","FPS",2,115,106564.917204868,37.9481069955522
"399","FPS",2,110,13370.6183336782,59.0988449519101
"400","FPS",2,115,257296.438329004,37.9481069955522
"401","FPS",2,130,238904.507737338,12.3838192018564
"402","FPS",2,140,13231.341059369,45.73682017274
"403","FPS",2,140,264899.092550691,45.73682017274
"404","FPS",2,140,134516.190642632,45.73682017274
"405","FPS",2,140,154806.690394617,45.73682017274
"406","FPS",2,145,352273.067432331,12.7721619135851
"407","FPS",2,150,398694.287679325,66.251594235887
"408","FPS",2,150,57444.0216708894,66.251594235887
"409","FPS",2,150,33189.879187625,66.251594235887
"410","FPS",2,150,22755.6027875021,66.251594235887
"411","FPS",2,150,109479.267989848,66.251594235887
"412","FPS",2,150,31288.9538328153,66.251594235887
"413","FPS",2,155,103950.588518306,91.16645597483
"414","FPS",2,155,69163.9948644939,91.16645597483
"415","FPS",2,155,28337.4275347677,91.16645597483
"416","FPS",2,155,268945.463888515,91.16645597483
"417","FPS",2,155,54169.4349282976,91.16645597483
"418","FPS",2,155,96337.7241204944,91.16645597483
"419","FPS",2,155,95843.4468763296,91.16645597483
"420","FPS",2,155,142969.692874667,91.16645597483
"421","FPS",2,160,66758.8438887831,67.8353319213094
"422","FPS",2,160,127002.024614021,67.8353319213094
"423","FPS",2,160,149929.367799919,67.8353319213094
"424","FPS",2,160,226404.110568704,67.8353319213094
"425","FPS",2,160,87579.7492004494,67.8353319213094
"426","FPS",2,160,11455.5558119274,67.8353319213094
"427","FPS",2,200,131381.404773125,35.471660557189
"428","FPS",2,200,66706.4840112233,35.471660557189
"429","FPS",2,200,290031.048381246,35.471660557189
"430","FPS",2,210,215230.512697437,12.2794648848463
"431","FPS",2,220,61742.7676185514,11.0307321240445
"432","FPS",2,240,239898.298213424,12.3879703550695
"433","FPS",2,245,12405.6257902505,9.42590534146782
"434","FPS",2,250,8454.02583081013,9.04239803657631
"435","FPS",2,255,29138.2718620453,20.4439596271311
"436","FPS",2,255,25955.8385039589,20.4439596271311
"437","FPS",2,260,5166.34911882841,8.54992155147851
"438","FPS",2,265,77754.4181763474,11.2613106538462
"439","FPS",2,270,113757.069986486,36.1461152703596
"440","FPS",2,270,87734.210839251,36.1461152703596
"441","FPS",2,270,499932.110941256,36.1461152703596
"442","FPS",2,275,334839.32260001,25.0094266614285
"443","FPS",2,275,217079.86357285,25.0094266614285
"444","FPS",2,280,536152.056243268,13.1921730868424
"445","FPS",2,345,158394.912803793,11.9728466417091
"446","FPS",2,490,72658.7548922248,11.1935291695456
"447","FPS",3,0,100262.882341767,67.4826560702214
"448","FPS",3,0,94143.0598525742,67.4826560702214
"449","FPS",3,0,67600.0053217818,67.4826560702214
"450","FPS",3,0,46030.6155603976,67.4826560702214
"451","FPS",3,0,94860.3901751438,67.4826560702214
"452","FPS",3,0,72834.6840808258,67.4826560702214
"453","FPS",3,5,11162.0786982045,95.2618199353853
"454","FPS",3,5,40518.6912496743,95.2618199353853
"455","FPS",3,5,86359.2404545298,95.2618199353853
"456","FPS",3,5,98017.6907920016,95.2618199353853
"457","FPS",3,5,331902.980666454,95.2618199353853
"458","FPS",3,5,379.347312920968,95.2618199353853
"459","FPS",3,5,59423.2250426509,95.2618199353853
"460","FPS",3,5,83315.0371732013,95.2618199353853
"461","FPS",3,5,98614.5933961836,95.2618199353853
"462","FPS",3,10,7183.77520120866,37.230534581925
"463","FPS",3,10,8678.6497055418,37.230534581925
"464","FPS",3,10,24864.658655612,37.230534581925
"465","FPS",3,10,9519.81113854047,37.230534581925
"466","FPS",3,15,103010.205117331,57.1911709679292
"467","FPS",3,15,24234.2457297917,57.1911709679292
"468","FPS",3,15,36011.814788712,57.1911709679292
"469","FPS",3,15,15778.6491026547,57.1911709679292
"470","FPS",3,15,12259.2799324708,57.1911709679292
"471","FPS",3,15,395.840674352314,57.1911709679292
"472","FPS",3,20,4768.93764814931,55.5964830198552
"473","FPS",3,20,34800.4690213653,55.5964830198552
"474","FPS",3,20,706.858347057703,55.5964830198552
"475","FPS",3,20,30620.0563969885,55.5964830198552
"476","FPS",3,20,7351.32680940012,55.5964830198552
"477","FPS",3,20,52909.6562742081,55.5964830198552
"478","FPS",3,25,489.56485518441,103.728421612503
"479","FPS",3,25,8086.45949034013,103.728421612503
"480","FPS",3,25,164.933614313464,103.728421612503
"481","FPS",3,25,115.191730631626,103.728421612503
"482","FPS",3,25,368.613538021202,103.728421612503
"483","FPS",3,25,183.259571459405,103.728421612503
"484","FPS",3,25,3432.18997404685,103.728421612503
"485","FPS",3,25,115.453530019425,103.728421612503
"486","FPS",3,25,552.920307031804,103.728421612503
"487","FPS",3,25,73395.4583694915,103.728421612503
"488","FPS",3,25,3468.31828956313,103.728421612503
"489","FPS",3,25,10280.8619588726,103.728421612503
"490","FPS",3,25,490.088453960008,103.728421612503
"491","FPS",3,25,1319.46891450771,103.728421612503
"492","FPS",3,25,593.761011528471,103.728421612503
"493","FPS",3,30,3894.78949228794,252.154128515724
"494","FPS",3,30,734.347282776614,252.154128515724
"495","FPS",3,30,3656.02845061512,252.154128515724
"496","FPS",3,30,98.9601685880785,252.154128515724
"497","FPS",3,30,2827.43338823081,252.154128515724
"498","FPS",3,30,16573.9956427885,252.154128515724
"499","FPS",3,30,219.911485751286,252.154128515724
"500","FPS",3,30,226.194671058465,252.154128515724
"501","FPS",3,30,2314.30658814448,252.154128515724
"502","FPS",3,30,7060.72948894306,252.154128515724
"503","FPS",3,30,1484.40252882118,252.154128515724
"504","FPS",3,30,2459.86704776081,252.154128515724
"505","FPS",3,30,867.86497055418,252.154128515724
"506","FPS",3,30,3919.92223351667,252.154128515724
"507","FPS",3,30,76317.13953733,252.154128515724
"508","FPS",3,30,2029.46885421901,252.154128515724
"509","FPS",3,30,24978.2795899168,252.154128515724
"510","FPS",3,30,3231.1280442171,252.154128515724
"511","FPS",3,30,24881.4138164312,252.154128515724
"512","FPS",3,30,3573.56164345839,252.154128515724
"513","FPS",3,30,1432.56625003695,252.154128515724
"514","FPS",3,30,3506.80279956961,252.154128515724
"515","FPS",3,30,1843.06769010601,252.154128515724
"516","FPS",3,30,60130.0833897086,252.154128515724
"517","FPS",3,30,168162.647962579,252.154128515724
"518","FPS",3,30,17492.387895188,252.154128515724
"519","FPS",3,30,3573.56164345839,252.154128515724
"520","FPS",3,30,69618.4786017132,252.154128515724
"521","FPS",3,30,27363.2720127671,252.154128515724
"522","FPS",3,30,5322.90515273231,252.154128515724
"523","FPS",3,35,734.347282776614,204.530918051109
"524","FPS",3,35,42298.403487933,204.530918051109
"525","FPS",3,35,24103.8696346677,204.530918051109
"526","FPS",3,35,66161.941284601,204.530918051109
"527","FPS",3,35,121644.038343324,204.530918051109
"528","FPS",3,35,25407.8923852953,204.530918051109
"529","FPS",3,35,29405.3072376005,204.530918051109
"530","FPS",3,35,53754.2210992481,204.530918051109
"531","FPS",3,35,36700.085379236,204.530918051109
"532","FPS",3,35,40683.6248639878,204.530918051109
"533","FPS",3,35,194855.189943805,204.530918051109
"534","FPS",3,35,56407.2960952047,204.530918051109
"535","FPS",3,35,9907.79783125881,204.530918051109
"536","FPS",3,35,12088.8485310135,204.530918051109
"537","FPS",3,35,11699.2910419684,204.530918051109
"538","FPS",3,35,1388.58395288669,204.530918051109
"539","FPS",3,35,35316.7374141053,204.530918051109
"540","FPS",3,35,201126.856077921,204.530918051109
"541","FPS",3,35,49402.8534746385,204.530918051109
"542","FPS",3,35,24740.0421470196,204.530918051109
