"","site","transect","actual.window","designated.window","plant","year_t","max.ht_t","max.w_t","perp.w_t","flowers_t","fruits_t","reproductive_fraction_t","year_t1","new.plant_t1","seedling_t1","survival_t1","max.ht_t1","max.w_t1","perp.w_t1","flowers_t1","fruits_t1","reproductive_fraction_t1","density","weighted.dens","volume_t","volume_t1","logGR","total.fruits_t","total.flowers_t","total.fruits_t1","total.flowers_t1","total.reproduction_t","total.reproduction_t1","logTR1","did.flower","transplant","recruits.1y","recruits.4y"
"458","FPS",3,0,0,"5",2013,61,83,51,0,4,1,2014,0,NA,"1",60,85,61,0,0,1,6,475731.63733249,11.1213633407556,11.3076929189471,0.0166153994804552,4,0,0,0,4,0,NA,0,FALSE,0,0
"459","FPS",3,0,0,"3",2016,86,155,139,19,285,0.25,2017,0,NA,"1",92,136,136,0,225,0.25,6,475731.63733249,13.0920695823648,13.0069215845825,-0.0065250261469707,1140,76,900,0,1216,900,6.80239476332431,1,FALSE,0,0
"460","FPS",3,0,0,"9",2013,84,69,48,0,0,1,2014,0,NA,"1",90,100,33,0,4,1,6,475731.63733249,11.1959475504099,11.2613106538462,0.00582112806592194,0,0,4,0,0,4,1.38629436111989,1,FALSE,0,0
"461","FPS",3,0,0,"8",2015,67,96,71,3,4,1,2016,0,NA,"1",69,82,75,20,77,0.5,6,475731.63733249,11.6915439239615,11.6181371014592,-0.00629841867791114,4,3,154,40,7,194,5.26785815906333,1,FALSE,0,0
"462","FPS",3,0,0,"4",2016,64,87,59,0,148,1,2017,0,NA,"1",65,113,77,0,186,1,6,475731.63733249,11.3621518819814,11.9054037465231,0.0467045718085379,148,0,186,0,148,186,5.2257466737132,1,FALSE,0,0
"463","FPS",3,0,0,"8",2016,69,82,75,20,77,0.5,2017,0,NA,"1",68,85,81,0,58,0.5,6,475731.63733249,11.6181371014592,11.7164313524003,0.00842482538524125,154,40,116,0,194,116,4.75359019110636,1,FALSE,0,0
"464","FPS",3,0,0,"1",2014,67,88,88,0,2,1,2015,0,NA,"1",73,111,100,110,256,1,6,475731.63733249,11.8191894844088,12.2649830645102,0.0370238588235141,2,0,256,110,2,366,5.90263333340137,1,FALSE,0,0
"465","FPS",3,0,0,"2",2014,56,105,83,0,0,1,2015,0,NA,"1",57,117,91,39,7,1,6,475731.63733249,11.7579758847507,11.9759079452106,0.0183651514694034,0,0,7,39,0,46,3.8286413964891,1,FALSE,0,0
"466","FPS",3,0,0,"9",2016,85,96,44,7,165,1,2017,0,NA,"1",87,88,47,3,71,1,6,475731.63733249,11.4510123179378,11.4532157709042,0.000192405783306704,165,7,71,3,172,74,4.30406509320417,1,FALSE,0,0
"467","FPS",3,0,0,"2",2013,61,100,97,0,3,1,2014,0,NA,"1",56,105,83,0,0,1,6,475731.63733249,11.9505782647262,11.7579758847507,-0.0162478585476831,3,0,0,0,3,0,NA,0,FALSE,0,0
"468","FPS",3,0,0,"4",2015,62,99,72,16,7,1,2016,0,NA,"1",64,87,59,0,148,1,6,475731.63733249,11.6587435902571,11.3621518819814,-0.0257685996943122,7,16,148,0,23,148,4.99721227376411,1,FALSE,0,0
"469","FPS",3,0,0,"3",2013,84,191,91,0,5,1,2014,0,NA,"1",89,141,111,0,0,1,6,475731.63733249,12.8537729694682,12.806749697484,-0.00366503248830785,5,0,0,0,5,0,NA,0,FALSE,0,0
"470","FPS",3,0,0,"4",2013,62,100,58,0,1,1,2014,0,NA,"1",69,107,62,0,0,1,6,475731.63733249,11.452570817641,11.6938929601657,0.0208525059574223,1,0,0,0,1,0,NA,0,FALSE,0,0
"471","FPS",3,0,0,"7",2015,123,190,180,108,71,1,2016,0,NA,"1",123,168,160,7,74,0.25,6,475731.63733249,13.9119885144845,13.6711453860709,-0.0174635159417575,71,108,296,28,179,324,5.78074351579233,1,FALSE,0,0
"472","FPS",3,0,0,"6",2013,54,88,37,0,6,1,2014,0,NA,"1",57,60,32,0,0,1,6,475731.63733249,10.7370620097481,10.2629549689178,-0.045160688825566,6,0,0,0,6,0,NA,0,FALSE,0,0
"473","FPS",3,0,0,"8",2013,61,99,60,0,0,1,2014,0,NA,"1",56,107,70,0,1,1,6,475731.63733249,11.4601615125914,11.6064990033078,0.0126883953500969,0,0,1,0,0,1,0,1,FALSE,0,0
"474","FPS",3,0,0,"2",2015,57,117,91,39,7,1,2016,0,NA,"1",63,113,109,19,226,0.25,6,475731.63733249,11.9759079452106,12.2216936633944,0.0203155813166784,7,39,904,76,46,980,6.88755257166462,1,FALSE,0,0
"475","FPS",3,0,0,"5",2016,56,108,72,31,197,1,2017,0,NA,"1",55,100,76,13,125,0.5,6,475731.63733249,11.6439722729368,11.6030599475683,-0.00351979273903158,197,31,250,26,228,276,5.62040086571715,1,FALSE,0,0
"476","FPS",3,0,0,"6",2016,57,94,48,2,105,0.5,2017,0,NA,"1",64,101,55,0,76,0.25,6,475731.63733249,11.1173702970738,11.4411600214948,0.0287086045117109,210,4,304,0,214,304,5.71702770140622,1,FALSE,0,0
"477","FPS",3,0,0,"1",2015,73,111,100,110,256,1,2016,0,NA,"1",77,121,110,12,164,0.25,6,475731.63733249,12.2649830645102,12.4998995693042,0.0189723129090078,256,110,656,48,366,704,6.55677835615804,1,FALSE,0,0
"478","FPS",3,0,0,"7",2016,123,168,160,7,74,0.25,2017,0,NA,"1",124,143,142,7,79,0.125,6,475731.63733249,13.6711453860709,13.3987764895276,-0.0201240394900601,296,28,632,56,324,688,6.53378883793334,1,FALSE,0,0
"479","FPS",3,100,100,"3",2015,65,78,51,0,0,1,2016,0,NA,"1",62,69,51,12,72,0.5,5,165610.103931537,11.122744965371,10.9528897584281,-0.0153887814389786,0,0,144,24,0,168,5.12396397940326,1,FALSE,0,0
"480","FPS",3,100,100,"4",2016,82,77,55,5,49,1,2017,0,NA,"1",83,90,72,1,12,0.5,5,165610.103931537,11.4176810904118,11.8551396332043,0.0375983711435781,49,5,24,2,54,26,3.25809653802148,1,FALSE,0,0
"481","FPS",3,100,100,"2",2015,34,37,25,0,0,1,2016,0,NA,"1",36,41,29,0,0,1,5,165610.103931537,9.01597749818999,9.32421007120829,0.0336159701091678,0,0,0,0,0,0,NA,0,FALSE,0,0
"482","FPS",3,100,100,"3",2016,62,69,51,12,72,0.5,2017,0,NA,"1",68,80,54,30,109,1,5,165610.103931537,10.9528897584281,11.2503416224757,0.0267951683066401,144,24,109,30,168,139,4.93447393313069,1,FALSE,0,0
"483","FPS",3,100,100,"6",2015,33,46,38,0,0,1,2016,0,NA,"1",23,49,42,0,0,1,5,165610.103931537,9.62255835374336,9.42480736838454,-0.0207648757015821,0,0,0,0,0,0,NA,0,FALSE,0,0
"484","FPS",3,100,100,"8",2013,58,60,44,0,1,1,2014,0,NA,"1",62,82,55,0,13,1,5,165610.103931537,10.5988004427482,11.2010100536032,0.0552631286563865,1,0,13,0,1,13,2.56494935746154,1,FALSE,0,0
"485","FPS",3,100,100,"5",2013,11,13,14,0,0,1,2014,0,NA,"1",18,24,17,0,0,1,5,165610.103931537,6.26172519593657,7.56146216836173,0.188608842454733,0,0,0,0,0,0,NA,0,FALSE,0,0
"486","FPS",3,100,100,"10",2014,43,36,32,0,0,1,2015,0,NA,"1",41,37,35,0,0,1,5,165610.103931537,9.4702781930108,9.53966127689934,0.00729969625533711,0,0,0,0,0,0,NA,0,FALSE,0,0
"487","FPS",3,100,100,"7",2014,32,52,41,0,0,1,2015,0,NA,"1",35,56,51,0,0,1,5,165610.103931537,9.79037492414686,10.1723486210103,0.0382733671313451,0,0,0,0,0,0,NA,0,FALSE,0,0
"488","FPS",3,100,100,"1",2016,82,101,93,0,15,0.25,2017,0,NA,"1",85,103,93,3,69,0.25,5,165610.103931537,12.2142624933202,12.2698029739346,0.00453687529594227,60,0,276,12,60,288,5.66296048013595,1,FALSE,0,0
"489","FPS",3,100,100,"2",2016,36,41,29,0,0,1,2017,0,NA,"1",38,38,36,0,0,1,5,165610.103931537,9.32421007120829,9.51851449397028,0.0206245449990106,0,0,0,0,0,0,NA,0,FALSE,0,0
"490","FPS",3,100,100,"4",2013,103,85,40,0,0,1,2014,0,NA,"1",58,48,48,0,0,1,5,165610.103931537,11.4260829348953,10.4626682684236,-0.0880852000227001,0,0,0,0,0,0,NA,0,FALSE,0,0
"491","FPS",3,100,100,"6",2013,26,33,28,0,0,1,2014,0,NA,"1",29,36,33,0,0,1,5,165610.103931537,8.74663184572457,9.10714556597046,0.0403906380760493,0,0,0,0,0,0,NA,0,FALSE,0,0
"492","FPS",3,100,100,"3",2013,52,63,42,0,6,1,2014,0,NA,"1",64,71,50,0,2,1,5,165610.103931537,10.4918712993177,10.9934092018905,0.0466951343881021,6,0,2,0,6,2,0.693147180559945,1,FALSE,0,0
"493","FPS",3,100,100,"7",2013,18,30,28,0,0,1,2014,0,NA,"1",32,52,41,0,0,1,5,165610.103931537,8.28359688579492,9.79037492414686,0.167122471886382,0,0,0,0,0,0,NA,0,FALSE,0,0
"494","FPS",3,100,100,"9",2013,126,38,24,0,0,1,2014,0,NA,"1",42,49,38,0,0,1,5,165610.103931537,10.3117451330872,9.92689931218178,-0.0380353750341147,0,0,0,0,0,0,NA,0,FALSE,0,0
"495","FPS",3,100,100,"10",2013,25,26,19,0,0,1,2014,0,NA,"1",43,36,32,0,0,1,5,165610.103931537,8.08123457811752,9.4702781930108,0.158613627825798,0,0,0,0,0,0,NA,0,FALSE,0,0
"496","FPS",3,100,100,"10",2015,41,37,35,0,0,1,2016,0,NA,"1",43,36,35,0,0,1,5,165610.103931537,9.53966127689934,9.55989035170049,0.00211827824638666,0,0,0,0,0,0,NA,0,FALSE,0,0
"497","FPS",3,100,100,"8",2014,62,82,55,0,13,1,2015,0,NA,"1",78,87,65,0,0,1,5,165610.103931537,11.2010100536032,11.6568274513012,0.0398880980828293,13,0,0,0,13,0,NA,0,FALSE,0,0
"498","FPS",3,100,100,"1",2015,83,99,77,0,0,1,2016,0,NA,"1",82,101,93,0,15,0.25,5,165610.103931537,12.0175891158463,12.2142624933202,0.0162329894891853,0,0,60,0,0,60,4.0943445622221,1,FALSE,0,0
"499","FPS",3,100,100,"10",2016,43,36,35,0,0,1,2017,0,NA,"1",48,45,42,0,14,1,5,165610.103931537,9.55989035170049,10.075356355023,0.0525162199227029,0,0,14,0,0,14,2.63905732961526,1,FALSE,0,0
"500","FPS",3,100,100,"2",2013,25,27,18,0,0,1,2014,0,NA,"1",30,36,24,0,0,1,5,165610.103931537,8.06490768483009,8.82259338652761,0.0897935964352738,0,0,0,0,0,0,NA,0,FALSE,0,0
"501","FPS",3,100,100,"9",2016,58,53,47,0,16,1,2017,0,NA,"1",49,51,50,0,4,1,5,165610.103931537,10.54070576187,10.3954921723245,-0.0138722339865907,16,0,4,0,16,4,1.38629436111989,1,FALSE,0,0
"502","FPS",3,100,100,"4",2015,109,88,72,0,0,1,2016,0,NA,"1",82,77,55,5,49,1,5,165610.103931537,12.1051740517848,11.4176810904118,-0.0584698420627507,0,0,49,5,0,54,3.98898404656427,1,FALSE,0,0
"503","FPS",3,100,100,"8",2015,78,87,65,0,0,1,2016,0,NA,"1",74,78,68,19,68,1,5,165610.103931537,11.6568274513012,11.5401048611313,-0.010063707883222,0,0,68,19,0,87,4.46590811865458,1,FALSE,0,0
"504","FPS",3,100,100,"1",2014,82,82,69,0,5,1,2015,0,NA,"1",83,99,77,0,0,1,5,165610.103931537,11.7073682351872,12.0175891158463,0.0261529289877434,5,0,0,0,5,0,NA,0,FALSE,0,0
"505","FPS",3,100,100,"4",2014,58,48,48,0,0,1,2015,0,NA,"1",109,88,72,0,0,1,5,165610.103931537,10.4626682684236,12.1051740517848,0.145819450100433,0,0,0,0,0,0,NA,0,FALSE,0,0
"506","FPS",3,100,100,"8",2016,74,78,68,19,68,1,2017,0,NA,"1",79,91,79,11,42,0.25,5,165610.103931537,11.5401048611313,11.9095784475123,0.0315146401137452,68,19,168,44,87,212,5.35658627467201,1,FALSE,0,0
"507","FPS",3,100,100,"5",2016,21,21,9,0,0,1,2017,0,NA,"1",23,21,10,0,0,1,5,165610.103931537,6.94609268884447,7.14242498270802,0.0278730536842597,0,0,0,0,0,0,NA,0,FALSE,0,0
"508","FPS",3,100,100,"6",2016,23,49,42,0,0,1,2017,0,NA,"1",38,42,50,0,1,1,5,165610.103931537,9.42480736838454,9.9471020194993,0.0539359596685252,0,0,1,0,0,1,0,1,FALSE,0,0
"509","FPS",3,100,100,"1",2013,80,73,56,3,0,1,2014,0,NA,"1",82,82,69,0,5,1,5,165610.103931537,11.3576610026188,11.7073682351872,0.0303259128406048,0,3,5,0,3,5,1.6094379124341,1,FALSE,0,0
"510","FPS",3,100,100,"5",2015,20,19,5,0,0,1,2016,0,NA,"1",21,21,9,0,0,1,5,165610.103931537,6.20943240121593,6.94609268884447,0.112109807439649,0,0,0,0,0,0,NA,0,FALSE,0,0
"511","FPS",3,100,100,"6",2014,29,36,33,0,0,1,2015,0,NA,"1",33,46,38,0,0,1,5,165610.103931537,9.10714556597046,9.62255835374336,0.0550508380360304,0,0,0,0,0,0,NA,0,FALSE,0,0
"512","FPS",3,100,100,"7",2016,8,53,52,0,0,1,2017,0,NA,"1",36,57,49,0,0,1,5,165610.103931537,8.66080040987478,10.1782137404627,0.161442383802246,0,0,0,0,0,0,NA,0,FALSE,0,0
"513","FPS",3,100,100,"9",2015,45,47,37,0,0,1,2016,0,NA,"1",58,53,47,0,16,1,5,165610.103931537,9.927551240186,10.54070576187,0.059930655751713,0,0,16,0,0,16,2.77258872223978,1,FALSE,0,0
"514","FPS",3,100,100,"9",2014,42,49,38,0,0,1,2015,0,NA,"1",45,47,37,0,0,1,5,165610.103931537,9.92689931218178,9.927551240186,6.56707172770332e-05,0,0,0,0,0,0,NA,0,FALSE,0,0
"515","FPS",3,100,100,"2",2014,30,36,24,0,0,1,2015,0,NA,"1",34,37,25,0,0,1,5,165610.103931537,8.82259338652761,9.01597749818999,0.0216824194175111,0,0,0,0,0,0,NA,0,FALSE,0,0
"516","FPS",3,100,100,"3",2014,64,71,50,0,2,1,2015,0,NA,"1",65,78,51,0,0,1,5,165610.103931537,10.9934092018905,11.122744965371,0.0116961780002844,2,0,0,0,2,0,NA,0,FALSE,0,0
"517","FPS",3,100,100,"7",2015,35,56,51,0,0,1,2016,0,NA,"1",8,53,52,0,0,1,5,165610.103931537,10.1723486210103,8.66080040987478,-0.160865975198826,0,0,0,0,0,0,NA,0,FALSE,0,0
"518","FPS",3,100,100,"5",2014,18,24,17,0,0,1,2015,0,NA,"1",20,19,5,0,0,1,5,165610.103931537,7.56146216836173,6.20943240121593,-0.196995089006181,0,0,0,0,0,0,NA,0,FALSE,0,0
"519","FPS",3,145,100,"2s",2016,5,9,7,0,0,1,2017,0,NA,"1",9,11,10,0,0,1,0,0,4.41239587488703,5.55752817919004,0.230735613101227,0,0,0,0,0,0,NA,0,FALSE,0,1
"520","FPS",3,145,100,"2s",NA,NA,NA,NA,NA,NA,NA,2015,1,0,"",4,4,4,0,0,1,0,0,NA,2.81870631942107,NA,NA,NA,0,0,NA,0,NA,0,FALSE,1,1
"521","FPS",3,145,100,"2s",2015,4,4,4,0,0,1,2016,0,NA,"1",5,9,7,0,0,1,0,0,2.81870631942107,4.41239587488703,0.448139796508874,0,0,0,0,0,0,NA,0,FALSE,0,1
"522","FPS",3,150,150,"7",2013,35,40,30,0,0,1,2014,0,NA,"1",40,53,41,0,0,1,13,444632.749855217,9.30524813332691,10.0325666704318,0.0752579121776917,0,0,0,0,0,0,NA,0,FALSE,0,1
"523","FPS",3,150,150,"9",2014,25,29,20,0,0,1,2015,0,NA,"1",38,36,31,0,0,1,13,444632.749855217,8.24172716447007,9.31491553872904,0.122407007484489,0,0,0,0,0,0,NA,0,FALSE,1,1
"524","FPS",3,150,150,"6",2013,23,26,19,0,0,1,2014,0,NA,"1",32,31,32,0,0,1,13,444632.749855217,7.99785296917847,9.025282246146,0.120856650734024,0,0,0,0,0,0,NA,0,FALSE,0,1
"525","FPS",3,150,150,"8",2013,26,30,29,0,0,1,2014,0,NA,"1",34,41,34,0,0,1,13,444632.749855217,8.68641298573151,9.42611635199803,0.0817240930375731,0,0,0,0,0,0,NA,0,FALSE,0,1
"526","FPS",3,150,150,"7",2014,40,53,41,0,0,1,2015,0,NA,"1",50,65,49,26,14,1,13,444632.749855217,10.0325666704318,10.6380538094958,0.058601085959237,0,0,14,26,0,40,3.68887945411394,1,FALSE,1,1
"527","FPS",3,150,150,"10",2015,55,65,59,4,0,1,2016,0,NA,"1",65,88,76,68,146,1,13,444632.749855217,10.9190811350952,11.6422806607216,0.0641315345240412,0,4,146,68,4,214,5.36597601502185,1,FALSE,0,1
"528","FPS",3,150,150,"2",2015,61,69,38,117,90,1,2016,0,NA,"1",66,77,50,28,103,0.125,13,444632.749855217,10.6423897645584,11.1053064053697,0.0425779879979924,90,117,824,224,207,1048,6.95463886488099,1,FALSE,0,1
"529","FPS",3,150,150,"2",2016,66,77,50,28,103,0.125,2017,0,NA,"1",71,77,65,46,178,0.25,13,444632.749855217,11.1053064053697,11.440695804852,0.0297537575800844,824,224,712,184,1048,896,6.79794041297493,1,FALSE,0,1
"530","FPS",3,150,150,"5",2013,16,22,19,0,0,1,2014,0,NA,"1",24,31,26,0,0,1,13,444632.749855217,7.46789339082594,8.52996080891597,0.132971816880759,0,0,0,0,0,0,NA,0,FALSE,0,1
"531","FPS",3,150,150,"1",2014,52,61,59,0,2,1,2015,0,NA,"1",56,72,72,76,19,1,13,444632.749855217,10.7994782627219,11.2385071648287,0.0398481971718718,2,0,19,76,2,95,4.55387689160054,1,FALSE,1,1
"532","FPS",3,150,150,"1",2016,55,84,73,29,57,0.125,2017,0,NA,"1",57,87,80,63,139,0.25,13,444632.749855217,11.3884326612856,11.5508092572244,0.0141573386430931,456,232,556,252,688,808,6.69456205852109,1,FALSE,0,1
"533","FPS",3,150,150,"10",2013,45,45,43,0,6,1,2014,0,NA,"1",51,57,52,0,1,1,13,444632.749855217,10.0343483312956,10.5859438552017,0.0535130291800487,6,0,1,0,6,1,0,1,FALSE,0,1
"534","FPS",3,150,150,"9",2013,15,20,16,0,0,1,2014,0,NA,"1",25,29,20,0,0,1,13,444632.749855217,7.13619443295738,8.24172716447007,0.144030287617976,0,0,0,0,0,0,NA,0,FALSE,0,1
"535","FPS",3,150,150,"4",2015,36,50,47,0,0,1,2016,0,NA,"1",44,51,39,31,20,1,13,444632.749855217,10.0055127816557,10.0394001488336,0.00338114708497184,0,0,20,31,0,51,3.93182563272433,1,FALSE,0,1
"536","FPS",3,150,150,"8",2014,34,41,34,0,0,1,2015,0,NA,"1",38,46,36,0,0,1,13,444632.749855217,9.42611635199803,9.70956973073299,0.0296277971922283,0,0,0,0,0,0,NA,0,FALSE,1,1
"537","FPS",3,150,150,"2",2014,61,56,47,0,0,1,2015,0,NA,"1",61,69,38,117,90,1,13,444632.749855217,10.6461963926799,10.6423897645584,-0.000357621509856632,0,0,90,117,0,207,5.33271879326537,1,FALSE,1,1
"538","FPS",3,150,150,"10",2014,51,57,52,0,1,1,2015,0,NA,"1",55,65,59,4,0,1,13,444632.749855217,10.5859438552017,10.9190811350952,0.0309847519007773,1,0,0,4,1,4,1.38629436111989,1,FALSE,1,1
"539","FPS",3,150,150,"6",2016,41,45,43,64,67,1,2017,0,NA,"1",48,54,45,92,27,0.5,13,444632.749855217,9.94125790822959,10.3266707833039,0.0380363821765761,67,64,54,184,131,238,5.47227067367148,1,FALSE,0,1
"540","FPS",3,150,150,"3",2013,63,61,55,0,8,1,2014,0,NA,"1",69,77,68,0,2,1,13,444632.749855217,10.9211650118587,11.4572428676884,0.0479194441851933,8,0,2,0,8,2,0.693147180559945,1,FALSE,0,1
"541","FPS",3,150,150,"1",2015,56,72,72,76,19,1,2016,0,NA,"1",55,84,73,29,57,0.125,13,444632.749855217,11.2385071648287,11.3884326612856,0.0132521403028956,19,76,456,232,95,688,6.53378883793334,1,FALSE,0,1
"542","FPS",3,150,150,"4s",2015,4.5,2.5,1,0,0,1,2016,0,NA,"0",NA,NA,NA,NA,NA,NA,13,444632.749855217,1.08019136471183,NA,NA,0,0,NA,NA,0,NA,NA,NA,FALSE,0,1
"543","FPS",3,150,150,"4",2013,33,42,36,0,0,1,2014,0,NA,"1",49,55,48,0,0,1,13,444632.749855217,9.47751935426736,10.4301777303124,0.0957806986317173,0,0,0,0,0,0,NA,0,FALSE,0,1
"544","FPS",3,150,150,"4s",NA,NA,NA,NA,NA,NA,NA,2015,1,1,"",4.5,2.5,1,0,0,1,13,444632.749855217,NA,1.08019136471183,NA,NA,NA,0,0,NA,0,NA,0,FALSE,1,1
"545","FPS",3,150,150,"6",2014,32,31,32,0,0,1,2015,0,NA,"1",35,39,34,0,0,1,13,444632.749855217,9.025282246146,9.40509346829662,0.0412216233120515,0,0,0,0,0,0,NA,0,FALSE,1,1
"546","FPS",3,150,150,"3",2015,68,80,71,76,8,1,2016,0,NA,"1",67,71,51,57,76,0.5,13,444632.749855217,11.5240374529527,11.059021365218,-0.0411885591911658,8,76,152,114,84,266,5.5834963087817,1,FALSE,0,1
"547","FPS",3,150,150,"8",2015,38,46,36,0,0,1,2016,0,NA,"1",44,69,45,19,23,0.5,13,444632.749855217,9.70956973073299,10.4847818643472,0.0768128902451313,0,0,46,38,0,84,4.43081679884331,1,FALSE,0,1
"548","FPS",3,150,150,"4",2014,49,55,48,0,0,1,2015,0,NA,"1",36,50,47,0,0,1,13,444632.749855217,10.4301777303124,10.0055127816557,-0.0415670899042726,0,0,0,0,0,0,NA,0,FALSE,1,1
"549","FPS",3,150,150,"2",2013,56,34,42,0,3,1,2014,0,NA,"1",61,56,47,0,0,1,13,444632.749855217,9.94920506969608,10.6461963926799,0.0677100266502233,3,0,0,0,3,0,NA,0,FALSE,0,1
"550","FPS",3,150,150,"9",2015,38,36,31,0,0,1,2016,0,NA,"1",41,48,89,0,0,1,13,444632.749855217,9.31491553872904,10.7332326834057,0.141727849735918,0,0,0,0,0,0,NA,0,FALSE,0,1
"551","FPS",3,150,150,"7",2016,49,78,62,81,52,0.5,2017,0,NA,"1",53,81,65,81,131,0.5,13,444632.749855217,11.0354867459067,11.1989515741816,0.0147040164552523,104,162,262,162,266,424,6.04973345523196,1,FALSE,0,1
"552","FPS",3,150,150,"9",2016,41,48,89,0,0,1,2017,0,NA,"1",38,49,22,2,3,1,13,444632.749855217,10.7332326834057,9.28027214725673,-0.145453913934726,0,0,3,2,0,5,1.6094379124341,1,FALSE,0,1
"553","FPS",3,150,150,"5",2016,36,44,40,67,32,1,2017,0,NA,"1",41,42,36,70,32,1,13,444632.749855217,9.71641126254971,9.69458385950518,-0.00224897405901281,32,67,32,70,99,102,4.62497281328427,1,FALSE,0,1
"554","FPS",3,150,150,"10",2016,65,88,76,68,146,1,2017,0,NA,"1",57,69,65,29,25,0.5,13,444632.749855217,11.6422806607216,11.1113682783888,-0.046674602723574,146,68,50,58,214,108,4.68213122712422,1,FALSE,0,1
"555","FPS",3,150,150,"4",2016,44,51,39,31,20,1,2017,0,NA,"1",49,55,43,80,40,1,13,444632.749855217,10.0394001488336,10.3201768350981,0.0275835287439281,20,31,40,80,51,120,4.78749174278205,1,FALSE,0,1
"556","FPS",3,150,150,"7",2015,50,65,49,26,14,1,2016,0,NA,"1",49,78,62,81,52,0.5,13,444632.749855217,10.6380538094958,11.0354867459067,0.0366785934745173,14,26,104,162,40,266,5.5834963087817,1,FALSE,0,1
"557","FPS",3,150,150,"8",2016,44,69,45,19,23,0.5,2017,0,NA,"1",46,51,41,18,31,1,13,444632.749855217,10.4847818643472,10.1338623319791,-0.0340423373973904,46,38,31,18,84,49,3.89182029811063,1,FALSE,0,1
"558","FPS",3,150,150,"5",2014,24,31,26,0,0,1,2015,0,NA,"1",29,37,31,0,0,1,13,444632.749855217,8.52996080891597,9.07202418317724,0.0616106456828369,0,0,0,0,0,0,NA,0,FALSE,1,1
"559","FPS",3,150,150,"6",2015,35,39,34,0,0,1,2016,0,NA,"1",41,45,43,64,67,1,13,444632.749855217,9.40509346829662,9.94125790822959,0.0554421619322207,0,0,67,64,0,131,4.87519732320115,1,FALSE,0,1
"560","FPS",3,150,150,"3",2016,67,71,51,57,76,0.5,2017,0,NA,"1",66,83,55,57,103,0.25,13,444632.749855217,11.059021365218,11.2756517711169,0.0193991824472097,152,114,412,228,266,640,6.46146817635372,1,FALSE,0,1
"561","FPS",3,150,150,"1",2013,45,46,46,0,11,1,2014,0,NA,"1",52,61,59,0,2,1,13,444632.749855217,10.1237685188099,10.7994782627219,0.0646118461325362,11,0,2,0,11,2,0.693147180559945,1,FALSE,0,1
"562","FPS",3,150,150,"3",2014,69,77,68,0,2,1,2015,0,NA,"1",68,80,71,76,8,1,13,444632.749855217,11.4572428676884,11.5240374529527,0.00581297233385003,2,0,8,76,2,84,4.43081679884331,1,FALSE,1,1
"563","FPS",3,150,150,"5",2015,29,37,31,0,0,1,2016,0,NA,"1",36,44,40,67,32,1,13,444632.749855217,9.07202418317724,9.71641126254971,0.0686209259491126,0,0,32,67,0,99,4.59511985013459,1,FALSE,0,1
"564","FPS",3,160,150,"3s",2015,5.5,8,3.5,0,0,1,2016,0,NA,"0",NA,NA,NA,NA,NA,NA,3,810565.985744132,3.69677583847503,NA,NA,0,0,NA,NA,0,NA,NA,NA,FALSE,0,0
"565","FPS",3,170,150,"11s",NA,NA,NA,NA,NA,NA,NA,2016,1,1,"",7,4,4,0,0,1,4,413448.253978133,NA,3.37832210735649,NA,NA,NA,0,0,NA,0,NA,0,FALSE,1,1
"566","FPS",3,170,150,"11s",2016,7,4,4,0,0,1,2017,0,NA,"1",6,5,4,0,0,1,4,413448.253978133,3.37832210735649,3.44731497884345,0.020216492737499,0,0,0,0,0,0,NA,0,FALSE,0,1
"567","FPS",3,175,150,"1s",2015,4,4.5,2,0,0,1,2016,0,NA,"0",NA,NA,NA,NA,NA,NA,2,908510.896306325,2.24334217451751,NA,NA,0,0,NA,NA,0,NA,NA,NA,FALSE,0,1
"568","FPS",3,175,150,"1s",NA,NA,NA,NA,NA,NA,NA,2015,1,1,"",4,4.5,2,0,0,1,2,908510.896306325,NA,2.24334217451751,NA,NA,NA,0,0,NA,0,NA,0,FALSE,1,1
"569","FPS",3,200,200,"5",2013,98,91,82,2,3,1,2014,0,NA,"1",101,110,102,7,1,1,3,319466.986147219,12.1623694685131,12.6003969319793,0.0353816008355552,3,2,1,7,5,8,2.07944154167984,1,FALSE,0,0
"570","FPS",3,200,200,"7",2015,95,110,76,11,3,1,2016,0,NA,"1",101,142,115,50,121,0.125,3,319466.986147219,12.2449138337407,12.9757029388672,0.0579679504635759,3,11,968,400,14,1368,7.2211050981825,1,FALSE,0,0
"571","FPS",3,200,200,"5",2014,101,110,102,7,1,1,2015,0,NA,"1",115,162,121,31,0,1,3,319466.986147219,12.6003969319793,13.2881422452538,0.0531437610447369,1,7,0,31,8,31,3.43398720448515,1,FALSE,0,0
"572","FPS",3,200,200,"8",2014,35,27,14,0,0,1,2015,0,NA,"1",10,8,5,0,0,1,3,319466.986147219,8.1500654931704,4.65128778316938,-0.560881839317503,0,0,0,0,0,0,NA,0,FALSE,0,0
"573","FPS",3,200,200,"7",2013,95,100,97,0,4,1,2014,0,NA,"1",96,117,90,1,14,1,3,319466.986147219,12.3935812921534,12.4861550326573,0.0074417322207827,4,0,14,1,4,15,2.70805020110221,1,FALSE,0,0
"574","FPS",3,200,200,"7",2016,101,142,115,50,121,0.125,2017,0,NA,"1",101,144,127,162,139,0.125,3,319466.986147219,12.9757029388672,13.0889441389373,0.00868931102316273,968,400,1112,1296,1368,2408,7.78655180642871,1,FALSE,0,0
