"","site","transect","actual.window","designated.window","plant","year_t","max.ht_t","max.w_t","perp.w_t","flowers_t","fruits_t","reproductive_fraction_t","year_t1","new.plant_t1","seedling_t1","survival_t1","max.ht_t1","max.w_t1","perp.w_t1","flowers_t1","fruits_t1","reproductive_fraction_t1","density","weighted.dens","volume_t","volume_t1","logGR","total.fruits_t","total.flowers_t","total.fruits_t1","total.flowers_t1","total.reproduction_t","total.reproduction_t1","logTR1","did.flower","transplant","recruits.1y","recruits.4y"
"1","FPS",1,0,0,"1",2013,49,54,27,0,5,1,2014,0,NA,"1",60,61,43,0,0,1,6,624468.770720372,9.83646444674063,10.6262417781504,0.0772302389130992,5,0,0,0,5,0,NA,0,FALSE,0,0
"2","FPS",1,0,0,"2",2013,95,180,123,0,23,1,2014,0,NA,"1",96,164,127,0,244,1,6,624468.770720372,13.2188413339246,13.168224941812,-0.00383645939767474,23,0,244,0,23,244,5.4971682252932,1,FALSE,0,0
"3","FPS",1,0,0,"4",2013,38,51,21,0,0,1,2014,0,NA,"1",41,71,47,0,0,1,6,624468.770720372,9.27375746623553,10.4862227815171,0.122873645924743,0,0,0,0,0,0,NA,0,FALSE,0,0
"4","FPS",1,0,0,"5",2013,63,75,48,0,1,1,2014,0,NA,"1",59,90,56,0,22,1,6,624468.770720372,10.9916470868971,11.2625220410325,0.0243449513558152,1,0,22,0,1,22,3.09104245335832,1,FALSE,0,0
"5","FPS",1,0,0,"6",2013,37,33,19,0,0,1,2014,0,NA,"1",36,39,24,0,0,1,6,624468.770720372,8.71168768933854,9.0849576509951,0.04195450375992,0,0,0,0,0,0,NA,0,FALSE,0,0
"6","FPS",1,0,0,"7",2013,55,63,59,0,2,1,2014,0,NA,"1",54,87,77,0,1,1,6,624468.770720372,10.8878285915911,11.4585208231339,0.0510881075794507,2,0,1,0,2,1,0,1,FALSE,0,0
"7","FPS",1,0,0,"8",2013,57,56,36,0,0,1,2014,0,NA,"1",47,78,66,0,0,1,6,624468.770720372,10.3117451330872,11.0563344064875,0.0697199634091183,0,0,0,0,0,0,NA,0,FALSE,0,0
"8","FPS",1,0,0,"1",2015,56,68,44,3,4,1,2016,0,NA,"1",58,69,51,5,103,1,6,624468.770720372,10.6888722658909,10.8861983839294,0.0182925584450251,4,3,103,5,7,108,4.68213122712422,1,FALSE,0,0
"9","FPS",1,0,0,"10",2013,62,32,16,0,0,1,2014,0,NA,"1",54,46,36,0,7,1,6,624468.770720372,9.025282246146,10.0609676175709,0.108633567154219,0,0,7,0,0,7,1.94591014905531,1,FALSE,0,0
"10","FPS",1,0,0,"8",2016,56,91,75,12,160,1,2017,0,NA,"1",64,80,86,23,110,0.5,6,624468.770720372,11.5135225468497,11.6550802503485,0.0122199397404228,160,12,220,46,172,266,5.5834963087817,1,FALSE,0,0
"11","FPS",1,0,0,"3",2013,11,18,7,0,0,1,2014,0,NA,"1",16,23,13,0,0,1,6,624468.770720372,5.89400041581125,7.13285553169187,0.190776694714082,0,0,0,0,0,0,NA,0,FALSE,0,0
"12","FPS",1,0,0,"1",2016,58,69,51,5,103,1,2017,0,NA,"1",57,72,55,0,3,1,6,624468.770720372,10.8861983839294,10.9868738081445,0.00920548647894748,103,5,3,0,108,3,1.09861228866811,1,FALSE,0,0
"13","FPS",1,0,0,"1",2014,60,61,43,0,0,1,2015,0,NA,"1",56,68,44,3,4,1,6,624468.770720372,10.6262417781504,10.6888722658909,0.0058766439490836,0,0,4,3,0,7,1.94591014905531,1,FALSE,0,0
"14","FPS",1,0,0,"2",2014,96,164,127,0,244,1,2015,0,NA,"1",92,162,127,49,61,1,6,624468.770720372,13.168224941812,13.1133952348014,-0.00417248146720617,244,0,61,49,244,110,4.70048036579242,1,FALSE,0,0
"15","FPS",1,0,0,"4",2016,59,77,53,28,68,1,2017,0,NA,"1",58,59,47,5,25,0.5,6,624468.770720372,11.0514580153729,10.6479512922236,-0.0371948596289005,68,28,50,10,96,60,4.0943445622221,1,FALSE,0,0
"16","FPS",1,0,0,"5",2016,68,94,72,16,354,1,2017,0,NA,"1",57,98,93,13,43,0.25,6,624468.770720372,11.6992918425236,11.8204414757198,0.0103020474802684,354,16,172,52,370,224,5.41164605185504,1,FALSE,0,0
"17","FPS",1,0,0,"2",2016,94,185,143,85,263,0.5,2017,0,NA,"1",95,189,144,12,31,0.25,6,624468.770720372,13.3863184736696,13.4252604422976,0.00290486406141577,526,170,124,48,696,172,5.14749447681345,1,FALSE,0,0
"18","FPS",1,0,0,"3",2016,16,29,24,0,0,1,2017,0,NA,"1",16,29,21,0,0,1,6,624468.770720372,7.9777616186356,7.84423022601108,-0.0168796147054655,0,0,0,0,0,0,NA,0,FALSE,0,0
"19","FPS",1,0,0,"10",2014,54,46,36,0,7,1,2015,0,NA,"1",58,55,38,0,0,1,6,624468.770720372,10.0609676175709,10.3651855915667,0.0297893066342882,7,0,0,0,7,0,NA,0,FALSE,0,0
"20","FPS",1,0,0,"3",2014,16,23,13,0,0,1,2015,0,NA,"1",16,26,17,0,0,1,6,624468.770720372,7.13285553169187,7.52372184037888,0.0533492915309666,0,0,0,0,0,0,NA,0,FALSE,0,0
"21","FPS",1,0,0,"9",2016,78,60,52,11,176,1,2017,0,NA,"1",59,67,54,4,84,0.5,6,624468.770720372,11.0621203435545,10.9310373459224,-0.0119204846978418,176,11,168,8,187,176,5.17048399503815,1,FALSE,0,0
"22","FPS",1,0,0,"7",2016,68,90,87,10,107,1,2017,0,NA,"1",74,97,89,1,24,0.25,6,624468.770720372,11.8450487302224,12.0272356775011,0.015263766244717,107,10,96,4,117,100,4.60517018598809,1,FALSE,0,0
"23","FPS",1,0,0,"6",2014,36,39,24,0,0,1,2015,0,NA,"1",47,44,33,11,2,1,6,624468.770720372,9.0849576509951,9.7906680331562,0.0748096500750681,0,0,2,11,0,13,2.56494935746154,1,FALSE,0,0
"24","FPS",1,0,0,"7",2014,54,87,77,0,1,1,2015,0,NA,"1",67,87,85,4,0,1,6,624468.770720372,11.4585208231339,11.7730752305973,0.0270815342404012,1,0,0,4,1,4,1.38629436111989,1,FALSE,0,0
"25","FPS",1,0,0,"4",2014,41,71,47,0,0,1,2015,0,NA,"1",52,48,34,0,0,1,6,624468.770720372,10.4862227815171,10.0086284901669,-0.0466147095689688,0,0,0,0,0,0,NA,0,FALSE,0,0
"26","FPS",1,0,0,"10",2016,64,61,42,19,202,1,2017,0,NA,"1",69,78,48,3,20,1,6,624468.770720372,10.6672498018778,11.1218395782561,0.0417324232763812,202,19,20,3,221,23,3.13549421592915,1,FALSE,0,0
"27","FPS",1,0,0,"9",2013,83,133,55,0,5,1,2014,0,NA,"1",85,55,60,0,5,1,6,624468.770720372,11.9763461573122,11.2041522400063,-0.0666491056404039,5,0,5,0,5,5,1.6094379124341,1,FALSE,0,0
"28","FPS",1,0,0,"10",2015,58,55,38,0,0,1,2016,0,NA,"1",64,61,42,19,202,1,6,624468.770720372,10.3651855915667,10.6672498018778,0.0287256302337373,0,0,202,19,0,221,5.39816270151775,1,FALSE,0,0
"29","FPS",1,0,0,"8",2014,47,78,66,0,0,1,2015,0,NA,"1",56,80,65,2,0,1,6,624468.770720372,11.0563344064875,11.2415888313661,0.016616676404658,0,0,0,2,0,2,0.693147180559945,1,FALSE,0,0
"30","FPS",1,0,0,"5",2014,59,90,56,0,22,1,2015,0,NA,"",NA,NA,NA,NA,NA,NA,6,624468.770720372,11.2625220410325,NA,NA,22,0,NA,NA,22,NA,NA,NA,FALSE,0,0
"31","FPS",1,0,0,"4",2015,52,48,34,0,0,1,2016,0,NA,"1",59,77,53,28,68,1,6,624468.770720372,10.0086284901669,11.0514580153729,0.0991147963815671,0,0,68,28,0,96,4.56434819146784,1,FALSE,0,0
"32","FPS",1,0,0,"5",2015,NA,NA,NA,NA,NA,NA,2016,0,NA,"1",68,94,72,16,354,1,6,624468.770720372,NA,11.6992918425236,NA,NA,NA,354,16,NA,370,5.91350300563827,1,FALSE,0,0
"33","FPS",1,0,0,"2",2015,92,162,127,49,61,1,2016,0,NA,"1",94,185,143,85,263,0.5,6,624468.770720372,13.1133952348014,13.3863184736696,0.0205989311640513,61,49,526,170,110,696,6.54534966033442,1,FALSE,0,0
"34","FPS",1,0,0,"3",2015,16,26,17,0,0,1,2016,0,NA,"1",16,29,24,0,0,1,6,624468.770720372,7.52372184037888,7.9777616186356,0.0585969320879172,0,0,0,0,0,0,NA,0,FALSE,0,0
"35","FPS",1,0,0,"9",2014,85,55,60,0,5,1,2015,0,NA,"1",84,56,42,3,0,1,6,624468.770720372,11.2041522400063,10.8536613439232,-0.0317819711948912,5,0,0,3,5,3,1.09861228866811,1,FALSE,0,0
"36","FPS",1,0,0,"6",2016,48,48,28,9,47,1,2017,0,NA,"1",47,36,20,16,43,1,6,624468.770720372,9.73442976805238,9.08922204978156,-0.0685797402199166,47,9,43,16,56,59,4.07753744390572,1,FALSE,0,0
"37","FPS",1,0,0,"6",2015,47,44,33,11,2,1,2016,0,NA,"1",48,48,28,9,47,1,6,624468.770720372,9.7906680331562,9.73442976805238,-0.00576062882734973,2,11,47,9,13,56,4.02535169073515,1,FALSE,0,0
"38","FPS",1,0,0,"7",2015,67,87,85,4,0,1,2016,0,NA,"1",68,90,87,10,107,1,6,624468.770720372,11.7730752305973,11.8450487302224,0.00609478742180514,0,4,107,10,4,117,4.76217393479776,1,FALSE,0,0
"39","FPS",1,0,0,"8",2015,56,80,65,2,0,1,2016,0,NA,"1",56,91,75,12,160,1,6,624468.770720372,11.2415888313661,11.5135225468497,0.0239020286307796,0,2,160,12,2,172,5.14749447681345,1,FALSE,0,0
"40","FPS",1,0,0,"9",2015,84,56,42,3,0,1,2016,0,NA,"1",78,60,52,11,176,1,6,624468.770720372,10.8536613439232,11.0621203435545,0.0190242164029195,0,3,176,11,3,187,5.23110861685459,1,FALSE,0,0
"41","FPS",1,100,100,"1",2016,98,144,141,220,158,0.25,2017,0,NA,"1",92,167,163,94,144,0.125,0,0,13.1633639046861,13.393355826334,0.0173212410443222,632,880,1152,752,1512,1904,7.55171221535131,1,FALSE,0,1
"42","FPS",1,100,100,"2s",2015,8,10,9,0,0,1,2016,0,NA,"1",9,14,8,0,0,1,0,0,5.2390744480715,5.57554668469271,0.0622455218889291,0,0,0,0,0,0,NA,0,FALSE,0,1
"43","FPS",1,100,100,"2s",2013,NA,NA,NA,NA,NA,NA,2014,1,1,"",5,4,2.5,0,0,1,0,0,NA,2.57184624148955,NA,NA,NA,0,0,NA,0,NA,0,FALSE,1,1
"44","FPS",1,100,100,"3",2015,144,172,122,102,12,1,2016,0,NA,"1",128,139,130,140,203,0.25,0,0,13.5811520571841,13.3138618835673,-0.0198772140261911,12,102,812,560,114,1372,7.22402480828583,1,FALSE,0,1
"45","FPS",1,100,100,"3",2013,124,149,141,0,41,1,2014,0,NA,"1",123,170,157,17,170,1,0,0,13.4328109979901,13.6640518338324,0.0170681344944179,41,0,170,17,41,187,5.23110861685459,1,FALSE,1,1
"46","FPS",1,100,100,"3",2014,123,170,157,17,170,1,2015,0,NA,"1",144,172,122,102,12,1,0,0,13.6640518338324,13.5811520571841,-0.00608547712218011,170,17,12,102,187,114,4.7361984483945,1,FALSE,0,1
"47","FPS",1,100,100,"1",2013,79,79,73,0,20,1,2014,0,NA,"1",87,105,100,149,22,1,0,0,11.6891783821438,12.3848618908616,0.0578114223619783,20,0,22,149,20,171,5.14166355650266,1,FALSE,1,1
"48","FPS",1,100,100,"2s",2016,9,14,8,0,0,NA,2017,0,NA,"1",12,17,13,0,0,1,0,0,5.57554668469271,6.54289258736715,0.159988986760163,NA,NA,0,0,NA,0,NA,0,FALSE,0,1
"49","FPS",1,100,100,"1",2014,87,105,100,149,22,1,2015,0,NA,"1",92,141,128,332,162,1,0,0,12.3848618908616,12.9824019674082,0.047119834018341,22,149,162,332,171,494,6.20253551718792,1,FALSE,0,1
"50","FPS",1,100,100,"1",2015,92,141,128,332,162,1,2016,0,NA,"1",98,144,141,220,158,0.25,0,0,12.9824019674082,13.1633639046861,0.0138427635163718,162,332,632,880,494,1512,7.32118855673948,1,FALSE,0,1
"51","FPS",1,100,100,"3",2016,128,139,130,140,203,0.25,2017,0,NA,"1",131,163,149,68,163,0.125,0,0,13.3138618835673,13.6327170660148,0.0236668310268815,812,560,1304,544,1372,1848,7.52185925220163,1,FALSE,0,1
"52","FPS",1,100,100,"2s",2014,5,4,2.5,0,0,1,2015,0,NA,"1",8,10,9,0,0,1,0,0,2.57184624148955,5.2390744480715,0.711520827787341,0,0,0,0,0,0,NA,0,FALSE,0,1
"53","FPS",1,105,100,"5s",NA,NA,NA,NA,NA,NA,NA,2016,1,0,"",5,7,5,0,0,1,2,590677.80013836,NA,3.82460920998491,NA,NA,NA,0,0,NA,0,NA,0,FALSE,1,1
"54","FPS",1,105,100,"2",2016,142,143,132,104,112,0.25,2017,0,NA,"1",137,154,136,148,486,0.125,2,590677.80013836,13.4612968465089,13.5294116500392,0.0050472886357662,448,416,3888,1184,864,5072,8.53149049611706,1,FALSE,0,1
"55","FPS",1,105,100,"2",2014,133,123,110,23,34,1,2015,0,NA,"1",132,145,129,147,8,1,2,590677.80013836,13.062837085448,13.37917130543,0.0239277824862731,34,23,8,147,57,155,5.04342511691925,1,FALSE,0,1
"56","FPS",1,105,100,"5s",2016,5,7,5,0,0,1,2017,0,NA,"1",7,9,7,0,0,1,2,590677.80013836,3.82460920998491,4.74886811150825,0.216450002601515,0,0,0,0,0,0,NA,0,FALSE,0,1
"57","FPS",1,105,100,"2",2015,132,145,129,147,8,1,2016,0,NA,"1",142,143,132,104,112,0.25,2,590677.80013836,13.37917130543,13.4612968465089,0.00611955029297073,8,147,448,416,155,864,6.76157276880406,1,FALSE,1,1
"58","FPS",1,105,100,"2",2013,135,117,114,0,6,1,2014,0,NA,"1",133,123,110,23,34,1,2,590677.80013836,13.0634703976921,13.062837085448,-4.8480807678164e-05,6,0,34,23,6,57,4.04305126783455,1,FALSE,0,1
"59","FPS",1,110,100,"1s",2013,NA,NA,NA,NA,NA,NA,2014,1,1,"",4,7,4.5,0,0,1,1,1096060.83613298,NA,3.49610514301288,NA,NA,NA,0,0,NA,0,NA,0,FALSE,1,1
"60","FPS",1,110,110,"1s",2015,6,10,8,0,0,1,2016,0,NA,"1",9,9,7,0,0,1,1,1096060.83613298,4.83360933996334,5.00018253978915,0.0338809557775299,0,0,0,0,0,0,NA,0,FALSE,0,1
"61","FPS",1,110,110,"1s",2016,9,9,7,0,0,1,2017,0,NA,"1",8,16,14,0,0,1,1,1096060.83613298,5.00018253978915,6.15091082959628,0.207125753500199,0,0,0,0,0,0,NA,0,FALSE,0,1
"62","FPS",1,110,100,"1s",2014,4,7,4.5,0,0,1,2015,0,NA,"1",6,10,8,0,0,1,1,1096060.83613298,3.49610514301288,4.83360933996334,0.323943931374447,0,0,0,0,0,0,NA,0,FALSE,0,1
"63","FPS",1,130,100,"4",NA,NA,NA,NA,NA,NA,NA,2015,1,0,"1",10,12,7,0,0,1,0,0,NA,5.39322512789876,NA,NA,NA,0,0,NA,0,NA,0,FALSE,1,1
"64","FPS",1,130,100,"4",2016,8,8,6,0,0,NA,2017,0,NA,"1",13,16,9,0,0,1,0,0,4.61046578864913,6.19458589309894,0.295346776846658,NA,NA,0,0,NA,0,NA,0,FALSE,0,1
"65","FPS",1,130,100,"4",2015,10,12,7,0,0,1,2016,0,NA,"1",8,8,6,0,0,NA,0,0,5.39322512789876,4.61046578864913,-0.156814669291623,0,0,NA,NA,0,NA,NA,NA,FALSE,0,1
"66","FPS",1,145,150,"1",2014,71,157,113,45,2,1,2015,0,NA,"1",83,184,114,24,29,1,1,214345.630766676,12.7061367371634,13.0297980498615,0.0251538077492222,2,45,29,24,47,53,3.97029191355212,1,FALSE,0,0
"67","FPS",1,145,150,"1",2013,67,130,94,0,19,1,2014,0,NA,"1",71,157,113,45,2,1,1,214345.630766676,12.275345088178,12.7061367371634,0.0344922980327094,19,0,2,45,19,47,3.85014760171006,1,FALSE,0,0
"68","FPS",1,145,150,"1",2016,89,182,140,75,178,0.125,2017,0,NA,"1",84,202,168,13,119,0.125,1,214345.630766676,13.2941087154796,13.5228717117092,0.0170614694009559,1424,600,952,104,2024,1056,6.96224346426621,1,FALSE,0,0
"69","FPS",1,145,150,"1",2015,83,184,114,24,29,1,2016,0,NA,"1",89,182,140,75,178,0.125,1,214345.630766676,13.0297980498615,13.2941087154796,0.0200820912141886,29,24,1424,600,53,2024,7.61283103040736,1,FALSE,0,0
"70","FPS",1,150,150,"2",2016,107,152,144,155,392,0.125,2017,0,NA,"1",111,161,151,2,180,0.0625,1,385561.383189768,13.3263458909456,13.4680376391731,0.0105763261060585,3136,1240,2880,32,4376,2912,7.97659540931658,1,FALSE,0,0
"71","FPS",1,150,150,"2",2014,98,154,109,239,191,1,2015,0,NA,"1",105,138,136,121,50,1,1,385561.383189768,12.9730911993747,13.1536921571122,0.0138251871172237,191,239,50,121,430,171,5.14166355650266,1,FALSE,0,0
"72","FPS",1,150,150,"4",2015,92,141,129,14,2,1,2016,0,NA,"1",85,148,143,145,224,0.125,1,385561.383189768,12.9901841078503,13.0625313965757,0.00555392966100499,2,14,1792,1160,16,2952,7.99023818572036,1,FALSE,0,0
"73","FPS",1,150,150,"2",2013,184,92,87,7,0,1,2014,0,NA,"1",98,154,109,239,191,1,1,385561.383189768,12.862455689374,12.9730911993747,0.00856464829371584,0,7,191,239,7,430,6.06378520868761,1,FALSE,0,0
"74","FPS",1,150,150,"4",2013,107,118,110,0,20,1,2014,0,NA,"1",94,120,112,254,136,0.5,1,385561.383189768,12.8038170607814,12.7091086324085,-0.00742438280503643,20,0,272,508,20,780,6.65929391968364,1,FALSE,0,0
"75","FPS",1,150,150,"4",2016,85,148,143,145,224,0.125,2017,0,NA,"1",100,163,148,80,420,0.125,1,385561.383189768,13.0625313965757,13.3559558966204,0.0222144866483736,1792,1160,3360,640,2952,4000,8.29404964010203,1,FALSE,0,0
"76","FPS",1,150,150,"3",2013,32,22,16,0,0,1,2014,0,NA,"1",40,32,27,0,0,1,1,385561.383189768,7.98919031445922,9.11027545897939,0.131313530525889,0,0,0,0,0,0,NA,0,FALSE,0,0
"77","FPS",1,150,150,"3",2015,46,44,38,0,0,1,2016,0,NA,"1",51,49,37,2,12,1,1,385561.383189768,9.91024042619514,10.0943870795406,0.0184109256546656,0,0,12,2,0,14,2.63905732961526,1,FALSE,0,0
"78","FPS",1,150,150,"3",2014,40,32,27,0,0,1,2015,0,NA,"1",46,44,38,0,0,1,1,385561.383189768,9.11027545897939,9.91024042619514,0.0841656612110402,0,0,0,0,0,0,NA,0,FALSE,0,0
"79","FPS",1,150,150,"3",2016,51,49,37,2,12,1,2017,0,NA,"1",58,54,43,0,0,1,1,385561.383189768,10.0943870795406,10.4704504088657,0.0365775082805113,12,2,0,0,14,0,NA,0,FALSE,0,0
"80","FPS",1,150,150,"2",2015,105,138,136,121,50,1,2016,0,NA,"1",107,152,144,155,392,0.125,1,385561.383189768,13.1536921571122,13.3263458909456,0.0130404782817166,50,121,3136,1240,171,4376,8.38389034410182,1,FALSE,0,0
"81","FPS",1,150,150,"4",2014,94,120,112,254,136,0.5,2015,0,NA,"1",92,141,129,14,2,1,1,385561.383189768,12.7091086324085,12.9901841078503,0.0218750520877924,272,508,2,14,780,16,2.77258872223978,1,FALSE,0,0
"82","FPS",1,165,150,"3s",2013,NA,NA,NA,NA,NA,NA,2014,1,1,"",6,5,2.5,0,0,1,1,16738.4056583264,NA,2.97731134959771,NA,NA,NA,0,0,NA,0,NA,0,FALSE,1,1
"83","FPS",1,165,165,"3s",2016,11,13,12,0,0,NA,2017,0,NA,"1",15,19,17,0,0,1,1,16738.4056583264,6.10757451610931,7.14552576038627,0.156956668223371,NA,NA,0,0,NA,0,NA,0,FALSE,0,1
"84","FPS",1,165,150,"3s",2014,6,5,2.5,0,0,1,2015,0,NA,"1",7.5,10,9,0,0,1,1,16738.4056583264,2.97731134959771,5.17453592693393,0.552728997592794,0,0,0,0,0,0,NA,0,FALSE,0,1
"85","FPS",1,165,165,"3s",2015,7.5,10,9,0,0,1,2016,0,NA,"1",11,13,12,0,0,1,1,16738.4056583264,5.17453592693393,6.10757451610931,0.165780065654519,0,0,0,0,0,0,NA,0,FALSE,0,1
"86","FPS",1,200,200,"4",2014,82,117,116,307,129,0.5,2015,0,NA,"1",90,130,117,9,8,1,1,205724.053327674,12.5823066092298,12.789341291645,0.0163205227089906,258,614,8,9,872,17,2.83321334405622,1,FALSE,0,0
"87","FPS",1,200,200,"4",2013,72,107,102,14,32,1,2014,0,NA,"1",82,117,116,307,129,0.5,1,205724.053327674,12.2342910028236,12.5823066092298,0.028048842791486,32,14,258,614,46,872,6.77078942390898,1,FALSE,0,0
"88","FPS",1,200,200,"2",2014,75,116,120,439,101,1,2015,0,NA,"1",80,140,132,21,0,1,1,205724.053327674,12.5183932834861,12.866294215931,0.0274120149885615,101,439,0,21,540,21,3.04452243772342,1,FALSE,0,0
"89","FPS",1,200,200,"1",2016,62,110,104,125,137,0.125,2017,0,NA,"1",59,133,112,47,247,0.125,1,205724.053327674,12.1318288860403,12.346208679484,0.0175165410495297,1096,1000,1976,376,2096,2352,7.76302130901852,1,FALSE,0,0
"90","FPS",1,200,200,"3",2015,84,131,121,84,13,1,2016,0,NA,"1",95,142,136,126,225,0.125,1,205724.053327674,12.7616279037026,13.0821820709993,0.0248083086759951,13,84,1800,1008,97,2808,7.9402277651457,1,FALSE,0,0
"91","FPS",1,200,200,"3",2014,84,125,119,302,222,0.5,2015,0,NA,"1",84,131,121,84,13,1,1,205724.053327674,12.6980772653185,12.7616279037026,0.0049922628679191,444,604,13,84,1048,97,4.57471097850338,1,FALSE,0,0
"92","FPS",1,200,200,"3",2013,83,102,81,37,14,1,2014,0,NA,"1",84,125,119,302,222,0.5,1,205724.053327674,12.0980858118147,12.6980772653185,0.0484033428538519,14,37,444,604,51,1048,6.95463886488099,1,FALSE,0,0
"93","FPS",1,200,200,"2",2013,64,103,95,24,13,1,2014,0,NA,"1",75,116,120,439,101,1,1,205724.053327674,12.0073121992512,12.5183932834861,0.0416832112994565,13,24,101,439,37,540,6.29156913955832,1,FALSE,0,0
"94","FPS",1,200,200,"2",2016,85,151,134,171,177,0.125,2017,0,NA,"1",80,155,135,43,285,0.125,1,205724.053327674,13.0175941293176,12.990549766093,-0.0020796849695075,1416,1368,2280,344,2784,2624,7.87245515006398,1,FALSE,0,0
"95","FPS",1,200,200,"3",2016,95,142,136,126,225,0.125,2017,0,NA,"1",99,138,137,12,348,0.125,1,205724.053327674,13.0821820709993,13.1021776971813,0.00152729570216481,1800,1008,2784,96,2808,2880,7.96554557312999,1,FALSE,0,0
"96","FPS",1,200,200,"1",2015,50,92,78,7,0,1,2016,0,NA,"1",62,110,104,125,137,0.125,1,205724.053327674,11.4503436452282,12.1318288860403,0.0578127431444999,0,7,1096,1000,7,2096,7.64778604544093,1,FALSE,0,0
"97","FPS",1,200,200,"1",2014,54,74,84,46,4,1,2015,0,NA,"1",50,92,78,7,0,1,1,205724.053327674,11.3836891746732,11.4503436452282,0.00583818551929349,4,46,0,7,50,7,1.94591014905531,1,FALSE,0,0
"98","FPS",1,200,200,"1",2013,46,69,49,0,4,1,2014,0,NA,"1",54,74,84,46,4,1,1,205724.053327674,10.6143914352584,11.3836891746732,0.0699707938423253,4,0,4,46,4,50,3.91202300542815,1,FALSE,0,0
"99","FPS",1,200,200,"4",2016,92,110,108,145,322,1,2017,0,NA,"1",89,139,122,49,186,0.0625,1,205724.053327674,12.5642234060271,12.8869545836575,0.025362164142321,322,145,2976,784,467,3760,8.23217423638394,1,FALSE,0,0
"100","FPS",1,200,200,"2",2015,80,140,132,21,0,1,2016,0,NA,"1",85,151,134,171,177,0.125,1,205724.053327674,12.866294215931,13.0175941293176,0.0116907965761599,0,21,1416,1368,21,2784,7.93164402145431,1,FALSE,0,0
"101","FPS",1,200,200,"4",2015,90,130,117,9,8,1,2016,0,NA,"1",92,110,108,145,322,1,1,205724.053327674,12.789341291645,12.5642234060271,-0.0177587494789515,8,9,322,145,17,467,6.1463292576689,1,FALSE,0,0
"102","FPS",1,205,200,"5s",2016,5.5,6,4.5,0,0,1,2017,0,NA,"1",7,9,8.5,0,0,1,0,0,3.66040819430415,4.9430241259492,0.300402645451392,0,0,0,0,0,0,NA,0,FALSE,0,3
"103","FPS",1,205,200,"7s",2016,8,10,8,0,0,1,2017,0,NA,"1",11,11,11,0,0,1,0,0,5.12129141241512,5.85350905445651,0.133634683546914,0,0,0,0,0,0,NA,0,FALSE,0,3
"104","FPS",1,205,200,"7s",NA,NA,NA,NA,NA,NA,NA,2016,1,1,"",8,10,8,0,0,1,0,0,NA,5.12129141241512,NA,NA,NA,0,0,NA,0,NA,0,FALSE,3,3
"105","FPS",1,205,200,"5s",NA,NA,NA,NA,NA,NA,NA,2016,1,1,"",5.5,6,4.5,0,0,1,0,0,NA,3.66040819430415,NA,NA,NA,0,0,NA,0,NA,0,FALSE,3,3
"106","FPS",1,205,200,"6s",2016,9,8,6,0,0,1,2017,0,NA,"1",9,10.5,9,0,0,1,0,0,4.72824882430551,5.40564764789732,0.133889361227463,0,0,0,0,0,0,NA,0,FALSE,0,3
"107","FPS",1,205,200,"6s",NA,NA,NA,NA,NA,NA,NA,2016,1,1,"",9,8,6,0,0,1,0,0,NA,4.72824882430551,NA,NA,NA,0,0,NA,0,NA,0,FALSE,3,3
"108","FPS",1,210,200,"7s",NA,NA,NA,NA,NA,NA,NA,2015,1,1,"",4,4,4,0,0,1,1,228060.777094697,NA,2.81870631942107,NA,NA,NA,0,0,NA,0,NA,0,FALSE,1,2
"109","FPS",1,210,200,"4s",2013,NA,NA,NA,NA,NA,NA,2014,1,1,"",4.5,3,2,0,0,1,1,228060.777094697,NA,1.95566010206573,NA,NA,NA,0,0,NA,0,NA,0,FALSE,1,2
"110","FPS",1,210,200,"7s",2015,4,4,4,0,0,1,2016,0,NA,"1",8,11,7,0,0,1,1,228060.777094697,2.81870631942107,5.08307019959492,0.589637421318597,0,0,0,0,0,0,NA,0,FALSE,0,2
"111","FPS",1,210,210,"4s",2015,3,2,2,0,0,1,2016,0,NA,"0",NA,NA,NA,NA,NA,NA,1,228060.777094697,1.1447298858494,NA,NA,0,0,NA,NA,0,NA,NA,NA,FALSE,0,2
"112","FPS",1,210,200,"7s",2016,8,11,7,0,0,1,2017,0,NA,"1",9,15,13,0,0,1,1,228060.777094697,5.08307019959492,6.13004737196137,0.187287028776159,0,0,0,0,0,0,NA,0,FALSE,0,2
"113","FPS",1,210,200,"4s",2014,4.5,3,2,0,0,1,2015,0,NA,"1",3,2,2,0,0,1,1,228060.777094697,1.95566010206573,1.1447298858494,-0.535559082941965,0,0,0,0,0,0,NA,0,FALSE,1,2
"114","FPS",1,220,200,"6s",NA,NA,NA,NA,NA,NA,NA,2015,1,0,"",7,11,5,0,0,1,0,0,NA,4.61306657034918,NA,NA,NA,0,0,NA,0,NA,0,FALSE,1,1
"115","FPS",1,220,200,"6s",2016,2,0.5,0.5,0,0,1,2017,0,NA,"0",NA,NA,NA,NA,NA,NA,0,0,-2.03332394449855,NA,NA,0,0,NA,NA,0,NA,NA,NA,FALSE,0,1
"116","FPS",1,220,200,"6s",2015,7,11,5,0,0,1,2016,0,NA,"1",2,0.5,0.5,0,0,1,0,0,4.61306657034918,-2.03332394449855,NA,0,0,0,0,0,0,NA,0,FALSE,0,1
"117","FPS",1,235,200,"10s",2016,NA,NA,NA,NA,NA,NA,2017,1,0,"",21,17,16,0,0,1,1,644372.069177802,NA,7.31014774008082,NA,NA,NA,0,0,NA,0,NA,0,FALSE,1,1
