light,site,individual,begin.year,number.leaves,av.leaf.length,av.leaf.width,av.leaf.area,total.leaf.area,flowering,inflorescence.height,number.flowers,number.fruits,end.year,end.number.leaves,end.av.leaf.length,end.av.leaf.width,end.av.leaf.area,end.total.leaf.area,end.flowering,end.inflorescence.height,end.number.flowers,end.number.fruits,survival,dormant,comments
L,L2,289,2010,5,10.07,3.47,27.409,137.043,0,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
S,S1a,27,2005,5,16.60,4.73,61.711,308.557,1,32,27,0,2006,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"# was 2 leaves, but assumed dormant"
S,S1a,29,2007,5,21.10,5.00,82.860,414.298,1,29,11,0,2008,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"# was 3 leaves, but assumed dormant"
S,S1a,43,2008,5,13.47,4.17,44.070,220.348,1,47,NA,NA,2009,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"# was 3 leaves, but assumed dormant"
S,S1b,65,2008,5,21.70,4.10,69.877,349.384,0,NA,NA,NA,2009,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
S,S2,32,2007,5,20.07,4.60,72.497,362.487,0,NA,NA,NA,2008,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"# was 3 leaves, assume dormant"
S,S2,50,2005,5,16.37,4.33,55.702,278.511,1,39,NA,NA,2006,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"# was 3 leaves, but assumed dormant"
L,L1,12,2005,5,9.20,3.83,27.698,138.492,1,20,30,3,2006,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
L,L1,21,2005,5,10.83,4.53,38.572,192.859,1,36,40,15,2006,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
L,L1,23,2005,5,9.10,3.40,24.300,121.501,1,34,47,8,2006,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
L,L1,14,2010,6,19.37,6.67,101.404,608.422,1,50,41,13,2011,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
L,L1,78,2010,6,17.43,5.60,76.676,460.055,1,48,47,1,2011,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
L,L2,23,2004,6,15.63,6.83,83.902,503.414,1,42,45,4,2005,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
L,L2,110,2004,6,13.03,2.93,30.027,180.160,0,NA,NA,NA,2005,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"#was 1 leaf, assume dormant"
L,L2,13,2008,6,17.40,4.63,63.319,379.913,1,47,48,15,2009,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
L,L2,179,2008,6,14.20,3.70,41.265,247.589,0,NA,NA,NA,2009,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
L,L2,62,2009,6,11.87,4.87,45.358,272.146,1,42,43,2,2010,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
L,L2,143,2010,6,10.60,4.13,34.411,206.465,1,31,31,0,2011,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
S,S1b,52,2004,6,15.00,3.90,45.946,275.675,1,43,16,0,2005,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
S,S1a,29,2005,6,23.13,8.37,152.013,912.078,1,34,37,0,2006,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
S,S1a,50,2008,6,16.67,4.97,65.014,390.081,1,51,39,6,2009,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"# was 3 leaves, but assumed dormant"
S,S2,1,2005,6,13.60,3.17,33.824,202.947,1,26.7,27,0,2006,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
S,S2,2,2008,6,15.63,2.77,33.970,203.821,0,NA,NA,NA,2009,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
S,S2,11,2006,6,19.40,4.37,66.534,399.202,1,44,30,0,2007,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"# was 3 leaves, but assumed dormant"
L,L1,69,2005,6,13.53,4.77,50.665,303.991,1,42,35,6,2006,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
L,L2,4,2005,7,16.23,5.93,75.648,529.535,1,42,58,12,2006,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"# was 3 leaves, but assumed dormant"
L,L2,28,2005,7,15.13,8.17,97.066,679.465,1,41,60,19,2006,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
L,L2,36,2006,7,16.03,6.67,83.950,587.652,1,48,56,11,2007,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
L,L2,23,2007,7,14.40,5.93,67.104,469.731,1,35,NA,NA,2008,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"# was 2 leaves, but assumed dormant"
S,S2,10,2004,7,19.07,4.80,71.880,503.157,1,40,56,0,2005,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"#was 2 leaves, but assumed dormant"
S,S2,38,2003,7,23.87,5.37,100.597,704.181,1,44,42,2,2004,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
L,L1,71,2003,-999,NA,NA,NA,NA,NA,NA,NA,NA,2004,1,11.60,2.40,21.865,21.865,0,NA,NA,NA,1,0,
L,L1,73,2003,-999,NA,NA,NA,NA,NA,NA,NA,NA,2004,1,9.50,1.30,9.700,9.700,0,NA,NA,NA,1,0,
L,L1,74,2003,-999,NA,NA,NA,NA,NA,NA,NA,NA,2004,1,8.10,2.20,13.996,13.996,0,NA,NA,NA,1,0,
L,L1,75,2003,-999,NA,NA,NA,NA,NA,NA,NA,NA,2004,1,7.00,1.10,6.048,6.048,0,NA,NA,NA,1,0,
L,L1,76,2003,-999,NA,NA,NA,NA,NA,NA,NA,NA,2004,1,6.75,1.25,6.627,6.627,0,NA,NA,NA,1,0,
L,L1,77,2003,-999,NA,NA,NA,NA,NA,NA,NA,NA,2004,1,5.30,1.00,4.163,4.163,0,NA,NA,NA,1,0,
L,L1,78,2003,-999,NA,NA,NA,NA,NA,NA,NA,NA,2004,1,8.40,1.70,11.215,11.215,0,NA,NA,NA,1,0,
L,L1,79,2003,-999,NA,NA,NA,NA,NA,NA,NA,NA,2004,1,8.00,1.70,10.681,10.681,0,NA,NA,NA,1,0,
L,L1,80,2004,-999,NA,NA,NA,NA,NA,NA,NA,NA,2005,1,5.20,0.60,2.450,2.450,0,NA,NA,NA,1,0,
L,L1,81,2004,-999,NA,NA,NA,NA,NA,NA,NA,NA,2005,1,11.10,2.10,18.308,18.308,0,NA,NA,NA,1,0,
L,L1,84,2005,-999,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,13.20,2.00,20.735,20.735,0,NA,NA,NA,1,0,
L,L1,85,2005,-999,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,5.00,0.80,3.142,3.142,0,NA,NA,NA,1,0,
L,L1,86,2005,-999,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,6.60,0.80,4.147,4.147,0,NA,NA,NA,1,0,
L,L1,87,2005,-999,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,6.50,1.10,5.616,5.616,0,NA,NA,NA,1,0,
L,L1,88,2005,-999,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,7.50,1.10,6.480,6.480,0,NA,NA,NA,1,0,
L,L1,89,2005,-999,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,8.00,2.10,13.195,13.195,0,NA,NA,NA,1,0,
L,L1,92,2006,-999,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,6.30,0.80,3.958,3.958,0,NA,NA,NA,1,0,
L,L1,93,2006,-999,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,7.20,0.90,5.089,5.089,0,NA,NA,NA,1,0,
L,L1,94,2006,-999,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,7.30,1.00,5.733,5.733,0,NA,NA,NA,1,0,
L,L1,95,2006,-999,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,6.00,1.10,5.184,5.184,0,NA,NA,NA,1,0,
L,L1,97,2006,-999,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,6.50,1.10,5.616,5.616,0,NA,NA,NA,1,0,
L,L1,98,2006,-999,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,3.90,0.50,1.532,1.532,0,NA,NA,NA,1,0,
L,L1,99,2006,-999,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,3.60,0.40,1.131,1.131,0,NA,NA,NA,1,0,
L,L1,100,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,12.10,2.20,20.907,20.907,0,NA,NA,NA,1,0,
L,L1,101,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,10.40,1.40,11.435,11.435,0,NA,NA,NA,1,0,
L,L1,103,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,10.40,0.90,7.351,7.351,0,NA,NA,NA,1,0,
L,L1,104,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,11.30,0.90,7.987,7.987,0,NA,NA,NA,1,0,
L,L1,105,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,7.40,0.70,4.068,4.068,0,NA,NA,NA,1,0,
L,L1,106,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,8.30,0.60,3.911,3.911,0,NA,NA,NA,1,0,
L,L1,107,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,8.10,1.60,10.179,10.179,0,NA,NA,NA,1,0,
L,L1,108,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,7.70,0.80,4.838,4.838,0,NA,NA,NA,1,0,
L,L1,109,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,8.80,0.70,4.838,4.838,0,NA,NA,NA,1,0,
L,L1,110,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,7.80,0.70,4.288,4.288,0,NA,NA,NA,1,0,
L,L1,111,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,9.10,0.80,5.718,5.718,0,NA,NA,NA,1,0,
L,L1,112,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,8.80,0.50,3.456,3.456,0,NA,NA,NA,1,0,
L,L1,113,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,8.80,0.40,2.765,2.765,0,NA,NA,NA,1,0,
L,L1,114,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,5.60,0.60,2.639,2.639,0,NA,NA,NA,1,0,
L,L1,115,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,4.40,1.30,4.492,4.492,0,NA,NA,NA,1,0,
L,L1,118,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,7.50,2.00,11.781,11.781,0,NA,NA,NA,1,0,
L,L1,120,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,8.90,1.30,9.087,9.087,0,NA,NA,NA,1,0,
L,L1,121,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,13.20,1.80,18.661,18.661,0,NA,NA,NA,1,0,
L,L1,123,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,8.20,1.50,9.660,9.660,0,NA,NA,NA,1,0,
L,L1,124,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,10.30,1.40,11.325,11.325,0,NA,NA,NA,1,0,
L,L1,125,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,7.60,0.80,4.775,4.775,0,NA,NA,NA,1,0,
L,L1,126,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,12.00,1.10,10.367,10.367,0,NA,NA,NA,1,0,
L,L1,127,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,8.00,1.00,6.283,6.283,0,NA,NA,NA,1,0,
L,L1,128,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,10.40,0.90,7.351,7.351,0,NA,NA,NA,1,0,
L,L1,129,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,8.20,2.10,13.525,13.525,0,NA,NA,NA,1,0,
L,L1,130,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,6.50,0.70,3.574,3.574,0,NA,NA,NA,1,0,
L,L1,132,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,6.70,0.70,3.684,3.684,0,NA,NA,NA,1,0,
L,L1,133,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,21.40,2.60,43.700,43.700,0,NA,NA,NA,1,0,
L,L1,134,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,5.70,0.50,2.238,2.238,0,NA,NA,NA,1,0,
L,L1,135,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,9.80,0.80,6.158,6.158,0,NA,NA,NA,1,0,
L,L1,136,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,6.70,0.70,3.684,3.684,0,NA,NA,NA,1,0,
L,L1,137,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,16.80,2.70,35.626,35.626,0,NA,NA,NA,1,0,
L,L1,138,2009,-999,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,14.00,2.00,21.991,21.991,0,NA,NA,NA,1,0,
L,L1,141,2010,-999,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,10.80,2.50,21.206,21.206,0,NA,NA,NA,1,0,
L,L1,145,2010,-999,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,7.20,2.00,11.310,11.310,0,NA,NA,NA,1,0,
L,L1,146,2010,-999,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,10.10,1.10,8.726,8.726,0,NA,NA,NA,1,0,
L,L1,147,2010,-999,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,9.80,1.20,9.236,9.236,0,NA,NA,NA,1,0,
L,L1,148,2010,-999,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,8.20,1.30,8.372,8.372,0,NA,NA,NA,1,0,
L,L1,149,2010,-999,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,8.80,1.50,10.367,10.367,0,NA,NA,NA,1,0,
L,L1,150,2010,-999,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,7.60,0.90,5.372,5.372,0,NA,NA,NA,1,0,
L,L1,151,2010,-999,NA,NA,NA,NA,NA,NA,NA,NA,2011,1,8.20,0.70,4.508,4.508,0,NA,NA,NA,1,0,
L,L1,152,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,8.90,2.20,15.378,15.378,0,NA,NA,NA,1,0,
L,L1,153,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,5.50,1.30,5.616,5.616,0,NA,NA,NA,1,0,
L,L1,154,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,8.20,1.10,7.084,7.084,0,NA,NA,NA,1,0,
L,L1,155,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,7.20,1.40,7.917,7.917,0,NA,NA,NA,1,0,
L,L1,156,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,8.50,1.00,6.676,6.676,0,NA,NA,NA,1,0,
L,L1,157,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,8.50,1.90,12.684,12.684,0,NA,NA,NA,1,0,
L,L1,158,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,6.20,0.80,3.896,3.896,0,NA,NA,NA,1,0,
L,L1,159,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,5.10,1.10,4.406,4.406,0,NA,NA,NA,1,0,
L,L1,160,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,6.20,0.90,4.383,4.383,0,NA,NA,NA,1,0,
L,L1,161,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,4.30,0.40,1.351,1.351,0,NA,NA,NA,1,0,
L,L1,162,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,7.30,0.50,2.867,2.867,0,NA,NA,NA,1,0,
L,L1,163,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,1.50,0.20,0.236,0.236,0,NA,NA,NA,1,0,
L,L1,164,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,2.70,0.60,1.272,1.272,0,NA,NA,NA,1,0,
L,L1,165,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,3.50,0.50,1.374,1.374,0,NA,NA,NA,1,0,
L,L1,166,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2012,1,7.40,0.50,2.906,2.906,0,NA,NA,NA,1,0,
L,L1,167,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,8.30,1.20,7.823,7.823,0,NA,NA,NA,1,0,
L,L1,169,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,13.10,1.80,18.520,18.520,0,NA,NA,NA,1,0,
L,L1,170,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,10.50,0.80,6.597,6.597,0,NA,NA,NA,1,0,
L,L1,171,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,8.20,1.10,7.084,7.084,0,NA,NA,NA,1,0,
L,L1,172,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,8.30,1.20,7.823,7.823,0,NA,NA,NA,1,0,
L,L1,173,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,4.50,0.40,1.414,1.414,0,NA,NA,NA,1,0,
L,L1,174,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,8.10,1.30,8.270,8.270,0,NA,NA,NA,1,0,
L,L1,175,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,7.30,0.90,5.160,5.160,0,NA,NA,NA,1,0,
L,L1,176,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,7.30,1.00,5.733,5.733,0,NA,NA,NA,1,0,
L,L1,177,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,7.70,1.50,9.071,9.071,0,NA,NA,NA,1,0,
L,L1,178,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,6.20,0.60,2.922,2.922,0,NA,NA,NA,1,0,
L,L1,179,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,5.90,0.50,2.317,2.317,0,NA,NA,NA,1,0,
L,L1,180,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,4.50,0.70,2.474,2.474,0,NA,NA,NA,1,0,
L,L1,181,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,9.10,1.10,7.862,7.862,0,NA,NA,NA,1,0,
L,L1,182,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,10.90,1.50,12.841,12.841,0,NA,NA,NA,1,0,
L,L1,184,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,4.30,0.40,1.351,1.351,0,NA,NA,NA,1,0,
L,L1,187,2011,-999,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,7.30,0.60,3.440,3.440,0,NA,NA,NA,1,0,
L,L2,173,2004,-999,NA,NA,NA,NA,NA,NA,NA,NA,2005,1,12.00,2.30,21.677,21.677,0,NA,NA,NA,1,0,
L,L2,175,2004,-999,NA,NA,NA,NA,NA,NA,NA,NA,2005,1,12.00,3.00,28.274,28.274,0,NA,NA,NA,1,0,
L,L2,178,2004,-999,NA,NA,NA,NA,NA,NA,NA,NA,2005,1,7.60,0.90,5.372,5.372,0,NA,NA,NA,1,0,
L,L2,181,2004,-999,NA,NA,NA,NA,NA,NA,NA,NA,2005,1,11.30,2.00,17.750,17.750,0,NA,NA,NA,1,0,
L,L2,186,2004,-999,NA,NA,NA,NA,NA,NA,NA,NA,2005,1,12.10,2.00,19.007,19.007,0,NA,NA,NA,1,0,
L,L2,191,2004,-999,NA,NA,NA,NA,NA,NA,NA,NA,2005,1,11.10,2.00,17.436,17.436,0,NA,NA,NA,1,0,
L,L2,192,2004,-999,NA,NA,NA,NA,NA,NA,NA,NA,2005,1,9.30,2.00,14.608,14.608,0,NA,NA,NA,1,0,
L,L2,193,2004,-999,NA,NA,NA,NA,NA,NA,NA,NA,2005,1,10.10,1.70,13.485,13.485,0,NA,NA,NA,1,0,
L,L2,194,2004,-999,NA,NA,NA,NA,NA,NA,NA,NA,2005,1,12.50,2.00,19.635,19.635,0,NA,NA,NA,1,0,
L,L2,196,2004,-999,NA,NA,NA,NA,NA,NA,NA,NA,2005,1,10.20,2.00,16.022,16.022,0,NA,NA,NA,1,0,
L,L2,197,2004,-999,NA,NA,NA,NA,NA,NA,NA,NA,2005,1,11.50,1.60,14.451,14.451,0,NA,NA,NA,1,0,
L,L2,202,2005,-999,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,10.70,2.40,20.169,20.169,0,NA,NA,NA,1,0,
L,L2,208,2005,-999,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,9.80,2.20,16.933,16.933,0,NA,NA,NA,1,0,
L,L2,210,2005,-999,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,5.00,0.60,2.356,2.356,0,NA,NA,NA,1,0,
L,L2,211,2005,-999,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,11.60,0.80,7.288,7.288,0,NA,NA,NA,1,0,
L,L2,212,2005,-999,NA,NA,NA,NA,NA,NA,NA,NA,2006,1,12.80,2.10,21.112,21.112,0,NA,NA,NA,1,0,
L,L2,213,2006,-999,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,8.40,1.40,9.236,9.236,0,NA,NA,NA,1,0,
L,L2,217,2006,-999,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,6.80,0.80,4.273,4.273,0,NA,NA,NA,1,0,
L,L2,219,2006,-999,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,10.20,1.80,14.420,14.420,0,NA,NA,NA,1,0,
L,L2,220,2006,-999,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,7.90,1.90,11.789,11.789,0,NA,NA,NA,1,0,
L,L2,225,2006,-999,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,6.40,1.80,9.048,9.048,0,NA,NA,NA,1,0,
L,L2,229,2006,-999,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,8.00,1.80,11.310,11.310,0,NA,NA,NA,1,0,
L,L2,232,2006,-999,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,8.30,1.80,11.734,11.734,0,NA,NA,NA,1,0,
L,L2,233,2006,-999,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,11.10,2.40,20.923,20.923,0,NA,NA,NA,1,0,
L,L2,234,2006,-999,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,10.00,2.70,21.206,21.206,0,NA,NA,NA,1,0,
L,L2,235,2006,-999,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,10.80,3.60,30.536,30.536,0,NA,NA,NA,1,0,
L,L2,236,2006,-999,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,8.80,0.80,5.529,5.529,0,NA,NA,NA,1,0,
L,L2,243,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,9.60,0.90,6.786,6.786,0,NA,NA,NA,1,0,
L,L2,245,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,8.30,1.50,9.778,9.778,0,NA,NA,NA,1,0,
L,L2,247,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,7.90,2.40,14.891,14.891,0,NA,NA,NA,1,0,
L,L2,248,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,8.20,0.90,5.796,5.796,0,NA,NA,NA,1,0,
L,L2,250,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,12.40,2.20,21.426,21.426,0,NA,NA,NA,1,0,
L,L2,253,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,11.40,1.10,9.849,9.849,0,NA,NA,NA,1,0,
L,L2,254,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,12.10,1.10,10.454,10.454,0,NA,NA,NA,1,0,
L,L2,256,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,6.90,0.80,4.335,4.335,0,NA,NA,NA,1,0,
L,L2,257,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,6.40,0.60,3.016,3.016,0,NA,NA,NA,1,0,
L,L2,258,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,9.30,1.70,12.417,12.417,0,NA,NA,NA,1,0,
L,L2,260,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,8.40,1.10,7.257,7.257,0,NA,NA,NA,1,0,
L,L2,263,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,7.10,1.00,5.576,5.576,0,NA,NA,NA,1,0,
L,L2,264,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,9.90,0.90,6.998,6.998,0,NA,NA,NA,1,0,
L,L2,265,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,9.40,1.30,9.598,9.598,0,NA,NA,NA,1,0,
L,L2,266,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,7.40,0.90,5.231,5.231,0,NA,NA,NA,1,0,
L,L2,267,2007,-999,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,8.80,1.00,6.912,6.912,0,NA,NA,NA,1,0,
L,L2,269,2008,-999,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,7.00,1.70,9.346,9.346,0,NA,NA,NA,1,0,
L,L2,271,2008,-999,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,14.20,3.20,35.688,35.688,0,NA,NA,NA,1,0,
L,L2,274,2008,-999,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,12.30,2.10,20.287,20.287,0,NA,NA,NA,1,0,
L,L2,275,2008,-999,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,7.20,2.00,11.310,11.310,0,NA,NA,NA,1,0,
L,L2,277,2008,-999,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,13.20,3.00,31.102,31.102,0,NA,NA,NA,1,0,
L,L2,278,2008,-999,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,12.10,1.10,10.454,10.454,0,NA,NA,NA,1,0,
L,L2,279,2008,-999,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,11.10,1.10,9.590,9.590,0,NA,NA,NA,1,0,
L,L2,283,2008,-999,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,9.00,1.20,8.482,8.482,0,NA,NA,NA,1,0,
L,L2,292,2008,-999,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,8.40,1.70,11.215,11.215,0,NA,NA,NA,1,0,
L,L2,294,2008,-999,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,10.40,2.60,21.237,21.237,0,NA,NA,NA,1,0,
L,L2,298,2008,-999,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,9.10,1.80,12.865,12.865,0,NA,NA,NA,1,0,
L,L2,299,2008,-999,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,9.10,1.90,13.580,13.580,0,NA,NA,NA,1,0,
L,L2,300,2008,-999,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,12.10,2.00,19.007,19.007,0,NA,NA,NA,1,0,
L,L2,301,2008,-999,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,5.10,0.70,2.804,2.804,0,NA,NA,NA,1,0,
L,L2,302,2008,-999,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,6.20,0.40,1.948,1.948,0,NA,NA,NA,1,0,
