"species","quad","year","genetID","allcov.0.2","allcov.2.4","allcov.4.6","allcov.6.8","allcov.8.10","allcov.10.12","allcov.12.14","allcov.14.16","allcov.16.18","allcov.18.20","allcov.20.25","allcov.25.30","allcov.30.35","allcov.35.40","allcov.40.45","allcov.45.50","allcov.50.60","allcov.60.70","allcov.70.80","allcov.80.90","allcov.90.100","allcov.100.110","allcov.110.120","allcov.120.130","allcov.130.140","allcov.140.150","allpts.0.2","allpts.2.4","allpts.4.6","allpts.6.8","allpts.8.10","allpts.10.12","allpts.12.14","allpts.14.16","allpts.16.18","allpts.18.20","allpts.20.25","allpts.25.30","allpts.30.35","allpts.35.40","allpts.40.45","allpts.45.50","allpts.50.60","allpts.60.70","allpts.70.80","allpts.80.90","allpts.90.100","allpts.100.110","allpts.110.120","allpts.120.130","allpts.130.140","allpts.140.150","propQ.0.2","propQ.2.4","propQ.4.6","propQ.6.8","propQ.8.10","propQ.10.12","propQ.12.14","propQ.14.16","propQ.16.18","propQ.18.20","propQ.20.25","propQ.25.30","propQ.30.35","propQ.35.40","propQ.40.45","propQ.45.50","propQ.50.60","propQ.60.70","propQ.70.80","propQ.80.90","propQ.90.100","propQ.100.110","propQ.110.120","propQ.120.130","propQ.130.140","propQ.140.150"
"ARTR","Q19",2007,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.9303085636122,16.1704369887838,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,2,6,3,5,3,2,4,6,6,13,9,8,6,3,0,0,0,1,1,0.90320483785877,0.815726067295784,0.757218053335707,0.716392861853948,0.686521054561599,0.663792651161563,0.645948924904261,0.631581830818097,0.591650818852735,0.541667579900734,0.502158124094947,0.471308020830511,0.446840701585544,0.427067896052418,0.397215943300953,0.375838772211738,0.357588294494615,0.330022686681382,0.298532534930691,0.258149127698293,0.22084792174033,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q19",2007,5,0,0,0,0,0,0,0,0,0,0,0,0,6.95071881260433,32.8998619915313,32.2501647482604,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,2,2,5,3,4,7,5,4,18,10,9,7,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0.988076925608671,0.960253218221647,0.890509130893118,0.834587842622786,0.791320409426943,0.739134113875749,0.683858716505043,0.638355561453004,0.569481655859918,0.507164881152163,0.445225811829888,0.382943583757027,0.317503298805946,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q19",2008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2955614523485,26.3188418442025,20.709333464748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,1,4,4,6,6,2,5,4,4,8,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0.983400339136818,0.954293851171349,0.88416847755543,0.828713850268219,0.786003508036572,0.752609494241202,0.725956275775938,0.697147180003473,0.603777988027679,0.518085832922646,0.451220826602998,0.387510203692304,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q19",2008,3,0,0,0,0,0,0,0,0,0,0,1.36420951594633,30.0269366307702,24.4493215769693,2.4832690376132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,3,2,5,0,1,8,8,6,8,5,0,0,0,0,0,1,1,1,1,1,1,0.978153978444726,0.939275316250444,0.901999997238025,0.868830926424852,0.803283235386557,0.756306380671879,0.721497661067582,0.693789458978637,0.651173967648024,0.612621401486849,0.551862157394776,0.48563129503823,0.427615773307465,0.377841817383888,0.316880688568702,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q19",2008,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7503404997297,40.5733962615693,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,1,0,1,3,2,3,1,1,8,1,6,5,4,4,4,0,0,0,1,0.944414253872746,0.819362932560923,0.745003169772839,0.69797011159462,0.665852945893381,0.642610053641562,0.625038264791804,0.611299523560163,0.600269045834048,0.560365524792972,0.515266718156402,0.479762855653265,0.451990431816503,0.429913928143749,0.41203525660365,0.384971884392269,0.365536269880361,0.349834760984828,0.324515056723258,0.295885939081341,0.257028587899758,0.220599960996313,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q19",2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.9539240152801,10.6142511597199,0.587424824999999,0.25,0,0,0,0.25,0,0,0,0,0,0,1,3,1,1,3,4,2,2,4,7,4,4,6,7,20,14,4,7,3,0,0,0,1,1,1,0.988787327893764,0.925003228697346,0.867406740374041,0.821358549633296,0.784727297064783,0.755203870183317,0.720834413163969,0.627146086324298,0.561563850462559,0.514501023911336,0.47939615236827,0.452317547471116,0.43084475768904,0.399024575940624,0.376629021987247,0.360037907008985,0.335935821427407,0.299169125474972,0.25824130257756,0.220849715734361,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q19",2009,2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,25.1696053124772,28.4842506484248,5.75174403909793,0.25,0,0,0.25,0,0,0,0,0,3,0,1,1,2,4,1,3,1,2,5,2,13,12,9,7,9,7,4,9,1,1,0,0,0,0,1,1,1,1,1,1,0.987758973960845,0.951428284137823,0.914585165490782,0.881177817857865,0.814296276982226,0.765959104184679,0.730007478122325,0.702400623691539,0.679782481608004,0.643832150442013,0.570482301722081,0.494445207356609,0.433390321787544,0.381101708474446,0.317976192055035,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q19",2009,3,0,0,0,0,0,0,0,0,0,0,3.33857307867518,25.8135393068332,29.0052192882753,1.49826832621629,0,0,0,0.25,0.250181784177023,0.499818215822977,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,3,0,5,4,4,3,19,12,19,15,7,0,0,0,0,0,1,1,1,1,1,1,0.997830612863499,0.967372857257882,0.931785783708806,0.898342589116814,0.829870498974891,0.779699725493335,0.742161892262772,0.709516143647564,0.662627575135878,0.621829454584061,0.558383352414035,0.492383600543445,0.433006156408128,0.379965765865169,0.317141463789306,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q19",2009,4,0,0,0,0,0,0,0.25,0,0,0.340867535956673,0.159132464043327,0,0,0,0,0,35.2250693614612,24.4305306385388,0.25,0,0,0,0,0,0,0,0,1,2,4,1,2,2,0,3,0,2,4,6,4,7,6,18,9,11,10,0,3,1,1,0,0,1,1,0.933851618134839,0.843867440699988,0.781402049670143,0.737263000946081,0.70477046226368,0.679962437307765,0.660443623306354,0.644704857565192,0.598417384903322,0.545809018991575,0.504996559654954,0.473380946170253,0.448422990239891,0.428315261599132,0.398048553856467,0.376434120748942,0.358482741781555,0.330992823941603,0.298746235633846,0.258211788649148,0.220857556161419,0.188380030821795,0.162429720455476,0.141494334262925
"ARTR","Q19",2010,1,0,0,0,0.19469512214929,0.0553048778507098,0,0,0,0,0,0,0,0,0,0,0,17.0943195372589,35.9297830974966,0.75,0.25,0,0,0,0,0,0,0,1,1,0,1,0,0,4,1,1,2,2,2,2,1,3,9,14,15,9,6,6,3,1,0,0,1,1,0.96791733339495,0.878572555771393,0.811960402476648,0.763907520454433,0.728196804808995,0.700787596293473,0.661648390869801,0.622571942081457,0.547741142316799,0.496506379398054,0.459811731132643,0.43240060380976,0.411208031126394,0.394362776697841,0.369317830963351,0.351621780069324,0.338469251554159,0.321755107290589,0.292710268929648,0.25534685481285,0.220093300237702,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q19",2010,2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,17.1217058478075,19.7138568259217,16.4385399610263,0,0,0.25,0,0,0,0,0,0,1,0,0,1,2,1,0,0,1,1,4,4,7,3,5,11,12,9,6,12,4,0,0,0,0,0,1,1,1,1,1,1,0.976995771889965,0.937891510727838,0.900587879676465,0.867454791729271,0.802064360461115,0.755241032957742,0.720559797378331,0.693989202922307,0.672361088956637,0.63754528423466,0.565658195931014,0.490874612977677,0.430648251382192,0.379881966109262,0.31786391172518,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q19",2010,3,0,0,0,0,0,0,0,0,0,0,2.90489585630672,23.1886557827828,27.0049417010685,0.17560929459755,0,0,0,0,0.698942259963701,0.301057740036299,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,2,3,5,3,8,3,6,16,7,8,8,6,0,0,0,0,0,1,1,1,1,1,0.994851580351582,0.955812299036686,0.914215254398406,0.876918879304695,0.844613826807895,0.782049875602411,0.737824433627037,0.705262527700238,0.68039904441272,0.652427648265043,0.616669164229628,0.553493852427609,0.483074849440286,0.425016719707831,0.376892068229733,0.317202030112517,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q19",2010,4,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,26.2039851781324,26.8201174566231,0,0.25,0,0.25,0,0,0,0,0,0,1,1,0,0,1,3,0,1,1,1,8,4,4,3,10,6,15,10,5,4,6,0,0,0,1,1,0.968465926711384,0.879183981523335,0.812507994865799,0.764388260053577,0.728620988671234,0.701165430674762,0.679491627096585,0.661976216846722,0.597798016022167,0.542044285491758,0.500343131623981,0.46854428086383,0.443666527497574,0.423741612043803,0.393915636785703,0.372720954311707,0.356563911326951,0.330598158581151,0.297992113840628,0.257831608793956,0.220775392909891,0.188380030821795,0.162429720455475,0.141494334262925
