"","Plot","TagID","Transplant","Year_t","Height_t","Width_t","Perp_t","NS_t","Goodbuds_t","TotFlowerbuds_t","ABFlowerbuds_t","Antcount_t","Year_t1","Newplant","Survival_t1","Height_t1","Width_t1","Perp_t1","NS_t1","Goodbuds_t1","TotFlowerbuds_t1","ABFlowerbuds_t1","Antcount_t1","comments","Ant_sp_t","Ant_sp_t1"
"558","1","53X",0,2009,49,44,20,8,0,NA,NA,19,2010,0,1,51,36,16,4,0,NA,NA,NA,"","liom","liom"
"559","1","53Y",0,2009,32,13,10,4,0,NA,NA,14,2010,0,1,40,22,14,3,0,NA,NA,NA,"","liom","liom"
"560","1","63A",0,2009,64,54,27,5,0,NA,NA,26,2010,0,1,59,53,32,0,0,NA,NA,NA,"","liom","vacant"
"561","1","63B",0,2009,38,30,28,4,1,NA,NA,26,2010,0,1,39,24,18,0,0,NA,NA,NA,"","liom","vacant"
"562","1","69A",0,2009,22,10,6,1,0,NA,NA,0,2010,0,1,23,15,7,0,0,NA,NA,NA,"","vacant","vacant"
"563","1","69B",0,2009,9,2,1,1,0,NA,NA,0,2010,0,1,8,2,1,0,0,NA,NA,NA,"","vacant","vacant"
"564","1","69C",0,2009,15,4,2,2,0,NA,NA,0,2010,0,1,14,6,2,3,0,NA,NA,NA,"","vacant","vacant"
"565","1","69D",0,2009,10,8,6,2,0,NA,NA,0,2010,0,1,16,10,15,1,0,NA,NA,NA,"","vacant","vacant"
"566","1","73A",0,2009,4,0.5,0.5,0,0,NA,NA,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"567","1","73B",0,2009,2.5,0.5,0.5,0,0,NA,NA,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"568","1","73C",0,2009,5.5,1,1,0,0,NA,NA,0,2010,0,1,5,1,1,0,0,NA,NA,NA,"","vacant","vacant"
"569","1","73D",0,2009,6.5,1,1,1,0,NA,NA,0,2010,0,1,5,1,1,0,0,NA,NA,NA,"","vacant","vacant"
"570","1","73E",0,2009,3.5,0.5,0.5,0,0,NA,NA,0,2010,0,1,2.5,1,1,0,0,NA,NA,NA,"","vacant","vacant"
"571","1","75A",0,2009,19,10,5,3,0,NA,NA,8,2010,0,1,25,15,9,2,0,NA,NA,NA,"","liom","liom"
"572","1","75B",0,2009,16,12,4,0,0,NA,NA,8,2010,0,1,16,13,3,2,0,NA,NA,NA,"","liom","liom"
"573","1","TR1",1,2009,26,22,20,5,0,NA,NA,4,2010,0,1,23,34,18,9,0,NA,NA,NA,"","liom","liom"
"574","1","TR10",1,2009,21,14,13,1,0,NA,NA,11,2010,0,1,25,14,12,6,0,NA,NA,NA,"","liom","liom"
"575","1","TR11",1,2009,27,13,7,0,0,NA,NA,2,2010,0,1,25,19,9,5,0,NA,NA,NA,"","liom","liom"
"576","1","TR12",1,2009,34,20,16,2,0,NA,NA,9,2010,0,1,36,20,17,5,0,NA,NA,NA,"","liom","vacant"
"577","1","TR13",1,2009,31,21,16,0,0,NA,NA,2,2010,0,1,31,21,19,0,0,NA,NA,NA,"","liom","vacant"
"578","1","TR2",1,2009,23,25,16,1,0,NA,NA,10,2010,0,1,25,28,22,3,0,NA,NA,NA,"","liom","liom"
"579","1","TR3",1,2009,25,31,11,2,0,NA,NA,2,2010,0,1,31,32,10,3,0,NA,NA,NA,"","liom","liom"
"580","1","TR4",1,2009,27,20,18,8,0,NA,NA,14,2010,0,1,27,33,15,9,0,NA,NA,NA,"","liom","liom"
"581","1","TR5",1,2009,27,19,15,2,0,NA,NA,2,2010,0,1,28,22,11,4,0,NA,NA,NA,"","liom","liom"
"582","1","TR6",1,2009,18,18,11,1,0,NA,NA,3,2010,0,1,28,19,13,7,0,NA,NA,NA,"","liom","liom"
"583","1","TR7",1,2009,16,11,8,3,0,NA,NA,5,2010,0,1,7,9,5,0,0,NA,NA,NA,"","liom","vacant"
"584","1","TR8",1,2009,27,17,7,1,0,NA,NA,1,2010,0,1,32,20,7,5,0,NA,NA,NA,"","liom","liom"
"585","1","TR9",1,2009,35,22,11,6,0,NA,NA,11,2010,0,1,20,13,6,3,0,NA,NA,NA,"","liom","liom"
"586","2","1",0,2009,64,43,29,1,0,NA,NA,1,2010,0,1,60,48,21,17,0,NA,NA,NA,"","liom","liom"
"587","2","2",0,2009,52,32,20,2,0,NA,NA,4,2010,0,1,49,25,19,10,0,NA,NA,NA,"","liom","liom"
"588","2","3",0,2009,97,74,40,5,0,NA,NA,9,2010,0,1,98,69,33,1,0,NA,NA,NA,"","liom","liom"
"589","2","4",0,2009,97,51,31,0,0,NA,NA,0,2010,0,1,95,24,13,0,0,NA,NA,NA,"","vacant","vacant"
"590","2","5",0,2009,42,25,16,0,0,NA,NA,0,2010,0,1,32,8,3,0,0,NA,NA,NA,"","vacant","vacant"
"591","2","6",0,2009,31,26,15,0,0,NA,NA,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"592","2","7",0,2009,116,70,49,0,0,NA,NA,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"593","2","8",0,2009,126,132,70,17,25,NA,NA,70,2010,0,1,137,144,68,46,35,NA,NA,NA,"","liom","liom"
"594","2","9",0,2009,70,52,34,12,0,NA,NA,50,2010,0,1,72,58,48,10,3,NA,NA,NA,"","liom","liom"
"595","2","10",0,2009,145,25,22,6,0,NA,NA,32,2010,0,1,36,25,23,4,0,NA,NA,NA,"","liom","liom"
"596","2","11",0,2009,55,54,43,16,0,NA,NA,36,2010,0,1,64,61,51,3,0,NA,NA,NA,"","liom","vacant"
"597","2","12",0,2009,25,8,5,0,0,NA,NA,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"598","2","13",0,2009,87,72,38,13,4,NA,NA,11,2010,0,1,93,83,36,13,23,NA,NA,NA,"","crem","crem"
"599","2","14",0,2009,9,4,3,1,0,NA,NA,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"600","2","15",0,2009,86,77,58,10,0,NA,NA,11,2010,0,1,86,70,54,39,5,NA,NA,NA,"","crem","vacant"
"601","2","16",0,2009,49,34,24,8,0,NA,NA,17,2010,0,1,52,32,22,14,0,NA,NA,NA,"","crem","crem"
"602","2","17",0,2009,110,85,58,20,0,NA,NA,14,2010,0,1,89,72,65,17,0,NA,NA,NA,"","crem","vacant"
"603","2","18",0,2009,40,31,12,3,0,NA,NA,4,2010,0,1,39,24,14,4,0,NA,NA,NA,"","crem","liom"
"604","2","19",0,2009,71,60,45,13,8,NA,NA,19,2010,0,1,76,62,45,9,9,NA,NA,NA,"","liom","vacant"
"605","2","20",0,2009,75,67,42,3,0,NA,NA,3,2010,0,1,65,68,32,2,0,NA,NA,NA,"","crem","vacant"
"606","2","21",0,2009,67,31,25,13,0,NA,NA,28,2010,0,1,64,44,23,10,2,NA,NA,NA,"","crem","liom"
"607","2","22",0,2009,18,9,7,3,0,NA,NA,4,2010,0,1,24,12,6,5,0,NA,NA,NA,"","liom","liom"
"608","2","23",0,2009,38,34,17,2,0,NA,NA,10,2010,0,1,31,16,7,0,0,NA,NA,NA,"","liom","liom"
"609","2","24",0,2009,100,74,40,17,0,NA,NA,35,2010,0,1,110,71,64,15,18,NA,NA,NA,"","liom","liom"
"610","2","25",0,2009,89,63,48,21,0,NA,NA,30,2010,0,1,92,63,60,16,3,NA,NA,NA,"","liom","liom"
"611","2","26",0,2009,28,21,26,0,0,NA,NA,0,2010,0,1,21,16,4,2,0,NA,NA,NA,"","vacant","vacant"
"612","2","27",0,2009,54,37,23,1,0,NA,NA,0,2010,0,1,55,37,20,6,0,NA,NA,NA,"","vacant","liom"
"613","2","28",0,2009,22,8,7,0,0,NA,NA,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"614","2","29",0,2009,27,17,13,1,0,NA,NA,4,2010,0,1,11,8,2,0,0,NA,NA,NA,"","liom","vacant"
"615","2","30",0,2009,31,16,10,0,0,NA,NA,0,2010,0,1,32,16,9,0,0,NA,NA,NA,"","vacant","vacant"
"616","2","31",0,2009,101,62,55,17,3,NA,NA,57,2010,0,1,104,70,52,13,19,NA,NA,NA,"","liom","liom"
"617","2","32",0,2009,10,5,3,1,0,NA,NA,0,2010,0,1,11,5,2,3,0,NA,NA,NA,"","vacant","vacant"
"618","2","33",0,2009,11,6,4,0,0,NA,NA,0,2010,0,1,7,3,1,0,0,NA,NA,NA,"","vacant","vacant"
"619","2","34",0,2009,58,21,21,0,0,NA,NA,0,2010,0,1,57,19,13,3,0,NA,NA,NA,"","vacant","vacant"
"620","2","35",0,2009,48,56,26,5,0,NA,NA,22,2010,0,1,34,34,24,5,0,NA,NA,NA,"","liom","liom"
"621","2","36",0,2009,71,47,35,6,0,NA,NA,11,2010,0,1,83,48,32,3,16,NA,NA,NA,"","liom","liom"
"622","2","37",0,2009,89,70,51,1,0,NA,NA,7,2010,0,1,82,66,52,13,1,NA,NA,NA,"","liom","liom"
"623","2","38",0,2009,22,39,21,1,0,NA,NA,3,2010,0,1,30,40,20,6,0,NA,NA,NA,"","liom","vacant"
"624","2","39",0,2009,36,13,4,0,0,NA,NA,0,2010,0,1,29,8,3,1,0,NA,NA,NA,"","vacant","vacant"
"625","2","40",0,2009,17,11,3,2,0,NA,NA,0,2010,0,1,11,4,3,1,0,NA,NA,NA,"","vacant","vacant"
"626","2","41",0,2009,12,6,4,1,0,NA,NA,0,2010,0,1,10,3,3,1,0,NA,NA,NA,"","vacant","vacant"
"627","2","42",0,2009,58,54,42,8,0,NA,NA,7,2010,0,1,54,49,42,12,0,NA,NA,NA,"","liom","liom"
"628","2","43",0,2009,16,7,3,4,0,NA,NA,2,2010,0,1,10,2,2,0,0,NA,NA,NA,"","crem","vacant"
"629","2","44",0,2009,10,6,3,0,0,NA,NA,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"630","2","45",0,2009,33,44,41,16,0,NA,NA,45,2010,0,1,75,47,40,17,9,NA,NA,NA,"","liom","liom"
"631","2","46",0,2009,56,36,33,11,0,NA,NA,10,2010,0,1,54,37,27,5,0,NA,NA,NA,"","liom","liom"
"632","2","47",0,2009,48,31,10,3,2,NA,NA,27,2010,0,1,53,25,21,8,0,NA,NA,NA,"","liom","liom"
"633","2","48",0,2009,82,49,31,4,0,NA,NA,29,2010,0,1,69,51,34,7,0,NA,NA,NA,"","liom","liom"
"634","2","49",0,2009,114,65,34,0,0,NA,NA,7,2010,0,1,122,64,39,16,4,NA,NA,NA,"","liom","liom"
"635","2","50",0,2009,70,46,27,5,0,NA,NA,9,2010,0,1,70,43,39,2,0,NA,NA,NA,"","liom","vacant"
"636","2","51",0,2009,81,59,44,0,0,NA,NA,0,2010,0,1,81,49,45,2,1,NA,NA,NA,"","vacant","vacant"
"637","2","52",0,2009,68,16,20,0,0,NA,NA,0,2010,0,1,68,19,13,0,0,NA,NA,NA,"","vacant","liom"
"638","2","53",0,2009,20,6,6,2,0,NA,NA,0,2010,0,1,17,8,3,0,0,NA,NA,NA,"","vacant","vacant"
"639","2","54",0,2009,86,49,36,0,0,NA,NA,0,2010,0,1,84,48,34,2,0,NA,NA,NA,"","vacant","vacant"
"640","2","55",0,2009,45,36,20,0,0,NA,NA,0,2010,0,1,49,36,18,3,0,NA,NA,NA,"","vacant","liom"
"641","2","56",0,2009,49,24,14,3,0,NA,NA,17,2010,0,1,41,28,15,7,0,NA,NA,NA,"","liom","liom"
"642","2","57",0,2009,96,37,29,10,1,NA,NA,26,2010,0,1,100,41,34,10,16,NA,NA,NA,"","liom","liom"
"643","2","58",0,2009,45,37,21,5,0,NA,NA,13,2010,0,1,48,38,36,2,0,NA,NA,NA,"","liom","liom"
"644","2","59",0,2009,60,20,8,0,0,NA,NA,3,2010,0,1,51,5,5,2,0,NA,NA,NA,"","liom","liom"
"645","2","60",0,2009,10,10,6,2,0,NA,NA,2,2010,0,1,14,10,5,2,0,NA,NA,NA,"","liom","liom"
"646","2","61",0,2009,33,13,4,4,0,NA,NA,7,2010,0,1,40,22,21,2,0,NA,NA,NA,"","liom","liom"
"647","2","62",0,2009,18,8,6,3,0,NA,NA,9,2010,0,1,23,11,6,1,0,NA,NA,NA,"","liom","liom"
"648","2","63",0,2009,79,98,44,0,0,NA,NA,1,2010,0,1,79,34,31,0,0,NA,NA,NA,"","liom","vacant"
"649","2","64",0,2009,13,8,7,4,0,NA,NA,1,2010,0,1,14,8,7,6,0,NA,NA,NA,"","liom","vacant"
"650","2","65",0,2009,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,NA,9,1,1,1,0,NA,NA,NA,"",NA,"vacant"
"651","2","TR1",1,2009,24,20,16,3,0,NA,NA,18,2010,0,1,31,31,17,6,0,NA,NA,NA,"","liom","liom"
"652","2","TR10",1,2009,21,19,19,11,0,NA,NA,24,2010,0,1,23,24,23,7,0,NA,NA,NA,"","liom","liom"
"653","2","TR11",1,2009,43,28,19,0,0,NA,NA,11,2010,0,1,45,33,15,0,0,NA,NA,NA,"","liom","vacant"
"654","2","TR12",1,2009,22,10,8,1,0,NA,NA,2,2010,0,1,29,17,11,1,0,NA,NA,NA,"","crem","liom"
"655","2","TR13",1,2009,46,28,22,3,0,NA,NA,0,2010,0,1,48,45,20,0,0,NA,NA,NA,"","vacant","liom"
"656","2","TR14",1,2009,42,22,16,4,0,NA,NA,0,2010,0,1,41,28,24,3,0,NA,NA,NA,"","vacant","liom"
"657","2","TR15",1,2009,26,25,8,3,0,NA,NA,4,2010,0,1,26,34,12,7,0,NA,NA,NA,"","liom","liom"
"658","2","TR16",1,2009,26,35,6,0,0,NA,NA,14,2010,0,1,27,12,3,3,0,NA,NA,NA,"","liom","liom"
"659","2","TR17",1,2009,16,12,4,1,0,NA,NA,3,2010,0,1,18,16,8,5,0,NA,NA,NA,"","liom","liom"
"660","2","TR18",1,2009,20,17,11,4,0,NA,NA,6,2010,0,1,27,19,13,2,0,NA,NA,NA,"","liom","liom"
"661","2","TR2",1,2009,31,22,18,1,0,NA,NA,10,2010,0,1,35,19,16,0,0,NA,NA,NA,"","liom","vacant"
"662","2","TR3",1,2009,20,14,12,4,0,NA,NA,1,2010,0,1,21,18,15,2,0,NA,NA,NA,"","liom","liom"
"663","2","TR4",1,2009,30,26,15,6,0,NA,NA,10,2010,0,1,32,29,24,9,0,NA,NA,NA,"","liom","liom"
"664","2","TR5",1,2009,20,18,5,2,0,NA,NA,6,2010,0,1,27,18,4,3,0,NA,NA,NA,"","liom","liom"
"665","2","TR6",1,2009,25,18,11,2,0,NA,NA,3,2010,0,1,22,24,21,0,0,NA,NA,NA,"","liom","vacant"
"666","2","TR7",1,2009,29,20,10,0,0,NA,NA,0,2010,0,1,38,28,13,1,0,NA,NA,NA,"","vacant","vacant"
"667","2","TR8",1,2009,29,22,12,4,0,NA,NA,10,2010,0,1,30,15,8,2,0,NA,NA,NA,"","liom","liom"
"668","2","TR9",1,2009,19,15,12,3,0,NA,NA,0,2010,0,1,28,20,15,3,0,NA,NA,NA,"","vacant","vacant"
"669","3","1",0,2009,84,85,67,37,1,NA,NA,27,2010,0,1,91,94,79,42,10,NA,NA,NA,"","liom","liom"
"670","3","2",0,2009,55,52,44,11,0,NA,NA,19,2010,0,1,59,52,40,12,9,NA,NA,NA,"","liom","liom"
"671","3","3",0,2009,86,68,34,14,4,NA,NA,34,2010,0,1,88,63,40,10,25,NA,NA,NA,"","liom","liom"
"672","3","4",0,2009,80,95,40,16,0,NA,NA,18,2010,0,1,81,115,43,13,19,NA,NA,NA,"","liom","liom"
"673","3","5",0,2009,108,62,57,20,12,NA,NA,18,2010,0,1,96,74,56,21,55,NA,NA,NA,"","liom","liom"
"674","3","6",0,2009,110,122,65,25,114,NA,NA,NA,2010,0,1,122,134,58,61,121,NA,NA,NA,"","liom","liom"
"675","3","7",0,2009,63,61,39,20,0,NA,NA,21,2010,0,1,67,64,34,28,2,NA,NA,NA,"","liom","liom"
"676","3","8",0,2009,43,50,35,14,0,NA,NA,14,2010,0,1,50,57,34,14,0,NA,NA,NA,"","liom","liom"
"677","3","9",0,2009,75,66,42,7,18,NA,NA,40,2010,0,1,81,80,41,15,6,NA,NA,NA,"","liom","liom"
"678","3","10",0,2009,56,33,19,7,0,NA,NA,13,2010,0,1,66,44,31,13,1,NA,NA,NA,"","liom","liom"
"679","3","11",0,2009,52,29,24,5,0,NA,NA,4,2010,0,1,61,24,23,10,1,NA,NA,NA,"","liom","liom"
"680","3","12",0,2009,24,33,25,0,0,NA,NA,2,2010,0,1,30,24,14,12,0,NA,NA,NA,"","liom","liom"
"681","3","13",0,2009,111,78,42,17,10,NA,NA,50,2010,0,1,110,67,46,21,28,NA,NA,NA,"","liom","liom"
"682","3","14",0,2009,126,79,71,32,7,NA,NA,47,2010,0,1,127,91,77,8,18,NA,NA,NA,"","liom","liom"
"683","3","15",0,2009,50,44,40,13,0,NA,NA,5,2010,0,1,52,46,23,4,0,NA,NA,NA,"","liom","liom"
"684","3","16",0,2009,98,163,101,17,32,NA,NA,28,2010,0,1,98,160,90,65,66,NA,NA,NA,"","liom","liom"
"685","3","17",0,2009,87,44,39,25,0,NA,NA,27,2010,0,1,94,52,36,16,7,NA,NA,NA,"","liom","liom"
"686","3","18",0,2009,92,81,40,16,15,NA,NA,23,2010,0,1,91,54,42,19,10,NA,NA,NA,"","liom","liom"
"687","3","19",0,2009,56,45,15,11,0,NA,NA,5,2010,0,1,71,44,22,8,0,NA,NA,NA,"","liom","liom"
"688","3","20",0,2009,80,73,50,34,6,NA,NA,20,2010,0,1,83,94,53,20,45,NA,NA,NA,"","liom","liom"
"689","3","21",0,2009,90,43,34,5,0,NA,NA,16,2010,0,1,101,57,56,14,3,NA,NA,NA,"","liom","liom"
"690","3","22",0,2009,145,91,80,34,44,NA,NA,31,2010,0,1,143,109,81,42,71,NA,NA,NA,"","liom","liom"
"691","3","23",0,2009,69,44,23,7,3,NA,NA,17,2010,0,1,72,42,20,6,3,NA,NA,NA,"","liom","liom"
"692","3","24",0,2009,66,42,35,4,7,NA,NA,35,2010,0,1,62,46,31,3,11,NA,NA,NA,"","liom","liom"
"693","3","25",0,2009,28,21,12,8,0,NA,NA,0,2010,0,1,35,23,16,7,0,NA,NA,NA,"","vacant","liom"
"694","3","26",0,2009,126,88,76,47,34,NA,NA,33,2010,0,1,128,96,81,63,32,NA,NA,NA,"","liom","liom"
"695","3","27",0,2009,37,30,28,8,0,NA,NA,12,2010,0,1,42,34,27,7,0,NA,NA,NA,"","liom","liom"
"696","3","28",0,2009,75,63,56,6,0,NA,NA,6,2010,0,1,72,71,60,22,0,NA,NA,NA,"","liom","liom"
"697","3","29",0,2009,9,85,6,0,0,NA,NA,0,2010,0,1,10,6,4,0,0,NA,NA,NA,"","vacant","vacant"
"698","3","30",0,2009,130,88,79,33,1,NA,NA,16,2010,0,1,136,90,75,13,56,NA,NA,NA,"","liom","liom"
"699","3","31",0,2009,43,25,14,9,0,NA,NA,3,2010,0,1,39,29,18,0,0,NA,NA,NA,"","liom","vacant"
"700","3","32",0,2009,42,32,27,4,0,NA,NA,7,2010,0,1,42,28,16,0,0,NA,NA,NA,"","liom","vacant"
"701","3","33",0,2009,156,91,62,8,14,NA,NA,14,2010,0,1,150,75,62,16,18,NA,NA,NA,"","liom","liom"
"702","3","34",0,2009,63,76,48,23,0,NA,NA,11,2010,0,1,57,71,46,14,3,NA,NA,NA,"","liom","liom"
"703","3","35",0,2009,78,83,52,8,1,NA,NA,8,2010,0,1,71,65,52,14,14,NA,NA,NA,"","liom","liom"
"704","3","36",0,2009,30,24,14,6,0,NA,NA,3,2010,0,1,23,21,19,1,0,NA,NA,NA,"","liom","vacant"
"705","3","37",0,2009,58,52,38,14,0,NA,NA,3,2010,0,1,57,49,47,17,3,NA,NA,NA,"","liom","liom"
"706","3","38",0,2009,55,47,36,6,0,NA,NA,3,2010,0,1,60,44,36,6,4,NA,NA,NA,"","liom","liom"
"707","3","39",0,2009,28,29,19,8,0,NA,NA,5,2010,0,1,32,41,24,2,0,NA,NA,NA,"","liom","vacant"
"708","3","40",0,2009,37,13,8,3,0,NA,NA,3,2010,0,1,42,23,13,11,0,NA,NA,NA,"","liom","liom"
"709","3","41",0,2009,78,60,41,16,14,NA,NA,22,2010,0,1,79,68,50,15,43,NA,NA,NA,"","liom","liom"
"710","3","42",0,2009,23,13,11,0,0,NA,NA,0,2010,0,1,11,2,2,0,0,NA,NA,NA,"","vacant","vacant"
"711","3","43",0,2009,90,91,70,36,3,NA,NA,5,2010,0,1,89,95,83,16,14,NA,NA,NA,"","liom","liom"
"712","3","44",0,2009,79,80,41,16,3,NA,NA,5,2010,0,1,80,89,52,5,29,NA,NA,NA,"","liom","vacant"
"713","3","45",0,2009,52,39,26,7,0,NA,NA,3,2010,0,1,54,42,24,0,0,NA,NA,NA,"","liom","vacant"
"714","3","46",0,2009,56,32,21,9,0,NA,NA,8,2010,0,1,87,43,32,6,0,NA,NA,NA,"","liom","vacant"
"715","3","47",0,2009,74,30,23,6,0,NA,NA,4,2010,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","liom",NA
"716","3","48",0,2009,55,53,48,4,0,NA,NA,4,2010,0,1,59,61,37,10,0,NA,NA,NA,"","liom",NA
"717","3","49",0,2009,45,28,11,4,0,NA,NA,4,2010,0,1,46,28,15,0,0,NA,NA,NA,"","liom","vacant"
"718","3","50",0,2009,52,28,25,2,0,NA,NA,0,2010,0,1,51,26,24,8,0,NA,NA,NA,"","vacant","liom"
"719","3","51",0,2009,143,70,60,14,6,NA,NA,19,2010,0,1,150,70,60,15,34,NA,NA,NA,"","liom","liom"
"720","3","52",0,2009,76,52,43,7,0,NA,NA,8,2010,0,1,80,48,45,9,4,NA,NA,NA,"","liom","liom"
"721","3","53",0,2009,65,38,27,18,0,NA,NA,11,2010,0,1,65,43,37,9,2,NA,NA,NA,"","liom","liom"
"722","3","54",0,2009,13,9,5,0,0,NA,NA,0,2010,0,1,41,23,10,5,0,NA,NA,NA,"","vacant","liom"
"723","3","55",0,2009,38,28,12,0,0,NA,NA,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"724","3","56",0,2009,76,52,30,19,0,NA,NA,13,2010,0,1,83,60,30,14,8,NA,NA,NA,"","liom","liom"
"725","3","57",0,2009,71,39,38,10,0,NA,NA,6,2010,0,1,75,55,42,7,12,NA,NA,NA,"","liom","vacant"
"726","3","58",0,2009,74,61,34,26,0,NA,NA,16,2010,0,1,80,58,42,7,1,NA,NA,NA,"","liom","liom"
"727","3","59",0,2009,83,33,30,0,0,NA,NA,0,2010,0,1,75,15,3,0,0,NA,NA,NA,"","vacant","vacant"
"728","3","60",0,2009,75,63,49,24,2,NA,NA,8,2010,0,1,86,61,50,5,7,NA,NA,NA,"","liom","vacant"
"729","3","61",0,2009,126,121,88,18,4,NA,NA,12,2010,0,1,126,109,87,7,44,NA,NA,NA,"","liom","liom"
"730","3","62",0,2009,151,132,98,62,84,NA,NA,19,2010,0,1,150,146,108,82,145,NA,NA,NA,"","liom","liom"
"731","3","63",0,2009,93,79,53,36,10,NA,NA,12,2010,0,1,100,90,62,54,66,NA,NA,NA,"","liom","liom"
"732","3","64",0,2009,39,34,17,14,0,NA,NA,8,2010,0,1,34,38,25,4,0,NA,NA,NA,"","liom","liom"
"733","3","65",0,2009,142,147,100,58,65,NA,NA,20,2010,0,1,150,145,115,42,56,NA,NA,NA,"","liom","liom"
"734","3","66",0,2009,78,44,32,3,0,NA,NA,0,2010,0,1,82,44,32,7,1,NA,NA,NA,"","vacant","liom"
"735","3","67",0,2009,64,40,46,0,0,NA,NA,0,2010,0,1,55,26,24,0,0,NA,NA,NA,"","vacant","vacant"
"736","3","68",0,2009,98,60,52,0,0,NA,NA,0,2010,0,1,98,56,52,11,0,NA,NA,NA,"","vacant","liom"
"737","3","69",0,2009,126,83,61,7,0,NA,NA,4,2010,0,1,121,93,57,6,4,NA,NA,NA,"","liom","vacant"
"738","3","70",0,2009,105,77,58,17,1,NA,NA,6,2010,0,1,114,80,60,20,15,NA,NA,NA,"","liom","liom"
"739","3","71",0,2009,56,31,26,0,0,NA,NA,1,2010,0,1,55,32,25,2,0,NA,NA,NA,"","liom","vacant"
"740","3","72",0,2009,40,28,12,5,0,NA,NA,3,2010,0,1,40,34,21,3,0,NA,NA,NA,"","liom","vacant"
"741","3","73",0,2009,59,37,28,0,0,NA,NA,0,2010,0,1,64,31,31,0,0,NA,NA,NA,"","vacant","vacant"
"742","3","74",0,2009,29,13,6,0,0,NA,NA,0,2010,0,1,16,7,2,0,0,NA,NA,NA,"","vacant","vacant"
"743","3","75",0,2009,131,83,68,4,31,NA,NA,12,2010,0,1,160,74,69,5,44,NA,NA,NA,"","liom","liom"
"744","3","76",0,2009,49,44,17,2,0,NA,NA,1,2010,0,1,52,40,19,2,0,NA,NA,NA,"","liom","liom"
"745","3","77",0,2009,26,16,8,0,0,NA,NA,0,2010,0,1,23,11,2,0,0,NA,NA,NA,"","vacant","vacant"
"746","3","78",0,2009,37,18,15,0,0,NA,NA,0,2010,0,1,36,18,14,4,0,NA,NA,NA,"","vacant","liom"
"747","3","79",0,2009,39,15,13,0,0,NA,NA,0,2010,0,1,39,19,11,5,0,NA,NA,NA,"","vacant","liom"
"748","3","80",0,2009,52,30,21,8,0,NA,NA,18,2010,0,1,63,51,22,0,0,NA,NA,NA,"","liom","vacant"
"749","3","81",0,2009,122,89,54,48,26,NA,NA,35,2010,0,1,124,90,69,23,67,NA,NA,NA,"","liom","liom"
"750","3","82",0,2009,8,7,3,5,0,NA,NA,0,2010,0,1,10,8,3,1,0,NA,NA,NA,"","vacant","vacant"
"751","3","83",0,2009,9,7,2,0,0,NA,NA,0,2010,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"752","3","84",0,2009,24,8,5,0,0,NA,NA,0,2010,0,1,21,6,3,1,0,NA,NA,NA,"","vacant","liom"
"753","3","85",0,2009,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,NA,17,14,8,5,0,NA,NA,NA,"",NA,"liom"
"754","3","86",0,2009,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,NA,18,10,7,4,0,NA,NA,NA,"",NA,"vacant"
"755","4","1",0,2009,24,23,9,0,0,NA,NA,0,2010,0,1,19,14,3,0,0,NA,NA,NA,"","vacant","vacant"
"756","4","2",0,2009,48,22,21,5,0,NA,NA,6,2010,0,1,38,21,21,2,0,NA,NA,NA,"","liom","liom"
"757","4","3",0,2009,30,13,11,2,0,NA,NA,1,2010,0,1,33,22,11,5,0,NA,NA,NA,"","crem","liom"
"758","4","4",0,2009,26,23,16,3,0,NA,NA,0,2010,0,1,20,10,4,0,0,NA,NA,NA,"","vacant","vacant"
"759","4","5",0,2009,32,25,15,0,0,NA,NA,0,2010,0,1,34,32,20,4,0,NA,NA,NA,"","vacant","liom"
"760","4","6",0,2009,50,28,26,0,0,NA,NA,0,2010,0,1,46,24,20,6,0,NA,NA,NA,"","vacant","liom"
"761","4","7",0,2009,70,30,25,0,0,NA,NA,0,2010,0,1,73,29,27,2,2,NA,NA,NA,"","vacant","liom"
"762","4","8",0,2009,92,56,52,3,0,NA,NA,4,2010,0,1,85,64,53,5,0,NA,NA,NA,"","liom","liom"
"763","4","9",0,2009,63,52,50,7,0,NA,NA,5,2010,0,1,63,58,52,14,0,NA,NA,NA,"","liom","liom"
"764","4","10",0,2009,36,33,26,0,0,NA,NA,0,2010,0,1,32,32,27,0,0,NA,NA,NA,"","vacant","vacant"
