"","Plot","TagID","Transplant","Year_t","Height_t","Width_t","Perp_t","NS_t","Goodbuds_t","TotFlowerbuds_t","ABFlowerbuds_t","Antcount_t","Year_t1","Newplant","Survival_t1","Height_t1","Width_t1","Perp_t1","NS_t1","Goodbuds_t1","TotFlowerbuds_t1","ABFlowerbuds_t1","Antcount_t1","comments","Ant_sp_t","Ant_sp_t1"
"3481","8","78",0,2013,47,41,30,15,0,NA,0,7,2014,0,1,54,44,40,19,0,NA,0,8,"","fore","crem"
"3482","8","79",0,2013,78,109,83,11,0,NA,1,16,2014,0,1,86,108,80,22,2,NA,0,40,"","liom","liom"
"3483","8","80",0,2013,85,84,49,7,3,NA,2,16,2014,0,1,107,78,59,5,0,NA,0,7,"half dead","liom","liom"
"3484","8","82",0,2013,13,6,2,0,0,NA,0,0,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"3485","8","83",0,2013,33,23,22,15,0,NA,0,13,2014,0,1,34,31,26,2,0,NA,0,13,"","liom","liom"
"3486","8","84",0,2013,16,5,4,0,0,NA,0,1,2014,0,1,21,14,7,5,0,NA,0,6,"","crem","crem"
"3487","8","85",0,2013,12,7,4,0,0,NA,0,2,2014,0,1,11,8,3,0,0,NA,0,0,"1-WVL-gerst, dying","crem","vacant"
"3488","8","86",0,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"not on 2014 data sheet, dead in 2013",NA,NA
"3489","8","87",0,2013,22,15,6,3,0,NA,0,2,2014,0,1,22,12,10,0,0,NA,0,4,"","liom","other"
"3490","8","88",NA,2013,17,8,3,0,0,NA,0,0,2014,0,1,24,11,6,2,0,NA,0,6,"","vacant","crem"
"3491","8","89",NA,2013,9,7,4,4,0,NA,0,13,2014,0,1,21,10.5,8,3,0,NA,0,7,"","crem","liom"
"3492","8","90",NA,2013,36,34,9,2,0,NA,0,7,2014,0,1,36,39,7,0,0,NA,0,0,"","crem","vacant"
"3493","8","91",NA,2013,15,6,4,1,0,NA,0,0,2014,0,1,19,7.5,3,0,0,NA,0,4,"","vacant","liom"
"3494","8","92",NA,2013,16,16,2,0,0,NA,0,0,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"3495","8","93",NA,2013,15,15,9,0,0,NA,0,7,2014,0,1,28,27,19,6,0,NA,0,11,"","liom","liom"
"3496","8","94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,8.5,2,2,2,0,NA,0,0,"",NA,"crem"
"3497","8","95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,17,14.5,10,2,0,NA,0,16,"",NA,"other"
"3498","8","96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,5,1.5,1.5,1,0,NA,0,0,"",NA,"crem"
"3499","8","97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,22,12,17,4,0,NA,0,1,"",NA,"other"
"3500","8","98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,22,15,8,2,0,NA,0,0,"",NA,"vacant"
"3501","1","113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,10,2,2,1,0,NA,0,0,"",NA,"vacant"
"3502","1","114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,2,1,1,0,0,NA,0,0,"",NA,"vacant"
"3503","1","115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 new recruits and 3 dead (cluster)",NA,NA
"3504","1","117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,11,10,3.5,0,0,NA,0,0,"",NA,"vacant"
"3505","3","100",0,2013,29,25,14,0,0,NA,0,0,2014,0,1,34,20,17,5,0,NA,0,14,"","vacant","crem"
"3506","3","101",0,2013,19,9,8,4,0,NA,0,0,2014,0,1,25,17,14,0,0,NA,0,12,"","vacant","crem"
"3507","3","102",NA,2013,15,9,8,8,0,NA,0,1,2014,0,1,23,18,16,5,0,NA,0,8,"","liom","liom"
"3508","3","104",NA,2013,13,4,2,3,0,NA,0,0,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"3509","3","105",NA,2013,12,8,5,3,0,NA,0,3,2014,0,1,19,14,9,3,0,NA,0,4,"","liom","liom"
"3510","3","106",NA,2013,13,9,4,4,0,NA,0,0,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"not on 2014 sheet","vacant",NA
"3511","3","107",NA,2013,14,9,7,8,0,NA,0,3,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"not on 2014 sheet","liom",NA
"3512","3","108",NA,2013,9,5,3,2,0,NA,0,1,2014,0,1,17,8,8,2,0,NA,0,3,"","other","crem"
"3513","3","109",NA,2013,10,6,4,2,0,NA,0,2,2014,0,1,12.5,5,3.5,1,0,NA,0,1,"","crem","crem"
"3514","3","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,1.5,0.3,0.5,0,0,NA,0,0,"",NA,"vacant"
"3515","3","111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,6,1.5,1.5,0,0,NA,0,0,"",NA,"vacant"
"3516","3","112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,9,9,7,0,0,NA,0,1,"recruit from colnal growth",NA,"other"
"3517","3","114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,2,0.5,0.5,0,0,NA,0,0,"",NA,"vacant"
"3518","3","115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,1.5,0.4,0.3,0,0,NA,0,0,"",NA,"vacant"
"3519","3","116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,3,0.5,0.4,0,0,NA,0,0,"",NA,"vacant"
"3520","3","117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,2,1,1,0,0,NA,0,0,"",NA,"liom"
"3521","3","118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,17,7,5,3,0,NA,0,4,"not new",NA,"liom"
"3522","3","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,5,1,1,0,0,NA,0,0,"",NA,"vacant"
"3523","3","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,3,1,1,0,0,NA,0,0,"",NA,"vacant"
"3524","3","121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,2.2,0.5,0.5,0,0,NA,0,0,"",NA,"vacant"
"3525","3","122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,2.5,0.3,0.5,0,0,NA,0,0,"",NA,"vacant"
"3526","3","123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,2.5,0.5,0.5,0,0,NA,0,0,"",NA,"vacant"
"3527","3","124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,1.5,0.3,0.3,0,0,NA,0,0,"",NA,"vacant"
"3528","3","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,1.5,0.5,0.5,0,0,NA,0,0,"",NA,"vacant"
"3529","3","126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,2,0.5,0.5,0,0,NA,0,0,"possibly older than others",NA,"vacant"
"3530","3","127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,1,0.5,0.3,0,0,NA,0,0,"",NA,"vacant"
"3531","3","128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,2,0.4,0.4,0,0,NA,0,0,"",NA,"vacant"
"3532","3","129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,1.8,0.5,0.5,0,0,NA,0,0,"",NA,"vacant"
"3533","3","130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,2,0.5,0.5,0,0,NA,0,0,"",NA,"vacant"
"3534","3","131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,2,1,1,0,0,NA,0,0,"",NA,"vacant"
"3535","4","100",NA,2013,14,6,4,1,0,NA,0,0,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"missing data","vacant",NA
"3536","4","101",NA,2013,8,2,1,0,0,NA,0,0,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"3537","4","102",NA,2013,4,3,1,1,0,NA,0,1,2014,0,1,5,6,2,1,0,NA,0,0,"","crem","vacant"
"3538","4","103",NA,2013,3,1,1,1,0,NA,0,0,2014,0,1,6,3,2,2,0,NA,0,0,"","vacant","vacant"
"3539","4","104",NA,2013,10,10,9,2,0,NA,0,0,2014,0,1,20,14,12,2,0,NA,0,0,"","vacant","vacant"
"3540","4","105",NA,2013,21,16,7,4,0,NA,0,0,2014,0,1,24,18,16,0,0,NA,0,2,"","vacant","crem"
"3541","4","105",NA,2013,21,16,7,4,0,NA,0,0,2014,0,1,24,18,16,0,0,NA,0,2,"","vacant","crem"
"3542","4","106",NA,2013,21,4,3,4,0,NA,0,0,2014,0,1,29,17,9,3,0,NA,0,4,"","vacant","liom"
"3543","4","107",NA,2013,11,7,5,3,0,NA,0,0,2014,0,1,16,12,10.5,3,0,NA,0,20,"hiding in bush, not new","vacant","liom"
"3544","4","109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,25,16,4,2,0,NA,0,5,"",NA,"liom"
"3545","4","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,8,8,3.5,0,0,NA,0,0,"",NA,"vacant"
"3546","4","111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,7.5,1.5,1.5,1,0,NA,0,0,"",NA,"vacant"
"3547","4","112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,34,13,12,0,0,NA,0,0,"",NA,"vacant"
"3548","1","116A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,2,0.3,0.2,0,0,NA,0,0,"",NA,"vacant"
"3549","1","116B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,1,0.2,0.2,0,0,NA,0,0,"1-NP-ad, 1-NP-juv",NA,"liom"
"3550","1","19A",0,2013,79,54,40,32,8,NA,1,12,2014,0,1,79,62,44,19,4,NA,0,16,"","liom","liom"
"3551","1","19B",0,2013,82,39,37,12,1,NA,0,10,2014,0,1,82,40,26,6,1,NA,1,8,"","liom","liom"
"3552","1","51B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,1,18,26,4,2,0,NA,0,3,"",NA,"liom"
"3553","1","53X",0,2013,64,26,21,8,2,NA,0,12,2014,0,1,74,36,30,10,5,NA,0,15,"","liom","liom"
"3554","1","53Y",0,2013,60,40,25,9,0,NA,0,8,2014,0,1,67,58,35,12,0,NA,0,40,"","liom","liom"
"3555","1","63A",0,2013,52,37,34,24,0,NA,0,3,2014,0,1,47,46,29,11,0,NA,0,14,"A & B may be same plant","liom","crem"
"3556","1","63B",0,2013,22,28,25,8,0,NA,0,1,2014,0,1,34,27,20,4,0,NA,0,8,"","liom","crem"
"3557","1","69A",0,2013,14,11,5,2,0,NA,0,0,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"3558","1","69B",0,2013,12,2,2,0,0,NA,0,0,2014,0,1,14,5,6,4,0,NA,0,1,"","vacant","liom"
"3559","1","69C",0,2013,12,8,5,0,0,NA,0,0,2014,0,1,14,16,12,2,0,NA,0,0,"","vacant","vacant"
"3560","1","73C",0,2013,7,4,1,2,0,NA,0,0,2014,0,1,8,7,5,0,0,NA,0,0,"","vacant","vacant"
"3561","1","73D",0,2013,7,3,1,0,0,NA,0,0,2014,0,1,8,5,2,0,0,NA,0,0,"not on 2014 data sheet","vacant","vacant"
"3562","1","73E",0,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"1-WVL-gerst",NA,NA
"3563","1","75A",0,2013,35,24,22,6,0,NA,0,8,2014,0,1,37,33,34,9,0,NA,0,17,"","liom","liom"
"3564","1","75B",0,2013,21,16,14,2,0,NA,0,4,2014,0,1,30,35,10,0,0,NA,0,3,"","liom","liom"
"3565","1","82A",0,2013,19,9,3,3,0,NA,0,0,2014,0,1,18,8,6,0,0,NA,0,0,"","vacant","vacant"
"3566","1","82B",0,2013,5,3,2,0,0,NA,0,0,2014,0,1,7,4,2,0,0,NA,0,0,"","vacant","vacant"
"3567","1","82C",0,2013,5,2,1,0,0,NA,0,0,2014,0,1,10,3,2,0,0,NA,0,0,"","vacant","vacant"
"3568","1","82D",0,2013,2,1,1,0,0,NA,0,0,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"3569","1","92A",NA,2013,7,5,2,0,0,NA,0,0,2014,0,1,6,2.5,1,2,0,NA,0,0,"","vacant","vacant"
"3570","1","92B",NA,2013,9,3,2,2,0,NA,0,0,2014,0,1,8,3,2,5,0,NA,0,0,"2-NP-ad","vacant","vacant"
"3571","1","TR1",1,2013,43,42,34,15,0,NA,0,17,2014,0,1,46,41,40,5,0,NA,0,3,"","liom","liom"
"3572","1","TR10",1,2013,19,14,8,0,0,NA,0,0,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"3573","1","TR11",1,2013,45,38,11,10,0,NA,0,15,2014,0,1,43,23,14,7,0,NA,0,6,"2-NP-ad","liom","liom"
"3574","1","TR12",1,2013,51,41,32,7,0,NA,0,6,2014,0,1,60,41,30,0,0,NA,0,0,"","liom","vacant"
"3575","1","TR13",1,2013,35,34,22,8,0,NA,0,3,2014,0,1,22,21,14,1,0,NA,0,7,"","crem","crem"
"3576","1","TR2",1,2013,48,31,24,13,0,NA,0,1,2014,0,1,49,40,25,9,1,NA,0,12,"","liom","liom"
"3577","1","TR3",1,2013,45,39,32,16,0,NA,0,8,2014,0,1,54,34,28,8,0,NA,0,3,"not on 2014 data sheet","liom","liom"
"3578","1","TR4",1,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"3579","1","TR5",1,2013,27,24,15,10,0,NA,0,1,2014,0,1,33,19,11,1,0,NA,0,1,"","liom","liom"
"3580","1","TR6",1,2013,14,4,2,0,0,NA,0,0,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"3581","1","TR8",1,2013,36,26,18,0,0,NA,0,0,2014,0,1,48,33,26,4,0,NA,0,13,"","vacant","liom"
"3582","1","TR9",1,2013,41,42,17,10,0,NA,0,13,2014,0,1,47,41,4,1,0,NA,0,10,"","liom","liom"
"3583","2","71A",NA,2013,13,2,2,1,0,NA,0,0,2014,0,1,17,95,3,0,0,NA,0,0,"","vacant","vacant"
"3584","2","71B",NA,2013,9,2,1.5,2,0,NA,0,0,2014,0,1,10,95,2,0,0,NA,0,0,"","vacant","vacant"
"3585","2","80A",NA,2013,6,1.5,1.5,1,0,NA,0,0,2014,0,1,7,4,1.5,2,0,NA,0,0,"","vacant","vacant"
"3586","2","80B",NA,2013,6,3,2,1,0,NA,0,0,2014,0,1,10,3.5,3.5,3,0,NA,0,0,"","vacant","vacant"
"3587","2","80C",NA,2013,6,2,2,3,0,NA,0,0,2014,0,1,10,6.5,3,3,0,NA,0,0,"","vacant","vacant"
"3588","2","86A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,0.5,0.5,0.5,0,0,NA,0,0,"east of 86A",NA,"vacant"
"3589","2","86B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,2.5,1,0.8,0,0,NA,0,0,"",NA,"liom"
"3590","2","TR1",1,2013,40,31,25,2,0,NA,0,2,2014,0,1,37,32,39,12,0,NA,0,21,"","liom","liom"
"3591","2","TR11",1,2013,43,55,46,8,0,NA,0,43,2014,0,1,50,51,47,10,0,NA,0,37,"","crem","crem"
"3592","2","TR12",1,2013,31,11,8,0,0,NA,0,0,2014,0,1,28,13,7,0,0,NA,0,0,"","vacant","vacant"
"3593","2","TR13",1,2013,45,30,15,0,0,NA,0,0,2014,0,1,52,32,18,0,0,NA,0,0,"","vacant","vacant"
"3594","2","TR14",1,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"roots exposed, soil washed away, may affect height",NA,NA
"3595","2","TR15",1,2013,34,35,31,8,0,NA,0,8,2014,0,1,38,42,33,6,0,NA,0,4,"","liom","liom"
"3596","2","TR16",1,2013,27,25,17,12,0,NA,0,17,2014,0,1,31,29,27,0,0,NA,0,5,"","crem","crem"
"3597","2","TR17",1,2013,12,2,1,0,0,NA,0,0,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"no tag but location is right for TR 17?","vacant",NA
"3598","2","TR18",1,2013,36,29,19,12,0,NA,0,9,2014,0,1,39,37,22,9,0,NA,0,2,"","liom","other"
"3599","2","TR2",1,2013,31,29,22,9,0,NA,0,13,2014,0,1,35,29,25,7,0,NA,0,33,"","liom","liom"
"3600","2","TR3",1,2013,22,20,17,10,0,NA,0,0,2014,0,1,16,14,12,3,0,NA,0,5,"","vacant","liom"
"3601","2","TR4",1,2013,39,42,30,4,0,NA,0,26,2014,0,1,45,57,29,6,0,NA,0,21,"","crem","crem"
"3602","2","TR7",1,2013,42,23,15,0,0,NA,0,0,2014,0,1,46,23,22,4,0,NA,0,0,"","vacant","vacant"
"3603","2","TR8",1,2013,10,5,3,3,0,NA,0,0,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"3604","3","103A",NA,2013,15,7,6,4,0,NA,0,0,2014,0,1,22,16,14,4,0,NA,0,9,"","vacant","liom"
"3605","3","103B",NA,2013,9,5,2,3,0,NA,0,0,2014,0,1,11,6,4,1,0,NA,0,2,"","vacant","liom"
"3606","3","103C",NA,2013,3,1.5,1,1,0,NA,0,0,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","vacant",NA
"3607","3","103D",NA,2013,15,6,2,2,0,NA,0,0,2014,0,1,22,16,14,4,0,NA,0,9,"north, not tagged","vacant","liom"
"3608","3","113A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,1,0.3,0.3,0,0,NA,0,0,"south, not tagged",NA,"vacant"
"3609","3","113B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,2,0.4,0.4,0,0,NA,0,0,"east, not tagged",NA,"vacant"
"3610","3","113C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,1.2,0.4,0.4,0,0,NA,0,0,"west, not tagged",NA,"vacant"
"3611","3","113D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,1.8,0.5,0.4,0,0,NA,0,0,"",NA,"vacant"
"3612","3","89A",0,2013,10,6,6,3,0,NA,0,0,2014,0,1,11,13,7,1,0,NA,0,0,"","vacant","vacant"
"3613","3","89C",0,2013,10,5,2,2,0,NA,0,0,2014,0,1,16,6,5,2,0,NA,0,0,"","vacant","vacant"
"3614","3","89D",0,2013,7,2,2,2,0,NA,0,0,2014,0,1,10,5,5,1,0,NA,0,0,"","vacant","vacant"
"3615","3","94A",0,2013,17,11,5,4,0,NA,0,0,2014,0,1,24,13,12,1,0,NA,0,5,"","vacant","crem"
"3616","3","94B",0,2013,22,11,4,2,0,NA,0,0,2014,0,1,28,17,5,3,0,NA,0,10,"","vacant","crem"
"3617","3","94C",0,2013,6,1,1,0,0,NA,0,0,2014,0,1,9,2,1,0,0,NA,0,0,"5 dead plants in sibling cluster","vacant","vacant"
"3618","4","108A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,12,3,3,3,0,NA,0,3,"",NA,"liom"
"3619","4","108B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,8,8,3.5,0,0,NA,0,0,"",NA,"vacant"
"3620","4","34X",0,2013,41,39,28,12,0,NA,0,15,2014,0,1,46,44,29,3,0,NA,0,5,"","liom","liom"
"3621","4","34Y",0,2013,80,62,55,25,13,NA,0,47,2014,0,1,73,77,58,26,5,NA,1,53,"","liom","liom"
"3622","4","59X",0,2013,56,44,33,15,0,NA,0,28,2014,0,1,69,48,36,8,0,NA,0,13,"starred? - missing","liom","liom"
"3623","4","59Z2",0,2013,4,3,1,1,0,NA,0,1,2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"","crem",NA
"3624","4","TR10",1,2013,32,26,24,10,0,NA,0,12,2014,0,1,38,44,28,9,0,NA,0,20,"","liom","liom"
"3625","4","TR11",1,2013,30,39,12,7,0,NA,0,14,2014,0,1,40,39,25,0,0,NA,0,2,"Phenogaster - likely ant sp.","liom","liom"
"3626","4","TR13",1,2013,45,38,29,6,0,NA,0,5,2014,0,1,52,32,21,7,0,NA,0,6,"looks very ""droopy""","liom","other"
"3627","4","TR14",1,2013,56,36,25,6,0,NA,0,17,2014,0,1,72,28,27,0,0,NA,0,3,"","liom","liom"
"3628","4","TR2",1,2013,44,34,30,14,0,NA,0,25,2014,0,1,45,35,27,14,0,NA,0,21,"","liom","liom"
"3629","4","TR3",1,2013,48,46,44,24,0,NA,0,27,2014,0,1,57,52,39,15,0,NA,0,22,"","liom","liom"
"3630","4","TR4",1,2013,60,56,33,22,0,NA,0,27,2014,0,1,73,55,55,28,0,NA,0,25,"2 NS look like they were eaten","liom","liom"
"3631","4","TR5",1,2013,16,23,19,8,0,NA,0,6,2014,0,1,41,42,31,7,0,NA,0,15,"","liom","liom"
"3632","4","TR6",1,2013,28,33,27,10,0,NA,0,12,2014,0,1,33,47,34,3,0,NA,0,8,"","liom","liom"
"3633","4","TR7",1,2013,25,28,20,12,0,NA,0,15,2014,0,1,28,33,26,9,0,NA,0,14,"","liom","liom"
"3634","4","TR9",1,2013,39,29,21,6,0,NA,0,13,2014,0,1,43,46,27,9,0,NA,0,18,"","liom","liom"
"3635","6","19X",0,2013,111,92,86,19,6,NA,0,29,2014,0,1,104,97,91,36,8,NA,0,48,"","liom","liom"
"3636","6","19Y",0,2013,118,75,35,15,0,NA,0,25,2014,0,1,125,87,66,16,1,NA,1,27,"1-NP-ad","liom","liom"
"3637","6","27X",0,2013,123,102,95,43,7,NA,16,24,2014,0,1,119,115,96,33,44,NA,16,59,"","crem","crem"
"3638","6","27Y",0,2013,49,40,22,4,0,NA,0,0,2014,0,1,66,39,36,2,0,NA,0,0,"2-NP-juv","vacant","vacant"
"3639","6","39X",0,2013,93,113,39,20,3,NA,3,20,2014,0,1,102,130,31,17,8,NA,8,32,"","crem","crem"
"3640","6","39Y",0,2013,53,78,51,21,0,NA,0,7,2014,0,1,60,85,50,12,2,NA,0,16,"T, 1/2 plant dead","liom","liom"
"3641","6","57X",0,2013,25,14,6,2,0,NA,0,0,2014,0,1,35,19,13,2,0,NA,0,0,"","vacant","vacant"
"3642","6","57Y",0,2013,43,11,10,0,0,NA,0,0,2014,0,1,39,28,14,2,0,NA,0,17,"unknown, red and black ant","vacant","crem"
"3643","6","71A",0,2013,12,5,4,3,0,NA,0,0,2014,0,1,16,11,7,2,0,NA,0,1,"","vacant","other"
"3644","6","74A",0,2013,19,13,7,2,0,NA,0,0,2014,0,1,30,18,13,3,0,NA,0,6,"","vacant","crem"
"3645","6","74B",0,2013,7,3,2,2,0,NA,0,0,2014,0,1,12,4,2,0,0,NA,0,0,"","vacant","vacant"
"3646","6","83A",NA,2013,13,7,5,0,0,NA,0,0,2014,0,1,16,6,5.5,0,0,NA,0,0,"A and B look like siblings, but A is much larger","vacant","vacant"
"3647","6","83B",NA,2013,8,4,2,0,0,NA,0,0,2014,0,1,9,6.5,2,1,0,NA,0,0,"A and B look like siblings, but A is much larger","vacant","vacant"
"3648","6","88A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,18,9,8,0,0,NA,0,2,"",NA,"liom"
"3649","6","88B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,4.5,1,1,0,0,NA,0,0,"",NA,"vacant"
"3650","7","56A",0,2013,21,11,5,4,0,NA,0,7,2014,0,1,28,21,21,0,0,NA,0,NA,"","liom",NA
"3651","7","56B",0,2013,8,5,3,1,0,NA,0,0,2014,0,1,13,14,10,0,0,NA,0,NA,"","vacant",NA
"3652","7","78A",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,0.5,0.3,0.3,0,0,NA,0,0,"",NA,"vacant"
"3653","7","78B",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,1,0.5,0.5,0,0,NA,0,0,"maybe 1 year old",NA,"vacant"
"3654","7","80A",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,2.5,0.5,0.5,0,0,NA,0,0,"maybe 1 year old, biggest in cluster",NA,"vacant"
"3655","7","80B",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,3.5,0.5,0.5,0,0,NA,0,0,"maybe 1 year old",NA,"vacant"
"3656","7","80C",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,2.5,0.5,0.5,0,0,NA,0,0,"maybe 1 year old, smallest in cluster",NA,"vacant"
"3657","7","80D",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,2,0.5,0.5,0,0,NA,0,0,"maybe 1 year old, not individually tagged",NA,"vacant"
"3658","7","80E",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"maybe 1 year old, not individually tagged",NA,NA
"3659","7","80F",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"maybe 1 year old, not individually tagged",NA,NA
"3660","7","80G",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"maybe 1 year old, not individually tagged",NA,NA
"3661","7","80H",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"maybe 1 year old, not individually tagged",NA,NA
"3662","7","80I",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"3663","7","81A",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,2,0.5,0.5,0,0,NA,0,0,"",NA,"vacant"
"3664","7","81B",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,3.25,0.5,0.5,0,0,NA,0,0,"",NA,"vacant"
"3665","7","81C",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,2,0.5,0.5,0,0,NA,0,0,"",NA,"vacant"
"3666","7","81D",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,2.25,0.5,0.5,0,0,NA,0,0,"not individually tagged",NA,"vacant"
"3667","7","81E",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not individually tagged",NA,NA
"3668","7","81F",NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"3669","8","75A",0,2013,13,6,3,2,0,NA,0,0,2014,0,1,36,12,15,0,0,NA,0,0,"pulled tag","vacant","vacant"
