"lambda","meanlife","meanLRO","meanagerepro","gentime"
0.992325902508045,1.99769383909248,0.00859802435465862,21.850103533391,171.573693926904
0.99557977415703,1.99819643014608,0.0286496804071542,21.8674480992509,274.452554300976
0.993958128396003,2.00593929843092,0.0533961486349396,4.06876638617035,204.665759025053
0.992931882487311,2.00264426130875,0.0216085632139515,23.1379045904077,181.837971992637
0.995941431969477,2.00519034108449,0.0803445573230202,20.3096310093684,281.801129548416
0.991630658354208,2.00383207206777,0.0178713087811062,5.57275828902391,160.0538015864
0.991469886832746,1.99698873286147,0.00467581204235281,5.74399326077683,159.844061684793
0.994264193412155,1.99763850110877,0.00996570068244863,8.22483753704314,217.604553297191
0.995758285516159,2.00243584497712,0.064609274923283,25.2272734972859,273.296511795616
0.993653442240557,2.00240266178867,0.0338671859225077,16.5610000591484,198.429111513935
0.993579163518971,2.00110449934698,0.0259017305293701,25.4061704713081,197.388954195712
0.993809648009543,2.00131051844649,0.0214687373048836,22.214633172301,205.709591791881
0.992728471240598,2.00165315174969,0.0206481611608972,18.1468049879987,184.078871794357
0.99443430863595,2.00676823867875,0.0551531798514296,9.90624554919957,215.433281583257
0.995184953127023,2.0036332143019,0.0440916572296998,3.54950614700051,240.280465906934
0.993315686719006,2.0026826216815,0.0249394662412699,22.6329857538596,191.994360745778
0.989860268269217,2.00607346305934,0.0168523418923272,18.4331421138762,140.728114170891
0.993418263282348,2.00045520963858,0.0218556888788814,21.4627108442934,194.128479223556
0.995052050195396,1.99855555354462,0.0238283632283292,8.11932422140227,248.090255479661
0.991798698340059,2.00111726461518,0.0122394434400957,3.70761968105412,157.75709181465
0.993160893719709,2.00209000054425,0.0183902909600404,21.6264139933803,186.414679182626
0.992950660286951,2.00317417734385,0.0213535247042635,21.7462558638442,183.054942964554
0.993482388048976,2.00271203780244,0.0301390617007724,22.8176227732934,193.44723553518
0.992121577260321,1.99757835570657,0.00829167822313044,24.6009324601311,168.606027567617
0.995033853481926,2.00091344991247,0.0337783253693736,21.52203809409,237.137226086949
0.994149023833076,2.00744588155268,0.0514497993049499,23.3494874128618,209.261035191132
0.995009431690731,1.99914655889979,0.0243718002557139,24.0006208141358,243.571789072809
0.993179505802791,2.00242202208933,0.0235575645100542,22.0862637082206,188.755627522704
0.99304722021624,1.99664662600997,0.00633492871348181,21.4502202817032,191.778488205999
0.987954806490618,2.00189376333756,0.00645055332284301,19.5584399793872,125.631100384082
0.993271719429159,2.00490962854252,0.0365616215046667,23.2880203375094,189.42130626848
0.997217005556184,2.0280565782255,0.22488329690071,11.4232605171117,323.622536233914
0.989328721504789,2.00264193760241,0.0128961391358463,22.4706769332691,135.763939874292
0.991693380264308,1.99750324718303,0.00690470882821003,22.5704936080309,165.273666844755
0.994307802623542,1.99781865645138,0.0186230116713011,23.2071056554031,221.428269426183
0.993589696136381,1.99761606392694,0.0142233154882151,20.8297363208715,201.853711111313
0.992480256145995,2.00042939740346,0.0164544913599315,25.5297111587967,176.191741596697
0.992761379005714,2.00196779483593,0.0207581618731417,22.2566088763139,185.404281362264
0.993649960697873,2.0023768048279,0.0233033103409074,11.8269123199176,199.800759595191
0.992805023989201,2.00420285228489,0.0374681623340679,10.6234125544264,180.494890983553
0.991605633950636,2.00280038803794,0.0214129161597241,23.7801435132425,165.214573171718
0.994339427680784,2.00108118118875,0.0276671735156022,23.9399752305609,216.041828120905
0.993744597442198,1.99957585695897,0.0207341879383627,5.41075015041111,197.435544655116
0.992436396358067,1.99792070076432,0.0107286834748227,19.3319469365667,178.409448749069
0.990589741830316,2.00011193970836,0.00796049368671821,21.2652858715847,146.313093087618
0.993398454286429,2.00385174447333,0.0340549586114421,23.2326203997058,193.835368978583
0.992094106591951,2.00104280531429,0.0115415895554162,23.0256722775997,168.706950804855
0.993103979295406,1.9977254503004,0.0110103611896008,12.8075727522826,192.723327663186
0.99290562765947,1.99841014101735,0.0118068618414665,20.8505171425705,181.751435548464
0.993624259976339,2.0030616223754,0.0320170707255474,21.7630313942822,199.498604234786
0.992759528927952,1.99767809835082,0.00874046957262574,21.8250760065918,181.013429695758
0.99176854792994,2.00101939396097,0.0118202527240324,16.3964786347776,165.594977078551
0.993204891516298,2.00295272029111,0.0279540600351113,22.5077669222645,189.602866146157
0.990690008309609,1.99725796876201,0.00561456151385564,21.0892118707277,150.203929789005
0.992158413455225,1.99987874758455,0.00803916362688803,4.68915343265475,164.931951973329
0.9918185158968,2.00128349338824,0.0135738840314611,23.7799551299784,170.045772376268
0.993902921802707,1.99721865703219,0.0100810032409561,20.7868899594405,206.915181187583
0.993282575075055,1.99636047615535,0.00747272687311227,11.7233859384567,198.533411672815
0.994472122859997,2.00350544817258,0.0490435482467808,4.51061313893546,227.051101113738
0.995580181955364,2.00349971703818,0.0362993231462179,8.16133788515324,265.876068870644
0.994764352399583,2.00506697477088,0.0513459987051068,22.2771264810019,225.432444087473
0.993740268824854,1.99673600930905,0.00798237507634609,6.59109196600989,205.369798036332
0.9923667477087,2.00101829261628,0.024677182909834,13.9558937298381,181.423108399297
0.992826566411879,1.99928741937312,0.0196976994059781,22.0022936174796,182.96534945037
0.994622905442662,2.00140610224731,0.0338478645327067,14.2498779505551,204.30007310641
0.993205785875895,2.00785793041815,0.0457107004402283,20.8371709926906,185.840468715696
0.996431269101575,2.00291972990333,0.0687467702901111,9.36571947705772,310.612092994417
0.99776210794444,2.00851548260863,0.154848287200929,19.5790528902773,427.361204461491
0.992234340739127,2.00912727076178,0.0381874786835474,7.76314181657256,167.766669046189
0.991186362160854,1.99797139923952,0.00983978932952041,21.0523829045665,153.224862628538
0.990742438752997,2.00055109632769,0.0115129717200112,16.3797466392514,147.273313605627
0.994977967475851,1.99742741550184,0.0130945507361385,18.5240997830993,245.69866546299
