"lambda","meanlife","meanLRO","meanagerepro","gentime"
0.993527724409197,1.99801630541684,0.0127066568970201,18.9484636819094,185.617268271396
0.995607953499882,1.99856377235271,0.0268013460797024,19.1137002030606,259.576615566033
0.994472089048818,2.0075751986982,0.0710610787622895,4.07160276118039,202.951377556773
0.993640243615212,2.00346307337543,0.0313851722600026,19.9316807074704,186.232597432802
0.995351530537167,2.00563961062065,0.0691987525862168,18.3360379147215,238.138279976118
0.994689712440826,2.00647394521097,0.05290482292901,5.6883034524147,212.114211907574
0.992794932311988,1.99741599560967,0.00870807833272502,5.83418986494369,171.155803623849
0.994252584767047,1.99786009384576,0.0118048474888099,7.95993054004928,207.314214746578
0.995996429748248,2.00348728563405,0.0723446064709833,21.6622843757495,268.489240060655
0.995216147098781,2.00424494531973,0.0608447170417696,15.2030766085952,232.866299734089
0.993644088941985,2.00147206942971,0.0285581265639033,22.4058924134668,189.314787737222
0.994706229466954,2.00245943679212,0.0349585837996204,19.2815377564263,219.238616775105
0.993487619831509,2.00229658622986,0.0255353108361234,16.171949079158,185.375954784759
0.995667438099452,2.00984256950453,0.0929797921863682,9.69438840609893,241.148553339051
0.995653945577663,2.00466434195727,0.0618600346448969,3.51435572611998,249.235180334573
0.995979234451194,2.00524546952387,0.0681756947826171,19.2257392487704,267.908400515799
0.991276023209227,2.00716854868537,0.0307365447113253,16.6997283827392,144.675659906932
0.993754082874951,2.00145723328703,0.029930991540254,19.2874048603038,190.73268876413
0.99554229275842,1.99965211487639,0.0344762359622055,8.25741134992198,254.239218768569
0.993157756390911,2.00196651528734,0.0220236728393743,3.69909008628523,173.563451900166
0.994154438381598,2.00311912166365,0.0296413155082094,18.687802738442,198.266682592775
0.993652580894441,2.00409904430257,0.0346588420643058,18.7092076867511,184.985097471014
0.994610327423209,2.00424939696454,0.0471802681109277,19.0664416429197,209.151319233399
0.993651163383776,1.99831361229909,0.0169109386859914,20.4009548163474,187.98669497522
0.996152420958881,2.00292493502518,0.0548518236267571,18.8983631419265,278.279479169046
