ID,year_t,...1,Plot,TagID,Transplant,Year_t,Height_t,Width_t,Perp_t,NS_t,Goodbuds_t,TotFlowerbuds_t,ABFlowerbuds_t,Antcount_t,Year_t1,Newplant,Survival_t1,Height_t1,Width_t1,Perp_t1,FLAG,NS_t1,Goodbuds_t1,TotFlowerbuds_t1,ABFlowerbuds_t1,Antcount_t1,comments,Ant_sp_t,Ant_sp_t1,vol_t,vol_t1,plot
55.6,2014,4207,6,55,0,2014,40,24,28,11,0,NA,0,0,2015,0,1,71,52,44,,7,0,NA,0,2,NA,vacant,liom,7079.055446,42826.19105,6
55.7,2012,2826,7,55,0,2012,12,3,1.5,1,0,NA,NA,0,2013,0,1,15,17,2,,2,0,NA,0,0,NA,vacant,vacant,15.90431281,354.4109212,7
55.8,2011,2244,8,55,0,2011,59,33,31,0,0,NA,NA,0,2012,0,1,24,24,15,,8,0,NA,NA,2,NA,vacant,crem,15816.87181,2389.181213,8
56.2,2012,2415,2,56,0,2012,26,36,21,13,0,NA,NA,0,2013,0,1,61,34,33,,16,0,NA,0,0,NA,vacant,vacant,5528.810371,17922.06614,2
56.8,2011,2245,8,56,0,2011,49,57,56,0,0,NA,NA,8,2012,0,1,75,91,73,,42,9,NA,NA,9,NA,liom,liom,40950.72569,132025.4313,8
59.3,2009,727,3,59,0,2009,83,33,30,0,0,NA,NA,0,2010,0,1,75,15,3,,0,0,NA,NA,NA,NA,vacant,vacant,21560.94673,1590.431281,3
61.2,2009,646,2,61,0,2009,33,13,4,4,0,NA,NA,7,2010,0,1,40,22,21,,2,0,NA,NA,NA,NA,liom,liom,624.1951904,4840.67068,2
61.2,2017,6151,2,61,0,2017,29,16,9,0,0,NA,0,0,2018,0,1,25,2.5,2.5,,0,0,NA,0,0,2/3 dead,vacant,vacant,1186.278476,40.90615434,2
62.3,2013,3156,3,62,0,2013,163,157,131,89,162,NA,0,20,2014,0,1,179,176,172,,44,217,NA,1,74,"of 217, 3 were open, 1 bird nest",liom,liom,884873.5532,1418796.649,3
62.3,2016,5473,3,62,0,2016,179,191,148,74,240,NA,4,32,2017,0,1,192,210,168,,117,171,NA,3,59,NA,liom,liom,1346359.573,1795533.299,3
63.2,2009,648,2,63,0,2009,79,98,44,0,0,NA,NA,1,2010,0,1,79,34,31,,0,0,NA,NA,NA,NA,liom,vacant,104258.7264,21845.52267,2
64.4,2011,1957,4,64,0,2011,35,32,10,0,0,NA,NA,0,2012,0,1,43,48,38,,16,0,NA,NA,19,NA,vacant,liom,4040.873551,20814.88393,4
64.8,2015,5202,8,64,0,2015,89,87,53,8,1,NA,0,1,2016,0,1,94,42,40,,0,0,NA,0,0,"green, purple, yellow coloring; may be dying",liom,vacant,114170.713,41367.96846,8
65.1,2012,2325,1,65,0,2012,47,24,11,4,0,NA,NA,0,2013,0,1,21,10,8,,3,0,NA,0,0,NA,vacant,vacant,3768.274938,445.3207586,1
65.1,2010,1048,1,65,0,2010,61,33,25,1,0,NA,NA,NA,2011,0,1,48,15,8,,0,0,NA,NA,0,NA,vacant,vacant,13430.57039,1661.902514,1
65.3,2011,1865,3,65,0,2011,142,150,93,0,0,NA,NA,0,2012,0,1,91,109,100,,62,38,NA,NA,9,NA,vacant,liom,548794.2178,260161.2436,3
65.4,2016,5569,4,65,0,2016,32,22,12,0,0,NA,0,0,2017,0,1,38,35,29,,2,0,NA,0,1,NA,vacant,liom,2421.120738,10187.13778,4
67.3,2009,735,3,67,0,2009,64,40,46,0,0,NA,NA,0,2010,0,1,55,26,24,,0,0,NA,NA,NA,NA,vacant,vacant,30980.29235,8999.353956,3
67.4,2016,5571,4,67,0,2016,60,28,22,0,0,NA,0,0,2017,0,1,35,4,4,,0,0,NA,0,0,dying,vacant,vacant,9817.477042,146.6076572,4
68.1,2014,3715,1,68,0,2014,36,29,23,5,0,NA,0,22,2015,0,1,22,19,6,,2,0,NA,0,1,NA,crem,liom,6371.149901,899.9353956,1
68.8,2012,2899,8,68,0,2012,13,4,3,2,0,NA,NA,1,2013,0,1,28,16,14,,0,0,NA,0,0,NA,crem,vacant,41.69155251,1649.336143,8
68.8,2011,2257,8,68,0,2011,25,13,7,0,0,NA,NA,0,2012,0,1,13,4,3,,2,0,NA,NA,1,NA,vacant,crem,654.4984695,41.69155251,8
69.8,2011,2258,8,69,0,2011,40,38,12,0,0,NA,NA,0,2012,0,1,27,11,9,,9,0,NA,NA,0,NA,vacant,vacant,6544.984695,706.8583471,8
70.8,2015,5208,8,70,0,2015,132,150,94,38,41,NA,15,0,2016,0,1,96,99,71,1,8,21,NA,15,0,leaning; 2015 dimensions are wrong,vacant,vacant,514354.1156,181584.0554,8
71.4,2009,823,4,71,0,2009,27,15,7,4,0,NA,NA,1,2010,0,1,16,2,2,,0,0,NA,NA,NA,NA,liom,vacant,855.2985999,16.75516082,4
73.3,2014,3918,3,73,0,2014,16,9,13,0,0,NA,0,2,2015,0,1,8,5,3,,0,0,NA,0,0,NA,liom,vacant,506.8436148,33.51032164,3
73.3,2011,1873,3,73,0,2011,55,30,17,0,0,NA,NA,0,2012,0,1,51,11,5,,3,0,NA,NA,0,NA,vacant,vacant,7951.829155,854.5132018,3
74.1,2016,5283,1,74,0,2016,7,8,5,0,0,NA,0,0,2017,0,1,3,2.5,1,,0,0,NA,0,0,"yellow, dying?",vacant,vacant,77.42716894,2.405281875,1
77.4,2013,3231,4,77,0,2013,56,44,21,0,0,NA,0,4,2014,0,1,32,24,19,,0,0,NA,0,0,NA,liom,vacant,15485.43379,3872.536544,4
77.8,2015,5214,8,77,0,2015,105,110,77,9,32,NA,4,0,2016,0,1,119,121,124,,30,7,NA,9,1,NA,vacant,crem,240315.1483,467506.6205,8
78.1,2017,6058,1,78,0,2017,34,19,9,0,0,NA,0,0,2018,0,1,21,6,2,,1,0,NA,0,0,mostly dead,vacant,vacant,1744.63112,87.9645943,1
81.4,2013,3235,4,81,0,2013,31,22,12,0,0,NA,0,0,2014,0,1,27,7.5,3,,0,0,NA,0,0,dying,vacant,vacant,2345.460715,194.8278319,4
82.6,2016,5789,6,82,0,2016,9,9,2,0,0,NA,0,0,2017,0,1,2,3,0.5,,0,0,NA,0,0,very very very nearly dead,vacant,vacant,71.27488333,1.60352125,6
83.1,2016,5288,1,83,0,2016,59,33,8,0,0,NA,0,0,2017,0,1,15,20,6,,0,0,NA,0,0,"dying, mostly yellow",vacant,vacant,6491.250371,663.6614481,1
83.4,2011,1974,4,83,0,2011,12,8,5,0,0,NA,NA,0,2012,0,1,20,20,16,,7,0,NA,NA,0,NA,vacant,vacant,132.7322896,1696.460033,4
83.4,2015,4809,4,83,0,2015,43,35,24,0,0,NA,0,0,2016,0,1,24,6,5,,0,0,NA,0,0,"very yellow, only measured the green part (trunk)",vacant,vacant,9796.729441,190.0663555,4
85.3,2013,3171,3,85,0,2013,9,6,4,0,0,NA,0,0,2014,0,1,37,29,27,,14,0,NA,0,22,NA,vacant,liom,58.90486225,7594.276641,3
85.6,2017,6550,6,85,0,2017,44,30,21,3,0,NA,0,8,2018,0,1,12,3,3,,0,0,NA,0,0,NA,liom,vacant,7490.342284,28.27433388,6
87.3,2011,1882,3,87,0,2011,11,2,2,0,0,NA,NA,0,2012,0,1,22,9,4,,2,0,NA,NA,0,NA,vacant,vacant,11.51917306,243.342531,3
88.4,2014,4044,4,88,0,2014,2.5,1.5,0,0,0,NA,0,0,2015,0,1,5,4,2,,0,0,NA,0,0,NA,vacant,vacant,0.368155389,11.78097245,4
89.6,2017,6551,6,89,0,2017,14,9,7,0,0,NA,0,0,2018,0,1,53,34,24,,0,0,NA,0,4,hidden under a bush,vacant,liom,234.5722515,11669.18411,6
93.3,2017,6263,3,93,0,2017,16,10,5,0,0,NA,0,0,2018,0,1,8,1.5,1.5,,2,0,NA,0,0,barely alive,vacant,vacant,235.619449,4.71238898,3
93.3,2013,3176,3,93,0,2013,33,44,8,0,0,NA,0,0,2014,0,1,22,6.5,5,,0,0,NA,0,0,NA,vacant,vacant,5840.220743,190.4263297,3
93.4,2016,5594,4,93,0,2016,42,26,21,5,0,NA,0,0,2017,0,1,4,6,4,,0,0,NA,0,0,NA,vacant,vacant,6072.3059,26.17993878,4
95.3,2014,3930,3,95,0,2014,11,9,7,0,0,NA,0,2,2015,0,1,4,4,1,,0,0,NA,0,0,NA,liom,vacant,184.306769,6.544984695,3
95.6,2016,5797,6,95,0,2016,6,5,3,1,0,NA,0,0,2017,0,1,1,1,1,,0,0,NA,0,0,"trimbled, much die back almost completely dead",vacant,vacant,25.13274123,0.261799388,6
97.3,2014,3932,3,97,0,2014,19,18,12,3,0,NA,0,4,2015,0,1,29,40,32,,3,0,NA,0,2,NA,liom,liom,1119.192383,9839.468191,3
98.6,2016,5802,6,98,0,2016,5,3.5,3,2,0,NA,0,0,2017,0,1,2,1,1,,0,0,NA,0,0,"trimbled, barely alive",vacant,vacant,13.82628017,0.523598776,6
100.3,2017,6268,3,100,0,2017,36,44,27,0,0,NA,0,0,2018,0,1,36,20,10,,0,0,NA,0,0,NA,vacant,vacant,11877.57643,2120.575041,3
100.8,2015,5233,8,100,0,2015,9,1,1,1,0,NA,0,0,2016,0,1,9,6,3,,2,0,NA,0,0,NA,vacant,vacant,2.35619449,47.71293843,8
112.4,2017,6379,4,112,0,2017,61,33,8,4,0,NA,0,8,2018,0,1,55,3,3,,0,0,NA,0,0,NA,liom,vacant,6711.292756,129.590697,4
119.3,2017,6278,3,119,0,2017,18,8,5,4,0,NA,0,0,2018,0,1,7.4,1,1,,0,0,NA,0,0,NA,vacant,vacant,199.0984344,1.93731547,3
120.3,2017,6279,3,120,0,2017,13,3,1,2,0,NA,0,0,2018,0,1,4,0.75,0.75,,0,0,NA,0,0,NA,vacant,vacant,13.61356817,0.589048623,3
126.1,2017,6076,1,126,0,2017,2.5,0.5,0.5,0,0,NA,0,0,2018,0,1,7,2,2,,2,0,NA,0,0,NA,vacant,vacant,0.163624617,7.330382858,1
128.1,2017,6078,1,128,0,2017,3.5,0.5,0.5,0,0,NA,0,0,2018,0,1,5,4,2,,0,0,NA,0,0,NA,vacant,vacant,0.229074464,11.78097245,1
135.4,2017,6388,4,135,0,2017,11,8,3,2,0,NA,0,0,2018,0,1,3.5,1,1,,2,0,NA,0,0,2m east of 4-53,vacant,vacant,87.11374629,0.916297857,4
113A.3,2017,6289,3,113A,0,2017,6,1,1,1,0,NA,0,0,2018,0,1,8,6,3,,1,0,NA,0,0,NA,vacant,vacant,1.570796327,42.41150082,3
122A.4,2016,5651,4,122A,0,2016,3,1,1,0,0,NA,0,0,2017,0,1,22,9,5,,3,0,NA,0,0,NA,vacant,vacant,0.785398163,282.21974,4
125C.1,2017,6087,1,125C,0,2017,7,16,4.5,1,0,NA,0,0,2018,0,1,4,1,1,,0,0,NA,0,0,NA,vacant,vacant,192.5370873,1.047197551,1
132A.3,2016,5520,3,132A,0,2016,11,2,1,2,0,NA,0,0,2017,0,1,19,8,2,,3,0,NA,0,2,NA,vacant,liom,6.479534848,124.3547092,3
132E.3,2016,5523,3,132E,0,2016,11,3,2,2,0,NA,0,0,2017,0,1,19,11,5,,4,0,NA,0,1,NA,vacant,liom,17.99870791,318.3480556,3
133A.4,2017,6423,4,133A,0,2017,6,0.5,0.5,0,0,NA,0,0,2018,0,1,7.5,2,2,,0,0,NA,0,0,"2m south of 4-64, need to gps",vacant,vacant,0.392699082,7.853981634,4
19Y.6,2011,2124,6,19Y,0,2011,107,55,26,0,0,NA,NA,1,2012,0,1,121,81,56,,38,1,NA,NA,0,NA,liom,vacant,45947.5597,148639.8095,6
39X.6,2016,5813,6,39X,0,2016,76,76,51,16,5,NA,0,10,2017,0,1,114,145,86,1,7,3,NA,0,31,NA,liom,liom,80228.68419,398141.4983,6
39X.6,2015,5035,6,39X,0,2015,106,142,61,15,3,NA,0,0,2016,0,1,76,76,51,1,16,5,NA,0,10,data may have been recorded for 6-39Y,vacant,liom,285895.0108,80228.68419,6
53X.1,2011,1697,1,53X,0,2011,55,28,13,3,0,NA,NA,6,2012,0,1,66,33,44,,7,1,NA,NA,0,NA,liom,vacant,6051.1656,25611.44141,1
56A.7,2013,3650,7,56A,0,2013,21,11,5,4,0,NA,0,7,2014,0,1,28,21,21,,0,0,NA,0,NA,NA,liom,NA,351.8583772,3232.698841,7
56A.7,2014,4319,7,56A,0,2014,28,21,21,0,0,NA,0,0,2015,0,1,8,9,4,,0,0,NA,0,5,"probs dying, close ot ant nest",vacant,liom,3232.698841,88.48819308,7
57Y.6,2015,5038,6,57Y,0,2015,43,33,12,0,0,NA,0,0,2016,0,1,31,12,8,,2,0,NA,0,0,NA,vacant,vacant,5699.045423,811.5781022,6
59Y.4,2009,845,4,59Y,0,2009,17,11,3,0,0,NA,NA,0,2010,0,1,8,2,2,,3,0,NA,NA,NA,NA,vacant,vacant,218.07889,8.37758041,4
75A.8,2013,3669,8,75A,0,2013,13,6,3,2,0,NA,0,0,2014,0,1,36,12,15,,0,0,NA,0,0,pulled tag,vacant,vacant,68.91868884,1717.665783,8
80A.2,2017,6179,2,80A,0,2017,8,8,2,0,0,NA,0,0,2018,0,1,4,1,0.5,,0,0,NA,0,0,"root exposed, dying back",vacant,vacant,52.35987756,0.589048623,2
80B.2,2016,5406,2,80B,0,2016,16,9,8,1,0,NA,0,1,2017,0,1,16,1,1,,0,0,NA,0,0,NA,liom,vacant,302.6400923,4.188790205,2
80B.7,2016,5903,7,80B,0,2016,7,1,1,1,0,NA,0,0,2017,0,1,10,7.25,2,,1,0,NA,0,0,NA,vacant,vacant,1.832595715,56.0005253,7
80B.7,2017,6663,7,80B,0,2017,10,7.25,2,1,0,NA,0,0,2018,0,1,3,1.5,1.5,,0,0,NA,0,0,died back,vacant,vacant,56.0005253,1.767145868,7
82B.1,2012,2363,1,82B,0,2012,5,0.5,0.5,0,0,NA,NA,0,2013,0,1,5,3,2,,0,0,NA,0,0,NA,vacant,vacant,0.327249235,8.181230869,1
89C.3,2015,4747,3,89C,0,2015,19,5,4.5,2,0,NA,0,0,2016,0,1,25,15,12,,1,0,NA,0,0,NA,vacant,vacant,112.2301251,1192.823461,3
92B.1,2016,5330,1,92B,0,2016,15,10,5,8,0,NA,0,0,2017,0,1,3,2,2,,0,0,NA,0,0,NA,vacant,vacant,220.8932335,3.141592654,1
94A.3,2012,2550,3,94A,0,2012,14,1.5,2,2,0,NA,NA,0,2013,0,1,17,11,5,,4,0,NA,0,0,NA,vacant,vacant,11.22464875,284.8377339,3
AD10.T3,2005,212,T3,AD10,0,2005,97,89,52,20,4,5,1,12,2006,0,1,108,99,84,,13,15,15,0,61,NA,liom,liom,126217.2155,236719.7918,T3
AD12.T3,2005,213,T3,AD12,0,2005,90,69,54,18,16,18,2,7,2006,0,1,100,95,64,,11,6,6,0,78,NA,liom,liom,89117.16611,165463.7581,T3
AD14.T1,2006,253,T1,AD14,0,2006,102,114,149,1,3,3,0,49,2007,0,1,103,102,64,,2,3,3,0,NA,NA,liom,NA,461764.2473,185764.2062,T1
AD16.T1,2004,5,T1,AD16,0,2004,93,115,115,6,10,10,0,19,2005,0,1,68,115,38,,11,4,4,0,17,NA,liom,liom,321993.612,104183.8518,T1
AD17.T1,2007,374,T1,AD17,0,2007,98,65,42,12,29,31,2,NA,2008,0,1,103,71,58,,15,13,13,NA,49,NA,NA,liom,73434.85918,112182.543,T1
AD18.T2,2004,48,T2,AD18,0,2004,124,61,61,21,19,19,0,0,2005,0,1,128,95,70,,21,22,23,1,18,NA,vacant,liom,120795.2847,228079.6267,T2
AD20.T1,2006,259,T1,AD20,0,2006,125,54,26,5,19,19,0,46,2007,0,1,119,86,50,,12,4,4,0,NA,NA,liom,NA,52359.87756,144056.6839,T1
AD23.T1,2004,12,T1,AD23,0,2004,85,82,82,20,14,14,0,8,2005,0,1,107,93,72,,7,31,31,0,29,NA,liom,liom,149628.8221,190660.3129,T1
AD27.T1,2004,13,T1,AD27,0,2004,120,44,44,10,3,6,3,0,2005,0,1,132,63,52,,7,23,25,2,0,NA,vacant,vacant,60821.23377,114255.7978,T1
AD29.T1,2004,15,T1,AD29,0,2004,150,130,130,10,22,22,0,47,2005,0,1,54,141,61,,26,26,27,1,8,NA,liom,camp,663661.4481,144213.24,T1
AD3.T3,2004,93,T3,AD3,0,2004,90,78,78,22,31,38,7,22,2005,0,1,97,96,87,,27,20,25,5,45,NA,liom,liom,143350.8728,212609.4427,T3
AD5.T3,2005,227,T3,AD5,0,2005,89,83,69,13,7,12,5,12,2006,0,1,88,105,95,,8,6,6,0,63,NA,liom,liom,134581.6405,230383.4613,T3
AD9.T1,2004,20,T1,AD9,0,2004,84,88,88,3,12,12,0,0,2005,0,1,87,63,31,,8,6,6,0,0,NA,vacant,vacant,170299.4546,50313.39175,T1
LJ11.T1,2006,271,T1,LJ11,0,2006,5,40,28,0,0,0,NA,3,2007,0,1,61,40,32,1,5,0,0,NA,NA,NA,crem,NA,1513.200461,20696.8124,T1
LJ11.T1,2005,151,T1,LJ11,0,2005,58,39,28,4,0,0,NA,18,2006,0,1,5,40,28,1,0,0,0,NA,3,NA,crem,crem,17040.65305,1513.200461,T1
LJ12.T1,2007,390,T1,LJ12,0,2007,83,65,29,5,0,0,NA,NA,2008,0,1,92,0,30,1,15,2,2,NA,22,NA,NA,crem,48000.13235,5419.247327,T1
LJ15.T1,2005,155,T1,LJ15,0,2005,46,19,21,5,0,0,NA,0,2006,0,1,21,8,2,,0,0,0,NA,0,NA,vacant,vacant,4817.108736,137.4446786,T1
SJ10.T2,2007,440,T2,SJ10,0,2007,21,9,9,1,0,0,NA,NA,2008,0,1,31,26,19,,0,0,0,NA,23,NA,NA,liom,445.3207586,4108.614142,T2
SJ12.T3,2007,480,T3,SJ12,0,2007,41,26,18,1,0,0,NA,NA,2008,0,1,50,9,3,,0,0,0,NA,3,NA,NA,liom,5195.147051,471.238898,T3
SJ15.T3,2007,483,T3,SJ15,0,2007,36,24,19,0,0,0,NA,NA,2008,0,1,29,10,3,,0,0,0,NA,0,NA,NA,vacant,4356.603612,320.7696999,T3
SJ17.T1,2006,283,T1,SJ17,0,2006,20,12,4,0,0,0,NA,0,2007,0,1,8,2,2,,1,0,0,NA,NA,NA,vacant,NA,335.1032164,8.37758041,T1
SJ2.T1,2007,402,T1,SJ2,0,2007,63,25,16,4,0,0,NA,NA,2008,0,1,60,46,23,,7,0,0,NA,16,NA,NA,crem,6931.335142,18696.40328,T1
