YEAR,site,t0,t1,repro,survival
8-Jul,4,1.50166269,1.669526526,0.250193015,1
7-Jun,3,1.501692087,1.833989605,0.250197913,1
7-Jun,5,1.502451579,1.132948346,0.250324452,1
6-May,7,1.503425351,1.866129283,0.250486693,1
6-May,3,1.50449574,1.842685182,0.250665031,1
9-Aug,6,1.505229388,1.565493813,0.250787265,1
8-Jul,6,1.506819735,1.343907391,0.251052234,1
7-Jun,4,1.510496315,NA,0,0
7-Jun,6,1.511666039,1.381369192,0.251859679,1
5-Apr,1,1.512009727,1.769440623,0.251916942,1
7-Jun,5,1.512064116,1.709073348,0.251926003,1
7-Jun,3,1.512521081,1.645802172,0.252002139,1
6-May,4,1.514616746,1.610947713,0.252351299,1
6-May,8,1.516011944,1.611026265,0.252583754,1
6-May,8,1.516808265,1.618992875,0.252716429,1
9-Aug,7,1.523916449,2.891246155,0.253900728,1
6-May,7,1.524096798,1.797802214,0.253930776,1
9-Aug,6,1.524535299,1.848220968,0.254003835,1
6-May,8,1.525325437,1.596245392,0.254135481,1
8-Jul,1,1.526571723,1.741280056,0.254343125,1
6-May,3,1.531241301,1.929543852,0.255121127,1
7-Jun,5,1.531665708,1.555181595,0.255191838,1
8-Jul,6,1.532691298,1.537332737,0.255362712,1
6-May,7,1.532871017,2.035624349,0.255392655,1
9-Aug,6,1.537332737,1.238739462,0.256136025,1
9-Aug,5,1.537625821,1.352578149,0.256184856,1
6-May,3,1.541273824,1.512521081,0.256792652,1
9-Aug,6,1.547198295,1.861769409,0.257779732,1
9-Aug,8,1.549207346,NA,0,0
9-Aug,2,1.549470467,2.074107538,0.2581583,1
5-Apr,2,1.550258433,1.980978592,0.258289584,1
9-Aug,1,1.553410038,1.633416905,0.258814675,1
6-May,6,1.553690814,1.605307975,0.258861455,1
8-Jul,5,1.555181595,1.537625821,0.259109835,1
8-Jul,1,1.556831274,3.088947708,0.259384689,1
6-May,6,1.55802306,1.621136171,0.259583253,1
7-Jun,5,1.558073887,1.828115611,0.259591722,1
5-Apr,1,1.55833466,1.811915037,0.259635169,1
8-Jul,7,1.559685408,1.767117323,0.259860218,1
6-May,4,1.560045226,1.351099693,0.259920168,1
7-Jun,5,1.56251383,1.723225281,0.260331464,1
5-Apr,3,1.565660207,1.71063723,0.260855684,1
6-May,5,1.566106991,1.61580371,0.260930123,1
8-Jul,5,1.567154793,1.618843443,0.261104697,1
5-Apr,2,1.56922516,0.979162715,0.261449643,1
6-May,8,1.571728315,2.010262183,0.261866695,1
5-Apr,3,1.573649453,1.262476439,0.262186777,1
8-Jul,8,1.573753682,1.650777144,0.262204143,1
5-Apr,1,1.574487892,1.418514467,0.26232647,1
7-Jun,1,1.579383077,1.680477782,0.26314206,1
6-May,8,1.580687903,1.712951244,0.263359458,1
8-Jul,8,1.583009765,1.342248849,0.263746305,1
8-Jul,8,1.58583639,1.846980032,0.264217251,1
8-Jul,3,1.588260179,1.478229546,0.26462108,1
7-Jun,7,1.590921944,1.766863653,0.265064558,1
9-Aug,2,1.591419692,1.524089652,0.265147488,1
9-Aug,2,1.592608096,1.699506943,0.265345489,1
6-May,8,1.594436725,2.505521873,0.265650158,1
7-Jun,8,1.596245392,1.816088433,0.265951501,1
9-Aug,6,1.596900082,1.705303412,0.26606058,1
8-Jul,4,1.602392712,2.069866959,0.266975711,1
6-May,5,1.603812561,1.70789086,0.267212272,1
7-Jun,6,1.605307975,1.776615003,0.267461424,1
7-Jun,7,1.606365846,1.833407893,0.267637677,1
7-Jun,2,1.606940804,NA,0,0
9-Aug,4,1.608395207,1.695761784,0.26797579,1
7-Jun,1,1.608795143,1.738722061,0.268042424,1
9-Aug,2,1.609159176,1.747104411,0.268103076,1
7-Jun,4,1.610947713,1.206499165,0.268401065,1
7-Jun,8,1.611026265,1.779352048,0.268414152,1
9-Aug,4,1.61533821,1.387655127,0.269132568,1
7-Jun,5,1.61580371,1.84457133,0.269210126,1
9-Aug,5,1.618843443,NA,0,0
6-May,2,1.618949949,1.385539237,0.269734323,1
7-Jun,8,1.618992875,0.627489387,0.269741475,1
7-Jun,5,1.619813959,1.818148941,0.269878276,1
7-Jun,6,1.621136171,NA,0,0
7-Jun,5,1.622564174,1.702194673,0.270336491,1
6-May,6,1.627602811,1.716003382,0.271175982,1
7-Jun,1,1.629395608,1.42602821,0.271474681,1
8-Jul,2,1.63066393,1.784923415,0.271685997,1
6-May,8,1.63110336,1.909440699,0.271759211,1
6-May,7,1.633602183,1.799409021,0.272175541,1
9-Aug,4,1.633925807,1.804358024,0.27222946,1
9-Aug,7,1.63473081,1.572315705,0.272363582,1
6-May,7,1.639876835,1.968636391,0.273220965,1
8-Jul,2,1.641125726,1.549470467,0.273429044,1
8-Jul,3,1.641193482,NA,0,0
8-Jul,3,1.645802172,1.702898018,0.274208189,1
9-Aug,7,1.646981942,1.876083913,0.274404752,1
6-May,5,1.650285402,1.512064116,0.274955143,1
9-Aug,8,1.650777144,1.868001045,0.275037073,1
6-May,8,1.650868226,1.948082264,0.275052248,1
7-Jun,3,1.652391675,1.924361186,0.275306071,1
7-Jun,6,1.65285689,1.969407259,0.275383581,1
7-Jun,1,1.655477909,1.556831274,0.27582027,1
8-Jul,8,1.664004755,2.222666222,0.277240934,1
8-Jul,4,1.666103389,2.036919803,0.277590589,1
5-Apr,3,1.667704774,1.418411304,0.277857396,1
7-Jun,1,1.668127246,1.888708559,0.277927785,1
9-Aug,4,1.669526526,2.048225998,0.27816092,1
6-May,3,1.677463264,1.795303111,0.279483265,1
5-Apr,3,1.678588689,1.677463264,0.279670773,1
8-Jul,1,1.680477782,2.184244163,0.279985516,1
9-Aug,8,1.680639703,0.63654642,0.280012493,1
8-Jul,3,1.681016672,1.290352812,0.280075301,1
5-Apr,2,1.683274619,1.862278689,0.280451499,1
5-Apr,4,1.684369105,1.963738859,0.280633852,1
7-Jun,3,1.685948078,1.86414887,0.280896925,1
7-Jun,4,1.68871974,1.602392712,0.281358714,1
6-May,7,1.692036123,2.091787586,0.281911259,1
7-Jun,6,1.692853036,1.532691298,0.282047365,1
8-Jul,7,1.694190937,1.646981942,0.282270274,1
9-Aug,1,1.694563416,NA,0,0
9-Aug,5,1.696150212,1.969219513,0.28259671,1
5-Apr,1,1.696233327,1.835772476,0.282610557,1
6-May,1,1.699809646,1.668127246,0.28320641,1
6-May,5,1.70052779,1.531665708,0.283326061,1
8-Jul,5,1.702194673,1.97311185,0.283603781,1
9-Aug,3,1.702898018,1.794227083,0.283720966,1
5-Apr,2,1.70315882,1.618949949,0.283764418,1
7-Jun,4,1.704127839,1.05312458,0.283925867,1
9-Aug,7,1.706892979,1.627486025,0.284386569,1
6-May,6,1.707530279,2.098503848,0.28449275,1
7-Jun,5,1.70789086,1.841347271,0.284552827,1
8-Jul,5,1.709073348,1.747099842,0.284749842,1
9-Aug,4,1.710527767,NA,0,0
6-May,3,1.71063723,1.685948078,0.285010401,1
7-Jun,8,1.712951244,1.718137602,0.285395941,1
6-May,6,1.714038629,2.022099923,0.285577111,1
7-Jun,6,1.716003382,1.172435318,0.285904459,1
8-Jul,8,1.718137602,1.680639703,0.286260043,1
9-Aug,5,1.719838398,2.031077577,0.286543414,1
9-Aug,5,1.72138056,1.573751483,0.286800355,1
5-Apr,1,1.722510942,1.822339463,0.286988688,1
8-Jul,5,1.723225281,1.74244313,0.287107705,1
9-Aug,1,1.724674223,1.796976832,0.287349114,1
6-May,7,1.728001356,1.931074507,0.28790345,1
8-Jul,3,1.729869802,1.894160355,0.288214753,1
6-May,1,1.731872472,1.629395608,0.288548419,1
8-Jul,8,1.738207053,1.862022955,0.289603828,1
8-Jul,1,1.738722061,1.834620195,0.289689634,1
5-Apr,1,1.739112775,2.012583012,0.289754731,1
5-Apr,3,1.739788664,2.028078428,0.289867341,1
9-Aug,1,1.741280056,1.648985073,0.290115823,1
9-Aug,5,1.74244313,1.959575217,0.290309603,1
5-Apr,3,1.742600822,1.955173798,0.290335877,1
6-May,6,1.74289383,1.692853036,0.290384695,1
6-May,6,1.745687211,2.064826028,0.290850102,1
7-Jun,1,1.745794678,1.748985464,0.290868007,1
9-Aug,5,1.747099842,2.189597928,0.291085461,1
8-Jul,8,1.747340627,1.992614393,0.291125579,1
8-Jul,1,1.748985464,1.902181351,0.291399626,1
9-Aug,7,1.751080738,1.602748269,0.291748721,1
7-Jun,2,1.751895271,1.844230614,0.291884431,1
7-Jun,7,1.752780009,1.922646542,0.292031838,1
8-Jul,1,1.753692506,1.553410038,0.292183869,1
5-Apr,1,1.761596108,2.040905354,0.293500694,1
7-Jun,3,1.763169738,1.881550051,0.293762877,1
5-Apr,4,1.765330672,2.30515471,0.294122912,1
8-Jul,7,1.766863653,1.797450539,0.294378323,1
9-Aug,7,1.767117323,1.797426792,0.294420587,1
5-Apr,2,1.767602277,1.917457288,0.294501385,1
6-May,1,1.769440623,1.879632687,0.294807674,1
6-May,8,1.770704013,2.140379976,0.295018168,1
8-Jul,7,1.771883542,2.074932868,0.29521469,1
8-Jul,7,1.774671454,1.98834391,0.295679186,1
8-Jul,6,1.776615003,2.109634909,0.296003002,1
8-Jul,1,1.77726026,1.940191309,0.296110508,1
8-Jul,8,1.779352048,1.833666542,0.296459023,1
5-Apr,2,1.781534546,2.168898783,0.29682265,1
9-Aug,2,1.784923415,1.885920045,0.297387272,1
5-Apr,4,1.791408398,2.301046769,0.298467739,1
7-Jun,2,1.79477409,1.822501076,0.299028499,1
7-Jun,3,1.795303111,1.588260179,0.29911664,1
9-Aug,7,1.797450539,1.726223867,0.299474424,1
7-Jun,7,1.797802214,1.998853602,0.299533017,1
7-Jun,7,1.799409021,1.456762399,0.299800728,1
8-Jul,4,1.80403529,1.902223864,0.300571514,1
6-May,8,1.8086188,2.107657474,0.301335176,1
6-May,7,1.810031442,2.198050101,0.301570537,1
6-May,1,1.811915037,1.888323622,0.301884364,1
8-Jul,6,1.813536388,2.052710227,0.302154498,1
5-Apr,2,1.81404982,1.497745632,0.302240041,1
8-Jul,8,1.816088433,1.89317682,0.302579696,1
8-Jul,5,1.818148941,2.076033764,0.302922999,1
9-Aug,1,1.822062666,1.826095053,0.303575067,1
7-Jun,1,1.822211356,1.92816694,0.30359984,1
6-May,1,1.822339463,1.655477909,0.303621184,1
8-Jul,2,1.822501076,1.609159176,0.303648111,1
6-May,1,1.824479282,1.045377563,0.303977701,1
8-Jul,5,1.828115611,1.951063243,0.304583552,1
8-Jul,7,1.833407893,1.706892979,0.305465303,1
9-Aug,8,1.833666542,1.758802485,0.305508396,1
8-Jul,3,1.833989605,2.188203473,0.305562222,1
9-Aug,1,1.834620195,1.854368379,0.305667285,1
7-Jun,1,1.835290773,1.753692506,0.305779011,1
6-May,1,1.835772476,1.745794678,0.305859267,1
8-Jul,5,1.841347271,1.696150212,0.306788088,1
7-Jun,3,1.842685182,0.981347039,0.307010998,1
8-Jul,2,1.844230614,1.591419692,0.307268483,1
8-Jul,5,1.84457133,1.868373385,0.30732525,1
9-Aug,8,1.846980032,1.937172724,0.307726566,1
5-Apr,2,1.849531409,2.123009441,0.308151652,1
9-Aug,3,1.858036095,1.298779159,0.309568624,1
9-Aug,8,1.862022955,1.537912348,0.310232877,1
8-Jul,3,1.86414887,2.08245846,0.310587077,1
7-Jun,1,1.864249576,1.425901739,0.310603856,1
7-Jun,7,1.866129283,1.980630499,0.310917035,1
9-Aug,3,1.868039358,NA,0,0
5-Apr,4,1.868347623,2.019373948,0.311286634,1
9-Aug,5,1.868373385,1.973533426,0.311290927,1
6-May,5,1.872640844,1.502451579,0.312001931,1
5-Apr,4,1.873521093,2.002858916,0.31214859,1
8-Jul,1,1.874297445,2.36609744,0.312277938,1
8-Jul,1,1.877015459,2.065936444,0.312730788,1
6-May,6,1.877895152,1.979986521,0.312877354,1
7-Jun,1,1.879632687,2.033369706,0.313166846,1
5-Apr,4,1.87990849,2.28381635,0.313212798,1
6-May,6,1.880655618,1.898164936,0.313337277,1
6-May,7,1.880823774,1.958460092,0.313365294,1
8-Jul,3,1.881550051,1.985020335,0.3134863,1
7-Jun,8,1.884712362,2.10763932,0.314013174,1
8-Jul,3,1.886121433,2.290885203,0.314247941,1
7-Jun,1,1.888323622,1.877015459,0.314614849,1
8-Jul,1,1.888708559,2.131284751,0.314678983,1
7-Jun,2,1.888953199,2.3796072,0.314719743,1
9-Aug,8,1.89317682,2.022611815,0.315423443,1
9-Aug,3,1.894160355,2.00033284,0.315587311,1
6-May,7,1.895248119,2.222959854,0.315768544,1
5-Apr,1,1.895971635,1.966269439,0.315889089,1
6-May,3,1.897871213,2.891839874,0.316205579,1
7-Jun,6,1.898164936,2.029828588,0.316254517,1
9-Aug,1,1.902181351,1.843956907,0.316923694,1
9-Aug,4,1.902223864,1.881313079,0.316930777,1
7-Jun,8,1.909440699,2.186090075,0.318133179,1
7-Jun,3,1.912589991,2.264832955,0.318657885,1
6-May,2,1.917457288,1.751895271,0.319468828,1
5-Apr,1,1.918610059,1.824479282,0.319660892,1
8-Jul,7,1.922646542,2.148656363,0.320333413,1
8-Jul,3,1.924361186,2.107732101,0.320619091,1
9-Aug,2,1.927659763,1.149989198,0.321168669,1
8-Jul,1,1.92816694,2.191236126,0.32125317,1
7-Jun,3,1.929543852,2.373432443,0.321482579,1
7-Jun,7,1.931074507,2.399789172,0.321737602,1
9-Aug,1,1.940191309,1.852773411,0.323256558,1
5-Apr,1,1.942717639,2.285463718,0.323677472,1
5-Apr,1,1.943805457,NA,0,0
5-Apr,2,1.947260615,2.484536589,0.32443438,1
7-Jun,8,1.948082264,1.583009765,0.324571276,1
8-Jul,1,1.948812084,1.822062666,0.324692871,1
9-Aug,5,1.951063243,2.246321176,0.325067938,1
6-May,3,1.955173798,1.763169738,0.325752801,1
7-Jun,7,1.958460092,2.244179053,0.326300332,1
5-Apr,4,1.958833758,2.483430807,0.326362589,1
6-May,7,1.959319931,2.268999984,0.326443591,1
9-Aug,6,1.959363849,1.603983569,0.326450908,1
6-May,4,1.963738859,2.168041632,0.327179831,1
6-May,1,1.966269439,1.864249576,0.327601453,1
7-Jun,7,1.968636391,2.411090845,0.327995812,1
8-Jul,6,1.969407259,2.020676662,0.328124247,1
9-Aug,5,1.97311185,1.85753181,0.328741471,1
6-May,6,1.975902366,2.038715451,0.329206401,1
7-Jun,6,1.979986521,2.177357293,0.329886865,1
6-May,3,1.980126779,2.2782093,0.329910233,1
8-Jul,7,1.980630499,2.032465786,0.329994159,1
6-May,2,1.980978592,1.888953199,0.330052155,1
7-Jun,5,1.98302123,2.082014512,0.33039248,1
7-Jun,1,1.984110807,1.948812084,0.330574015,1
9-Aug,3,1.985020335,1.64242796,0.330725552,1
9-Aug,7,1.98834391,1.950019765,0.331279295,1
6-May,8,1.989377063,2.061882543,0.331451429,1
8-Jul,8,1.990190726,1.549207346,0.331586994,1
9-Aug,8,1.992614393,2.361576071,0.331990803,1
7-Jun,4,1.995915183,2.020282517,0.33254075,1
9-Aug,1,1.997034773,2.128942052,0.332727286,1
8-Jul,7,1.998853602,2.209950692,0.333030322,1
6-May,4,2.002858916,2.095484051,0.33369765,1
7-Jun,8,2.010262183,2.711949974,0.334931113,1
9-Aug,5,2.011463069,1.513256627,0.335131193,1
6-May,1,2.012583012,2.077954532,0.335317788,1
5-Apr,3,2.012842096,1.980126779,0.335360954,1
7-Jun,6,2.015244822,0.333672174,0.335761274,1
7-Jun,5,2.015345176,NA,0,0
9-Aug,6,2.016799437,2.196162104,0.336020289,1
6-May,4,2.019373948,1.704127839,0.33644923,1
8-Jul,4,2.020282517,2.263721699,0.336600608,1
8-Jul,2,2.020618767,1.927659763,0.33665663,1
9-Aug,6,2.020676662,2.25567401,0.336666276,1
5-Apr,2,2.021636669,2.440038366,0.336826224,1
7-Jun,6,2.022099923,2.390773837,0.336903407,1
7-Jun,3,2.022545096,1.104726671,0.336977577,1
8-Jul,6,2.025012778,1.959363849,0.337388719,1
5-Apr,1,2.025452906,1.96870365,0.337462049,1
6-May,3,2.028078428,2.31236084,0.337899489,1
9-Aug,6,2.028250421,1.990513754,0.337928145,1
8-Jul,6,2.029828588,2.267649734,0.338191085,1
6-May,4,2.030477655,NA,0,0
9-Aug,7,2.032465786,2.322175883,0.33863047,1
8-Jul,1,2.033369706,2.231921287,0.338781073,1
7-Jun,7,2.035624349,2.431821455,0.33915672,1
7-Jun,1,2.035768602,1.874297445,0.339180754,1
9-Aug,4,2.036919803,2.241520431,0.339372557,1
7-Jun,6,2.038715451,2.025012778,0.339671731,1
8-Jul,8,2.039106804,2.1986416,0.339736934,1
6-May,1,2.040905354,1.835290773,0.340036592,1
6-May,7,2.042497346,2.212998513,0.340301835,1
8-Jul,5,2.04288019,2.011463069,0.340365621,1
9-Aug,2,2.052196393,2.414666115,0.3419178,1
9-Aug,6,2.052710227,2.359353792,0.34200341,1
7-Jun,3,2.057332573,1.641193482,0.342773542,1
9-Aug,6,2.058772092,1.894039001,0.343013381,1
7-Jun,3,2.0609719,1.681016672,0.343379893,1
7-Jun,8,2.061882543,2.039106804,0.343531615,1
8-Jul,6,2.062153475,2.062863252,0.343576756,1
9-Aug,6,2.062863252,2.114567614,0.343695012,1
7-Jun,6,2.064826028,NA,0,0
9-Aug,1,2.065936444,2.143776817,0.344207039,1
7-Jun,5,2.066672868,2.04288019,0.344329735,1
7-Jun,2,2.069226426,2.21518307,0.344755185,1
9-Aug,4,2.069866959,2.005345633,0.344861904,1
9-Aug,7,2.074932868,2.387633161,0.345705939,1
9-Aug,5,2.076033764,2.155782463,0.34588936,1
7-Jun,1,2.077954532,2.291897181,0.34620938,1
6-May,5,2.080822414,2.226262333,0.3466872,1
8-Jul,5,2.082014512,2.082443401,0.346885816,1
9-Aug,5,2.082443401,2.009534497,0.346957274,1
9-Aug,3,2.08245846,2.629146234,0.346959783,1
6-May,8,2.083331664,2.629474477,0.347105268,1
9-Aug,8,2.087339507,1.702707431,0.347773017,1
7-Jun,7,2.091787586,2.408977146,0.348514114,1
9-Aug,5,2.092725763,1.403745703,0.348670425,1
9-Aug,1,2.093956049,1.688132362,0.348875403,1
7-Jun,4,2.095484051,2.190747167,0.349129985,1
6-May,8,2.096220066,2.144839987,0.349252613,1
7-Jun,6,2.098503848,2.423586657,0.349633115,1
6-May,6,2.102560948,2.351354412,0.350309071,1
8-Jul,2,2.103867614,2.052196393,0.350526776,1
6-May,6,2.104536396,2.461316205,0.350638202,1
6-May,8,2.106041182,2.315735484,0.350888916,1
5-Apr,1,2.10630913,2.377794294,0.350933558,1
8-Jul,8,2.10763932,2.265607759,0.351155182,1
7-Jun,8,2.107657474,2.324798211,0.351158207,1
9-Aug,3,2.107732101,2.961433516,0.351170641,1
9-Aug,6,2.109634909,2.118309967,0.351487669,1
6-May,8,2.110793864,2.407577742,0.351680763,1
5-Apr,3,2.110991659,2.343076832,0.351713718,1
8-Jul,5,2.116477429,1.719838398,0.352627706,1
5-Apr,2,2.117463439,3.187907509,0.352791985,1
8-Jul,1,2.12294416,1.997034773,0.353705132,1
6-May,2,2.123009441,2.069226426,0.353716008,1
6-May,7,2.123612973,2.422649533,0.353816563,1
6-May,5,2.123959732,2.066672868,0.353874337,1
7-Jun,1,2.127049108,1.417865509,0.35438906,1
9-Aug,4,2.127843228,2.252541661,0.354521369,1
6-May,6,2.128079569,2.015244822,0.354560746,1
6-May,3,2.128540489,2.0609719,0.35463754,1
7-Jun,4,2.130256018,2.150880746,0.354923365,1
9-Aug,1,2.131284751,1.933021513,0.355094763,1
5-Apr,3,2.139251844,2.501410347,0.356422166,1
7-Jun,4,2.139890502,1.80403529,0.356528573,1
7-Jun,8,2.140379976,2.384791575,0.356610125,1
7-Jun,8,2.144839987,2.174381334,0.35735321,1
9-Aug,7,2.148656363,2.150437045,0.357989059,1
8-Jul,4,2.150880746,2.590088304,0.358359665,1
8-Jul,5,2.153010222,2.092725763,0.358714458,1
6-May,3,2.165860657,2.196145415,0.360855478,1
7-Jun,4,2.168041632,2.345527362,0.361218852,1
6-May,2,2.168898783,1.79477409,0.361361662,1
7-Jun,5,2.169692891,2.116477429,0.361493969,1
9-Aug,3,2.1726143,2.00362543,0.361980707,1
8-Jul,8,2.174381334,2.087339507,0.362275113,1
8-Jul,6,2.177357293,2.016799437,0.36277094,1
5-Apr,4,2.180411953,3.011640195,0.363279879,1
9-Aug,1,2.184244163,2.058299028,0.363918366,1
8-Jul,8,2.186090075,2.629859714,0.364225915,1
9-Aug,3,2.188203473,2.526568554,0.364578029,1
8-Jul,4,2.190747167,2.322802481,0.365001836,1
9-Aug,1,2.191236126,2.397967248,0.365083302,1
7-Jun,3,2.196145415,2.279960092,0.365901241,1
7-Jun,7,2.198050101,2.441072533,0.366218582,1
9-Aug,8,2.1986416,1.162955487,0.366317132,1
8-Jul,6,2.200822808,2.028250421,0.366680545,1
8-Jul,6,2.202861904,2.246602496,0.36702028,1
5-Apr,4,2.204528585,2.60479964,0.367297967,1
9-Aug,7,2.209950692,2.561324348,0.368201348,1
7-Jun,7,2.212998513,2.5783558,0.368709147,1
9-Aug,4,2.213869942,2.019026137,0.368854337,1
5-Apr,4,2.214762444,2.847644153,0.369003037,1
8-Jul,2,2.21518307,2.403440457,0.369073118,1
6-May,5,2.217556295,2.243272563,0.369468522,1
5-Apr,1,2.217780502,2.783050866,0.369505878,1
8-Jul,2,2.218315345,NA,0,0
9-Aug,3,2.219161807,0.497246468,0.369736018,1
9-Aug,8,2.222666222,1.82478635,0.370319891,1
7-Jun,7,2.222959854,2.538940636,0.370368813,1
5-Apr,2,2.225049537,1.782792428,0.370716976,1
7-Jun,5,2.226262333,NA,0,0
7-Jun,8,2.230620267,1.990190726,0.371645119,1
6-May,6,2.230971549,2.371323842,0.371703647,1
9-Aug,1,2.231921287,1.718996718,0.371861883,1
9-Aug,5,2.234781864,1.898201854,0.372338486,1
6-May,8,2.23953574,2.433476473,0.373130532,1
7-Jun,5,2.243272563,1.567154793,0.373753127,1
8-Jul,7,2.244179053,1.751080738,0.373904158,1
9-Aug,6,2.246602496,0.706173148,0.374307929,1
5-Apr,1,2.250349843,2.860376301,0.374932277,1
5-Apr,1,2.253442711,2.256187021,0.375447582,1
6-May,1,2.256187021,2.035768602,0.375904813,1
7-Jun,3,2.25767959,2.379831313,0.376153491,1
8-Jul,1,2.258659324,2.433230419,0.376316725,1
9-Aug,6,2.263132588,1.403389986,0.377062019,1
9-Aug,4,2.263721699,2.538375688,0.377160171,1
8-Jul,3,2.264832955,2.568063221,0.377345318,1
9-Aug,8,2.265607759,2.279653907,0.377474409,1
5-Apr,1,2.267458369,2.695103894,0.37778274,1
9-Aug,6,2.267649734,2.254818672,0.377814623,1
7-Jun,7,2.268999984,2.555809058,0.378039589,1
8-Jul,5,2.271160395,2.234781864,0.378399537,1
5-Apr,3,2.272980719,2.165860657,0.378702822,1
7-Jun,3,2.2782093,2.388558235,0.37957396,1
5-Apr,4,2.278757445,2.701823028,0.379665286,1
8-Jul,3,2.279960092,2.1726143,0.37986566,1
5-Apr,1,2.280192741,3.148739159,0.379904422,1
5-Apr,1,2.282142205,2.805175405,0.380229224,1
6-May,4,2.28381635,2.573158207,0.380508154,1
7-Jun,2,2.284110985,2.348836766,0.380557243,1
6-May,7,2.285260707,2.35751791,0.380748799,1
6-May,1,2.285463718,2.62127591,0.380782623,1
9-Aug,3,2.290885203,2.531298483,0.3816859,1
8-Jul,1,2.291897181,2.408501267,0.381854507,1
9-Aug,3,2.294727899,1.712043194,0.382326134,1
6-May,5,2.29862822,2.169692891,0.382975969,1
6-May,4,2.301046769,1.995915183,0.383378925,1
5-Apr,3,2.301938452,2.511838795,0.383527489,1
6-May,4,2.30515471,2.49698403,0.384063352,1
9-Aug,5,2.308556268,2.378845077,0.384630088,1
7-Jun,3,2.31236084,4.300837091,0.38526397,1
7-Jun,8,2.315735484,2.704349657,0.385826222,1
7-Jun,2,2.317863913,2.218315345,0.386180841,1
9-Aug,4,2.322802481,2.57167411,0.387003659,1
6-May,8,2.324505188,2.724315868,0.387287348,1
8-Jul,8,2.324798211,2.414373791,0.387336169,1
5-Apr,1,2.325221821,2.630636195,0.387406747,1
6-May,2,2.326604418,NA,0,0
8-Jul,3,2.338074349,2.219161807,0.389548115,1
5-Apr,3,2.33870153,2.412429491,0.38965261,1
9-Aug,4,2.339242165,0.992430525,0.389742686,1
9-Aug,8,2.341625569,NA,0,0
6-May,3,2.343076832,2.679101767,0.390381582,1
8-Jul,4,2.345527362,2.51933114,0.390789866,1
8-Jul,2,2.348836766,2.461088049,0.391341248,1
7-Jun,6,2.351354412,2.509908758,0.391760715,1
6-May,5,2.355052838,3.417731547,0.392376912,1
7-Jun,7,2.35751791,2.781675036,0.39278762,1
9-Aug,5,2.359140517,NA,0,0
6-May,8,2.361228204,2.974338764,0.393405794,1
8-Jul,6,2.361409626,2.058772092,0.393436021,1
6-May,8,2.36576986,2.230620267,0.394162482,1
9-Aug,1,2.36609744,2.654072347,0.394217061,1
5-Apr,3,2.368273463,3.04791426,0.394579609,1
6-May,8,2.369612501,2.517350904,0.394802707,1
7-Jun,6,2.371323842,2.200822808,0.395087835,1
8-Jul,3,2.373432443,2.737964991,0.395439151,1
8-Jul,6,2.374163989,2.263132588,0.395561034,1
7-Jun,5,2.374218497,2.537232501,0.395570115,1
6-May,5,2.374350628,2.374218497,0.39559213,1
6-May,5,2.376956589,2.831437478,0.396026311,1
6-May,1,2.377794294,1.984110807,0.396165881,1
7-Jun,5,2.379205072,2.651941724,0.396400932,1
8-Jul,2,2.3796072,2.570764778,0.396467931,1
8-Jul,3,2.379831313,1.858036095,0.39650527,1
8-Jul,8,2.384791575,2.869157837,0.397331703,1
6-May,6,2.385861213,2.800210884,0.397509916,1
8-Jul,3,2.388558235,2.294727899,0.397959269,1
8-Jul,6,2.390773837,2.669648556,0.398328412,1
6-May,8,2.392593898,2.606836239,0.398631653,1
5-Apr,3,2.39690755,2.628427527,0.399350354,1
5-Apr,1,2.397087608,3.882675889,0.399380353,1
8-Jul,7,2.399789172,2.45234641,0.399830463,1
7-Jun,2,2.402696178,2.020618767,0.400314801,1
6-May,5,2.403178215,2.768368728,0.400395113,1
9-Aug,2,2.403440457,2.970343117,0.400438806,1
7-Jun,8,2.407577742,2.640683377,0.401128121,1
9-Aug,1,2.408501267,2.578953965,0.40128199,1
8-Jul,1,2.408711158,2.649397316,0.401316961,1
8-Jul,7,2.408977146,2.627989032,0.401361277,1
8-Jul,7,2.411090845,2.673076159,0.401713442,1
5-Apr,2,2.411703229,2.326604418,0.401815471,1
6-May,3,2.412429491,0.797397235,0.401936474,1
9-Aug,8,2.414373791,2.254914021,0.402260416,1
8-Jul,2,2.416013104,2.680469485,0.402533543,1
7-Jun,7,2.422649533,2.584083846,0.403639242,1
8-Jul,6,2.423586657,2.560175782,0.403795377,1
8-Jul,7,2.431821455,2.576441884,0.405167382,1
9-Aug,1,2.433230419,1.691244407,0.405402131,1
7-Jun,8,2.433476473,2.677585626,0.405443126,1
7-Jun,1,2.437814147,2.627077044,0.406165829,1
6-May,2,2.440038366,2.284110985,0.406536407,1
8-Jul,7,2.441072533,2.700633554,0.406708711,1
7-Jun,5,2.442632177,2.716440655,0.406968564,1
5-Apr,3,2.446463647,2.128540489,0.407606928,1
8-Jul,3,2.451857943,1.868039358,0.408505675,1
9-Aug,7,2.45234641,2.639528198,0.408587059,1
6-May,5,2.454229024,2.455605313,0.408900722,1
7-Jun,5,2.455605313,2.514950143,0.409130027,1
9-Aug,2,2.461088049,2.844642143,0.410043509,1
7-Jun,6,2.461316205,2.483643351,0.410081522,1
6-May,5,2.468370023,2.379205072,0.411256764,1
9-Aug,2,2.472055097,1.49433202,0.411870736,1
6-May,5,2.472484325,2.637685201,0.41194225,1
