YEAR,site,t0,t1,repro,survival
7-Jun,2,2.475941604,2.416013104,0.41251827,1
7-Jun,6,2.478226152,2.202861904,0.4128989,1
8-Jul,8,2.481410061,2.631861367,0.413429373,1
6-May,4,2.483430807,2.624059538,0.413766051,1
8-Jul,6,2.483643351,2.992011978,0.413801463,1
6-May,2,2.484536589,1.309256213,0.413950286,1
6-May,5,2.488235168,2.442632177,0.414566509,1
7-Jun,4,2.49698403,2.654519212,0.416024162,1
9-Aug,6,2.501001377,2.300060224,0.416693495,1
5-Apr,4,2.501288927,2.922838414,0.416741404,1
6-May,3,2.501410347,2.25767959,0.416761634,1
7-Jun,2,2.503382854,1.18523007,0.417090275,1
7-Jun,8,2.505521873,2.843776687,0.417446658,1
8-Jul,6,2.509908758,2.805862327,0.41817756,1
6-May,3,2.511838795,2.888637243,0.418499124,1
8-Jul,5,2.514950143,2.546247008,0.419017508,1
8-Jul,1,2.515704998,2.563421329,0.419143275,1
7-Jun,8,2.517350904,2.65594659,0.419417501,1
9-Aug,5,2.517819117,2.546030821,0.41949551,1
9-Aug,4,2.51933114,2.5017802,0.419747429,1
5-Apr,3,2.519659276,2.65744182,0.4198021,1
6-May,6,2.525200432,2.478226152,0.420725316,1
8-Jul,4,2.53212448,1.710527767,0.421878936,1
5-Apr,2,2.53415838,2.723447087,0.422217805,1
7-Jun,5,2.535433319,2.271160395,0.422430224,1
8-Jul,5,2.537232501,2.517819117,0.422729987,1
8-Jul,7,2.538940636,2.695507255,0.42301458,1
9-Aug,5,2.546247008,2.374074423,0.4242319,1
9-Aug,5,2.550458782,2.211309242,0.424933626,1
6-May,7,2.554219243,2.577708678,0.425560159,1
8-Jul,7,2.555809058,2.821644477,0.425825039,1
8-Jul,4,2.557369218,3.724437205,0.426084978,1
5-Apr,3,2.557572328,2.5631286,0.426118819,1
5-Apr,4,2.558492044,3.081010269,0.426272053,1
7-Jun,1,2.559848478,2.258659324,0.42649805,1
9-Aug,6,2.560175782,2.652093656,0.426552582,1
7-Jun,6,2.562358411,2.888243986,0.426916231,1
6-May,3,2.5631286,1.449073555,0.427044553,1
9-Aug,1,2.563421329,2.691633074,0.427093325,1
7-Jun,4,2.5659553,2.799193244,0.427515511,1
9-Aug,3,2.568063221,2.90502808,0.427866713,1
5-Apr,1,2.56871695,2.907255595,0.427975631,1
7-Jun,1,2.56907654,2.408711158,0.428035543,1
5-Apr,1,2.569743435,2.700718006,0.428146655,1
9-Aug,2,2.570764778,3.06280997,0.428316821,1
7-Jun,4,2.573158207,2.699019784,0.428715592,1
9-Aug,7,2.576441884,2.871584633,0.429262688,1
7-Jun,7,2.577708678,2.788846866,0.429473749,1
8-Jul,7,2.5783558,2.842378512,0.429581567,1
6-May,8,2.582015721,2.658952136,0.430191349,1
8-Jul,7,2.584083846,2.894017746,0.43053592,1
5-Apr,1,2.587932061,3.126207511,0.431177074,1
9-Aug,4,2.590088304,NA,0,0
5-Apr,3,2.592021505,1.897871213,0.431858419,1
6-May,6,2.593736148,2.562358411,0.432144097,1
8-Jul,4,2.59453769,2.735182389,0.432277642,1
7-Jun,1,2.600500171,2.12294416,0.433271055,1
6-May,4,2.60479964,2.130256018,0.433987392,1
7-Jun,8,2.606836239,2.870392328,0.434326711,1
5-Apr,4,2.612926548,3.228547699,0.435341422,1
8-Jul,3,2.614775259,2.971115846,0.435649437,1
6-May,5,2.614790912,2.535433319,0.435652045,1
9-Aug,1,2.618617312,2.743934478,0.436289564,1
7-Jun,1,2.62039818,2.730501464,0.436586275,1
7-Jun,1,2.62127591,2.721629612,0.436732515,1
6-May,8,2.623362117,3.14861632,0.437080099,1
7-Jun,4,2.624059538,2.59453769,0.437196297,1
8-Jul,1,2.627077044,2.618617312,0.437699045,1
9-Aug,7,2.627989032,3.253678366,0.437850992,1
6-May,3,2.628427527,2.949824191,0.43792405,1
8-Jul,1,2.629405858,3.931627425,0.438087051,1
7-Jun,8,2.629474477,2.481410061,0.438098483,1
9-Aug,3,2.629501686,0.46325164,0.438103017,1
9-Aug,8,2.629859714,2.240411437,0.438162668,1
6-May,1,2.630636195,2.649247278,0.438292038,1
9-Aug,8,2.631861367,2.335064988,0.438496165,1
7-Jun,5,2.637685201,2.948290592,0.439466477,1
8-Jul,8,2.640683377,2.780219412,0.439966006,1
9-Aug,8,2.641481083,1.89004868,0.440098912,1
5-Apr,1,2.645399533,2.829490537,0.440751767,1
7-Jun,1,2.649247278,2.78292852,0.441392843,1
9-Aug,1,2.649397316,2.570099514,0.441417841,1
5-Apr,3,2.650064828,3.216197629,0.441529055,1
6-May,6,2.651283485,2.678518513,0.441732097,1
8-Jul,5,2.651941724,2.308556268,0.441841766,1
8-Jul,4,2.654519212,2.960702972,0.442271203,1
8-Jul,8,2.65594659,2.974110322,0.44250902,1
9-Aug,8,2.656765421,2.785530487,0.442645446,1
6-May,3,2.65744182,2.057332573,0.442758141,1
7-Jun,6,2.657925457,0.356729075,0.44283872,1
9-Aug,6,2.658420914,1.409866416,0.442921268,1
6-May,6,2.658451296,2.67054883,0.44292633,1
7-Jun,8,2.658952136,2.763770546,0.443009776,1
6-May,8,2.659465382,2.863955401,0.443095288,1
9-Aug,6,2.669648556,3.120819542,0.444791913,1
7-Jun,6,2.67054883,2.78325723,0.444941908,1
9-Aug,7,2.673076159,2.727450266,0.445362988,1
8-Jul,4,2.676811076,2.127843228,0.445985265,1
5-Apr,1,2.677074607,3.071829509,0.446029172,1
6-May,3,2.677238729,2.022545096,0.446056517,1
8-Jul,8,2.677585626,2.798536553,0.446114314,1
7-Jun,6,2.678518513,2.361409626,0.446269743,1
7-Jun,3,2.679101767,2.903270773,0.446366919,1
9-Aug,2,2.680469485,2.686721467,0.446594795,1
7-Jun,4,2.684104102,2.557369218,0.447200361,1
6-May,7,2.685738231,2.799439147,0.447472625,1
6-May,6,2.689255677,2.935100659,0.448058669,1
7-Jun,6,2.689515599,2.062153475,0.448101974,1
6-May,1,2.695103894,2.62039818,0.449033044,1
9-Aug,7,2.695507255,1.756561475,0.449100248,1
9-Aug,4,2.696449339,2.459756971,0.449257209,1
8-Jul,4,2.699019784,2.940144968,0.449685473,1
9-Aug,7,2.700633554,3.222087825,0.449954344,1
6-May,1,2.700718006,2.437814147,0.449968415,1
6-May,4,2.701823028,2.684104102,0.450152523,1
8-Jul,8,2.704349657,2.999959419,0.450573487,1
7-Jun,8,2.710882236,3.038988008,0.451661884,1
8-Jul,8,2.711949974,2.656765421,0.45183978,1
6-May,6,2.712212666,2.689515599,0.451883548,1
8-Jul,5,2.716440655,2.550458782,0.452587976,1
7-Jun,4,2.717907473,0.489191074,0.452832363,1
8-Jul,3,2.719815026,3.857047701,0.453150182,1
8-Jul,1,2.721629612,3.128751107,0.453452511,1
8-Jul,1,2.722489525,2.093956049,0.453595782,1
6-May,2,2.723447087,2.475941604,0.453755322,1
7-Jun,1,2.723976734,2.629405858,0.453843567,1
7-Jun,8,2.724315868,2.825129056,0.45390007,1
8-Jul,1,2.730501464,2.798258945,0.454930656,1
7-Jun,4,2.731534423,2.79476493,0.455102758,1
9-Aug,4,2.735182389,2.699495116,0.455710548,1
5-Apr,4,2.736622296,3.353202373,0.455950452,1
9-Aug,3,2.737964991,3.318802661,0.45617416,1
7-Jun,6,2.743307383,0.893963839,0.457064259,1
5-Apr,3,2.746002433,2.791166146,0.457513283,1
6-May,7,2.751594295,2.878349699,0.458444947,1
5-Apr,2,2.752616556,2.886484193,0.458615267,1
9-Aug,7,2.761796265,2.969539515,0.460144704,1
5-Apr,2,2.762728601,3.524350225,0.460300041,1
6-May,8,2.763288907,2.710882236,0.460393394,1
8-Jul,8,2.763770546,2.974611654,0.46047364,1
7-Jun,5,2.768368728,2.914604828,0.461239746,1
9-Aug,8,2.780219412,2.612073436,0.463214197,1
8-Jul,7,2.781675036,2.761796265,0.463456719,1
5-Apr,4,2.782665642,3.417591953,0.463621765,1
8-Jul,1,2.78292852,2.916478585,0.463665563,1
6-May,1,2.783050866,2.56907654,0.463685947,1
8-Jul,6,2.78325723,2.658420914,0.46372033,1
8-Jul,7,2.788846866,2.971186189,0.464651623,1
6-May,3,2.791166146,NA,0,0
8-Jul,4,2.79476493,3.044594443,0.465637635,1
5-Apr,4,2.797448691,3.126047478,0.466084778,1
9-Aug,1,2.798258945,3.401015919,0.466219775,1
9-Aug,8,2.798536553,2.846594758,0.466266028,1
8-Jul,4,2.799193244,2.696449339,0.466375439,1
7-Jun,7,2.799439147,2.998749541,0.466416409,1
5-Apr,3,2.800183694,3.126786929,0.466540459,1
7-Jun,6,2.800210884,3.101486768,0.466544989,1
7-Jun,4,2.801234463,2.676811076,0.466715528,1
6-May,1,2.805175405,3.217184431,0.467372131,1
9-Aug,6,2.805862327,2.891716734,0.46748658,1
8-Jul,2,2.808520085,2.472055097,0.467929391,1
7-Jun,2,2.81041416,2.808520085,0.468244964,1
7-Jun,4,2.817725783,3.068866579,0.469463158,1
9-Aug,7,2.821644477,3.271070876,0.470116054,1
8-Jul,8,2.825129056,2.641481083,0.470696622,1
9-Aug,1,2.825612246,2.193597101,0.470777127,1
7-Jun,1,2.825669412,3.091232544,0.470786651,1
6-May,1,2.829490537,2.947911137,0.471423291,1
7-Jun,5,2.831437478,3.071334994,0.471747673,1
5-Apr,3,2.833931668,3.146132567,0.472163231,1
7-Jun,4,2.835278155,3.024928314,0.47238757,1
7-Jun,4,2.836587276,2.53212448,0.472605684,1
7-Jun,6,2.840608625,2.374163989,0.473275683,1
9-Aug,7,2.842378512,3.233306526,0.473570565,1
8-Jul,8,2.843776687,3.011897421,0.473803516,1
6-May,4,2.847644153,2.835278155,0.474447877,1
5-Apr,4,2.857033462,3.071396504,0.476012236,1
6-May,1,2.860376301,2.825669412,0.476569189,1
7-Jun,8,2.863955401,3.205120721,0.477165505,1
7-Jun,1,2.866576573,2.515704998,0.47760222,1
8-Jul,3,2.868867461,2.629501686,0.477983907,1
9-Aug,8,2.869157837,0.937165127,0.478032287,1
8-Jul,8,2.870392328,2.894992129,0.478237966,1
7-Jun,4,2.871509427,1.183438683,0.478424087,1
9-Aug,3,2.873678439,2.231851489,0.478785467,1
5-Apr,4,2.876246078,3.275696346,0.479213263,1
7-Jun,7,2.878349699,3.34630475,0.479563749,1
9-Aug,8,2.880819076,3.071146277,0.479975173,1
6-May,2,2.886484193,2.317863913,0.480919042,1
8-Jul,6,2.888243986,2.501001377,0.481212242,1
7-Jun,3,2.888637243,3.396970391,0.481277763,1
7-Jun,3,2.891839874,3.11239042,0.481811356,1
7-Jun,6,2.892568661,3.698980478,0.481932779,1
5-Apr,4,2.893122612,3.750203742,0.482025074,1
9-Aug,7,2.894017746,2.704449985,0.482174212,1
9-Aug,8,2.894992129,3.031154952,0.482336555,1
9-Aug,6,2.900533768,2.929080297,0.483259851,1
5-Apr,4,2.9017046,3.807691012,0.483454924,1
8-Jul,3,2.903270773,2.873678439,0.483715865,1
6-May,1,2.907255595,3.067340248,0.484379779,1
7-Jun,1,2.911763746,2.722489525,0.485130885,1
8-Jul,5,2.914604828,3.382561738,0.48560424,1
9-Aug,1,2.916478585,3.027202708,0.485916428,1
9-Aug,5,2.91927001,2.026669605,0.486381509,1
6-May,4,2.922838414,3.064808699,0.486976043,1
5-Apr,2,2.932551281,2.991142442,0.48859431,1
7-Jun,6,2.935100659,3.131277598,0.489019064,1
9-Aug,4,2.940144968,3.456937485,0.489859499,1
5-Apr,1,2.943234544,3.363604784,0.490374256,1
6-May,8,2.943623789,3.176901768,0.490439108,1
7-Jun,1,2.947911137,3.087910345,0.491153426,1
8-Jul,5,2.948290592,3.238047719,0.491216647,1
7-Jun,3,2.949824191,3.159720301,0.491472161,1
9-Aug,4,2.960702972,3.139639901,0.493284682,1
9-Aug,3,2.971115846,3.25828452,0.495019578,1
5-Apr,2,2.971180329,0.869686525,0.495030321,1
9-Aug,7,2.971186189,2.794042575,0.495031298,1
9-Aug,8,2.974110322,3.222643304,0.49551849,1
7-Jun,8,2.974338764,3.252312283,0.49555655,1
9-Aug,8,2.974611654,2.736666544,0.495602017,1
5-Apr,3,2.977601781,2.677238729,0.496100204,1
8-Jul,8,2.981855499,4.067956475,0.496808919,1
6-May,2,2.991142442,NA,0,0
9-Aug,6,2.992011978,2.567032532,0.498501096,1
5-Apr,2,2.996749124,3.385552279,0.499290355,1
8-Jul,7,2.998749541,3.093009728,0.499623646,1
9-Aug,8,2.999959419,2.955725272,0.499825225,1
8-Jul,5,3.000625075,NA,0,0
7-Jun,5,3.002937092,2.153010222,0.500321337,1
6-May,6,3.007467699,2.743307383,0.501076184,1
7-Jun,4,3.011352241,3.136234461,0.50172339,1
6-May,4,3.011640195,2.731534423,0.501771367,1
9-Aug,8,3.011897421,3.660560429,0.501814223,1
6-May,6,3.015364397,2.840608625,0.502391858,1
7-Jun,1,3.023676511,3.218517494,0.503776745,1
8-Jul,4,3.024928314,3.37805516,0.503985309,1
5-Apr,3,3.032428957,3.158027017,0.505234996,1
8-Jul,8,3.038988008,2.880819076,0.506327804,1
9-Aug,4,3.044594443,1.959756825,0.507261896,1
6-May,3,3.04791426,3.09671896,0.507815013,1
9-Aug,3,3.050049699,3.302713499,0.508170799,1
7-Jun,4,3.064808699,3.417798892,0.510629806,1
7-Jun,1,3.067340248,3.416167419,0.511051589,1
8-Jul,4,3.068866579,3.27439441,0.511305892,1
9-Aug,2,3.070392872,3.842365797,0.511560189,1
8-Jul,5,3.071334994,3.512520657,0.511717157,1
6-May,4,3.071396504,2.801234463,0.511727405,1
6-May,1,3.071829509,2.723976734,0.511799548,1
5-Apr,1,3.079330925,3.415850781,0.513049364,1
6-May,4,3.081010269,2.871509427,0.513329161,1
6-May,3,3.082448307,3.327145626,0.513568753,1
5-Apr,2,3.08259721,2.427715899,0.513593562,1
8-Jul,1,3.087910345,3.277671559,0.514478787,1
9-Aug,1,3.088947708,3.69084015,0.514651622,1
8-Jul,1,3.091232544,3.438350414,0.515032301,1
9-Aug,7,3.093009728,3.265319388,0.515328398,1
7-Jun,3,3.09671896,3.360193579,0.515946396,1
8-Jul,6,3.101486768,3.45428867,0.516740764,1
8-Jul,3,3.11239042,3.050049699,0.518557428,1
6-May,4,3.126047478,2.5659553,0.52083284,1
6-May,1,3.126207511,3.239073742,0.520859503,1
8-Jul,1,3.126781992,3.425613317,0.520955218,1
6-May,3,3.126786929,3.153521723,0.52095604,1
6-May,5,3.127844995,3.235141206,0.521132325,1
9-Aug,1,3.128751107,4.368498333,0.521283293,1
8-Jul,6,3.131277598,2.900533768,0.521704233,1
8-Jul,4,3.136234461,2.339242165,0.5225301,1
6-May,3,3.146132567,3.155305623,0.52417923,1
7-Jun,8,3.14861632,3.341825423,0.524593049,1
6-May,1,3.148739159,3.023676511,0.524613516,1
5-Apr,2,3.151330998,3.251258774,0.525045344,1
7-Jun,3,3.153521723,3.983425401,0.525410342,1
7-Jun,3,3.155305623,2.719815026,0.525707559,1
6-May,3,3.158027017,3.339004686,0.526160972,1
8-Jul,3,3.159720301,3.348029968,0.526443091,1
9-Aug,1,3.166382359,3.809245087,0.527553061,1
5-Apr,4,3.172151603,3.54601734,0.528514278,1
7-Jun,8,3.176901768,3.804418422,0.529305707,1
8-Jul,2,3.190488208,3.070392872,0.531569352,1
8-Jul,1,3.198431759,3.604695071,0.532892833,1
8-Jul,8,3.205120721,3.437301646,0.534007285,1
8-Jul,5,3.207475625,2.91927001,0.534399637,1
5-Apr,1,3.209048918,3.225982563,0.534661765,1
7-Jun,4,3.209155509,3.883067336,0.534679524,1
6-May,8,3.210353406,3.571012656,0.534879106,1
6-May,4,3.215816244,1.251259427,0.535789273,1
6-May,3,3.216197629,3.630942616,0.535852816,1
7-Jun,1,3.217184431,3.198431759,0.536017228,1
8-Jul,1,3.218517494,3.166382359,0.53623933,1
6-May,1,3.225982563,2.559848478,0.53748309,1
6-May,4,3.228547699,2.817725783,0.537910469,1
7-Jun,5,3.235141206,3.651591378,0.539009018,1
9-Aug,5,3.238047719,3.129994151,0.539493274,1
7-Jun,1,3.239073742,3.340685733,0.53966422,1
7-Jun,5,3.240209272,3.541662711,0.539853412,1
8-Jul,3,3.24074943,3.919825947,0.539943408,1
8-Jul,5,3.242717153,3.500090242,0.540271251,1
6-May,4,3.242962801,2.139890502,0.540312179,1
5-Apr,4,3.248022499,3.754623736,0.541155179,1
6-May,5,3.249260299,3.594615868,0.541361409,1
6-May,1,3.249756486,2.600500171,0.541444079,1
6-May,6,3.250680796,3.293208179,0.541598079,1
6-May,2,3.251258774,2.503382854,0.541694377,1
8-Jul,8,3.252312283,3.493067969,0.541869902,1
6-May,5,3.264629407,2.015345176,0.543922067,1
9-Aug,4,3.27439441,3.583999102,0.54554902,1
6-May,4,3.275696346,2.836587276,0.545765937,1
9-Aug,1,3.277671559,3.556333613,0.546095028,1
6-May,8,3.278804346,3.33349504,0.546283763,1
7-Jun,2,3.284979481,3.38094863,0.547312606,1
5-Apr,1,3.292721169,3.777737881,0.548602454,1
8-Jul,4,3.293193436,3.74149979,0.548681138,1
7-Jun,6,3.293208179,1.476692984,0.548683595,1
5-Apr,1,3.297323349,3.560938255,0.549369226,1
8-Jul,3,3.301604373,5.245111935,0.55008249,1
5-Apr,2,3.306040238,3.765666471,0.550821553,1
8-Jul,1,3.321055967,2.825612246,0.553323333,1
7-Jun,3,3.327145626,2.338074349,0.554337935,1
7-Jun,8,3.33349504,3.565122743,0.555395815,1
5-Apr,3,3.335415865,3.082448307,0.555715845,1
7-Jun,3,3.339004686,3.24074943,0.556313781,1
8-Jul,1,3.340685733,3.56103997,0.556593861,1
8-Jul,8,3.341825423,3.524449627,0.556783746,1
8-Jul,7,3.34630475,3.796235776,0.55753005,1
9-Aug,3,3.348029968,3.498393307,0.557817489,1
6-May,4,3.353202373,3.416403893,0.558679267,1
8-Jul,3,3.360193579,3.666694705,0.559844077,1
6-May,1,3.363604784,2.127049108,0.56041242,1
8-Jul,4,3.369847357,3.411009502,0.561452499,1
8-Jul,3,3.371649727,4.219095654,0.561752793,1
9-Aug,4,3.37805516,3.548600216,0.562820006,1
8-Jul,2,3.38094863,3.552519893,0.563302089,1
9-Aug,5,3.382561738,3.683474102,0.56357085,1
8-Jul,3,3.396970391,4.00227761,0.565971486,1
7-Jun,8,3.409577702,2.981855499,0.568071998,1
9-Aug,4,3.411009502,3.636068569,0.568310551,1
5-Apr,4,3.414127686,3.242962801,0.568830074,1
6-May,1,3.415850781,2.911763746,0.56911716,1
8-Jul,1,3.416167419,3.741006446,0.569169915,1
7-Jun,4,3.416403893,3.423601012,0.569209314,1
6-May,4,3.417591953,3.505454606,0.569407258,1
7-Jun,5,3.417731547,3.000625075,0.569430516,1
8-Jul,4,3.417798892,3.678354705,0.569441736,1
5-Apr,4,3.419585061,3.935170554,0.569739331,1
8-Jul,4,3.423601012,2.213869942,0.570408431,1
6-May,6,3.424396998,2.892568661,0.570541051,1
9-Aug,1,3.425613317,3.797554165,0.570743702,1
9-Aug,8,3.437301646,3.929664095,0.572691103,1
9-Aug,1,3.438350414,3.5692627,0.572865839,1
9-Aug,6,3.45428867,3.488035992,0.575521322,1
5-Apr,4,3.455666556,3.215816244,0.575750892,1
7-Jun,1,3.456185199,3.321055967,0.575837304,1
6-May,5,3.456742995,3.871957836,0.575930239,1
6-May,2,3.464317319,2.81041416,0.577192202,1
7-Jun,4,3.466424916,3.369847357,0.57754335,1
6-May,6,3.470199232,4.207705029,0.578172191,1
7-Jun,4,3.486856187,4.096203234,0.580947418,1
5-Apr,1,3.491010424,3.249756486,0.581639558,1
9-Aug,8,3.493067969,3.783843976,0.581982367,1
8-Jul,1,3.494219696,3.547709619,0.582174257,1
9-Aug,5,3.500090242,4.187991782,0.583152352,1
9-Aug,4,3.504011812,3.142911769,0.583805728,1
7-Jun,4,3.505454606,3.293193436,0.584046112,1
9-Aug,6,3.509757513,NA,0,0
6-May,4,3.509940944,0.543001351,0.584793584,1
9-Aug,5,3.512520657,4.483258117,0.585223392,1
6-May,5,3.512544018,3.240209272,0.585227284,1
6-May,5,3.518009087,3.866628848,0.586137823,1
6-May,2,3.51919213,0.944802691,0.58633493,1
6-May,2,3.524350225,2.402696178,0.587194324,1
9-Aug,8,3.524449627,3.449778397,0.587210885,1
5-Apr,3,3.527498998,4.168125305,0.587718943,1
7-Jun,4,3.534326212,4.059871379,0.58885643,1
8-Jul,5,3.541662711,3.686950116,0.590078769,1
6-May,4,3.54601734,3.486856187,0.590804296,1
9-Aug,1,3.547709619,3.657126631,0.591086248,1
9-Aug,7,3.551898014,2.670469082,0.591784079,1
9-Aug,2,3.552519893,2.214939318,0.591887691,1
6-May,1,3.560938255,3.603450186,0.59329028,1
9-Aug,1,3.56103997,3.985992421,0.593307227,1
7-Jun,3,3.563455149,2.868867461,0.593709621,1
5-Apr,2,3.564019826,3.51919213,0.593803703,1
8-Jul,8,3.565122743,3.740235806,0.59398746,1
7-Jun,8,3.571012656,3.791703479,0.594968783,1
7-Jun,1,3.577607647,3.723795631,0.596067578,1
6-May,6,3.581030261,2.657925457,0.596637822,1
5-Apr,2,3.584118704,4.030792252,0.59715239,1
7-Jun,5,3.594615868,3.242717153,0.598901329,1
7-Jun,1,3.603450186,3.494219696,0.600373221,1
9-Aug,1,3.604695071,4.150706678,0.600580632,1
9-Aug,6,3.616335861,NA,0,0
9-Aug,1,3.61787099,3.772198815,0.602775881,1
7-Jun,3,3.630942616,2.614775259,0.604953753,1
6-May,8,3.646052567,3.409577702,0.607471232,1
8-Jul,5,3.651591378,2.359140517,0.608394057,1
5-Apr,4,3.652392404,4.135225556,0.608527516,1
7-Jun,1,3.657423052,3.126781992,0.609365676,1
9-Aug,3,3.666694705,3.555491574,0.610910432,1
9-Aug,4,3.678354705,3.911530883,0.612853112,1
9-Aug,5,3.686950116,3.081509432,0.6142852,1
8-Jul,6,3.698980478,NA,0,0
8-Jul,1,3.723795631,3.61787099,0.620424055,1
9-Aug,4,3.724437205,3.663936762,0.620530948,1
9-Aug,4,3.733071683,3.474091894,0.621969544,1
6-May,5,3.733700289,1.98302123,0.622074277,1
9-Aug,8,3.740235806,3.72474697,0.623163164,1
9-Aug,1,3.741006446,4.331446561,0.62329156,1
9-Aug,4,3.74149979,3.941099724,0.623373757,1
6-May,4,3.750203742,3.466424916,0.624823928,1
5-Apr,4,3.754165931,4.155020046,0.625484071,1
6-May,4,3.754623736,3.011352241,0.625560346,1
6-May,2,3.765666471,1.606940804,0.627400184,1
6-May,1,3.777737881,2.866576573,0.629411409,1
9-Aug,8,3.789469827,2.215177206,0.631366076,1
8-Jul,8,3.791703479,3.789469827,0.631738227,1
9-Aug,7,3.796235776,4.668416058,0.632493356,1
7-Jun,4,3.798378333,3.904195654,0.632850329,1
8-Jul,8,3.804418422,4.179826294,0.633856672,1
9-Aug,5,3.807039898,NA,0,0
6-May,4,3.807691012,3.798378333,0.63440192,1
5-Apr,1,3.809013841,4.204400675,0.634622318,1
8-Jul,8,3.816736299,NA,0,0
6-May,1,3.830065412,3.657423052,0.638129734,1
5-Apr,1,3.833083464,3.830065412,0.638632573,1
6-May,3,3.839487126,3.894281277,0.639699492,1
6-May,4,3.844081291,3.209155509,0.640464929,1
6-May,5,3.850590127,3.002937092,0.64154937,1
9-Aug,3,3.857047701,4.053619749,0.642625271,1
7-Jun,5,3.866628848,3.207475625,0.644221592,1
7-Jun,5,3.871957836,4.270438678,0.645109458,1
7-Jun,7,3.879686053,3.979397552,0.646397062,1
6-May,1,3.882675889,3.577607647,0.6468952,1
8-Jul,4,3.883067336,3.504011812,0.646960419,1
7-Jun,4,3.885126559,4.058741204,0.647303508,1
7-Jun,3,3.894281277,4.153651881,0.648828782,1
8-Jul,4,3.904195654,4.026736126,0.650480622,1
9-Aug,4,3.904841038,4.280134801,0.65058815,1
9-Aug,3,3.919825947,4.120456807,0.653084796,1
5-Apr,1,3.923637822,5.056035994,0.653719895,1
5-Apr,3,3.929110502,3.839487126,0.654631702,1
9-Aug,1,3.931627425,3.778450451,0.655051048,1
8-Jul,3,3.933383012,5.149967586,0.655343547,1
6-May,4,3.935170554,1.510496315,0.655641371,1
6-May,7,3.950941313,3.879686053,0.658268948,1
9-Aug,3,3.966284216,5.014092179,0.660825239,1
8-Jul,7,3.979397552,3.551898014,0.66301006,1
8-Jul,3,3.983425401,3.966284216,0.663681143,1
5-Apr,4,3.99718149,4.585265492,0.665973054,1
9-Aug,3,4.00227761,5.052536454,0.666822122,1
9-Aug,4,4.026736126,4.513739944,0.670897172,1
8-Jul,6,4.028737397,3.509757513,0.671230605,1
6-May,2,4.030792252,3.284979481,0.671572965,1
9-Aug,5,4.039024113,4.461786577,0.672944481,1
8-Jul,6,4.043806855,3.616335861,0.673741337,1
8-Jul,4,4.058741204,3.733071683,0.676229559,1
8-Jul,4,4.059871379,4.14166826,0.676417858,1
9-Aug,8,4.067956475,NA,0,0
8-Jul,7,4.073076945,4.766604756,0.678618046,1
8-Jul,1,4.093984549,5.181119701,0.682101476,1
8-Jul,4,4.096203234,3.904841038,0.682471132,1
8-Jul,1,4.111309428,4.422935087,0.684987985,1
5-Apr,1,4.111401596,4.676899601,0.685003342,1
8-Jul,4,4.131077022,4.902855609,0.688281477,1
6-May,4,4.135225556,3.885126559,0.688972667,1
8-Jul,1,4.136853764,5.896874108,0.689243944,1
9-Aug,4,4.14166826,4.487094324,0.690046091,1
6-May,8,4.151821952,4.860094095,0.691737804,1
8-Jul,3,4.153651881,4.453433418,0.69204269,1
6-May,7,4.153901983,4.262473069,0.692084359,1
6-May,4,4.155020046,3.534326212,0.69227064,1
8-Jul,6,4.158385632,4.461565253,0.692831383,1
6-May,3,4.168125305,4.404864424,0.694454116,1
7-Jun,5,4.173425951,4.390649744,0.69533726,1
9-Aug,8,4.179826294,4.320460789,0.696403626,1
5-Apr,3,4.202260578,4.687984918,0.700141417,1
6-May,1,4.204400675,3.456185199,0.70049798,1
7-Jun,6,4.207705029,4.158385632,0.70104852,1
9-Aug,3,4.219095654,3.940046957,0.70294632,1
5-Apr,3,4.228421712,4.517091275,0.704500141,1
7-Jun,7,4.262473069,4.073076945,0.71017346,1
8-Jul,5,4.270438678,4.58409593,0.711500615,1
5-Apr,4,4.275294302,3.844081291,0.712309614,1
8-Jul,3,4.300837091,4.669491862,0.716565315,1
7-Jun,1,4.308097795,4.093984549,0.717775026,1
7-Jun,1,4.312307629,4.111309428,0.718476429,1
8-Jul,4,4.32584325,6.776445514,0.720731608,1
5-Apr,3,4.387692532,5.268772665,0.731036357,1
8-Jul,5,4.390649744,3.807039898,0.73152906,1
8-Jul,5,4.396357822,4.039024113,0.732480087,1
7-Jun,3,4.404864424,3.301604373,0.733897378,1
9-Aug,1,4.422935087,4.344163775,0.736908143,1
5-Apr,2,4.425260122,2.148238873,0.737295518,1
9-Aug,3,4.453433418,4.147882773,0.74198949,1
9-Aug,6,4.461565253,4.91145768,0.74334434,1
5-Apr,4,4.47515478,5.26801906,0.7456085,1
6-May,6,4.495392431,4.912812583,0.748980309,1
7-Jun,6,4.502887916,4.043806855,0.750229137,1
6-May,3,4.517091275,NA,0,0
5-Apr,3,4.521324743,4.530533728,0.753300908,1
6-May,3,4.530533728,4.684000428,0.754835224,1
7-Jun,3,4.531029339,2.451857943,0.754917798,1
7-Jun,8,4.540921049,3.816736299,0.756565862,1
8-Jul,7,4.547320477,4.613065176,0.757632075,1
6-May,6,4.555967817,5.475520416,0.759072814,1
5-Apr,4,4.565794797,3.509940944,0.760710094,1
9-Aug,5,4.58409593,4.498379595,0.763759258,1
6-May,5,4.607109178,4.621842463,0.76759351,1
5-Apr,1,4.611959773,5.859013836,0.768401671,1
9-Aug,7,4.613065176,0.655623035,0.768585843,1
