Capture.event,Sex.Stage,SL,mass0,hindex,surv,mass1,offspring
1,F,26.971,0.413,0,1,0.421,0
1,F,27.745,0.417,0,1,0.448,0
1,F,28.43,0.425,0,1,0.496,0
1,F,29.381,0.517,0,1,0.52,0
1,F,29.686,0.466,0,1,0.553,0
1,F,30.958,0.59,0,1,0.631,0
1,F,30.174,0.594,0,1,0.748,0
1,F,30.867,0.563,0,1,0.8,0
1,F,17.06,0.08,0,0,NA,0
1,F,26.687,0.357,0,0,NA,0
1,F,26.201,0.36,0,0,NA,0
1,F,28.794,0.439,0,0,NA,0
1,F,30.518,0.543,0,1,NA,0
1,F,30.764,0.555,0,0,NA,0
1,F,33.926,0.629,0,0,NA,0
1,F,31.401,0.642,0,0,NA,0
1,F,32.387,0.643,0,0,NA,0
1,F,32.49,0.666,0,0,NA,0
2,F,27.202,0.421,0,0,NA,0
2,F,28.172,0.448,0,1,NA,0
2,F,28.87,0.49,0,0,NA,0
2,F,NA,0.496,0,1,NA,0
2,F,28.401,0.503,0,1,NA,0
2,F,24.854,0.52,0,1,NA,0
2,F,30.845,0.553,0,0,NA,0
2,F,29.848,0.557,0,1,NA,0
2,F,30.152,0.576,0,0,NA,0
2,F,30.719,0.608,0,0,NA,0
2,F,31.301,0.631,0,1,NA,0
2,F,32.013,0.667,0,1,NA,0
2,F,32.61,0.738,0,1,NA,0
2,F,31.871,0.748,0,1,NA,0
2,F,32.662,0.8,0,1,NA,0
5,F,0,0.052,0,1,0.088,0
5,I,0,0.078,0,1,0.093,0
5,I,0,0.081,0,1,0.093,0
5,I,0,0.071,0,1,0.095,0
5,F,0,0.052,0,1,0.096,0
5,F,0,0.042,0,1,0.098,0
5,I,0,0.05,0,1,0.098,0
5,I,0,0.085,0.064,1,0.1,0
5,I,0,0.054,0,1,0.101,0
5,I,0,0.068,0,1,0.102,0
5,I,0,0.088,0,1,0.106,0
5,I,0,0.063,0,1,0.108,0
5,F,0,0.054,0,1,0.109,0
5,F,0,0.06,0,1,0.109,0
5,F,0,0.047,0,1,0.11,0
5,I,0,0.051,0,1,0.112,0
5,F,0,0.071,0,1,0.112,0
5,F,NA,0.057,0,1,0.113,0
5,I,0,0.068,0,1,0.113,0
5,I,0,0.089,NA,1,0.113,0
5,I,0,0.058,0,1,0.114,0
5,I,0,0.074,0,1,0.114,0
5,I,0,0.082,0,1,0.114,0
5,I,0,0.102,0,1,0.114,0
5,I,0,0.048,0,1,0.116,0
5,F,0,0.055,0,1,0.116,0
5,I,0,0.06,0,1,0.118,0
5,F,0,0.068,0,1,0.118,0
5,I,0,0.073,0,1,0.118,0
5,F,0,0.076,0,1,0.118,0
5,I,0,0.085,0,1,0.118,0
5,I,0,0.102,0,1,0.118,0
5,I,0,0.065,NA,1,0.12,0
5,I,0,0.069,0,1,0.12,1
5,I,0,0.078,0,1,0.1205,0
5,I,0,0.114,0,1,0.121,0
5,I,0,0.074,0,1,0.122,0
5,I,0,0.116,0,1,0.122,0
5,F,0,0.062,0,1,0.123,0
5,I,0,0.065,0,1,0.123,0
5,F,0,0.077,0,1,0.123,0
5,F,0,0.055,0,1,0.124,0
5,F,0,0.059,0,1,0.124,0
5,F,0,0.052,0,1,0.125,0
5,F,0,0.08,0,1,0.127,0
5,I,0,0.082,0,1,0.128,0
5,I,0,0.094,0,1,0.129,0
5,F,0,0.072,0,1,0.131,0
5,I,0,0.109,NA,1,0.131,0
5,I,0,0.103,0,1,0.132,0
5,I,0,0.108,0,1,0.132,0
5,F,0,0.065,NA,1,0.133,0
5,I,0,0.075,0,1,0.133,0
5,I,0,0.075,0,1,0.133,0
5,I,0,0.077,0,1,0.135,0
5,F,0,0.078,0,1,0.136,0
5,F,0,0.042,0,1,0.137,0
5,I,0,0.075,0,1,0.137,0
5,I,0,0.073,0,1,0.138,0
5,F,0,0.078,0,1,0.138,0
5,F,0,0.069,0,1,0.139,0
5,F,0,0.076,0.053,1,0.139,0
5,F,0,0.088,0,1,0.139,0
5,F,0,0.072,0,1,0.14,0
5,I,0,0.079,0,1,0.141,0
5,I,0,0.088,0,1,0.142,0
5,I,0,0.08,0,1,0.144,0
5,I,0,0.115,0,1,0.145,0
5,F,0,0.075,0,1,0.148,0
5,F,0,0.083,0,1,0.149,0
5,F,0,0.058,0,1,0.15,0
5,F,0,0.076,0,1,0.151,0
5,F,0,0.069,0,1,0.152,0
5,F,0,0.085,0,1,0.153,0
5,F,0,0.086,0,1,0.158,0
5,F,0,0.082,0,1,0.159,0
5,F,0,0.076,0,1,0.163,0
5,F,0,0.084,0,1,0.164,0
5,F,0,0.115,0.162,1,0.165,0
5,F,0,0.079,0,1,0.1685,0
5,F,0,0.141,0,1,0.172,0
5,F,0,0.125,0,1,0.173,0
5,F,0,0.083,0,1,0.175,0
5,F,0,0.088,0,1,0.177,0
5,F,0,0.103,0,1,0.178,0
5,F,0,0.089,0,1,0.182,0
5,F,0,0.132,0,1,0.187,0
5,F,0,0.108,0,1,0.188,0
5,F,0,0.134,0,1,0.189,0
5,F,0,0.14,0,1,0.189,0
5,F,0,0.132,0,1,0.19,0
5,F,0,0.12,0,1,0.191,0
5,F,0,0.138,0,1,0.191,0
5,F,0,0.105,0.047,1,0.197,0
5,F,0,0.089,0,1,0.199,0
5,F,0,0.121,0,1,0.2,0
5,F,0,0.14,0,1,0.206,0
5,F,0,0.126,0,1,0.207,0
5,F,0,0.08,0,1,0.208,0
5,F,0,0.196,NA,1,0.208,0
5,F,0,0.119,0,1,0.209,0
5,F,0,0.156,0,1,0.211,0
5,F,0,0.16,0,1,0.211,0
5,F,0,0.181,0,1,0.214,0
5,F,0,0.187,0,1,0.224,0
5,F,0,0.13,0,1,0.231,0
5,F,0,0.17,0,1,0.231,0
5,F,0,0.142,0,1,0.239,0
5,F,0,0.187,0,1,0.239,0
5,F,0,0.154,0,1,0.241,0
5,F,0,0.176,0,1,0.242,0
5,F,0,0.168,0,1,0.243,0
5,F,0,0.154,0,1,0.245,0
5,F,0,0.189,0,1,0.248,0
5,F,0,0.207,0,1,0.25,0
5,F,0,0.188,0,1,0.257,0
5,F,0,0.213,0,1,0.257,0
5,F,0,0.17,0,1,0.259,0
5,F,0,0.222,0,1,0.264,0
5,F,0,0.201,0,1,0.2655,0
5,F,0,0.178,0,1,0.266,0
5,F,0,0.226,0,1,0.266,0
5,F,0,0.245,0,1,0.2675,0
5,F,0,0.207,0,1,0.269,0
5,F,0,0.186,0.097,1,0.271,0
5,F,0,0.197,0,1,0.272,0
5,F,0,0.248,0,1,0.281,0
5,F,0,0.254,0,1,0.284,0
5,F,0,0.252,0,1,0.286,0
5,F,0,0.194,0,1,0.287,0
5,F,0,0.203,0,1,0.287,0
5,F,0,0.205,0,1,0.287,0
5,F,0,0.231,0,1,0.287,0
5,F,0,0.232,0,1,0.288,0
5,F,0,0.255,0,1,0.288,0
5,F,0,0.244,0,1,0.298,0
5,F,0,0.255,0,1,0.298,0
5,F,0,0.256,0,1,0.302,0
5,F,0,0.243,0,1,0.309,0
5,F,0,0.3,0,1,0.313,0
5,F,0,0.227,0,1,0.318,0
5,F,0,0.283,0,1,0.32,0
5,F,0,0.277,0,1,0.322,0
5,F,0,0.28,0,1,0.324,0
5,F,0,0.305,0,1,0.327,0
5,F,0,0.296,0,1,0.328,0
5,F,0,0.295,0,1,0.339,0
5,F,0,0.313,NA,1,0.341,0
5,F,0,0.252,0,1,0.346,0
5,F,0,0.285,0,1,0.346,0
5,F,0,0.295,0,1,0.348,0
5,F,0,0.277,0,1,0.358,0
5,F,0,0.335,0.062,1,0.36,0
5,F,0,0.308,0,1,0.362,0
5,F,0,0.34,0,1,0.362,0
5,F,0,0.351,0,1,0.37,0
5,F,0,0.316,0,1,0.372,0
5,F,0,0.317,0,1,0.375,0
5,F,0,0.351,0,1,0.385,0
5,F,0,0.376,0,1,0.388,0
5,F,0,0.385,NA,1,0.39,0
5,F,0,0.388,0,1,0.394,0
5,F,0,0.364,0,1,0.396,0
5,F,0,0.391,0,1,0.409,0
5,F,0,0.411,0,1,0.422,0
5,F,0,0.398,0.103,1,0.428,0
5,F,0,0.416,0,1,0.433,0
5,F,0,0.437,NA,1,0.441,0
5,F,0,0.441,0,1,0.45,0
5,F,0,0.434,0,1,0.456,0
5,F,0,0.429,NA,1,0.457,0
5,F,0,0.407,0,1,0.465,0
5,F,0,0.489,0,1,0.472,3
5,F,0,0.456,0,1,0.482,0
5,F,0,0.483,NA,1,0.482,0
5,F,0,0.484,0,1,0.484,0
5,F,0,0.456,0,1,0.486,0
5,F,0,0.474,0,1,0.49,0
5,F,0,0.447,0,1,0.495,0
5,F,0,0.506,0.062,1,0.512,0
5,F,0,0.524,0,1,0.513,1
5,F,0,0.511,0,1,0.52,0
5,F,0,0.487,0,1,0.528,0
5,F,0,0.547,0,1,0.543,0
5,F,0,0.526,NA,1,0.544,0
5,F,0,0.503,0,1,0.554,0
5,F,0,0.528,0,1,0.559,0
5,F,0,0.547,0,1,0.56,0
5,F,0,0.454,0,1,0.563,0
5,F,0,0.594,NA,1,0.588,0
5,F,0,0.665,0,1,0.588,3
5,F,0,0.622,0.06,1,0.592,3
5,F,0,0.581,0,1,0.598,0
5,F,0,0.653,0,1,0.6,0
5,F,0,0.6,0,1,0.619,0
5,F,0,0.613,0,1,0.627,0
5,F,0,0.669,0,1,0.629,0
5,F,0,0.611,0,1,0.639,0
5,F,0,0.628,0,1,0.659,0
5,F,0,0.659,0,1,0.675,0
5,F,0,0.725,0,1,0.691,0
5,F,0,0.754,0,1,0.691,0
5,F,0,0.735,0,1,0.701,0
5,F,0,0.666,0,1,0.707,0
5,F,0,0.723,0,1,0.713,0
5,F,0,0.69,0,1,0.717,0
5,F,0,0.677,0,1,0.72,0
5,F,0,0.647,0,1,0.723,0
5,F,0,0.754,0,1,0.729,0
5,F,0,0.754,0,1,0.772,0
5,F,0,0.757,0.063,1,0.777,0
5,F,0,0.809,0,1,0.793,0
5,F,0,0.757,0,1,0.812,0
5,F,0,0.802,0.058,1,0.842,0
5,F,0,0.048,0,0,NA,0
5,F,0,0.048,NA,0,NA,0
5,F,0,0.049,0,0,NA,0
5,F,0,0.05,0,0,NA,0
5,I,0,0.05,0,0,NA,0
5,F,0,0.052,0,0,NA,0
5,I,0,0.052,0,0,NA,0
5,F,0,0.053,0,0,NA,0
5,F,0,0.054,0,0,NA,0
5,F,0,0.054,0,0,NA,0
5,F,0,0.054,0,0,NA,0
5,I,0,0.057,0.022,0,NA,0
5,I,0,0.057,0,0,NA,0
5,F,0,0.057,0,1,NA,0
5,I,0,0.061,0,0,NA,0
5,I,0,0.062,0,0,NA,0
5,I,0,0.065,0,0,NA,0
5,I,0,0.065,0,0,NA,0
5,I,0,0.066,NA,0,NA,0
5,I,0,0.067,0,0,NA,0
5,F,0,0.068,0.103,0,NA,0
5,F,0,0.068,NA,0,NA,0
5,F,0,0.069,0,1,NA,0
5,F,0,0.07,0,0,NA,0
5,F,0,0.072,0,0,NA,0
5,I,0,0.073,0,0,NA,0
5,F,0,0.077,0,0,NA,0
5,I,0,0.08,0,0,NA,0
5,I,0,0.081,0,0,NA,0
5,I,0,0.085,NA,0,NA,0
5,I,0,0.09,NA,0,NA,0
5,I,0,0.092,0,0,NA,0
5,I,0,0.092,0,0,NA,0
5,I,0,0.092,0,0,NA,0
5,F,0,0.094,0,0,NA,0
5,I,0,0.094,0,0,NA,0
5,F,0,0.095,0,0,NA,0
5,F,0,0.096,0,0,NA,0
5,F,0,0.098,0,0,NA,0
5,F,0,0.098,0,0,NA,0
5,F,0,0.103,0,0,NA,0
5,I,0,0.103,0,0,NA,0
5,F,0,0.104,0,0,NA,0
5,F,0,0.111,0,0,NA,0
5,F,0,0.112,0,0,NA,0
5,I,0,0.112,0,0,NA,0
5,F,0,0.137,0,0,NA,0
5,F,0,0.14,0,0,NA,0
5,F,0,0.144,0,0,NA,0
5,F,0,0.151,0,0,NA,0
5,F,0,0.162,0,0,NA,0
5,F,0,0.178,0,0,NA,0
5,F,0,0.193,NA,0,NA,0
5,F,0,0.226,0,0,NA,0
5,F,0,0.237,0,0,NA,0
5,F,0,0.238,0,0,NA,0
5,F,0,0.24,0,0,NA,0
5,F,0,0.242,0,0,NA,0
5,F,0,0.286,0,0,NA,0
5,F,0,0.289,NA,0,NA,0
5,F,0,0.305,0,0,NA,0
5,F,0,0.337,0,0,NA,0
5,F,0,0.369,0,0,NA,0
5,F,0,0.426,0,0,NA,0
5,F,0,0.503,NA,0,NA,0
5,F,0,0.645,0,0,NA,0
5,F,0,0.682,NA,0,NA,0
5,F,0,0.757,0,0,NA,0
5,F,0,0.77,0,0,NA,1
5,F,0,0.83,0,0,NA,0
5,F,0,0.865,NA,0,NA,0
6,F,0,0.182,0,1,0.01,0
6,F,NA,0.066,0,1,0.098,0
6,I,NA,0.059,0,1,0.099,0
6,I,NA,0.055,0,1,0.1,0
6,I,NA,0.058,0,1,0.1,0
6,F,NA,0.056,0,1,0.1015,0
6,I,NA,0.065,NA,1,0.103,0
6,F,NA,0.069,0.064,1,0.103,0
6,F,NA,0.06,0,1,0.1045,0
6,F,NA,0.05,0,1,0.106,0
6,I,NA,0.076,0,1,0.108,0
6,F,NA,0.065,0,1,0.11,0
6,I,NA,0.063,0,1,0.111,0
6,I,NA,0.064,0,1,0.112,0
6,I,NA,0.079,0,1,0.113,0
6,I,NA,0.09,0,1,0.114,0
6,I,NA,0.076,0,1,0.115,0
6,I,NA,0.063,0,1,0.116,0
6,F,NA,0.062,0,1,0.117,0
6,I,NA,0.073,0,1,0.117,0
6,F,NA,0.068,0,1,0.119,0
6,I,NA,0.076,0,1,0.12,0
6,I,NA,0.085,0,1,0.12,0
6,I,NA,0.101,0,1,0.12,0
6,I,NA,0.102,0,1,0.121,0
6,I,NA,0.092,0,1,0.124,0
6,I,NA,0.094,0,1,0.124,0
6,F,NA,0.071,0,1,0.125,0
6,I,NA,0.076,0,1,0.126,0
6,I,NA,0.092,0,1,0.126,0
6,F,NA,0.058,0,1,0.127,0
6,F,NA,0.075,0,1,0.127,0
6,I,NA,0.099,0,1,0.127,0
6,I,NA,0.091,0,1,0.128,0
6,I,NA,0.093,0.132,1,0.129,0
6,I,NA,0.08,0,1,0.131,0
6,I,0,0.098,0,1,0.131,0
6,I,0,0.114,0,1,0.131,0
6,F,NA,0.064,0,1,0.133,0
6,I,0,0.101,0,1,0.133,0
6,I,0,0.118,0,1,0.133,0
6,F,NA,0.06,0,1,0.134,0
6,I,0,0.102,0,1,0.134,0
6,F,NA,0.076,0,1,0.136,0
6,I,0,0.112,0,1,0.136,0
6,F,NA,0.082,0,1,0.137,0
6,I,0,0.118,0,1,0.137,0
6,I,0,0.133,0,1,0.138,0
6,I,0,0.12,NA,1,0.139,0
6,I,0,0.123,0,1,0.14,0
6,F,NA,0.079,0,1,0.141,0
6,I,NA,0.104,0,1,0.142,0
6,F,NA,0.074,0,1,0.146,0
6,F,NA,0.075,0,1,0.146,0
6,I,NA,0.102,0,1,0.146,0
6,I,0,0.108,0,1,0.147,0
6,F,NA,0.07,0,1,0.149,0
6,I,0,0.117,NA,1,0.149,0
6,F,0,0.096,0,1,0.15,0
6,I,0,0.137,0,1,0.15,0
6,F,NA,0.106,0,1,0.152,0
6,F,NA,0.096,0,1,0.153,0
6,F,0,0.112,0,1,0.156,0
6,I,0,0.144,0,1,0.157,0
6,F,NA,0.098,0,1,0.16,0
6,I,0,0.138,0,1,0.16,0
6,F,NA,0.094,0,1,0.161,0
6,F,NA,0.074,0,1,0.162,0
6,F,0,0.629,0,1,0.163,0
6,F,NA,0.101,0,1,0.164,0
6,F,NA,0.071,0.103,1,0.166,0
6,F,0,0.11,0,1,0.166,0
6,F,NA,0.097,0,1,0.167,0
6,F,NA,0.106,0,1,0.167,0
6,F,NA,0.087,0,1,0.168,0
6,F,NA,0.076,0.265,1,0.172,0
6,F,NA,0.096,0,1,0.175,0
6,F,0,0.118,0,1,0.175,0
6,F,0,0.123,0,1,0.175,0
6,F,NA,0.05,0.088,1,0.176,0
6,F,NA,0.086,0.284,1,0.177,0
6,F,NA,0.11,0,1,0.178,0
6,F,NA,0.118,0,1,0.178,0
6,F,NA,0.093,0,1,0.18,0
6,F,NA,0.106,0,1,0.18,0
6,F,NA,0.098,0,1,0.184,0
6,F,NA,0.097,NA,1,0.186,0
6,F,0,0.131,0,1,0.196,0
6,F,0,0.153,0,1,0.2,0
6,F,0,0.158,0,1,0.201,0
6,F,0,0.116,0,1,0.202,0
6,F,0,0.109,0,1,0.203,0
6,F,NA,0.115,0,1,0.203,0
6,F,0,0.118,0,1,0.204,0
6,F,0,0.138,0,1,0.208,0
6,F,NA,0.146,0,1,0.2095,0
6,F,0,0.139,0.053,1,0.212,0
6,F,0,0.173,0,1,0.215,0
6,F,0,0.127,0,1,0.216,0
6,F,0,0.15,0,1,0.218,0
6,F,0,0.187,0,1,0.218,0
6,F,0,0.149,0,1,0.219,0
6,F,0,0.124,0,1,0.2205,0
6,F,NA,0.215,0,1,0.221,0
6,F,0,0.124,0,1,0.222,0
6,F,0,0.139,0,1,0.222,0
6,F,0,0.159,0,1,0.224,0
6,F,0,0.19,0,1,0.225,0
6,F,NA,0.128,0,1,0.226,0
6,F,0,0.139,0,1,0.226,0
6,F,NA,0.129,0,1,0.227,0
6,F,0,0.172,0,1,0.2285,0
6,F,0,0.136,0,1,0.229,0
6,F,0,0.191,0,1,0.23,0
6,F,0,0.151,0,1,0.233,0
6,F,0,0.148,0,1,0.236,0
6,F,0,0.133,NA,1,0.239,0
6,F,0,0.165,0.162,1,0.24,0
6,F,0,0.123,0,1,0.243,0
6,F,NA,0.164,NA,1,0.244,0
6,F,0,0.2,0,1,0.244,0
6,F,NA,0.153,0,1,0.245,0
6,F,NA,0.163,NA,1,0.25,0
6,F,0,0.175,0,1,0.25,0
6,F,0,0.191,0,1,0.251,0
6,F,0,0.125,0,1,0.252,0
6,F,0,0.211,0,1,0.252,0
6,F,0,0.207,0,1,0.253,0
6,F,0,0.178,0,1,0.255,0
6,F,0,0.214,0,1,0.255,0
6,F,0,0.137,0,1,0.256,0
6,F,NA,0.1685,NA,1,0.258,0
6,F,0,0.177,0,1,0.261,0
6,F,0,0.188,0,1,0.262,0
6,F,NA,0.211,NA,1,0.266,0
6,F,0,0.14,0,1,0.267,0
6,F,0,0.152,0,1,0.268,0
6,F,NA,0.169,0,1,0.271,0
6,F,0,0.224,0,1,0.273,0
6,F,NA,0.214,0,1,0.274,0
6,F,0,0.189,0,1,0.28,0
6,F,0,0.269,0,1,0.282,0
6,F,0,0.209,0,1,0.284,0
6,F,NA,0.253,0,1,0.2845,0
6,F,0,0.199,0,1,0.287,0
6,F,0,0.239,0,1,0.287,0
6,F,0,0.341,NA,1,0.288,0
6,F,0,0.257,0,1,0.289,0
6,F,0,0.239,0,1,0.29,0
6,F,NA,0.2675,NA,1,0.29,0
6,F,0,0.206,0,1,0.291,0
6,F,0,0.257,0,1,0.291,0
6,F,0,0.243,0,1,0.295,0
6,F,0,0.245,0,1,0.2985,0
6,F,0,0.264,0,1,0.302,0
6,F,0,0.271,0.097,1,0.303,0
6,F,0,0.286,0,1,0.303,0
6,F,0,0.272,0,1,0.306,0
6,F,0,0.241,0,1,0.307,0
6,F,0,0.284,0,1,0.3075,0
6,F,0,0.25,0,1,0.31,0
6,F,0,0.231,0,1,0.311,0
6,F,0,0.248,0,1,0.311,0
6,F,0,0.266,0,1,0.317,0
6,F,NA,0.321,0,1,0.319,0
6,F,0,0.281,0,1,0.32,0
6,F,0,0.208,0,1,0.322,0
6,F,0,0.259,0,1,0.323,0
6,F,NA,0.273,0,1,0.3235,0
6,F,0,0.231,0,1,0.329,0
6,F,NA,0.2655,NA,1,0.33,0
6,F,0,0.288,0,1,0.33,0
6,F,0,0.32,0,1,0.335,0
6,F,0,0.322,0,1,0.335,0
6,F,0,0.309,0,1,0.337,0
6,F,NA,0.298,NA,1,0.341,0
6,F,0,0.287,0,1,0.343,0
6,F,0,0.232,0,1,0.344,0
6,F,0,0.302,0,1,0.344,0
6,F,0,0.318,0,1,0.348,0
6,F,0,0.313,0,1,0.352,0
6,F,0,0.288,0,1,0.355,0
6,F,0,0.324,0,1,0.36,0
6,F,0,0.358,0,1,0.362,0
6,F,NA,0.25,0,1,0.363,0
6,F,0,0.346,0,1,0.368,0
6,F,0,0.346,0,1,0.372,0
6,F,0,0.327,0,1,0.384,0
6,F,NA,0.367,0,1,0.392,0
6,F,0,0.39,NA,1,0.394,0
6,F,0,0.375,0,1,0.396,0
6,F,0,0.385,0,1,0.402,0
6,F,0,0.328,0,1,0.405,0
6,F,0,0.339,0,1,0.406,0
6,F,NA,0.362,NA,1,0.416,0
6,F,0,0.372,0,1,0.418,0
6,F,0,0.472,0,1,0.425,0
6,F,NA,0.352,0,1,0.426,0
6,F,0,0.428,0.103,1,0.427,0
6,F,0,0.189,0,1,0.428,0
6,F,NA,0.391,0,1,0.432,0
6,F,NA,0.428,0,1,0.433,0
6,F,0,0.409,0,1,0.435,1
6,F,0,0.37,0,1,0.44,0
6,F,0,0.396,0,1,0.442,0
6,F,NA,0.435,0,1,0.442,0
6,F,0,0.394,0,1,0.444,0
6,F,0,0.446,0,1,0.456,0
6,F,NA,0.409,0,1,0.458,0
6,F,0,0.433,0,1,0.46,0
6,F,0,0.441,NA,1,0.46,0
6,F,0,0.456,0,1,0.461,0
6,F,0,0.422,0,1,0.466,0
6,F,0,0.482,0,1,0.468,0
6,F,0,0.488,0,1,0.476,0
6,F,0,0.465,0,1,0.483,0
6,F,0,0.484,0,1,0.486,0
6,F,0,0.482,NA,1,0.487,0
6,F,0,0.495,0,1,0.498,0
6,F,NA,0.49,NA,1,0.506,0
6,F,0,0.486,0,1,0.5095,0
6,F,0,0.588,0,1,0.515,0
6,F,0,0.543,0,1,0.518,0
6,F,NA,0.531,0,1,0.519,0
6,F,0,0.512,0.062,1,0.523,0
6,F,0,0.528,0,1,0.532,0
6,F,0,0.544,NA,1,0.5365,0
6,F,0,0.52,0,1,0.538,0
6,F,NA,0.195,0,1,0.543,0
6,F,0,0.588,NA,1,0.587,0
6,F,0,0.56,0,1,0.589,0
6,F,0,0.598,0,1,0.599,0
6,F,0,0.592,0.06,1,0.6,0
6,F,0,0.6,0,1,0.606,0
6,F,0,0.655,0,1,0.614,1
6,F,NA,0.702,0,1,0.638,0
6,F,0,0.639,0,1,0.647,0
6,F,0,0.691,0,1,0.647,0
6,F,0,0.627,0,1,0.665,0
6,F,0,0.659,0,1,0.665,0
6,F,0,0.675,0,1,0.685,0
6,F,0,0.713,0,1,0.696,0
6,F,0,0.723,0,1,0.701,0
6,F,NA,0.707,0,1,0.711,0
6,F,0,0.717,0,1,0.74,0
6,F,0,0.812,0,1,0.749,0
6,F,0,0.729,0,1,0.752,0
6,F,0,0.72,0,1,0.755,0
6,F,0,0.779,0,1,0.767,0
6,F,0,0.777,0.063,1,0.775,0
6,F,0,0.793,0,1,0.783,0
6,F,0,0.772,0,1,0.795,0
6,F,0,0.816,0,1,0.822,0
6,F,0,0.842,0.058,1,0.904,0
6,F,NA,0.05,0,0,NA,0
6,F,NA,0.052,0,0,NA,0
6,F,NA,0.059,0,0,NA,0
6,F,NA,0.064,0,0,NA,0
6,I,NA,0.065,0.059,0,NA,0
6,I,NA,0.066,0,0,NA,0
6,F,NA,0.067,0,0,NA,0
6,I,NA,0.075,0,0,NA,0
6,I,NA,0.077,0,0,NA,0
6,I,NA,0.077,0,0,NA,0
6,I,NA,0.078,0,0,NA,0
6,I,NA,0.078,0,0,NA,0
6,F,NA,0.081,0.048,0,NA,0
6,F,NA,0.083,0.287,0,NA,0
6,F,NA,0.084,0,0,NA,0
6,I,NA,0.084,0,0,NA,0
6,F,NA,0.088,0.336,0,NA,0
6,F,NA,0.088,0,0,NA,0
6,I,NA,0.094,0,0,NA,0
6,I,NA,0.096,0,0,NA,0
6,F,0,0.098,0,0,NA,0
6,F,NA,0.098,0,0,NA,0
6,I,NA,0.098,0,0,NA,0
6,F,NA,0.107,0,0,NA,0
6,I,0,0.109,0,0,NA,0
6,F,NA,0.113,0,0,NA,0
6,I,0,0.114,0,0,NA,0
6,I,0,0.116,0,0,NA,0
6,I,0,0.122,0,0,NA,0
6,F,NA,0.13,0,0,NA,0
6,I,0,0.135,0,0,NA,0
6,F,NA,0.168,0.245,0,NA,0
6,F,0,0.197,0.047,0,NA,0
6,F,0,0.208,NA,0,NA,0
6,F,0,0.242,0,0,NA,0
6,F,NA,0.257,0,0,NA,0
6,F,0,0.266,0,0,NA,0
6,F,0,0.287,0,0,NA,0
6,F,0,0.287,0,0,NA,0
6,F,0,0.287,0,0,NA,0
6,F,0,0.298,0,0,NA,0
6,F,NA,0.302,0,0,NA,0
6,F,0,0.348,0,0,NA,0
6,F,NA,0.356,0,0,NA,0
6,F,0,0.36,0.062,0,NA,0
6,F,0,0.362,0,0,NA,0
6,F,0,0.37,0,0,NA,0
6,F,0,0.385,0,0,NA,0
6,F,0,0.388,0,0,NA,0
6,F,0,0.45,0,0,NA,0
6,F,0,0.457,NA,0,NA,0
6,F,0,0.513,0,0,NA,0
6,F,0,0.554,0,0,NA,0
6,F,0,0.559,0,0,NA,0
6,F,0,0.563,0,0,NA,0
6,F,0,0.619,0,0,NA,0
6,F,0,0.691,0,0,NA,0
6,F,0,0.701,0,0,NA,0
7,I,NA,0.058,0.441,1,0.0975,0
7,I,NA,0.068,0,1,0.098,0
7,I,NA,0.069,0,1,0.099,0
7,I,NA,0.086,0,1,0.099,0
7,I,NA,0.082,0,1,0.1,0
7,I,NA,0.064,0.435,1,0.101,0
7,F,NA,0.066,0,1,0.102,0
7,I,NA,0.082,0,1,0.105,1
7,F,NA,0.085,0,1,0.107,0
7,I,NA,0.102,0,1,0.107,0
7,I,NA,0.08,0,1,0.11,0
7,I,NA,0.111,0,1,0.113,0
7,F,NA,0.079,0,1,0.114,0
7,I,NA,0.106,0,1,0.12,0
7,I,NA,0.12,0,1,0.122,0
7,I,NA,0.074,0,1,0.123,0
7,I,NA,0.098,0,1,0.123,0
7,F,NA,0.09,0,1,0.128,0
7,F,NA,0.093,0,1,0.135,0
7,I,NA,0.126,0,1,0.135,0
7,F,NA,0.097,0,1,0.1355,0
7,F,NA,0.665,0,1,0.138,0
7,F,NA,0.091,0,1,0.142,0
7,F,NA,0.1015,NA,1,0.147,0
7,I,NA,0.09,0.515,1,0.149,0
7,F,NA,0.1045,NA,1,0.149,0
7,F,NA,0.127,0,1,0.149,0
7,F,NA,0.102,0,1,0.151,0
7,F,NA,0.125,0,1,0.152,0
7,F,NA,0.11,NA,1,0.155,0
7,F,NA,0.136,0,1,0.16,0
7,F,NA,0.096,0,1,0.165,0
7,F,NA,0.167,0,1,0.166,0
7,F,NA,0.168,0,1,0.166,0
7,F,NA,0.134,0,1,0.1685,0
7,F,NA,0.141,0,1,0.171,0
7,F,NA,0.117,NA,1,0.172,0
7,F,NA,0.127,0,1,0.172,0
7,F,NA,0.133,0,1,0.176,0
7,F,NA,0.115,0.508,1,0.1775,0
7,F,NA,0.18,0,1,0.179,0
7,F,NA,0.105,0,1,0.182,0
7,F,NA,0.106,0,1,0.183,0
7,F,NA,0.175,0,1,0.184,0
7,F,NA,0.12,0,1,0.188,0
7,F,NA,0.543,0,1,0.188,4
7,F,NA,0.161,0,1,0.189,0
7,F,NA,0.146,0,1,0.19,0
7,F,NA,0.201,0,1,0.197,0
7,F,NA,0.15,0,1,0.2,0
7,F,NA,0.156,NA,1,0.2,0
7,F,NA,0.18,0,1,0.2,0
7,F,NA,0.175,0,1,0.202,0
7,F,NA,0.164,0,1,0.204,0
7,F,NA,0.167,0,1,0.2085,0
7,F,NA,0.107,0,1,0.211,0
