Capture.event,Sex.Stage,SL,mass0,hindex,surv,mass1,offspring
19,F,NA,0.28,0.477,1,0.3,0
19,F,NA,0.294,NA,1,0.3,0
19,F,NA,0.258,NA,1,0.301,0
19,F,NA,0.304,NA,1,0.301,0
19,F,NA,0.306,NA,1,0.301,0
19,F,NA,0.306,NA,1,0.301,0
19,F,NA,0.346,NA,1,0.301,0
19,F,NA,0.303,NA,1,0.302,0
19,F,NA,0.342,NA,1,0.302,0
19,F,NA,0.322,0.162,1,0.303,0
19,F,NA,0.272,NA,1,0.304,0
19,F,NA,0.291,NA,1,0.304,0
19,F,NA,0.301,0.322,1,0.304,0
19,F,NA,0.329,0.351,1,0.304,0
19,F,NA,0.331,0,1,0.304,0
19,F,NA,0.263,0.427,1,0.305,0
19,F,NA,0.287,NA,1,0.305,0
19,F,NA,0.292,0,1,0.305,0
19,F,NA,0.313,0.45,1,0.305,0
19,F,NA,0.32,0,1,0.305,0
19,F,NA,0.292,NA,1,0.307,0
19,F,NA,0.277,NA,1,0.308,0
19,F,NA,0.301,0.347,1,0.308,0
19,F,NA,0.277,0.345,1,0.31,0
19,F,NA,0.2855,NA,1,0.31,0
19,F,NA,0.316,NA,1,0.311,0
19,F,NA,0.322,NA,1,0.311,0
19,F,NA,0.315,0.065,1,0.312,0
19,F,NA,0.328,0,1,0.312,0
19,F,NA,0.35,NA,1,0.312,0
19,F,NA,0.296,NA,1,0.313,0
19,F,NA,0.312,NA,1,0.313,0
19,F,NA,0.316,0.67,1,0.313,0
19,F,NA,0.326,NA,1,0.313,0
19,F,NA,0.2805,NA,1,0.314,0
19,F,NA,0.324,NA,1,0.315,0
19,F,NA,0.341,NA,1,0.315,0
19,F,NA,0.289,NA,1,0.316,0
19,F,NA,0.306,0.423,1,0.316,0
19,F,NA,0.327,NA,1,0.316,0
19,F,NA,0.304,0.577,1,0.3165,0
19,F,NA,0.3145,NA,1,0.317,0
19,F,NA,0.31,NA,1,0.318,0
19,F,NA,0.322,NA,1,0.318,0
19,F,NA,0.325,NA,1,0.318,0
19,F,NA,0.336,0,1,0.318,0
19,F,NA,0.34,NA,1,0.319,0
19,F,NA,0.344,0,1,0.319,0
19,F,NA,0.283,NA,1,0.32,0
19,F,NA,0.301,NA,1,0.32,0
19,F,NA,0.316,0.369,1,0.321,0
19,F,NA,0.333,NA,1,0.321,0
19,F,NA,0.318,0.375,1,0.322,0
19,F,NA,0.343,NA,1,0.322,0
19,F,NA,0.3385,NA,1,0.323,0
19,F,NA,0.287,0.597,1,0.324,0
19,F,NA,0.315,0.472,1,0.324,0
19,F,NA,0.333,0.373,1,0.324,0
19,F,NA,0.34,0.194,1,0.324,0
19,F,NA,0.295,NA,1,0.325,0
19,F,NA,0.34,0,1,0.325,0
19,F,NA,0.333,0.604,1,0.326,0
19,F,NA,0.29,NA,1,0.3265,0
19,F,NA,0.31,NA,1,0.328,0
19,F,NA,0.338,0.356,1,0.328,0
19,F,NA,0.37,NA,1,0.328,0
19,F,NA,0.3,NA,1,0.3285,0
19,F,NA,0.316,NA,1,0.329,0
19,F,NA,0.335,NA,1,0.329,0
19,F,NA,0.339,NA,1,0.329,0
19,F,NA,0.324,NA,1,0.331,0
19,F,NA,0.336,0.265,1,0.331,0
19,F,NA,0.353,NA,1,0.331,0
19,F,NA,0.358,NA,1,0.331,0
19,F,NA,0.346,NA,1,0.334,0
19,F,NA,0.312,NA,1,0.335,0
19,F,NA,0.3,NA,1,0.3355,0
19,F,NA,0.354,NA,1,0.336,0
19,F,NA,0.304,0.417,1,0.337,0
19,F,NA,0.32,0.396,1,0.337,0
19,F,NA,0.333,0.592,1,0.337,0
19,F,NA,0.338,NA,1,0.3375,0
19,F,NA,0.333,NA,1,0.338,0
19,F,NA,0.32,0.268,1,0.339,0
19,F,NA,0.356,NA,1,0.339,0
19,F,NA,0.332,NA,1,0.34,0
19,F,NA,0.334,NA,1,0.34,0
19,F,NA,0.31,NA,1,0.341,0
19,F,NA,0.329,0.348,1,0.341,0
19,F,NA,0.36,0.512,1,0.341,0
19,F,NA,0.25,NA,1,0.343,0
19,F,NA,0.323,NA,1,0.343,0
19,F,NA,0.334,NA,1,0.343,0
19,F,NA,0.343,0.574,1,0.343,0
19,F,NA,0.301,0.176,1,0.344,0
19,F,NA,0.331,NA,1,0.344,0
19,F,NA,0.373,NA,1,0.344,0
19,F,NA,0.366,0.456,1,0.345,0
19,F,NA,0.372,NA,1,0.345,0
19,F,NA,0.4,NA,1,0.346,0
19,F,NA,0.318,NA,1,0.347,0
19,F,NA,0.356,NA,1,0.348,0
19,F,NA,0.3505,NA,1,0.349,0
19,F,NA,0.324,NA,1,0.35,0
19,F,NA,0.35,0.328,1,0.35,0
19,F,NA,0.365,NA,1,0.35,0
19,F,NA,0.344,NA,1,0.351,0
19,F,NA,0.3285,NA,1,0.352,0
19,F,NA,0.332,NA,1,0.352,0
19,F,NA,0.348,NA,1,0.352,0
19,F,NA,0.365,NA,1,0.352,0
19,F,NA,0.33,0.379,1,0.353,0
19,F,NA,0.335,0.623,1,0.353,0
19,F,NA,0.357,NA,1,0.353,0
19,F,NA,0.363,NA,1,0.353,0
19,F,NA,0.348,NA,1,0.354,0
19,F,NA,0.327,NA,1,0.3545,0
19,F,NA,0.3635,NA,1,0.355,0
19,F,NA,0.346,NA,1,0.356,0
19,F,NA,0.345,0.671,1,0.357,0
19,F,NA,0.354,0.398,1,0.358,0
19,F,NA,0.36,0.547,1,0.359,0
19,F,NA,0.396,NA,1,0.359,0
19,F,NA,0.325,0.448,1,0.362,0
19,F,NA,0.364,NA,1,0.362,0
19,F,NA,0.365,0.316,1,0.362,0
19,F,NA,0.323,0.283,1,0.363,0
19,F,NA,0.367,NA,1,0.363,0
19,F,NA,0.339,NA,1,0.364,0
19,F,NA,0.36,NA,1,0.364,0
19,F,NA,0.329,0.749,1,0.367,0
19,F,NA,0.372,NA,1,0.367,0
19,F,NA,0.406,NA,1,0.367,0
19,F,NA,0.432,NA,1,0.367,0
19,F,NA,0.373,NA,1,0.369,0
19,F,NA,0.401,NA,1,0.369,0
19,F,NA,0.331,0.267,1,0.37,0
19,F,NA,0.342,NA,1,0.37,0
19,F,NA,0.36,0.688,1,0.371,0
19,F,NA,0.331,NA,1,0.372,0
19,F,NA,0.376,NA,1,0.373,0
19,F,NA,0.301,NA,1,0.374,0
19,F,NA,0.35,0,1,0.375,0
19,F,NA,0.365,NA,1,0.375,0
19,F,NA,0.375,0,1,0.375,0
19,F,NA,0.349,NA,1,0.3755,0
19,F,NA,0.355,NA,1,0.376,0
19,F,NA,0.384,NA,1,0.378,0
19,F,NA,0.285,NA,1,0.381,0
19,F,NA,0.329,NA,1,0.382,0
19,F,NA,0.401,NA,1,0.382,0
19,F,NA,0.351,NA,1,0.383,0
19,F,NA,0.358,NA,1,0.384,0
19,F,NA,0.385,0,1,0.384,0
19,F,NA,0.309,NA,1,0.386,0
19,F,NA,0.431,NA,1,0.386,0
19,F,NA,0.288,NA,1,0.387,0
19,F,NA,0.378,0,1,0.387,0
19,F,NA,0.376,0.063,1,0.388,0
19,F,NA,0.409,NA,1,0.388,0
19,F,NA,0.376,NA,1,0.391,0
19,F,NA,0.444,NA,1,0.392,0
19,F,NA,0.395,NA,1,0.393,0
19,F,NA,0.41,0.359,1,0.394,0
19,F,NA,0.412,NA,1,0.394,0
19,F,NA,0.413,NA,1,0.394,0
19,F,NA,0.376,NA,1,0.397,0
19,F,NA,0.387,NA,1,0.397,0
19,F,NA,0.3635,0.351,1,0.398,0
19,F,NA,0.398,NA,1,0.398,0
19,F,NA,0.362,0.212,1,0.399,0
19,F,NA,0.419,NA,1,0.399,0
19,F,NA,0.401,NA,1,0.403,0
19,F,NA,0.39,NA,1,0.404,0
19,F,NA,0.396,NA,1,0.404,0
19,F,NA,0.388,0.274,1,0.405,0
19,F,NA,0.402,NA,1,0.406,0
19,F,NA,0.419,0.324,1,0.407,0
19,F,NA,0.384,NA,1,0.4095,0
19,F,NA,0.367,NA,1,0.41,0
19,F,NA,0.4065,NA,1,0.411,0
19,F,NA,0.443,NA,1,0.411,0
19,F,NA,0.407,NA,1,0.413,0
19,F,NA,0.411,NA,1,0.413,0
19,F,NA,0.398,NA,1,0.414,0
19,F,NA,0.406,NA,1,0.414,0
19,F,NA,0.414,NA,1,0.414,0
19,F,NA,0.418,NA,1,0.414,0
19,F,NA,0.426,0.646,1,0.414,0
19,F,NA,0.407,NA,1,0.415,0
19,F,NA,0.424,NA,1,0.415,0
19,F,NA,0.349,NA,1,0.4185,0
19,F,NA,0.387,0.39,1,0.419,0
19,F,NA,0.405,NA,1,0.42,0
19,F,NA,0.689,NA,1,0.42,0
19,F,NA,0.383,0.418,1,0.424,0
19,F,NA,0.432,NA,1,0.424,0
19,F,NA,0.449,0.487,1,0.425,0
19,F,NA,0.462,NA,1,0.425,0
19,F,NA,0.393,0.185,1,0.429,0
19,F,NA,0.428,NA,1,0.429,0
19,F,NA,0.389,NA,1,0.43,0
19,F,NA,0.413,NA,1,0.432,0
19,F,NA,0.417,0.148,1,0.435,0
19,F,NA,0.451,0,1,0.437,0
19,F,NA,0.449,NA,1,0.438,0
19,F,NA,0.372,NA,1,0.44,0
19,F,NA,0.452,NA,1,0.44,0
19,F,NA,0.38,NA,1,0.441,0
19,F,NA,0.427,NA,1,0.441,0
19,F,NA,0.401,0.276,1,0.443,0
19,F,NA,0.429,NA,1,0.444,0
19,F,NA,0.448,NA,1,0.444,0
19,F,NA,0.437,NA,1,0.445,0
19,F,NA,0.374,0.408,1,0.446,0
19,F,NA,0.425,NA,1,0.448,0
19,F,NA,0.434,0.286,1,0.452,0
19,F,NA,0.45,0.452,1,0.454,0
19,F,NA,0.533,NA,1,0.457,0
19,F,NA,0.429,NA,1,0.458,0
19,F,NA,0.46,NA,1,0.459,0
19,F,NA,0.439,NA,1,0.46,0
19,F,NA,0.465,NA,1,0.466,0
19,F,NA,0.498,NA,1,0.469,0
19,F,NA,0.458,NA,1,0.4755,0
19,F,NA,0.508,0.428,1,0.477,0
19,F,NA,0.506,NA,1,0.479,0
19,F,NA,0.451,0.499,1,0.48,0
19,F,NA,0.495,NA,1,0.484,0
19,F,NA,0.499,NA,1,0.487,0
19,F,NA,0.482,0.667,1,0.491,0
19,F,NA,0.496,NA,1,0.492,0
19,F,NA,0.484,NA,1,0.493,0
19,F,NA,0.4925,NA,1,0.493,0
19,F,NA,0.515,NA,1,0.496,0
19,F,NA,0.5015,NA,1,0.499,0
19,F,NA,0.532,NA,1,0.501,0
19,F,NA,0.523,NA,1,0.507,0
19,F,NA,0.49,NA,1,0.509,0
19,F,NA,0.559,NA,1,0.51,0
19,F,NA,0.58,0.331,1,0.517,0
19,F,NA,0.483,NA,1,0.519,0
19,F,NA,0.488,NA,1,0.521,0
19,F,NA,0.508,NA,1,0.525,0
19,F,NA,0.53,NA,1,0.526,0
19,F,NA,0.479,NA,1,0.527,0
19,F,NA,0.513,NA,1,0.534,0
19,F,NA,0.554,NA,1,0.537,0
19,F,NA,0.579,0.553,1,0.55,0
19,F,NA,0.534,NA,1,0.555,0
19,F,NA,0.507,NA,1,0.558,0
19,F,NA,0.577,0.271,1,0.558,0
19,F,NA,0.475,0.8,1,0.559,0
19,F,NA,0.526,NA,1,0.559,0
19,F,NA,0.586,NA,1,0.572,0
19,F,NA,0.508,NA,1,0.59,0
19,F,NA,0.596,0.394,1,0.604,0
19,F,NA,0.569,NA,1,0.632,0
19,F,NA,0.648,NA,1,0.633,0
19,F,NA,0.674,0.405,1,0.648,0
19,F,NA,0.6135,NA,1,0.649,0
19,F,NA,0.78,NA,1,0.714,0
19,F,NA,0.742,NA,1,0.865,0
19,I,NA,0.142,NA,1,1.53,0
19,F,NA,0.056,NA,0,NA,0
19,I,NA,0.057,NA,0,NA,0
19,F,NA,0.06,NA,0,NA,0
19,F,NA,0.06,NA,0,NA,0
19,F,NA,0.061,NA,0,NA,0
19,F,NA,0.061,NA,0,NA,0
19,I,NA,0.062,NA,0,NA,0
19,I,NA,0.062,NA,0,NA,0
19,F,NA,0.065,NA,0,NA,0
19,F,NA,0.066,NA,0,NA,0
19,F,NA,0.067,NA,0,NA,0
19,I,NA,0.068,NA,0,NA,0
19,I,NA,0.069,NA,0,NA,0
19,I,NA,0.072,NA,0,NA,0
19,I,NA,0.076,NA,0,NA,0
19,I,NA,0.076,NA,0,NA,0
19,I,NA,0.078,NA,0,NA,0
19,I,NA,0.078,NA,0,NA,0
19,I,NA,0.078,NA,0,NA,0
19,I,NA,0.078,NA,0,NA,0
19,F,NA,0.08,NA,0,NA,0
19,I,NA,0.08,NA,0,NA,0
19,F,NA,0.08,NA,1,NA,0
19,F,NA,0.08,NA,1,NA,0
19,F,NA,0.083,NA,0,NA,0
19,I,NA,0.084,NA,0,NA,0
19,F,NA,0.085,NA,0,NA,0
19,F,NA,0.087,NA,0,NA,0
19,I,NA,0.087,NA,0,NA,0
19,F,NA,0.088,NA,0,NA,0
19,I,NA,0.093,NA,0,NA,0
19,I,NA,0.094,NA,0,NA,0
19,I,NA,0.094,NA,0,NA,0
19,F,NA,0.099,NA,0,NA,0
19,F,NA,0.105,NA,0,NA,0
19,F,NA,0.106,NA,0,NA,0
19,F,NA,0.108,NA,0,NA,0
19,I,NA,0.109,NA,0,NA,0
19,I,NA,0.109,NA,0,NA,0
19,F,NA,0.11,NA,0,NA,0
19,F,NA,0.122,NA,0,NA,0
19,I,NA,0.122,NA,0,NA,0
19,F,NA,0.124,NA,0,NA,0
19,F,NA,0.128,NA,0,NA,0
19,F,NA,0.132,NA,0,NA,0
19,I,NA,0.132,NA,0,NA,0
19,F,NA,0.134,NA,0,NA,0
19,F,NA,0.152,NA,1,NA,0
19,F,NA,0.162,NA,0,NA,0
19,F,NA,0.163,NA,0,NA,0
19,F,NA,0.168,NA,0,NA,0
19,F,NA,0.168,NA,0,NA,0
19,F,NA,0.18,NA,0,NA,0
19,I,NA,0.19,NA,0,NA,0
19,F,NA,0.194,NA,0,NA,0
19,F,NA,0.204,NA,0,NA,0
19,F,NA,0.208,NA,0,NA,0
19,F,NA,0.216,0,0,NA,0
19,F,NA,0.217,0.5,0,NA,0
19,F,NA,0.219,NA,0,NA,0
19,F,NA,0.22,NA,0,NA,0
19,F,NA,0.221,NA,0,NA,0
19,F,NA,0.222,0.176,0,NA,0
19,F,NA,0.222,NA,0,NA,0
19,F,NA,0.224,NA,0,NA,0
19,F,NA,0.231,NA,0,NA,0
19,F,NA,0.231,0,0,NA,0
19,F,NA,0.236,NA,0,NA,0
19,F,NA,0.236,NA,0,NA,0
19,F,NA,0.238,NA,0,NA,0
19,F,NA,0.238,NA,0,NA,0
19,F,NA,0.239,NA,0,NA,0
19,F,NA,0.239,NA,1,NA,0
19,F,NA,0.24,0.057,0,NA,0
19,F,NA,0.244,NA,0,NA,0
19,F,NA,0.245,NA,0,NA,0
19,F,NA,0.245,NA,1,NA,0
19,F,NA,0.247,NA,0,NA,0
19,F,NA,0.248,NA,0,NA,0
19,F,NA,0.249,NA,0,NA,0
19,F,NA,0.25,NA,0,NA,0
19,F,NA,0.252,0,0,NA,0
19,F,NA,0.255,NA,0,NA,0
19,F,NA,0.256,0.239,0,NA,0
19,F,NA,0.261,NA,0,NA,0
19,F,NA,0.263,NA,0,NA,0
19,F,NA,0.266,NA,0,NA,0
19,F,NA,0.267,NA,0,NA,0
19,F,NA,0.27,NA,0,NA,0
19,F,NA,0.27,NA,0,NA,0
19,F,NA,0.278,NA,0,NA,0
19,F,NA,0.28,0.365,0,NA,0
19,F,NA,0.28,NA,1,NA,0
19,F,NA,0.281,NA,0,NA,0
19,F,NA,0.282,NA,0,NA,0
19,F,NA,0.287,0,0,NA,0
19,F,NA,0.29,NA,0,NA,0
19,F,NA,0.291,NA,0,NA,0
19,F,NA,0.293,NA,0,NA,0
19,F,NA,0.295,NA,0,NA,0
19,F,NA,0.296,NA,0,NA,0
19,F,NA,0.296,NA,0,NA,0
19,F,NA,0.298,NA,0,NA,0
19,F,NA,0.299,NA,0,NA,0
19,F,NA,0.299,NA,0,NA,0
19,F,NA,0.305,NA,0,NA,0
19,F,NA,0.305,NA,1,NA,0
19,F,NA,0.31,0.41,0,NA,0
19,F,NA,0.312,NA,0,NA,0
19,F,NA,0.312,NA,0,NA,0
19,F,NA,0.314,NA,0,NA,0
19,F,NA,0.314,0.796,0,NA,0
19,F,NA,0.322,NA,0,NA,0
19,F,NA,0.328,0.255,1,NA,0
19,F,NA,0.329,NA,0,NA,0
19,F,NA,0.329,NA,0,NA,0
19,F,NA,0.33,0.322,0,NA,0
19,F,25.44,0.333,0,0,NA,0
19,F,NA,0.333,0,0,NA,0
19,F,NA,0.333,NA,0,NA,0
19,F,NA,0.334,0.35,1,NA,0
19,F,NA,0.34,NA,0,NA,0
19,F,NA,0.343,NA,0,NA,0
19,F,NA,0.343,NA,0,NA,0
19,F,NA,0.345,NA,0,NA,0
19,F,NA,0.352,0,0,NA,0
19,F,NA,0.361,0,0,NA,0
19,F,NA,0.362,NA,0,NA,0
19,F,NA,0.362,0.075,0,NA,0
19,F,NA,0.363,NA,0,NA,0
19,F,NA,0.368,NA,0,NA,0
19,F,NA,0.371,0.35,0,NA,0
19,F,NA,0.372,NA,0,NA,0
19,F,NA,0.373,NA,0,NA,0
19,F,NA,0.375,NA,0,NA,0
19,F,NA,0.388,0,0,NA,0
19,F,NA,0.39,NA,0,NA,0
19,F,NA,0.392,NA,0,NA,0
19,F,NA,0.397,0,0,NA,0
19,F,NA,0.401,0,0,NA,0
19,F,NA,0.406,NA,0,NA,0
19,F,NA,0.406,NA,0,NA,0
19,F,NA,0.411,NA,0,NA,0
19,F,NA,0.411,0.231,0,NA,0
19,F,NA,0.417,0.246,0,NA,0
19,F,NA,0.425,NA,0,NA,0
19,F,NA,0.432,NA,0,NA,0
19,F,NA,0.434,NA,0,NA,0
19,F,NA,0.439,NA,0,NA,0
19,F,NA,0.446,0.586,0,NA,0
19,F,NA,0.449,NA,0,NA,0
19,F,NA,0.468,0,0,NA,0
19,F,NA,0.488,NA,0,NA,0
19,F,NA,0.495,0.286,0,NA,0
19,F,NA,0.506,NA,0,NA,0
19,F,NA,0.508,NA,0,NA,0
19,F,NA,0.533,0.361,0,NA,0
19,F,NA,0.562,NA,1,NA,0
19,F,NA,0.563,NA,0,NA,0
19,F,NA,0.572,NA,0,NA,0
19,F,NA,0.634,NA,0,NA,0
19,F,NA,0.718,NA,0,NA,0
19,F,NA,0.776,0.508,0,NA,0
19,F,NA,0.801,NA,0,NA,0
20,I,NA,0.091,NA,1,0.086,0
20,F,NA,0.068,NA,1,0.087,0
20,F,NA,0.075,NA,1,0.0895,0
20,F,NA,0.06,NA,1,0.091,0
20,I,NA,0.084,NA,1,0.093,0
20,I,NA,0.068,NA,1,0.095,0
20,F,NA,0.068,NA,1,0.096,0
20,F,NA,0.064,NA,1,0.097,0
20,I,NA,0.074,NA,1,0.098,0
20,I,NA,0.077,NA,1,0.098,0
20,I,NA,0.09,NA,1,0.098,0
20,I,NA,0.075,NA,1,0.099,0
20,F,NA,0.064,NA,1,0.1,0
20,I,NA,0.083,NA,1,0.1,0
20,I,NA,0.085,NA,1,0.1,0
20,I,NA,0.096,NA,1,0.101,0
20,F,NA,0.08,NA,1,0.102,0
20,I,NA,0.086,NA,1,0.102,0
20,F,NA,0.066,NA,1,0.103,0
20,F,NA,0.073,NA,1,0.103,0
20,I,NA,0.073,NA,1,0.103,0
20,F,NA,0.109,NA,1,0.103,0
20,I,NA,0.078,NA,1,0.106,0
20,F,NA,0.079,NA,1,0.108,0
20,I,NA,0.088,NA,1,0.108,0
20,I,NA,0.094,NA,1,0.109,0
20,I,NA,0.074,NA,1,0.11,0
20,I,NA,0.083,NA,1,0.111,0
20,I,NA,0.091,NA,1,0.111,0
20,I,NA,0.104,NA,1,0.112,0
20,F,NA,0.084,NA,1,0.113,0
20,I,NA,0.084,NA,1,0.113,0
20,I,NA,0.088,NA,1,0.113,0
20,F,NA,0.085,NA,1,0.114,0
20,I,NA,0.088,NA,1,0.114,0
20,I,NA,0.092,NA,1,0.115,0
20,F,NA,0.09,NA,1,0.1165,0
20,F,NA,0.154,NA,1,0.117,0
20,I,NA,0.087,NA,1,0.118,0
20,I,NA,0.048,NA,1,0.12,0
20,I,NA,0.079,NA,1,0.12,0
20,I,NA,0.102,NA,1,0.12,0
20,F,NA,0.093,NA,1,0.123,0
20,F,NA,0.069,NA,1,0.125,0
20,F,NA,0.102,NA,1,0.125,0
20,F,NA,0.087,NA,1,0.127,0
20,F,NA,0.111,NA,1,0.127,0
20,F,NA,0.0955,NA,1,0.129,0
20,I,NA,0.111,NA,1,0.13,0
20,F,NA,0.119,NA,1,0.13,0
20,I,NA,0.121,NA,1,0.13,0
20,F,NA,0.105,NA,1,0.131,0
20,F,NA,0.129,NA,1,0.131,0
20,F,NA,0.084,NA,1,0.133,0
20,F,NA,0.13,NA,1,0.133,0
20,F,NA,0.105,NA,1,0.134,0
20,F,NA,0.128,NA,1,0.135,0
20,I,NA,0.098,NA,1,0.136,0
20,F,NA,0.124,NA,1,0.137,0
20,F,NA,0.094,NA,1,0.138,0
20,F,NA,0.113,NA,1,0.138,0
20,F,NA,0.111,NA,1,0.139,0
20,I,NA,0.111,NA,1,0.14,0
20,F,NA,0.121,NA,1,0.141,0
20,F,NA,0.118,NA,1,0.142,0
20,I,NA,0.101,NA,1,0.143,0
20,F,NA,0.1085,NA,1,0.146,0
20,F,NA,0.159,0.053,1,0.147,0
20,F,NA,0.109,NA,1,0.148,0
20,I,NA,0.119,NA,1,0.148,0
20,I,NA,0.125,NA,1,0.149,0
20,F,NA,0.148,NA,1,0.149,0
20,F,NA,0.098,NA,1,0.15,0
20,F,NA,0.098,NA,1,0.15,0
20,F,NA,0.134,NA,1,0.15,0
20,I,NA,0.134,NA,1,0.151,0
20,F,NA,0.127,NA,1,0.152,0
20,F,NA,0.125,NA,1,0.153,0
20,F,NA,0.134,NA,1,0.153,0
20,F,NA,0.157,0,1,0.153,0
20,F,NA,0.096,NA,1,0.154,0
20,F,NA,0.126,NA,1,0.154,0
20,F,NA,0.143,NA,1,0.1545,0
20,F,NA,0.088,NA,1,0.155,0
20,F,NA,0.158,NA,1,0.156,0
20,F,NA,0.134,NA,1,0.157,0
20,F,NA,0.117,NA,1,0.158,0
20,F,NA,0.138,NA,1,0.158,0
20,F,NA,0.127,NA,1,0.159,0
20,F,NA,0.146,NA,1,0.16,0
20,F,NA,0.147,NA,1,0.16,0
20,F,NA,0.151,NA,1,0.161,0
20,F,NA,0.114,NA,1,0.162,0
20,F,NA,0.162,0,1,0.162,0
20,F,NA,0.126,NA,1,0.164,0
20,F,NA,0.133,NA,1,0.164,0
20,F,NA,0.134,NA,1,0.165,0
20,F,NA,0.119,NA,1,0.166,0
20,F,NA,0.147,NA,1,0.166,0
20,I,NA,0.165,NA,1,0.166,0
20,F,NA,0.126,NA,1,0.167,0
20,F,NA,0.146,NA,1,0.167,0
20,F,NA,0.11,NA,1,0.17,0
20,F,NA,0.136,NA,1,0.17,0
20,F,NA,0.129,NA,1,0.171,0
20,F,NA,0.1385,NA,1,0.172,0
20,F,NA,0.128,NA,1,0.173,0
20,F,NA,0.167,NA,1,0.173,0
20,F,NA,0.167,NA,1,0.174,0
20,F,NA,0.138,NA,1,0.176,0
20,F,NA,0.14,NA,1,0.176,0
20,F,NA,0.155,NA,1,0.176,0
20,F,NA,0.139,NA,1,0.178,0
20,F,NA,0.155,NA,1,0.179,0
20,F,NA,0.168,NA,1,0.179,0
20,F,NA,0.203,NA,1,0.18,0
20,F,NA,0.169,NA,1,0.181,0
20,F,NA,0.164,NA,1,0.182,0
20,F,NA,0.178,NA,1,0.184,0
20,F,NA,0.196,NA,1,0.184,0
20,F,NA,0.16,NA,1,0.185,0
20,F,NA,0.168,NA,1,0.185,0
20,F,NA,0.178,NA,1,0.185,0
20,I,NA,0.169,NA,1,0.187,0
20,F,NA,0.176,NA,1,0.187,0
20,F,NA,0.194,NA,1,0.189,0
20,F,NA,0.179,NA,1,0.19,0
20,F,NA,0.201,NA,1,0.19,0
20,F,NA,0.19,NA,1,0.191,0
20,F,NA,0.179,NA,1,0.192,0
20,F,NA,0.133,NA,1,0.193,0
20,F,NA,0.177,NA,1,0.193,0
20,F,NA,0.151,NA,1,0.194,0
20,F,NA,0.172,NA,1,0.195,0
20,F,NA,0.177,NA,1,0.196,0
20,F,NA,0.18,NA,1,0.196,0
20,F,NA,0.187,NA,1,0.196,0
20,F,NA,0.197,NA,1,0.196,0
20,F,NA,0.209,0.107,1,0.196,0
20,F,NA,0.188,NA,1,0.197,0
20,F,NA,0.194,NA,1,0.197,0
20,F,NA,0.204,NA,1,0.197,0
20,F,NA,0.205,NA,1,0.197,0
20,F,NA,0.144,NA,1,0.199,0
20,F,NA,0.182,NA,1,0.2,0
20,F,NA,0.19,NA,1,0.2,0
20,F,NA,0.205,NA,1,0.2,0
20,F,NA,0.216,NA,1,0.201,0
20,F,NA,0.18,NA,1,0.203,0
20,F,NA,0.192,NA,1,0.203,0
20,F,NA,0.189,NA,1,0.205,0
20,F,NA,0.2,NA,1,0.205,0
20,F,NA,0.203,NA,1,0.205,0
20,F,NA,0.181,NA,1,0.206,0
20,F,NA,0.196,NA,1,0.207,0
20,F,NA,0.199,NA,1,0.207,0
20,F,NA,0.206,NA,1,0.209,0
20,F,NA,0.133,NA,1,0.21,0
20,F,NA,0.232,0.278,1,0.21,0
20,F,NA,0.239,NA,1,0.21,0
20,F,NA,0.172,NA,1,0.211,0
20,F,NA,0.198,NA,1,0.211,0
20,F,NA,0.213,NA,1,0.213,0
20,F,NA,0.223,0,1,0.213,0
20,F,NA,0.176,NA,1,0.214,0
20,F,NA,0.216,NA,1,0.214,0
20,F,NA,0.204,NA,1,0.215,0
20,F,NA,0.204,NA,1,0.215,0
20,F,NA,0.228,NA,1,0.215,0
20,F,NA,0.213,NA,1,0.216,0
20,F,NA,0.215,NA,1,0.217,0
20,F,NA,0.214,NA,1,0.218,0
20,F,NA,0.214,NA,1,0.219,0
20,F,NA,0.215,0.58,1,0.219,0
20,F,NA,0.189,NA,1,0.22,0
20,F,NA,0.191,NA,1,0.221,0
20,F,NA,0.202,NA,1,0.221,0
20,I,NA,0.209,NA,1,0.221,0
20,F,NA,0.228,0.442,1,0.221,0
20,F,NA,0.2,NA,1,0.222,0
20,F,NA,0.231,NA,1,0.222,0
20,F,NA,0.246,NA,1,0.222,0
20,F,NA,0.192,NA,1,0.225,0
20,F,NA,0.214,NA,1,0.225,0
20,F,NA,0.225,NA,1,0.225,0
20,F,NA,0.2095,NA,1,0.226,0
20,F,NA,0.243,NA,1,0.226,0
20,F,NA,0.199,NA,1,0.227,0
20,F,NA,0.232,NA,1,0.227,0
20,F,NA,0.204,NA,1,0.228,0
20,F,NA,0.216,NA,1,0.228,0
20,F,NA,0.232,NA,1,0.228,0
20,F,NA,0.224,0,1,0.229,0
20,F,NA,0.236,NA,1,0.23,0
20,F,NA,0.1685,NA,1,0.232,0
20,F,NA,0.216,NA,1,0.232,0
20,F,NA,0.222,NA,1,0.233,0
20,F,NA,0.24,NA,1,0.233,0
20,F,NA,0.183,NA,1,0.234,0
20,F,NA,0.2085,NA,1,0.234,0
20,F,NA,0.21,NA,1,0.235,0
20,F,NA,0.224,NA,1,0.235,0
20,F,NA,0.218,0.147,1,0.236,0
20,F,NA,0.242,NA,1,0.236,0
20,F,NA,0.223,NA,1,0.237,0
20,F,NA,0.216,NA,1,0.238,0
20,F,NA,0.222,NA,1,0.238,0
20,F,NA,0.254,NA,1,0.238,0
20,F,NA,0.203,NA,1,0.24,0
