Site,Fan.number,State.T1,Area.T1,State.T2,Area.T2,State.T3,Area.T3,State.T4,Area.T4,State.T5,Area.T5,Infected.T1,Infected.T2,Infected.T3,Infected.T4,Infected.T5,Lesion.T1,Lesion.T2,Lesion.T3,Lesion.T4,Lesion.T5
Las Redes,356,NA,NA,NA,NA,NA,NA,H,26.6,H,52.2,0,0,0,0,0,0,0,0,0,0
Las Redes,357,NA,NA,NA,NA,NA,NA,H,52.2,H,105.2,0,0,0,0,0,0,0,0,0,0
Las Redes,358,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,362,NA,NA,NA,NA,NA,NA,H,567.2,H,591.1,0,0,0,0,0,0,0,0,0,0
Las Redes,363,NA,NA,NA,NA,NA,NA,H,102.1,H,256.1,0,0,0,0,0,0,0,0,0,0
Las Redes,364,NA,NA,NA,NA,NA,NA,H,1736.9,H,1790,0,0,0,0,0,0,0,0,0,0
Las Redes,372,NA,NA,NA,NA,NA,NA,H,236.7,H,312.2,0,0,0,0,0,0,0,0,0,0
Las Redes,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,378,NA,NA,NA,NA,NA,NA,P,39.8,H,73.9,0,0,0,0,0,0,0,0,0,0
Las Redes,379,NA,NA,NA,NA,NA,NA,P,46.7,H,69.6,0,0,0,0,0,0,0,0,0,0
Las Redes,380,NA,NA,NA,NA,NA,NA,H,75.1,H,129.5,0,0,0,0,0,0,0,0,0,0
Las Redes,381,NA,NA,NA,NA,NA,NA,H,35.4,H,48.3,0,0,0,0,0,0,0,0,0,0
Las Redes,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,383,NA,NA,NA,NA,NA,NA,H,293.2,I,451.2,6.52,0,0,0,NA,6.52,0,0,0,NA
Las Redes,384,NA,NA,NA,NA,NA,NA,H,200,H,124.8,0,0,0,0,0,0,0,0,0,0
Las Redes,385,NA,NA,NA,NA,NA,NA,I,265.6,H,225.7,0,0,0,1.433,0,0,0,0,0.787,0
Las Redes,386,NA,NA,NA,NA,NA,NA,H,15.4,H,44.4,0,0,0,0,0,0,0,0,0,0
Las Redes,387,NA,NA,NA,NA,NA,NA,H,213,H,235.8,0,0,0,0,0,0,0,0,0,0
Las Redes,388,NA,NA,NA,NA,NA,NA,H,76,H,129.7,0,0,0,0,0,0,0,0,0,0
Las Redes,389,NA,NA,NA,NA,NA,NA,H,63.2,I,64.1,2.54,0,0,0,NA,2.54,0,0,0,NA
Las Redes,390,NA,NA,NA,NA,NA,NA,I,43.9,I,31.8,0,0,0,2.245,17.411,0,0,0,2.245,0
Las Redes,391,NA,NA,NA,NA,NA,NA,M,592.1,M,15.7,0,0,0,0,0,0,0,0,0,0
Las Redes,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,393,NA,NA,NA,NA,NA,NA,H,115,H,170.5,0,0,0,0,0,0,0,0,0,0
Las Redes,394,NA,NA,NA,NA,NA,NA,H,655.3,H,719.8,0,0,0,0,0,0,0,0,0,0
Las Redes,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,396,NA,NA,NA,NA,NA,NA,H,810.9,H,1081.2,0,0,0,0,0,0,0,0,0,0
Las Redes,397,NA,NA,NA,NA,NA,NA,P,519.2,P,597.8,0,0,0,0,0,0,0,0,0,0
Las Redes,398,NA,NA,NA,NA,NA,NA,H,72.1,H,111.6,0,0,0,0,0,0,0,0,0,0
Las Redes,399,NA,NA,NA,NA,NA,NA,H,89.7,H,104.4,0,0,0,0,0,0,0,0,0,0
Las Redes,400,NA,NA,NA,NA,NA,NA,H,53.9,H,81.3,0,0,0,0,0,0,0,0,0,0
Las Redes,403,NA,NA,NA,NA,NA,NA,I,241.2,H,287.4,0,0,0,NA,0,0,0,0,NA,0
Las Redes,404,NA,NA,NA,NA,NA,NA,P,584.1,H,788.7,0,0,0,0,0,0,0,0,0,0
Las Redes,407,NA,NA,NA,NA,NA,NA,I,533,H,76.5,0,0,0,23.1,0,0,0,0,23.1,0
Las Redes,408,NA,NA,NA,NA,NA,NA,H,49.2,H,103.6,0,0,0,0,0,0,0,0,0,0
Las Redes,411,NA,NA,NA,NA,NA,NA,H,255,H,216.6,0,0,0,0,0,0,0,0,0,0
Las Redes,412,NA,NA,NA,NA,NA,NA,H,11.2,H,74.9,0,0,0,0,0,0,0,0,0,0
Las Redes,415,NA,NA,NA,NA,NA,NA,I,326.5,H,485.4,0,0,0,6.68,0,0,0,0,6.68,0
Las Redes,420,NA,NA,NA,NA,NA,NA,H,307.6,H,389.7,0,0,0,0,0,0,0,0,0,0
Las Redes,451,NA,NA,NA,NA,NA,NA,H,22.3,H,50.1,0,0,0,0,0,0,0,0,0,0
Las Redes,452,NA,NA,NA,NA,NA,NA,H,174.2,H,190.6,0,0,0,0,0,0,0,0,0,0
Las Redes,453,NA,NA,NA,NA,NA,NA,H,69.2,H,87.1,0,0,0,0,0,0,0,0,0,0
Las Redes,454,NA,NA,NA,NA,NA,NA,H,67.6,P,97.8,0,0,0,0,0,0,0,0,0,0
Las Redes,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,457,NA,NA,NA,NA,NA,NA,I,30.6,I,16.3,0,0,0,3.23,5.26,0,0,0,1.03,0
Las Redes,458,NA,NA,NA,NA,NA,NA,H,100.6,H,121.4,0,0,0,0,0,0,0,0,0,0
Las Redes,459,NA,NA,NA,NA,NA,NA,P,268.3,P,266.8,0,0,0,0,0,0,0,0,0,0
Las Redes,460,NA,NA,NA,NA,NA,NA,H,37.7,H,95.1,0,0,0,0,0,0,0,0,0,0
Las Redes,461,NA,NA,NA,NA,NA,NA,H,45.7,H,51.9,0,0,0,0,0,0,0,0,0,0
Las Redes,462,NA,NA,NA,NA,NA,NA,H,40,H,47.6,0,0,0,0,0,0,0,0,0,0
Las Redes,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,465,NA,NA,NA,NA,NA,NA,H,8.9,P,48.2,0,0,0,0,0,0,0,0,0,0
Las Redes,466,NA,NA,NA,NA,NA,NA,I,68.5,I,87.2,0,0,0,3.747,3.769,0,0,0,3.747,3.769
Las Redes,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,468,NA,NA,NA,NA,NA,NA,H,325.2,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,470,NA,NA,NA,NA,NA,NA,H,685.2,H,724.3,0,0,0,0,0,0,0,0,0,0
Las Redes,471,NA,NA,NA,NA,NA,NA,H,119.7,H,127.9,0,0,0,0,0,0,0,0,0,0
Las Redes,472,NA,NA,NA,NA,NA,NA,H,21.8,H,21.1,0,0,0,0,0,0,0,0,0,0
Las Redes,473,NA,NA,NA,NA,NA,NA,P,220.7,H,281.4,0,0,0,0,0,0,0,0,0,0
Las Redes,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,476,NA,NA,NA,NA,NA,NA,P,141.3,H,130.6,0,0,0,0,0,0,0,0,0,0
Las Redes,478,NA,NA,NA,NA,NA,NA,H,10.5,H,31.4,0,0,0,0,0,0,0,0,0,0
Las Redes,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,480,NA,NA,NA,NA,NA,NA,H,142.5,H,151,0,0,0,0,0,0,0,0,0,0
Las Redes,482,NA,NA,NA,NA,NA,NA,H,277.9,H,298.2,0,0,0,0,0,0,0,0,0,0
Las Redes,483,NA,NA,NA,NA,NA,NA,H,17.6,H,46.7,0,0,0,0,0,0,0,0,0,0
Las Redes,485,NA,NA,NA,NA,NA,NA,H,18.1,H,50.8,0,0,0,0,0,0,0,0,0,0
Las Redes,486,NA,NA,NA,NA,NA,NA,H,141.7,H,142.7,0,0,0,0,0,0,0,0,0,0
Las Redes,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,488,NA,NA,NA,NA,NA,NA,H,210.1,H,226,0,0,0,0,0,0,0,0,0,0
Las Redes,489,NA,NA,NA,NA,NA,NA,P,719.4,H,722.5,0,0,0,0,0,0,0,0,0,0
Las Redes,490,NA,NA,NA,NA,NA,NA,H,51.2,H,76.1,0,0,0,0,0,0,0,0,0,0
Las Redes,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,492,NA,NA,NA,NA,NA,NA,H,4,H,25.4,0,0,0,0,0,0,0,0,0,0
Las Redes,493,NA,NA,NA,NA,NA,NA,P,99.7,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,494,NA,NA,NA,NA,NA,NA,H,10.6,H,17.9,0,0,0,0,0,0,0,0,0,0
Las Redes,495,NA,NA,NA,NA,NA,NA,H,945.1,H,837.2,0,0,0,0,0,0,0,0,0,0
Las Redes,498,NA,NA,NA,NA,NA,NA,H,40.5,H,31.1,0,0,0,0,0,0,0,0,0,0
Las Redes,499,NA,NA,NA,NA,NA,NA,P,26.6,H,48.7,0,0,0,0,0,0,0,0,0,0
Las Redes,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
Las Redes,849,NA,NA,NA,NA,NA,NA,H,370.6,H,358,0,0,0,0,0,0,0,0,0,0
