"","area.t0","area.t1","logarea.t0","logarea.t1","year","Group","age","W.ARTR","W.HECO","W.POSE","W.PSSP","W.allcov","W.allpts","Treatment"
"3392",1.81761131190518,3.73446009315781,0.597523173064711,1.31760325476453,"1950","P10E1",19,1.04918420096425,0,0.00633377225814876,0.219245552485679,20.0023580035246,0.33585,"Control"
"4523",1.81768795883404,2.40500679041778,0.597565341218231,0.877552727012275,"1932","P1E1",10,61.4875797483853,4.72406066875918e-05,0.0240340971001953,0.018476026148123,0.250055265691512,0.51377,"Control"
"494",1.82570181758278,1.93149282926831,0.601964470690746,0.658293190597665,"1934","P1",5,0.00549691539316021,0,0,1.64810048609493,0.444149978624399,0.03367,"Control"
"5501",1.8271190888585,1.0891040000035,0.602740458007473,0.0853553398532953,"2011","P10E1",5,24.5887179869098,0,0,0.00389000000000333,0.00222817862079959,1.65229,"ControlModern"
"2666",1.82929793537593,3.42113684009773,0.603932251372883,1.22997290522406,"1946","P7E1",17,1.69016059693135,11.6441100458683,0,0.0330762917427775,0.535974207988235,0.00011,"Control"
"1428",1.82963369310014,0.403723949199031,0.604115779112259,-0.907023928634575,"1931","P2",2,1.67669948268532,0,0.0979279171271855,0.563400643929066,1.09991186581995,0.15267,"Control"
"2539",1.83106103046017,2.77869172140528,0.604895596901039,1.02198021312277,"1936","P7E1",2,2.06730442683283,9.68711137673989,0.00104899570861862,0.0171883271150417,0.123416467613398,0.14017,"Control"
"3477",1.83819802424706,0.99999999999996,0.608785757111058,-3.99680288865064e-14,"1933","E1",2,22.5510158473331,0,0.44455196974054,0.81565504730779,0.0329353943964598,0.05168,"Control"
"4631",1.84050397509446,1.56637554755677,0.610039433625131,0.448764382072652,"1940","P1E1",18,0.302461494777141,0.612147710498478,0.0237711377300277,0.110344509530245,24.412410186943,0.13635,"Control"
"3711",1.84077270110436,0.25,0.610185429720515,-1.38629436111989,"1954","E1",23,6.64298045849184,0,0.139101584213959,0.0202707352885679,0.661536408825246,0.00602,"Control"
"4971",1.840895829022,5.985729699187,0.610252316740179,1.78937825291264,"2012","P10E1",6,0,0,0.00678233875888115,0.248321720034012,14.6852454128203,0.32703,"ControlModern"
"1735",1.84285189562642,0.49999999999999,0.611314314973759,-0.693147180559965,"1954","P7E1",32,0,7.06125828418906,0,9.02008117861786e-05,0.621568732184918,0.00014,"Control"
"3559",1.84358257525795,1.24999999999996,0.611710730343064,0.223143551314178,"1937","E1",6,1.69753507407637,0.00218228038174647,1.56044559292465,0.429093293824846,0.366828009394917,0.06839,"Control"
"3171",1.84466383225547,1.30246099071495,0.612297056151608,0.264255544649825,"1949","P10E1",10,7.95035265179999,0,0.00814428981049386,0.0125742763527644,37.9026467256977,0.18523,"Control"
"3595",1.846131776807,0.75,0.613092518585415,-0.287682072451781,"1939","E1",8,3.43352344378501,0,0.338180304995085,0.235204531835019,0.740754271955029,0.01148,"Control"
"1392",1.84970000000001,0.440748963349625,0.615023463778372,-0.819279809721387,"1931","P2",2,0.352179804797361,0,0.0045480078837797,0.331602607587073,0.135773538545097,0,"Control"
"3580",1.85022367710517,7.0856908098452,0.615306538324962,1.95807737154339,"1938","E1",7,0.590700622389079,0,0.152479443652853,0.0112078756206404,1.25308306604692,0.05777,"Control"
"4622",1.85793418424531,1.29204850536073,0.619465216860748,0.256228947504557,"1939","P1E1",13,0.869842113778942,0.353363540313032,0,0.0197001576850999,3.36759587973678,0.01051,"Control"
"46",1.8590683797538,3.78394198856523,0.620075491147172,1.33076632035468,"1940","E1",7,1.95278590395209,0.014195115622998,0.0177854943079933,0.0974381244021252,10.3270850364592,0.02009,"Control"
"2706",1.85927177585326,0.24999999999999,0.620184892703324,-1.38629436111993,"1950","P7E1",21,62.5212837454761,1.02369142174651,0,0.125487022687774,5.46943742582883,0.51941,"Control"
"1461",1.86658845768447,0.667388029808241,0.624112410526228,-0.404383648384232,"1931","P2",2,44.5658923123182,0,0,0.381609312848605,2.7555574613287,0,"Control"
"61",1.86832129399999,2.54550281414904,0.625040323945862,0.934328199898452,"1945","E1",12,14.2614303940272,0.0634765483242478,0.836473295378819,0.362188943705544,1.43784780125533,0.00195,"Control"
"247",1.87004669995926,6.47589990638865,0.625963403794915,1.86808757961019,"1955","P1E1",14,0,0.965523039421569,0.309416532972623,0.822374977406152,0.0223759494045545,0.41082,"Control"
"1767",1.87160035056603,3.00412817117851,0.626793867318108,1.09998739982874,"1935","E1",2,0.203303796081499,0,0.00603271666628027,0.23537503665168,0.00423722561630833,0.02675,"Control"
"117",1.87182763695593,1.9825075903702,0.626915299540626,0.68436250320564,"1931","P1E1",2,0,0.000375531247440402,0.111769621725532,0.944655997238063,0.0050811500955103,0.37207,"Control"
"3852",1.87225071890853,0.49999999999999,0.627141300128321,-0.693147180559965,"1941","E1",10,0,0,0.00029400639263997,0.413867973987128,0.35758877225851,0.20008,"Control"
"4567",1.87527767352606,3.18833553547458,0.628756741004987,1.15949900491114,"1936","P1E1",14,0.49730127758154,0.114438429821109,0.745305067188215,0.242798595975952,0.922657609565368,0.69506,"Control"
"17210",1.8757579878165,0.25,0.629012837900048,-1.38629436111989,"2011","E1",3,24.0576421433397,0,0.118965501481222,0.0914169554459969,2.65758837542235,0.25499,"ControlModern"
"2468",1.8762623096838,0.99999999999998,0.629281664734846,-1.9984014443253e-14,"1933","P7E1",4,0.753273020350497,0.377114964014136,0.145938699784678,0.334597592223497,1.73882334360133,0,"Control"
"3145",1.88182940761717,0.24999999999999,0.632244392855588,-1.38629436111993,"1945","P10E1",6,0.301257173061662,0,0.0553685613314818,0.0488403176862479,64.186864292069,1.24951,"Control"
"1464",1.88268569248901,1.06287424591936,0.632699317255591,0.0609767912510147,"1931","P2",2,0.272856068150557,0,0,0.000760523834349265,0.0124466458496133,0.02193,"Control"
"199",1.88303658384753,1.58472071976062,0.632885677976741,0.460408189760067,"1941","P1E1",12,18.2045486824345,0.0600163524508067,0.0223571821113755,0.0651481819023724,0.0473346993527234,0.35119,"Control"
"4387",1.8836531321261,4.6423519936683,0.633213046743785,1.53522113299733,"1949","P1E1",27,0,10.7869022644383,0.53454115184058,0.0602195755878318,0.0153998674462035,0.00011,"Control"
"181",1.88685045525597,5.50990077429377,0.63490901324913,1.70654661470753,"1938","P1E1",9,1.39675965556376,0.098194716067537,0.0512207463310764,0.384833263364796,0.0452323651535751,0.21568,"Control"
"2995",1.88697574808325,1.04741126542247,0.634975414201678,0.0463216584121211,"1941","P10E1",10,0,0.221123271879521,0.265736122449689,0.261914542851841,17.3604940015131,0.65106,"Control"
"3963",1.89190149740837,0.98233568504137,0.637582406593813,-0.0178221909133443,"1938","E1",7,21.8206754542598,0,0.0218881105817352,0.461513352039381,0.000768863651336879,0.16326,"Control"
"3032",1.900472695709,3.44028562069521,0.642102642445251,1.23555449721043,"1950","P10E1",19,0,0.023151531092275,0.133591111629515,0.109637866329346,27.773787776399,0.13594,"Control"
"344",1.90117457704767,1.24999999999995,0.642471893612593,0.22314355131417,"1939","P1",9,0.00216902803617177,0.628127621274018,0.000236322622845282,0.000765821962792158,5.55668007612977,3e-05,"Control"
"14",1.9049078302655,13.8705311786447,0.644433624345436,2.6297665305397,"1934","E1",3,0.545975575673484,0.0108675,5.49681582688459e-05,0.0368425607527375,1.76752356816823,0.04024,"Control"
"130",1.90506688289745,12.8328819008768,0.644517117094873,2.55201077545186,"1932","P1E1",3,0.0126885090373765,0.00905474768693983,0.149090008798032,0.694683627436869,0.150121403388314,0.04678,"Control"
"3703",1.90682245135475,11.5638972495684,0.645438218641892,2.44788793874351,"1951","E1",6,0,0,0.000163799501444295,0.0973457312654765,1.16708928440529,0.48218,"Control"
"2094",1.91213088689802,3.04958621149554,0.648218267776836,1.11500591305342,"1951","P7E1",25,0.115447785739882,0.767358376642626,5.28377068121468,0.204474178257941,0.979332642085116,0.36591,"Control"
"5910",1.9161470222965,3.575393987608,0.650316410579977,1.27407537639762,"2015","E1",9,0,0.233545398561566,1.0580362330438,0.000813858663767701,3.2948275847907,0.04467,"ControlModern"
"139",1.92759624219593,0.868874188044329,0.656273756309184,-0.140556942052697,"1933","P1E1",4,0.287071843396353,0.00143443616961905,0,0.186173365752536,0.24142074740464,0.14216,"Control"
"2747",1.92820044184402,1.49999999999995,0.656587154396556,0.405465108108131,"1955","P7E1",26,1.1595373194349,3.32513227136232,0,0.0768404624998786,13.5807290237498,1.0686,"Control"
"710",1.92871425018087,0.49999999999999,0.656853589296426,-0.693147180559965,"1954","P1",10,0,0,0.000416656537028438,0.0258553527167632,0.0346727916012123,0.292,"Control"
"514",1.93149282926831,2.06625914006836,0.658293190597665,0.725739793648872,"1935","P1",6,0.629135902793456,0,0.00276917503705635,1.18696054976178,0.540037135600314,0.32489,"Control"
"678",1.93257935030077,1.61724261042423,0.65885556159417,0.480722606708597,"1950","P1",6,0,0,0.003825,1.07673589922508,0.491837259971675,1.12535,"Control"
"4390",1.936018158055,3.6377145028421,0.660633367971042,1.29135560061246,"1949","P1E1",14,0,0.00110729415638771,0.379676595900343,0.0226783346996816,0.00128332715439462,3e-05,"Control"
"685",1.93897645628258,0.49999999999998,0.662160233991119,-0.693147180559985,"1950","P1",5,0,0,0,1.20365281888009,0.0788342547563471,0.10522,"Control"
"22510",1.94077516282099,0.25,0.663087461733444,-1.38629436111989,"2010","P7E1",4,41.5456971100691,1.5601663670446,0.455663637002319,0.0369901759015247,0.003083125,0.06197,"ControlModern"
"4556",1.94300949193898,5.19176099581975,0.664238055580993,1.64707294517962,"1935","P1E1",13,1.37120467291105,0.036216897136426,0.0374911883225781,0.125773506278745,0.864488540014107,0.2008,"Control"
"3507",1.94866899774876,6.34929563912656,0.667146574264889,1.84834388378,"1934","E1",3,0.337162933551656,0,0.091072742420203,0.019316835665592,4.10511972157079,0.09334,"Control"
"1783",1.95383983335555,5.82661818687264,0.669796581660956,1.76243676119388,"1937","E1",4,0.056412635858154,0,0.00211432167756358,0.378225139035961,0.0147856370071991,1.19591,"Control"
"3672",1.95805730367713,1.23478011737708,0.671952810113737,0.210892911618822,"1949","E1",18,5.92561960067253,0,1.06445203758033,0.0101731694246882,0.518806078081496,2.89765,"Control"
"3800",1.96467919850192,0.87155030304513,0.675328974233389,-0.137481695613068,"1936","E1",5,0.20917947095346,0,0,5.18575632140265,0.0197611392359902,0.57963,"Control"
"2342",1.96528495029235,2.38457275994892,0.675637247679299,0.869019972003722,"1949","P7E1",20,0,0.000165,0.236035139753234,0.10440363524308,0,0.00063,"Control"
"10801",1.9658400676685,17.845928517886,0.6759196693155,2.88177538797212,"2013","E1",6,0.220957597650085,0.00162980276715546,0.0645971437002168,0.0187139808944913,50.4039502330049,0.53594,"ControlModern"
"1780",1.9682062003012,2.12902343595872,0.677122569717193,0.755663393816335,"1937","E1",6,0.45415033693275,0,0.451583302412491,6.50000000001054e-05,0.526179721746717,0.85436,"Control"
"4408",1.9714250810619,4.7594512425092,0.678756672630431,1.56013237641034,"1950","P1E1",5,0,1.02247982985626,1.05265075504668,0.0840932658153128,0.0007175,0.42725,"Control"
"5471",1.977969425896,1,0.68207077600118,0,"2010","P10E1",4,65.8507485617625,0,0,0.013784376649991,0.000221875,0.19133,"ControlModern"
"3318",1.9785501421854,8.4714157828655,0.682364325057909,2.13669764733607,"1938","P10E1",7,12.2781518367053,0.0031075,0,0.594027165830578,0.742785182609497,0.965,"Control"
"4843",1.9786204819999,4.50901920283899,0.682399875617229,1.50607965820987,"1945","P1E1",16,0,1.37215224664216,0.00774318133440257,0.120134158091682,0.184432685479199,0.02584,"Control"
"717",1.97986776248204,1.20372105066289,0.683030055850886,0.18541763454746,"1954","P1",10,0.0007375,0,0.000232618868619203,0.137167852891721,1.7408144714118,0.40133,"Control"
"155",1.98463085266531,2.74902602939499,0.685432928414307,1.01124667781598,"1935","P1E1",6,0.697586442006805,0.080615183768364,0,0.320245394766417,0.0260311994727698,1.07869,"Control"
"2431",1.98766524029137,17.7359749071926,0.686960703859674,2.87559505751782,"1931","P7E1",2,37.8310413885191,9.78183104141047,0,0.520128875737723,0.0147017586705947,0,"Control"
"231",1.9903673549446,4.45802904555742,0.688319222174503,1.49470675032097,"1950","P1E1",20,0,8.71988894155671,0.0128996759576725,0.00500667068455296,0.0663055623611207,0.19843,"Control"
"2698",1.99349141909333,2.81044956732665,0.689887583387234,1.03334445892135,"1950","P7E1",21,37.7181109990935,4.45450694797326,0.00242559724173874,0.488325050324377,0.0110059663496512,0.00036,"Control"
"2889",1.99509136592259,7.12869686261635,0.690689846748088,1.96412844950556,"1951","P10E1",20,44.9974705011988,0.0365439951103882,0.0616390139532926,0.0645785538864457,0.329483072326212,0.38826,"Control"
"3970",1.99870350268345,1.29695934895346,0.692498721697661,0.260022562478792,"1939","E1",8,4.68793166596208,0,0.0186808998127292,0.065956408560917,0.00154335691662514,0.00572,"Control"
"3534",1.99968754468241,6.35462414401219,0.692990940696338,1.84918275954261,"1936","E1",5,0,0,0.671571453102526,0.720295177179989,0.0744952870036246,0.04701,"Control"
"2646",1.99999999999993,0.49999999999999,0.69314718055991,-0.693147180559965,"1945","P7E1",16,1.10085050352252,1.92074842687051,0.585044158106113,0.0705760877209137,4.59999795310627,0.16085,"Control"
"4185",1.99999999999997,3.21408432364388,0.69314718055993,1.16754250332581,"1950","E1",19,1.0088149420876,0,1.1196322160183,0.0574458193805672,0.0368339624003631,2.92425,"Control"
"19110",2,7.04854316905,0.693147180559945,1.95282095278269,"2015","E1",9,0.73636942451439,0,0.00238675340109261,0.00965555328862888,0.309821892702226,0.47525,"ControlModern"
"26510",2.00000000000001,2.7165138407715,0.69314718055995,0.999349382071557,"2015","P7E1",9,0.682039101943592,0.00389268070893538,0.489484210273273,0.0137043832135794,0.00898385725912796,1.03096,"ControlModern"
"4711",2.00278582934834,2.20008064778625,0.69453912602838,0.788494017777038,"1950","P1E1",24,2.16423995338044,1.83778094430345,0,0.00947187846522752,22.8356319889371,0.53429,"Control"
"5481",2.0027928206895,13.128665578316,0.694542616830469,2.5747980516431,"2010","P10E1",4,37.5347495840619,0,0,1.33226762955019e-15,0.0143736448264013,0.01571,"ControlModern"
"3517",2.00577603550506,4.72161389371317,0.696031036001166,1.55215066778802,"1935","E1",4,0,0,0.00194713119064168,0.396087820634287,0.244206619796816,0.13737,"Control"
"3383",2.00618669852925,2.9820300060506,0.696235755263457,1.09260427868314,"1949","P10E1",18,1.1283550487373,0,0.0380374817130479,0.122029071368143,2.08454000375996,0.89214,"Control"
"4634",2.01325444120416,3.18381979237405,0.699752537678498,1.15808166850794,"1940","P1E1",18,0.103437560864019,0.0558450715918035,0.822300025165489,0.0730962272841937,4.7541765892056,0,"Control"
"1592",2.01354511842083,8.8363757530506,0.699896909015025,2.17887680989709,"1932","P7E1",6,0,0,2.40037180843246,0.162297725540865,1.38379262073936,9e-05,"Control"
"4200",2.02343228204866,9.56671282267619,0.704795219020721,2.25828965875581,"1951","E1",3,0,0,0.158090863938358,0.707846583233304,18.5176289588118,0.58462,"Control"
"2587",2.02573135473931,3.64560758928975,0.705930798189132,1.29352304273236,"1939","P7E1",10,61.098376019172,0.0966649040566935,0.00163504612870413,0.0579834571325442,1.34610418487875,0.00041,"Control"
"939",2.03287677997884,0.24999999999999,0.709451922862889,-1.38629436111993,"1936","P1",7,0,0,0.0297036123378227,0.122662772310224,0,0.0153,"Control"
"161",2.04358991945707,5.36195394262233,0.714708025724558,1.67932845018761,"1935","P1E1",6,0,2.98914469912345e-05,0.171969338562125,0.333371714946881,0.898617496036609,0.01679,"Control"
"3435",2.04466034050743,0.33316644789463,0.715231683038448,-1.09911307035444,"1955","P10E1",24,5.98237382923067,0,0.128507655279668,0.0701281262370851,0.0435697604575317,1.52961,"Control"
"120",2.04918703549286,1.90506688289745,0.717443146444148,0.644517117094873,"1931","P1E1",2,0.00273037742030218,0.000411434538835081,0.041855380024126,3.76715396253655,0.0276012385192145,0.06395,"Control"
"1642",2.05048240777386,0.55101711952333,0.718075086332003,-0.595989400396583,"1937","P7E1",15,0.0753248265219093,0,0.000658803832242582,0.0605979456956338,0.00441617103996287,2.1353,"Control"
"3550",2.0560473119325,4.49233928059507,0.720785358968476,1.50237356398724,"1937","E1",6,3.35873260260172,0,0.0359600723320705,0.0374243171366645,9.97533448692528,0.48677,"Control"
"4271",2.05722815950064,4.2970508454404,0.721359523090855,1.4579289374993,"1935","P1E1",7,0.0177653762277767,0.00829875748278021,0.000311260349607709,0.00373347592445451,0.0108224363999161,0.43408,"Control"
"2809",2.06058336163455,2.36503763687967,0.722989127971603,0.860793935931293,"1937","P10E1",6,0.657263190735213,0.316834151270713,1.17599413441282,0.0216356971386615,0.000314476827625248,0.38359,"Control"
"2792",2.06276468160062,1.08466667037743,0.724047161466076,0.0812727235498457,"1934","P10E1",3,0.202405258143805,0.169586133964859,0.139909630366573,0.635802483056333,0.000642273598844056,0.04265,"Control"
"531",2.06625914006836,0.97522174930921,0.725739793648872,-0.0250903986548183,"1936","P1",7,0.340326384769164,0,0,0.521352259014182,0.752764442876193,0.36452,"Control"
"4648",2.06640222555361,6.14318675576367,0.725809039818663,1.81534362311373,"1941","P1E1",19,2.52016858333148,6.58839422568586e-05,0.160631616561983,0.0743879420156715,0.000472611610982558,1.0648,"Control"
"675",2.06645950395445,1.08085223933848,0.725836758336529,0.0777498404507264,"1950","P1",6,0,0,0.0144421102342065,0.487218528248478,24.4025920996239,0.16124,"Control"
"3949",2.07111408116558,0.99999999999997,0.728086665959372,-2.99760216648797e-14,"1936","E1",5,8.29409880233054,0,0.0518544141901994,1.05755774016823,1.68567669687974e-05,0.13485,"Control"
"1427",2.08070730684561,0.731111749895993,0.732707887276946,-0.313188958281452,"1931","P2",2,0.0176543081919295,0,0.0837065130827515,0.850481497393422,9.60725711897261,0.13789,"Control"
"2928",2.0837524068325,0.25,0.73417031013079,-1.38629436111989,"1933","P10E1",2,0,0,0,4.38314549613884,27.6976666312152,0.02034,"Control"
"1220",2.08497162994495,4.70258292227466,0.734755248417161,1.54811191569513,"1935","P1",6,0,0,0,0.148176413229082,0.00044125,0.42491,"Control"
"4780",2.091959014027,3.37407367666221,0.738100954245459,1.2161208204776,"1931","P1E1",2,0,4.36000708086563,0.183765980043431,0.449493218145532,0.0567492463448775,0.27188,"Control"
"2598",2.09292224041835,1.71628253712888,0.738561290560778,0.540160636189168,"1940","P7E1",11,11.767116493473,0.00328999866974883,0.0034984296822034,0.241681915380749,0.238869125802323,0.11018,"Control"
"928",2.09760375545399,3.6740337226772,0.740795624383242,1.30129016548712,"1936","P1",7,0,0,0,0.0395383988638005,0,0,"Control"
"15551",2.098497030507,0.5,0.741221388735468,-0.693147180559945,"2012","E1",2,0,0,0,0.305711395208005,51.2806698207745,0.29073,"No_shrub"
"1726",2.10144080147339,0.24999999999999,0.742623205412867,-1.38629436111993,"1951","P7E1",26,0,0,0,0.000118965780955348,48.0996563947215,1.39313,"Control"
"2642",2.10230772929736,2.21583222163845,0.743035660073232,0.795628053761703,"1945","P7E1",16,0.894188333287523,1.41130285188332,1.35343683827882,0.0751530653950293,0.9999771268238,0.1923,"Control"
"10401",2.10722880959801,2.543250326946,0.745373723894251,0.933442919246121,"2009","E1",3,1.39180815598395,0,2.0498163880615,0.0840674451858471,0.0485189939430213,0.56044,"ControlModern"
"3513",2.10726067973912,2.6792227219249,0.745388847975681,0.985526723323683,"1935","E1",4,21.2979026649221,0,0.0205317442881407,0.207875099619088,0.364398924364316,0.11629,"Control"
"3870",2.10781826780528,3.3193670020257,0.7456534162442,1.19977410270963,"1945","E1",14,0.0692085296030998,0,0.9401893073465,0.215550449181806,0.287541552547465,1.05967,"Control"
"4343",2.1121999404286,0.99999999999999,0.747730030126752,-9.99200722162646e-15,"1941","P1E1",19,1.03781836258233,0.00129788650408083,0.00383866312421998,0.0474826567066629,0.0023910070351245,3e-05,"Control"
"355",2.11230696251525,2.2745633226419,0.747780697382899,0.821788087887433,"1941","P1",12,0,2.77421292955059,0.783399330129602,0.0250453149449559,0.0329498794891064,0.00066,"Control"
"1199",2.11464999999999,2.47448003734853,0.748889314170574,0.90603028802973,"1934","P1",5,0.00505538520463989,0,1.7731258333524e-05,0.0213067830841261,0.0203271965867805,0.00391,"Control"
"3156",2.11669000872319,6.00984133194903,0.749853551918925,1.79339834752457,"1946","P10E1",15,0.131209418144794,0,0.462812490740226,0.00335896398181331,7.21831923617277,0.00476,"Control"
"1809",2.11722302073807,1.47366599387413,0.750105334142124,0.387753169632665,"1940","E1",9,0.909205462165712,0,0.138740344645888,0.00592323305103299,3.23599885440309,0.53972,"Control"
"3049",2.11734854813442,0.94260423418389,0.750164621082654,-0.0591087724764021,"1951","P10E1",2,0,1.03589943736858,0.00467096578448828,0.527889235485578,0.277954192700665,0.00622,"Control"
"3519",2.12346155522622,1.69860369691235,0.753047566169449,0.529806558808095,"1935","E1",4,0,0,0.130806265249965,0.172566531862478,0.359560925943876,0.14084,"Control"
"3547",2.12627792504194,0.49999999999999,0.754372998112327,-0.693147180559965,"1936","E1",3,1.27092512921348,0,0.897857096614167,0.289554126137221,0.244177230383,0.21404,"Control"
"2042",2.12654593194608,12.3770977291066,0.75449903526482,2.51584780755213,"1945","P7E1",19,17.0171079937547,0.0109987340686756,0.21973403481846,0.0138088561552739,59.4111942845085,0.24222,"Control"
"1789",2.12902343595872,2.45640922334542,0.755663393816335,0.898700618288326,"1938","E1",7,2.03956928887491,0,0.507603717431,0.000133998587868488,0.440598170271321,0.49687,"Control"
"3006",2.12965112035007,3.73746074479651,0.755958173042874,1.31840643559717,"1945","P10E1",14,0.238748438654939,0.0034163513626663,0.0902565691168403,0.0489675938645201,8.57716225450624,0.40826,"Control"
"4077",2.13781801097705,11.4563821885303,0.759785687827855,2.43854697109078,"1936","E1",5,0.690485265251575,0,0.17120074809151,0.198550671364388,1.32250047831565,0.13561,"Control"
"2679",2.14578745221641,1.99349141909333,0.763506595601776,0.689887583387234,"1949","P7E1",20,47.3944863064732,1.91152772681569,0,0.162254638158421,0.0174891402231707,0.00014,"Control"
"3260",2.1479767743576,0.49999999999999,0.764526363905479,-0.693147180559965,"1933","P10E1",2,1.255121521163,0,0,0.388271310525538,0.00172830013532498,0.2817,"Control"
"4127",2.14935892467173,0.65978742911671,0.765169623105407,-0.415837572935527,"1940","E1",9,0,0,0.0123922062166997,0.0365944062071047,22.7010079995174,0.49251,"Control"
"3076",2.15453742126204,3.45245741296258,0.767576046807597,1.23908627109491,"1933","P10E1",2,40.537310476813,0,1.88058433574554e-07,0.0755219090908457,0.5580629666622,0.11629,"Control"
"3168",2.15590290368855,1.79996270941231,0.768209616637706,0.587765947694358,"1949","P10E1",18,35.7454958683098,0,0.0240871334909295,0.0474705795987667,9.80122087075836,0.1565,"Control"
"3103",2.16156063492902,7.59546046704131,0.770830476977765,2.02755076186516,"1938","P10E1",7,3.20441782873357,0,0.288313720373466,0.0415402080721343,9.76935087073109,0.66875,"Control"
"2600",2.16296182337863,0.99999999999997,0.771478496967094,-2.99760216648797e-14,"1940","P7E1",11,53.3366746646009,0.33344015744538,0.768426328726216,0.131312693058447,0.0556914776654571,0.00666,"Control"
"153",2.16461246293955,2.04358991945707,0.772241344480162,0.714708025724558,"1934","P1E1",5,0.02689,0.0674466880861998,0.0408846437720035,0.325833386536243,2.25118774602203,0,"Control"
"947",2.16619063983494,3.51134623500874,0.772970159403304,1.25599950668159,"1937","P1",8,0,0,0,0.345747122885675,4.90297708759614e-06,0,"Control"
"16710",2.1729145668105,0.5929392845165,0.776069384721609,-0.522663272213669,"2010","E1",2,53.5042525652699,0,0.326215661588915,0.0193912505941127,0.434809153496702,1.14503,"ControlModern"
"14761",2.17743741035699,2.92258276102798,0.778148685522909,1.07246773253557,"2012","E1",2,0,0.000162376837611237,0,0.0547588808791384,59.364183155286,0.01266,"No_shrub"
"2199",2.18496682482291,1.24424963829866,0.781600645284879,0.2185326480582,"1935","P7E1",6,54.7353705356905,0,0.00523441317170578,0.499489252410788,0.201467966705408,3e-05,"Control"
"36410",2.19041534070949,18.8109998284025,0.784091179138502,2.93444179598869,"2013","P7E1",7,0,0.147963482580869,0.389383782486713,0.123304190056423,0.00666242390905537,0.00561,"ControlModern"
"3480",2.19063786400919,0.81066209995099,0.78419276352449,-0.209903957864197,"1933","E1",2,1.09745872339225,0,1.00895721535545,0.730745768180211,0.531054674216071,0.18305,"Control"
"1854",2.19786751907083,1.17967904082418,0.787487580766749,0.165242402177512,"1951","E1",16,0,0,0.706775596933388,1.08932163067187,0.0732975641605416,0.07986,"Control"
"2569",2.19948944751308,2.02573135473931,0.788225264119784,0.705930798189132,"1938","P7E1",9,39.4774146045753,0.394330159149149,0.00145624022021218,0.0172237082316779,1.05657497662722,0.00011,"Control"
"4724",2.20008064778625,5.21710885695599,0.788494017777038,1.6519433896374,"1951","P1E1",25,2.67645190284029,0.718252320968665,0,0.00487281028588076,30.7466966758424,0.52522,"Control"
"2946",2.20016846752954,8.61780281716581,0.788533933582257,2.15383015858445,"1935","P10E1",4,0,0.048322881204083,0.00130056503257908,0.0920568743459713,37.1368810045632,0.75626,"Control"
"4471",2.20143717496112,4.91395260592044,0.789110408427922,1.59207862934764,"1926","P1E1",4,0.189653953659554,0,0.00038260188384736,0.398076901431545,0.104975923530068,0.0467,"Control"
"1473",2.20218021952545,2.84946138701953,0.789447878514361,1.04712998940957,"1934","P2",5,1.10923331498648,0,0.0163831490295366,0.0244326395326406,19.8120282494682,0.01112,"Control"
"3411",2.20254488700388,5.85162119744491,0.789613458644991,1.76671875061932,"1951","P10E1",20,31.3034383175901,0,0.00550472681054392,0.318406996908783,0.116856276040506,1.17516,"Control"
"455",2.20278071873239,5.67120159918249,0.789720525295605,1.73540101754172,"1932","P1",3,0,0,0,1.25135330356931,0.0401304482418374,0.02672,"Control"
"356",2.20637931715858,5.60631859186614,0.791352853991291,1.72389428164263,"1941","P1",12,0.125089341706072,0.250503493286125,0.67652122611214,1.438092189332e-10,0.0401528787175852,0.0153,"Control"
"2662",2.21583222163845,4.24288952986526,0.795628053761703,1.44524453002578,"1946","P7E1",17,4.01977974312684,1.68267012128699,0.576195926822446,0.285790823762524,0.701809386684835,0.22991,"Control"
"3680",2.21717295659443,2.57337674363746,0.79623294139118,0.945218944515459,"1950","E1",19,1.9593814265449,0,0.673870171930767,0.103603017153224,0.000880084869763284,0.92834,"Control"
"2864",2.22390007514533,2.34451985551607,0.799262445138533,0.852080628488426,"1946","P10E1",15,22.9476670044572,0.0827692699140079,0.693575483714775,0.043069652737604,0.00857322484324162,0.58598,"Control"
"48710",2.2282460885495,5.5530232029165,0.801214768635923,1.7143425006978,"2011","P10E1",5,0,0,0,2.17574677962363e-05,0.00169004202478414,0.00168,"ControlModern"
"1429",2.23275126587793,0.735640259880439,0.803234576540797,-0.307014057080201,"1931","P2",2,0.685832228576582,0,0.00586521641643394,1.34109693454684,1.01876081433423,0.27372,"Control"
"4190",2.23371021630313,4.72969692327167,0.803663977060095,1.55386112503267,"1950","E1",5,0.145658188678725,0,0.000335159376280724,0.013908235277047,0.103005406128218,0.06351,"Control"
"11910",2.2434722541485,0.569273043732,0.808024779140355,-0.563395093993321,"2012","P7E1",6,17.4423243245229,0.967799806657103,0.0607966093418689,0.247381267042547,0.12915437151511,2.19937,"ControlModern"
"1239",2.24609268451246,6.01514026300697,0.809192121944092,1.79427966802541,"1936","P1",7,3.3752697778954,0,0.0675217471619134,0.321531581857711,0,0.04813,"Control"
"2657",2.24999999999992,6.81733444568057,0.810930216216293,1.9194685517142,"1946","P7E1",17,5.94300205600583,0.254468734924176,0.00650918696726934,0.0535064644137395,0,0.11384,"Control"
