"","area.t0","area.t1","logarea.t0","logarea.t1","year","Group","W.ARTR","W.HECO","W.POSE","W.PSSP","W.allcov","W.allpts","Treatment"
"1053",0.25,5.016309039,-1.38629436111989,1.61269441207869,"1938","P1E1",0.292418536629073,0.281717020474196,0,0.45711848458596,36.7662502174733,0.94261,"Control"
"2100",0.25,7.95739863284251,-1.38629436111989,2.07410214152464,"2014","E1",0,5.31299181176928,0.0900442231620034,0.00096852539791351,59.5194952032932,0.04186,"ControlModern"
"1711",0.25,3.308664078756,-1.38629436111989,1.19654450633564,"2012","P10E1",1.31210680461283,0,1.93936426312459,0.00817841220900247,1.58975823251974,2.46745,"ControlModern"
"471",0.490042491,20.37576083,-0.713263175310577,3.01434599977945,"1949","P7E1",0,0.151906636126232,0.0614896050514632,6.66942331746887,0.643384676782195,0.20146,"Control"
"760",0.5,3.927516799,-0.693147180559945,1.36800736841411,"1954","P10E1",0.304406424927789,0,0.0191251883516012,6.19896421094959,0.603857816316616,0.55843,"Control"
"1020",0.75,35.85331512,-0.287682072451781,3.57943603473689,"1926","P1E1",0,0,0,14.5427898508587,0.00101807433742362,0.18751,"Control"
"67",0.958234342,2.186924546,-0.0426629150584711,0.782496239956334,"1946","E1",0.10130841121674,4.85058015813087,0.0153470668211772,0.220793279667865,0.000862870815835231,0,"Control"
"750",1.083174907,14.52325612,0.0798964572871624,2.67575123494493,"1949","P10E1",0.301755900405301,0,0.0003575,0.0363701683391967,0.224571369864313,0.14907,"Control"
"203",2.483901592,5.261368496,0.909830546539286,1.66039116325339,"1937","P1",0,0,8.06236542920769e-05,0.109773789773582,0.00403968062572834,0.04953,"Control"
"399",2.515276512,0.25,0.922382742637404,-1.38629436111989,"1941","E1",0.0805269604875716,0,0.0145974291616668,0.117875510468025,9.04486079052986,0.26415,"Control"
"874",2.650073729,1.920886914,0.97458746187525,0.652787013755852,"1946","E1",8.88178419700125e-16,0,0.344518660295542,2.02974119366931,0.0436613234744217,1.16049,"Control"
"389",2.65696524,12.09844963,0.977184584268315,2.49307731464131,"1939","E1",0.17069885653998,0,0.0452086778234771,1.67535035450319,0.241768083289425,0.06695,"Control"
"319",3.027064551,0.25,1.10759335488654,-1.38629436111989,"1938","P7E1",0.37136795180574,0,0.122779725299471,4.52999295055507,0.0190752786359245,1.15,"Control"
"76",3.607091343,4.217840214,1.28290172541556,1.43932319940448,"1950","E1",0.103504128384711,4.3764113122649,0.0123660862785523,1.02436818288322,0.0251841655235925,0.13635,"Control"
"387",3.9321522,3.475976164,1.36918690957241,1.24587535007238,"1939","E1",0.0476368560491826,0,0.000798261535070268,0.574956321189466,2.19869551485762,0.47601,"Control"
"83",4.217840214,11.90617985,1.43932319940448,2.4770575804461,"1951","E1",0.0735255640231121,6.98138845383765,0.0028668075882015,0.128354673126603,0.0109150162891767,0.09477,"Control"
"147",4.287215115,1.701134988,1.45563736480341,0.531295668289735,"1938","P1",0,0,0.0001025,3.19976829192474,17.2153457248295,0.10884,"Control"
"1022",4.480724053,45.40354856,1.49978465234117,3.81559026410734,"1926","P1E1",0,0,1.57597695603545,1.33759253430088,0.192579825798881,0.00143,"Control"
"197",4.934102755,5.710624942,1.59617084379221,1.74232846461424,"1935","P1",0.00205084541513328,0,7.28061656161338e-05,0.117182903497512,0.00640990830844933,0.01769,"Control"
"1056",5.016309039,17.31229784,1.61269441207869,2.85141710676747,"1939","P1E1",0.31046116424553,0.480018491243855,3.51935912358735e-06,0.573508621581375,0.890721210098243,0.06728,"Control"
"475",5.137223579,4.860270498,1.63651277380063,1.58109409438824,"1951","P7E1",4.44089209850063e-15,0.84650338061458,0,6.33772474546833,0.135354733650642,0.65972,"Control"
"206",5.261368496,11.19018581,1.66039116325339,2.41503712719044,"1938","P1",0.0534328693121652,0,2.19557745728763e-05,0.141721812115746,0.000312013103499334,0.05911,"Control"
"326",5.39258837,11.6862995,1.68502548672224,2.45841717276156,"1941","P7E1",1.20424715359875,6.41254265027501e-06,0.0794959302749912,4.13365747551899,0.0943125274957293,0.71966,"Control"
"605",5.59352594,23.8110743,1.72160984681979,3.17015077917851,"1934","P10E1",0.0716031706610896,0,1.5236570138136e-05,2.95032369266695,0.00371713093753457,0.07058,"Control"
"200",5.710624942,2.483901592,1.74232846461424,0.909830546539286,"1936","P1",0.0193256866635393,0,4.55281735295274e-05,0.412583717158472,0.00711667681091396,0.06004,"Control"
"833",6.187266805,9.07241647,1.82249343910379,2.20523865311864,"1950","E1",0.00166431760864309,0,0.620674270427773,1.08770330927762,0.115639710363495,0.26035,"Control"
"110",6.886624976,12.57693554,1.92958112118124,2.53186462382329,"1939","P1E1",0.537748361827799,0.40718157038651,0.0381562669759782,1.04361447241255,0.00329994820680313,0.56461,"Control"
"3100",7.95739863284251,0.250000000000004,2.07410214152464,-1.38629436111987,"2015","E1",0,3.91214983235296e-06,3.47044273062762,0.000269759177248265,14.5741267555207,0.02683,"ControlModern"
"107",8.616626454,6.886624976,2.15369364542824,1.92958112118124,"1938","P1E1",0.388830015857644,0.481971645160146,0.0207660541907552,0.566858453227068,0.00314207415466835,0.10593,"Control"
"246",8.6676,36.7151,2.15959193586266,3.60318811458228,"1934","P2",0.0194675416043996,0,0.068452587,0.0719538545371154,16.6556209119292,0,"Control"
"254",8.72695,45.41215,2.16641593881905,3.81577969038853,"1934","P2",0.569023458001133,0,0,0.0117421614809706,0.604516908870264,0,"Control"
"837",9.07241647,30.95002677,2.20523865311864,3.43237386407369,"1951","E1",0.00881732084995508,0,0.342917279759936,1.31411800674201,0.269914920589643,0.21131,"Control"
"381",9.096329073,16.14530092,2.20787093356428,2.78162904262434,"1938","E1",0.400756021206959,5e-06,0.0924283988619026,0.0448757665011131,1.76107264230491,0.16276,"Control"
"755",10.20560849,14.57814071,2.32293742113781,2.67952319512911,"1951","P10E1",0.640933830470107,0,0,0.00867852902433589,0.192389559571916,0.18516,"Control"
"237",10.3018,0.25,2.33231863724887,-1.38629436111989,"1931","P2",0.497067765154644,0,0,0.00237679386186864,0.0641338908708653,0,"Control"
"209",11.19018581,17.0023548,2.41503712719044,2.83335185211059,"1939","P1",0.0423848008343156,0,9.03883841731295e-05,0.226020190347593,0.00783866129950544,0.14695,"Control"
"300",11.63052708,52.45700201,2.45363328622589,3.95999382469286,"1934","P2",0.0777949950399647,3.62634386536261,0.117329579858101,0.195080733257757,3.8050875501718,0.33555,"Control"
"480",11.87338186,7.662767194,2.47429907621481,2.03637317099695,"1955","P7E1",2.66453525910038e-14,0.202652938131678,0,5.54822799675282,1.93476443645019e-05,0.17706,"Control"
"103",12.28094232,19.66159276,2.50804865593128,2.97866712669687,"1936","P1E1",1.06581410364015e-14,0.053147096692142,0,0.242742861519172,0.830159857777559,0.95513,"Control"
"166",12.48683251,0.25,2.52467468989338,-1.38629436111989,"1931","P1",0,0,0.233850184608012,4.73209193978717,4.46263785235711,0,"Control"
"138",12.52645408,0.25,2.52784273444409,-1.38629436111989,"1931","P1",0.0419018997844598,0,0,9.45968687636413,0.103221303511336,0.00828,"Control"
"113",12.57693554,26.79269932,2.53186462382329,3.2881294369727,"1940","P1E1",0.518111105599966,7.71334014866039e-05,0.0197219467436082,0.101828795800109,0.00767824997441482,0.38929,"Control"
"821",12.58507224,18.9484906,2.53251136873767,2.94172427664103,"1941","E1",0.162942548540078,0,0.483863631449397,0.643314841892802,0.188621709360538,0.01112,"Control"
"298",13.13199246,0.25,2.57505142546921,-1.38629436111989,"1931","P2",0.77690586956877,5.02265749136601,0.993062270249691,1.03424399331383,1.14922811161632,0.39781,"Control"
"1023",13.15264334,35.58780751,2.57662275287175,3.57200309352221,"1929","P1E1",0.0502155937641525,0,0,13.0026847055227,0.00427660755688931,0.01676,"Control"
"171",13.81229673,8.73201474,2.62555926278959,2.16699612673025,"1934","P1",5.32907051820075e-15,0,0,2.11375936378244,6.25e-06,0,"Control"
"412",14.10339438,21.45970405,2.64641550458203,3.06617694633393,"1950","E1",0.00836264366868618,0,0,0.000373000079915186,6.25e-06,0.00597,"Control"
"139",14.20403383,0.25,2.65352599680146,-1.38629436111989,"1931","P1",0.0369530395426148,0,0,2.13526443819019,1.27483957055018,0.00187,"Control"
"299",14.31522005,0.695919745,2.66132331041936,-0.362520934204347,"1934","P2",0.0436936583649322,1.05786955744956,0.0362400846365241,0.324404509716913,0.226259418762014,0.28174,"Control"
"753",14.52325612,10.20560849,2.67575123494493,2.32293742113781,"1950","P10E1",0.632568856406352,0,2.75e-05,0.00362632502389124,0.418179295264787,0.3167,"Control"
"255",14.5621,61.6971,2.67842226313751,4.12223692818599,"1934","P2",0.105586990000007,0,0.279833490392593,0.0375035879942119,0.00851908760065504,0.00041,"Control"
"241",14.7975,0.25,2.69445824758274,-1.38629436111989,"1931","P2",0.0900977793290242,0,0.00669113354252945,0.203350180340263,0.0393004395767719,0,"Control"
"165",16.13917825,47.39093448,2.78124974766708,3.85843095471313,"1931","P1",3.19744231092045e-14,0,0,1.82175990417945,0,0,"Control"
"388",16.14530092,20.2961885,2.78162904262434,3.0104331097982,"1939","E1",0.1866233177086,0,0.0116088752674344,0.0982460750588034,0.788575763357313,0.1218,"Control"
"762",16.27862674,9.700589446,2.78985300443666,2.27218665129193,"1955","P10E1",1.37049800559182,0,0.0001025,0.138720159785188,0.00686354502077777,1.66842,"Control"
"407",16.42059403,18.38819686,2.7985362805928,2.91170898378182,"1949","E1",0.222055125376715,0,0,0.000361351728835176,1.84757983811996,0.00732,"Control"
"981",16.73168961,106.0837369,2.81730450272656,4.66422875300412,"1929","P1E1",0,1.05806156996611,0.209703068477011,0.0623542634652128,1.28522370033093,0.01115,"Control"
"477",16.79294033,11.87338186,2.82095857964032,2.47429907621481,"1954","P7E1",0,0.612275302653419,0,0.853673773219351,0.000111557978961249,0.38116,"Control"
"907",16.89475859,19.17350792,2.82700343122131,2.95352953040559,"1936","E1",0.00147500000002841,0,1.2042663161215,0.271441283051317,0.000234375,0.11109,"Control"
"1013",16.99692964,36.20646129,2.83303271833261,3.58923759157855,"1939","P1E1",0.175433812927078,2.4871182840478,0.0142316603231104,0.406479170509721,0.142952668107049,0.0205,"Control"
"213",17.0023548,21.37828058,2.83335185211059,3.06237548047327,"1940","P1",0.0423434675230993,0,5.27761500843456e-06,0.232698620035599,0.0122225146322088,0.02152,"Control"
"1059",17.31229784,17.51662362,2.85141710676747,2.86315035118275,"1940","P1E1",0,0.521708288086431,0.00648019896232543,0.453316390299469,1.05307748308497,0.0186,"Control"
"1062",17.51662362,12.90753826,2.86315035118275,2.55781150193539,"1941","P1E1",0,0.596349991734899,0,0.138828619970556,0.943101954025348,0.0172,"Control"
"143",17.74105539,64.06461619,2.87588146722008,4.1598922019969,"1934","P1",0,0,0,11.4762417925817,0.135876458817696,0.00961,"Control"
"1010",18.10888649,16.99692964,2.8964027840856,2.83303271833261,"1938","P1E1",0.202418442810586,2.43097753068763,0,0.997531548114943,0.0634430029685613,0.01118,"Control"
"862",18.15873251,21.70872068,2.89915157503247,3.0777140544708,"1936","E1",0.160202589398122,0,1.5e-05,1.0308377833481,0.260783179035989,0.04719,"Control"
"411",18.38819686,28.02634852,2.91170898378182,3.33314508626622,"1950","E1",0.942500056904414,0,0.0177096990721766,0.000655609707656941,5.60182268363137,0.04739,"Control"
"372",18.5458876,41.89324045,2.92024807175361,3.73512448813803,"1937","E1",0.0276275000000071,0,0.0018037041173434,0.742567387375151,0.0219880793453396,0.38798,"Control"
"757",18.69372448,16.27862674,2.92818787823304,2.78985300443666,"1954","P10E1",1.12223033664639,0,0,0.144669001854349,0.0645145313319267,0.51935,"Control"
"936",18.96650058,5.566193777,2.94267429565958,1.7167114769066,"1950","E1",0,0,0.0456525,8.99752170937197e-05,0.00553130632686057,0.05014,"Control"
"911",19.17350792,39.10266334,2.95352953040559,3.66619058078405,"1937","E1",2.1316282072803e-14,0,0.90388171159683,0.00695456299963772,0.00366982704435155,0.03305,"Control"
"243",19.28606225,0.229414665,2.95938267181294,-1.47222414869284,"1931","P2",1.4210854715202e-14,0,0,0.00241774053688053,0.458927531971597,0,"Control"
"106",19.66159276,32.78821087,2.97866712669687,3.49006902608644,"1937","P1E1",0,0.556120350496201,0,0.122092704911289,4.19812803404629,0.39527,"Control"
"933",20.0321217,5.676575203,2.99733707017879,1.73634809366294,"1946","E1",1.36873737641957,0,0.426032941786963,0.0105007425797741,2.28666066232009,0.03112,"Control"
"112",20.20236644,22.89594832,3.00579974804063,3.13095996564872,"1939","P1E1",0,0,0,0.0615076395533518,16.1699240122622,0.56033,"Control"
"395",20.2961885,2.515276512,3.0104331097982,0.922382742637404,"1940","E1",0.150106529522678,0,0.0770766544296875,0.0797589345104506,1.95871038942695,0.12703,"Control"
"473",20.37576083,5.137223579,3.01434599977945,1.63651277380063,"1950","P7E1",1.14638964987535e-15,0.0837598981418908,0,3.7968268015176,0.787501874422814,0.24423,"Control"
"647",20.57329672,34.8583513,3.02399395917523,3.55129274407957,"1934","P10E1",4.58555859950138e-15,0,0,0.129820602218462,0.0288266450824521,0.00479,"Control"
"599",21.05717612,6.363880026,3.04724141034589,1.85063825831795,"1933","P10E1",0,0,0.0177852751810682,0.168887802119014,13.5673215323501,0.10262,"Control"
"217",21.37828058,27.0035509,3.06237548047327,3.29596837217183,"1941","P1",0.247972139250847,0,0.00121871128502836,0.0823282826214648,0.00813372793083591,0.02774,"Control"
"415",21.45970405,49.79536113,3.06617694633393,3.90792182969188,"1951","E1",0.0223160801466502,0,0,0.000711830351850664,5.03934907287233e-05,0.0014,"Control"
"865",21.70872068,14.74657552,3.0777140544708,2.69101088769504,"1937","E1",0.370786073012569,0,0.003825,0.309214175387136,0.363243422486518,0.03734,"Control"
"115",22.89594832,24.52787384,3.13095996564872,3.19981017860677,"1940","P1E1",0,0,0,0.0604769341755598,24.630349847922,0.80211,"Control"
"402",23.289897,17.66274697,3.14801966138754,2.87145773064466,"1945","E1",0.000737499999999894,0,0.249478096130386,1.01766288447376,0.177453619632622,2.29223,"Control"
"32",23.31318772,23.91582624,3.14901919702254,3.17454042556326,"1936","E1",0.174181382056525,3.25e-05,0.563329358144082,0.00102438940068522,0.143955222335045,0.38254,"Control"
"873",23.46051851,2.650073729,3.15531894485662,0.97458746187525,"1945","E1",4.58555859950138e-15,0,0.0454187248539755,1.84433322672356,0.0355837515550343,0.36175,"Control"
"604",23.47620235,82.34827732,3.15598724210007,4.41095753740059,"1934","P10E1",0.0165009015240131,0,0,0.0108682151731581,0.0364610178798126,5e-04,"Control"
"333",23.66310887,67.15664312,3.16391724763598,4.20702784763673,"1949","P7E1",1.14638964987535e-15,0,0.187400201032676,1.58969728348775,0.00757637926765258,0.07221,"Control"
"622",23.74991579,3.837788564,3.16757898479015,1.34489630591687,"1938","P10E1",0.0124817639156344,0.522480630771413,0.794037244001776,0.11989725749878,0.020803549288513,0.45992,"Control"
"282",23.79602494,43.25492747,3.16951854740042,3.76711115683056,"1931","P2",7.64259766583564e-16,0,0,0.00142911393809399,0.000179965458528329,0.00011,"Control"
"610",23.8110743,27.63914879,3.17015077917851,3.31923320211556,"1935","P10E1",0.265346056568824,0,0.00347473449648717,0.902393250427208,0.000216701182972725,0.09807,"Control"
"859",23.85857533,18.15873251,3.17214370533134,2.89915157503247,"1935","E1",0.356753534600992,0,0.0011975,1.08767829407979,3.64553893761581,0.00028,"Control"
"392",24.02425415,42.8415743,3.1790639096294,3.75750899327036,"1940","E1",0.00978825263668112,0,0.00146534692417912,1.17186814359158,0.250277124637861,1.33896,"Control"
"120",24.06101021,27.88328375,3.18059269678064,3.32802736052046,"1931","P1",6.30961949354969e-17,2.67124530919808,0,0.238297741859591,3.71874212520667,0.00622,"Control"
"876",24.34889536,24.49738455,3.19248648340717,3.19856635879094,"1950","E1",1.14638964987535e-15,0,0,0.616720415403458,0.141169121086041,0.00039,"Control"
"267",24.43854107,63.43559558,3.1961614381681,4.15002514837169,"1934","P2",0.728099078859945,0,0,0.903071357940159,7.4039223952792,0.10914,"Control"
"877",24.49738455,32.32208384,3.19856635879094,3.47575070682198,"1951","E1",0,0,0,9.78939277681071,0.126093443655433,0.13754,"Control"
"118",24.52787384,26.11442491,3.19981017860677,3.26248784020217,"1941","P1E1",4.2632564145606e-14,0,0,0.15074,21.6075583438951,0.37772,"Control"
"351",24.54031069,68.00645377,3.20031709975682,4.21960260905494,"1934","E1",0,0,0.0420435701156401,0.111320956178006,0.178273516556151,0.00149,"Control"
"987",24.70633629,70.79638613,3.20705974069526,4.25980795603534,"1930","P1E1",2.48689957516035e-14,2.13131309461947,0,0.00769199666209567,0.00781094082289537,0,"Control"
"169",25.02694854,13.81229673,3.21995318590632,2.62555926278959,"1933","P1",0,0,0,0.883782960678222,0.00751858660916798,1,"Control"
"84",25.6663713,47.67853697,3.24518162532715,3.86448133793229,"1951","E1",0.109137934247159,1.78595943898846,0.00112286604287953,0.00124366475053618,0.0626781661194911,0.00033,"Control"
"247",26.15285,38.71335,3.263958171188,3.6561845017906,"1934","P2",0.865215071576383,0,0,0.00179225850405736,0.252632116141529,0,"Control"
"957",26.39392721,46.29266759,3.27313395376709,3.83498358116414,"1936","E1",0.257940133030613,0,0,0.0392772350455095,0.000114986648007681,0.05204,"Control"
"116",26.79269932,40.66924279,3.2881294369727,3.70547210135387,"1941","P1E1",1.21763823360245,0.330035536358769,0.0193175,0.206543886513173,0.00620357612192347,0.40592,"Control"
"956",26.92871287,41.544774,3.2931931102858,3.72677173721769,"1935","E1",0.0869538571929359,0,0.0342193877700386,0.463630930047577,0.00131428416002463,0.14108,"Control"
"329",27.12078695,29.08859989,3.30030047998158,3.37034634106349,"1945","P7E1",0,0,0.20171975351456,0.776947963702793,0.00149272920756724,0.16228,"Control"
"1100",27.524940915213,19.0915666706585,3.31509253602017,2.94924670197944,"2014","E1",3.82129883291782e-16,1.17378758355601e-05,0.000425349017602348,0.0280567947518445,62.5007514606768,6e-05,"ControlModern"
"615",27.63914879,55.00550553,3.31923320211556,4.0074332807682,"1936","P10E1",0.442884222224619,0.0244084550280596,0,0.641651722834914,0.000404386791910266,0.06195,"Control"
"357",27.68644116,60.26692824,3.32094280454587,4.09878349954603,"1935","E1",0.0588421013046682,0,0.0901191553005122,0.560430013253351,8.86955719238916,0.00184,"Control"
"122",27.88328375,94.53687478,3.32802736052046,4.54898996770001,"1932","P1",3.05703906633425e-15,0.000158525132728228,2.14138515020458,0.394813947097259,3.69495656169575,0.00143,"Control"
"871",27.89031658,22.3041608,3.32827955259685,3.10477324402128,"1941","E1",8.13713540992467e-16,0,1.40063010325398,1.9777672212093,1.4993853841096,0.29838,"Control"
"692",28.43066107,11.19386677,3.3474681779427,2.4153660184866,"1941","P10E1",0.000737499999999873,0,0.279727007067193,2.62223208171379,0.227248525909895,0.00165,"Control"
"982",28.56538784,99.5115602,3.35219576953918,4.60027382033041,"1929","P1E1",0.109675400141668,1.65478831521567,0.591951868492653,0.0673929287276787,0.0581352740508449,0.02897,"Control"
"479",28.75255278,25.40444887,3.35872655564938,3.23492431104931,"1955","P7E1",4.58555859950138e-15,0.00149308906364877,0.798067010484089,0.410942241094177,0.465007208624831,0.47706,"Control"
"172",28.9687776,30.54288281,3.36621861551648,3.41913168990011,"1934","P1",1.52851953316713e-15,0,0.000128728174976187,5.0023976815594,7.87442572292607,0.0052,"Control"
"331",29.08859989,1.836532107,3.37034634106349,0.607879068836444,"1946","P7E1",0.000737499999999968,0,0.436353755264449,2.34121942120878,0.0121527053890473,0.11629,"Control"
"611",29.21038909,0.25,3.37452443674914,-1.38629436111989,"1936","P10E1",0,0.445138553835999,0.379518997720913,0.0289096580877605,0.419759050452165,0.15256,"Control"
"72",29.93262212,33.98783692,3.39894892644686,3.52600272296573,"1949","E1",0,2.85274088743114,0.00343219760754339,0.00121808404398824,0.26321635896185,0.00633,"Control"
"366",29.95152384,18.5458876,3.39958020273292,2.92024807175361,"1936","E1",0.000737499999999979,6.52746433696427e-05,7.5e-06,0.92044619664201,0.315297231097758,0.94712,"Control"
"1101",30.230766840517,36.916680871136,3.40886017534085,3.60866350502824,"2009","P10E1",0.128690928338608,0.000165,1.47849637895627,0.0229077867115247,3.53309501053907e-05,0.15639,"ControlModern"
"284",30.45392486,59.00506055,3.41621488108772,4.07762321226141,"1934","P2",0.701242562548146,0,0.233282784135534,0.338895396099907,3.77227206230834,0.13751,"Control"
"173",30.54288281,9.585454666,3.41913168990011,2.2602468105317,"1935","P1",4.96768848279316e-15,3.10669079924743e-05,0.06797,3.31144953245553,14.7632595737405,0.00143,"Control"
"898",30.98282437,70.18876677,3.43343299836065,4.25118828070623,"1934","E1",8.13713540992467e-16,0,1.65945653326522,0.00363770696392414,0.00138408075780113,0.37775,"Control"
"703",31.00586898,40.85903589,3.43417650850149,3.71012799366323,"1949","P10E1",0.000737499999999959,0,0.162061046895564,0.421246228755937,58.9263288392288,1.03641,"Control"
"11",31.37225491,53.9055885,3.44592390071585,3.98723415528609,"1934","E1",0.00110567320555363,0.0031075,0,0.0257583912546497,0.368231787917472,0.04956,"Control"
"428",31.75180352,44.00772702,3.45794952750495,3.78436523259082,"1930","P7E1",0,0,0,0.0924935632086356,1.17480196547395,0.01571,"Control"
"4410",31.9008,47.086499552461,3.46263108784625,3.85198632622937,"2008","E1",0.469150337433904,0,0.011648663333427,0.00146749627239572,0.201375448834437,0.11013,"ControlModern"
"934",32.21270543,18.96650058,3.47236095329614,2.94267429565958,"1949","E1",4.58555859950138e-15,0,0.0814190324298358,1.97713756071811e-05,0.00763431370536798,0.05487,"Control"
"26",32.74968254,39.80144136,3.48889326859916,3.68390312671002,"1936","E1",0.000936962243563143,0.0823826698653299,0,0.128353412330966,2.09060510652589,0.0153,"Control"
"109",32.78821087,20.20236644,3.49006902608644,3.00579974804063,"1938","P1E1",0,0,0,0.181311052273692,7.5336702165849,0.43969,"Control"
"85",32.84253091,58.00563557,3.49172434951964,4.06054017082621,"1951","E1",7.64259766583564e-16,0.0778875,0.00686512918656418,0,0.148398240514931,0.37783,"Control"
"1151",32.9839375041685,38.3199229557435,3.49602070067107,3.64596994255115,"2013","P10E1",0.0201960079795789,0.000527607593794577,0.0209992782345009,3.31644097261919,0.0108335283127479,0.01725,"ControlModern"
"478",33.12747665,56.93406519,3.50036304830394,4.04189384722903,"1954","P7E1",1.52851953316713e-15,0,0,0.176362740424055,0,0.47109,"Control"
"902",33.86374151,39.64426956,3.52234487000971,3.67994641203703,"1935","E1",0.138764465588319,0,0,0.0269657185108208,0.239112329067058,0.66551,"Control"
"79",33.98783692,25.6663713,3.52600272296573,3.24518162532715,"1950","E1",0.173417359606183,0.961014730117775,0.00922961216790268,0.00254426538196517,0.307975468851908,0.00625,"Control"
"1141",34.177996449196,30.507900798075,3.5315820583332,3.41798569262747,"2012","P10E1",0.142213534440959,0.02603674441019,6.98304349810454,0.00921591622684683,0.001348332337229,0.52054,"ControlModern"
